% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.807534458e+05 +5.807534458e+05 +5.808772758e+05 +5.808772758e+05 +1.1462e+00 +4.6673e+00 -2.5273e+00 +3.4763e+00 +4.9547e+00 +2.1148e+00 +4.5533e+00 +4.3133e+00 +4.4958e+00 -3.4001e-01 -2.8761e+00 -6.8380e-01 -4.8248e-01 -3.1012e+00 -4.7559e+00 +1.9693e+00 +2.0481e+00 +2.2778e+00 +2.7929e+00 -4.6859e+00
2 +2.233978662e+05 +2.233978662e+05 +2.235216962e+05 +2.235216962e+05 -2.2637e+00 +2.9876e-01 -2.8069e+00 +2.5322e+00 -1.6127e+00 -1.4729e-01 +7.2423e-01 +1.0396e+00 -4.1876e+00 -4.1730e+00 -3.9459e+00 -2.7152e+00 -3.8930e+00 +1.1014e-01 +1.6846e+00 -1.7750e-02 +4.3309e+00 +4.2094e+00 +1.4907e+00 -3.7802e+00
7 +1.149728536e+05 +1.149728536e+05 +1.150966836e+05 +1.150966836e+05 +6.1728e-01 +5.4026e-01 -3.9075e-01 -4.3454e+00 +2.2854e+00 -6.4862e-01 +4.5811e+00 -2.3359e+00 -4.2579e+00 -7.6931e-01 -3.4640e+00 -1.1343e+00 -1.3423e+00 -2.1880e+00 +4.3521e+00 -1.1873e+00 -2.1974e+00 +1.8866e+00 +1.8551e-01 -1.7693e+00
58 +6.525700291e+04 +6.525700291e+04 +6.538083291e+04 +6.538083291e+04 -2.0391e+00 -7.3914e-01 +1.3147e+00 -2.9801e+00 +5.8760e-01 +5.4565e+00 +1.3449e-01 +5.5075e-01 -2.9762e+00 +1.8166e+00 +8.8428e-01 -3.3249e+00 +7.0500e-03 +3.9197e-01 +1.5775e+00 -7.9602e-01 +1.7342e+00 +3.9297e-02 -1.3735e+00 -1.8545e+00
73 +3.680872629e+04 +3.680872629e+04 +3.693255629e+04 +3.693255629e+04 +1.6054e+00 -2.4914e+00 -1.1131e+00 -3.9498e-01 -2.3719e+00 -5.4639e-02 +8.3073e-01 -2.4237e+00 -2.4491e+00 -4.0589e+00 -7.1981e-01 +6.4964e-01 +5.5437e-01 -1.8542e+00 +9.5275e-01 -8.0026e-01 -1.6432e+00 -1.6735e+00 -2.1214e+00 -7.5292e-03
2990 +1.351593525e+04 +1.351593525e+04 +1.363976525e+04 +1.363976525e+04 -7.2124e-01 -2.0534e+00 +7.4510e-01 +8.0029e-01 -3.1253e-01 -1.5181e+00 +2.6845e+00 +9.6438e-01 +2.8000e+00 -1.5692e+00 +6.4534e-01 +5.6299e-01 +1.1518e+00 +2.4884e+00 -5.9758e-01 +2.0784e+00 +1.6641e+00 -2.7145e-02 -3.3431e+00 -2.4458e-01
3639 +9.315003810e+03 +9.315003810e+03 +9.438833810e+03 +9.438833810e+03 +1.1177e+00 +1.3264e+00 +9.1973e-01 +1.5922e+00 +4.5043e-01 +4.1244e-01 -6.6182e-01 +1.5037e+00 -1.5667e+00 +1.6757e-01 +1.7142e+00 -1.5412e+00 +7.1771e-02 +6.1982e-02 +2.4316e-01 +2.0898e-01 -3.6852e+00 +8.5478e-01 -3.6649e-01 -1.0252e+00
10242 +6.161788943e+03 +6.161788943e+03 +6.285618943e+03 +6.285618943e+03 -4.0707e-01 +1.5189e+00 +8.3009e-01 +1.4405e+00 +4.8346e-01 -5.8922e-01 -1.1731e-01 +2.8733e-01 -8.4645e-01 -5.6978e-01 -8.5345e-01 -2.1711e+00 +1.1623e+00 -4.5017e-02 +1.8389e+00 +1.9109e-01 -2.1815e+00 +1.9258e-01 +4.0222e-01 -2.3567e+00
11034 +3.849841749e+03 +3.849841749e+03 +3.973671749e+03 +3.973671749e+03 +4.7806e-01 -4.7364e-01 +5.2795e-01 +1.4257e+00 -1.1910e+00 +7.8447e-01 -6.0792e-01 +1.8831e-01 +3.3644e-01 -8.3892e-01 -4.1855e-01 +2.1793e-01 -9.8358e-01 +4.4155e-01 -4.2224e-02 -7.4653e-01 -2.6659e+00 -2.6380e-01 +6.6101e-01 -1.1635e+00
12838 +1.972363219e+03 +1.972363219e+03 +2.096193219e+03 +2.096193219e+03 -8.1085e-02 -8.4969e-01 +1.5415e+00 -6.2182e-01 -1.4927e+00 +1.8308e-01 -9.5408e-01 -1.5465e-01 +1.3271e-01 -1.6092e+00 -4.9809e-01 +5.7058e-01 -2.4398e-02 -3.6192e-01 +3.9820e-01 -1.0278e+00 -1.3413e+00 +1.1439e+00 +3.0072e-01 -5.2440e-02
13623 +9.917689334e+02 +9.917689334e+02 +1.115598933e+03 +1.115598933e+03 -4.5537e-02 -2.8743e-01 +5.0093e-01 -1.0462e-01 -1.1636e+00 -1.6784e-01 -8.0866e-01 -2.6700e-01 +3.9875e-01 -1.8846e+00 -5.3538e-01 +5.5246e-01 +4.0613e-01 -2.2093e-01 -6.6560e-01 -9.3303e-01 -1.2274e+00 +4.2755e-01 +3.0943e-01 -2.5929e-01
14761 +4.804830183e+02 +4.804830183e+02 +6.043130183e+02 +6.043130183e+02 -1.4166e-01 -8.5568e-02 +4.8402e-01 +4.5877e-01 -5.1872e-01 -2.6476e-01 -1.1418e+00 +2.6096e-01 +3.1482e-01 -4.2340e-01 -5.1719e-01 +5.0649e-01 -1.2709e-01 -2.8950e-01 -3.9472e-01 -4.0962e-01 -1.1706e+00 +4.9854e-01 -4.7153e-01 -2.2135e-01
14861 +3.916465072e+02 +3.916465072e+02 +5.154765072e+02 +5.154765072e+02 -5.8510e-02 -2.4971e-01 +4.6514e-01 +3.9310e-01 -4.9965e-01 -1.2833e-01 -1.2067e+00 +3.1369e-01 +3.7241e-01 -3.0425e-01 -5.2631e-01 +4.2726e-01 -1.2316e-01 -2.3427e-01 -4.1986e-01 +1.2018e-01 -1.1740e+00 +4.9081e-01 -3.4514e-01 -1.5305e-01
