% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.500418332e+01 +8.500418332e+01 +1.257841833e+02 +1.257841833e+02 +7.9480e-01 +2.1373e+00 -3.3623e+00 -2.2545e-01 -4.4996e+00 -2.4228e+00 +3.3612e+00 -1.9892e+00 -8.3065e-01 -2.7666e+00 -2.5257e+00 -3.7452e+00 +1.1648e+00 +4.3741e+00 -5.2753e-01 +2.0974e+00 -1.2118e+00 -2.7654e+00 +7.5606e-01 -2.9734e+00
272 +5.979933136e+01 +5.979933136e+01 +1.005793314e+02 +1.005793314e+02 +2.6968e+00 -9.1248e-01 +5.8261e-01 +2.0728e+00 +0.0000e+00 -4.2219e+00 +2.8087e+00 -5.0000e+00 -3.0713e+00 +4.5592e+00 -3.5511e+00 -5.0000e+00 +3.7967e+00 +5.0000e+00 -5.4276e-01 -3.7056e-01 -1.4187e+00 +3.8169e+00 +5.0000e+00 -4.8507e+00
503 +3.562486895e+01 +3.562486895e+01 +7.640486895e+01 +7.640486895e+01 +1.5647e+00 +1.0112e+00 -2.9865e-01 +2.9644e+00 +1.9416e+00 -4.0581e+00 +3.0835e+00 -5.0000e+00 -7.9484e-01 +3.6455e+00 -4.1457e+00 -5.0000e+00 +1.7234e+00 +3.2488e+00 -1.4064e+00 +3.5378e-01 -3.2773e+00 +0.0000e+00 +3.8321e+00 -2.3786e+00
1286 +2.373977207e+01 +2.373977207e+01 +6.451977207e+01 +6.451977207e+01 +1.0698e+00 -2.9586e-01 -2.2863e-01 +3.3489e+00 -1.1056e+00 -3.9761e+00 +3.7500e+00 -5.0000e+00 -1.4375e+00 +5.0000e+00 -2.6145e+00 -5.0000e+00 -3.8953e-01 +4.3882e+00 -4.2168e+00 +0.0000e+00 -2.1247e+00 +1.9663e+00 +2.4118e+00 -2.3134e+00
2063 +1.559144346e+01 +1.559144346e+01 +5.637144346e+01 +5.637144346e+01 +1.2021e+00 +1.4215e+00 +2.3853e+00 +3.3643e+00 -1.7585e-01 -4.7166e+00 +4.1927e+00 -5.0000e+00 -1.4861e+00 +4.4665e+00 -2.5000e+00 -4.9641e+00 +1.5748e+00 +4.3838e+00 -4.5598e+00 -5.8470e-02 -3.5686e+00 +1.5652e+00 +3.0318e+00 -3.3183e+00
3128 +9.494222920e+00 +9.494222920e+00 +5.027422292e+01 +5.027422292e+01 +2.1681e+00 +7.4779e-01 +1.7495e+00 +3.5966e+00 -1.4865e-01 -4.9793e+00 +3.2439e+00 -5.0000e+00 -1.6907e+00 +4.2104e+00 -2.3216e+00 -4.9409e+00 -1.4561e-01 +4.6407e+00 -3.6801e+00 +1.1560e-01 -2.9519e+00 +1.2500e+00 +2.6146e+00 -4.7221e+00
13078 +6.297848272e+00 +6.297848272e+00 +4.707784827e+01 +4.707784827e+01 +2.0734e+00 +3.9063e-01 +1.0938e+00 +4.2188e+00 -1.5625e-01 -4.6107e+00 +3.5937e+00 -4.2986e+00 -1.7530e+00 +3.5862e+00 -2.8516e+00 -4.1178e+00 +5.4688e-01 +4.3827e+00 -3.8575e+00 +7.5720e-02 -3.4375e+00 +1.6020e+00 +2.7344e+00 -4.4136e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.485111213e+01 +8.485111213e+01 +8.325111213e+01 +8.325111213e+01 -4.2664e+00 -2.0968e+00 -2.5731e+00 +3.0697e+00 +4.2708e+00 +1.5008e+00 +2.4082e+00 +3.2344e+00 -2.9832e+00 -2.9064e+00 -2.0186e+00 +3.9147e+00 +4.9941e+00 +2.8743e+00 -2.2112e+00 +4.5038e+00 +1.2286e+00 +2.7803e-01 -7.6895e-01 +3.4849e+00
493 +5.356883577e+01 +5.356883577e+01 +5.196883577e+01 +5.196883577e+01 +4.5126e+00 -2.0031e+00 -2.3214e-01 -2.1642e+00 -3.8670e-01 +2.4189e+00 +3.3705e+00 -3.2951e+00 -2.5741e+00 -5.0564e-01 -2.6018e+00 +0.0000e+00 -3.8023e+00 +7.6637e-01 -1.4551e+00 -6.2221e-01 -1.3735e+00 +2.0524e+00 -7.3098e-01 -1.0021e+00
