% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.107318345e+02 +1.107318345e+02 +5.838183446e+01 +5.838183446e+01 -2.2377e+00 -1.8091e+00 -2.2379e+00 +6.4635e-01 +2.3151e+00 +1.4747e+00 -4.9812e+00 +8.9115e-02 -4.9377e+00 -1.5142e+00 +6.0544e-01 +4.6676e+00 +4.1430e+00 +3.0120e+00 +4.3044e+00 -3.5642e+00 -6.1553e-01 +1.7546e+00 -1.2678e+00 -7.7637e-01
5 +9.354924893e+01 +9.354924893e+01 +4.119924893e+01 +4.119924893e+01 +6.3710e-01 -1.3387e-01 +2.0362e+00 -1.0929e+00 +2.9620e+00 +8.8366e-01 +3.8295e+00 -2.7506e+00 +1.8328e-01 +4.8052e+00 -2.3645e+00 -3.3786e+00 -4.6455e+00 -7.7023e-01 +4.0704e+00 -2.0722e+00 -2.0399e+00 +3.6776e+00 +4.1688e+00 -3.7669e+00
14 +5.764131767e+01 +5.764131767e+01 +5.291317670e+00 +5.291317670e+00 +1.3949e+00 +3.1531e+00 -1.2681e+00 -4.7107e+00 -3.6322e+00 +4.9887e+00 +2.0862e+00 +5.8208e-01 +3.4199e+00 -2.8328e+00 -2.3278e+00 -1.5844e+00 +9.5404e-01 +1.3570e+00 +4.9943e+00 -2.9835e+00 -5.8681e-01 -3.0262e-01 -2.0032e+00 -2.5326e+00
36 +3.561020648e+01 +3.561020648e+01 -1.673979352e+01 -1.673979352e+01 -4.5193e+00 -3.7789e+00 +4.9141e+00 -6.2837e-01 -5.0245e-01 +1.4398e+00 +5.7222e-01 -2.8330e+00 +1.5380e+00 -1.2233e+00 -1.8597e+00 +5.0786e-01 +2.5922e-01 -2.8839e+00 +3.4228e+00 -2.2948e-01 +2.8173e+00 +1.8974e+00 -2.6680e+00 -1.1525e+00
189 +2.360226893e+01 +2.360226893e+01 -2.874773107e+01 -2.874773107e+01 -5.0000e+00 -1.6523e+00 +1.5914e+00 -1.0405e+00 -3.1010e+00 +4.6782e+00 -2.0590e+00 -5.0000e+00 +2.3776e+00 -4.6972e+00 -1.7419e+00 +1.7117e+00 -6.9896e-01 -4.8772e+00 +3.5666e+00 -2.5130e+00 -1.8808e+00 -1.8223e+00 -1.0058e+00 -1.4508e+00
474 +1.559957093e+01 +1.559957093e+01 -3.675042907e+01 -3.675042907e+01 -4.5560e+00 -3.8328e+00 +2.0258e+00 -2.9947e-01 -2.2511e+00 +4.0277e+00 -2.3033e+00 -3.5897e+00 +3.0302e+00 -2.0998e+00 +3.1235e+00 -1.0442e+00 +1.9012e-01 -3.7613e+00 +2.3292e+00 -1.8480e+00 -9.9907e-01 -1.6398e+00 -3.4484e-01 -3.1939e+00
768 +9.623730060e+00 +9.623730060e+00 -4.272626994e+01 -4.272626994e+01 -4.2458e+00 -1.0449e+00 +3.4967e+00 -1.0195e+00 -2.4380e+00 +4.7814e+00 -3.0360e+00 -1.6229e+00 +3.1997e+00 -1.6401e+00 +1.9611e-01 -8.9297e-01 +2.7799e+00 -1.2409e+00 +4.0147e-01 -3.6440e-01 -6.4692e-01 +1.0573e+00 +4.1028e-01 -4.7671e+00
1260 +6.250707721e+00 +6.250707721e+00 -4.609929228e+01 -4.609929228e+01 -4.1842e+00 -3.7334e-01 +3.0551e+00 -1.0744e+00 -1.1585e+00 +4.5156e+00 -2.6304e+00 -1.6600e+00 +2.7288e+00 -1.9806e+00 +2.6074e+00 +2.4111e-02 +2.0649e+00 -1.1597e+00 -9.0539e-02 +9.1500e-01 -9.2749e-01 +5.0786e-01 +1.7407e+00 -4.9970e+00
1978 +3.926742170e+00 +3.926742170e+00 -4.842325783e+01 -4.842325783e+01 -3.9369e+00 -4.6269e-01 +2.7458e+00 -2.0343e+00 -2.4480e+00 +3.2056e+00 -3.9417e+00 -1.0759e-01 +2.4942e+00 -2.7251e+00 +3.2700e+00 -1.3077e+00 +2.2606e+00 -1.1309e+00 -1.1629e+00 +1.1443e+00 -4.2872e-01 +1.1033e+00 +2.2807e+00 -4.3925e+00
2316 +2.368386829e+00 +2.368386829e+00 -4.998161317e+01 -4.998161317e+01 -2.4318e+00 -1.6482e+00 +2.7793e+00 -2.5648e+00 -1.6857e+00 +3.6433e+00 -4.2914e+00 +8.5523e-01 +3.2519e+00 -2.3880e+00 +3.4878e+00 -1.4547e+00 +3.9612e+00 -1.0255e+00 -1.6137e+00 +5.4825e-01 -1.6682e+00 +1.0078e+00 +2.6574e+00 -4.2430e+00
2786 +1.559066859e+00 +1.559066859e+00 -5.079093314e+01 -5.079093314e+01 -4.6684e-01 -1.0215e+00 +2.7884e+00 -2.4167e+00 -1.8718e+00 +2.8860e+00 -4.1779e+00 -3.3239e-01 +1.7719e+00 -1.8054e+00 +3.0825e+00 -1.2422e+00 +3.3690e+00 -1.2644e+00 -2.3049e+00 +5.8500e-01 -1.4473e+00 +1.2514e+00 +3.0309e+00 -4.3793e+00
3512 +9.522901132e-01 +9.522901132e-01 -5.139770989e+01 -5.139770989e+01 -8.9880e-01 -1.6531e+00 +2.2022e+00 -2.7061e+00 -1.1286e+00 +3.5248e+00 -4.1046e+00 -3.5850e-03 +2.1378e+00 -1.4065e+00 +2.6462e+00 -8.2894e-01 +3.1073e+00 -1.3143e+00 -1.4041e+00 +1.5437e+00 -1.1635e+00 +1.3017e+00 +2.9109e+00 -4.1151e+00
