% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.950369700e+07 +1.950369700e+07 +1.950377327e+07 +1.950377327e+07 +1.8453e+00 +3.3274e-01 -4.7901e+00 +6.7538e-01 +2.5903e+00 +1.6910e+00 +6.3645e-01 +8.8242e-01 +4.1939e+00 -3.1349e+00 +4.6301e+00 +1.0150e-01 -1.2909e+00 +1.1647e+00 -3.9039e+00 -2.1801e+00 +2.3511e+00 +3.8883e+00 +2.9995e+00 -1.7988e+00
3 +8.774982811e+06 +8.774982811e+06 +8.775059081e+06 +8.775059081e+06 +4.4603e+00 +3.7629e+00 +7.7636e-01 +1.9458e+00 -2.4741e+00 +4.9961e+00 +3.8707e+00 -4.2256e+00 -1.9327e+00 -3.5145e+00 +1.5446e+00 -3.7658e+00 +8.6311e-01 -6.6621e-01 -3.9395e+00 -4.3666e+00 -3.2886e+00 -1.5612e+00 +1.0448e+00 -2.4852e+00
4 +1.279507282e+06 +1.279507282e+06 +1.279583552e+06 +1.279583552e+06 +2.4958e+00 +3.1813e+00 -3.6954e+00 +3.1439e+00 -2.6248e+00 -2.9084e+00 +3.2476e+00 -4.4334e+00 +3.4267e+00 +4.7176e-02 +4.7458e-01 +3.8451e+00 -4.7467e+00 +1.2966e+00 -5.5146e-01 -2.1721e+00 -2.8634e+00 -3.8836e+00 -1.4641e+00 -2.0302e+00
9 +6.432094482e+05 +6.432094482e+05 +6.432857182e+05 +6.432857182e+05 +3.5278e+00 -3.8284e+00 -4.8481e-01 +2.4384e+00 -1.4727e+00 -2.2188e+00 +4.9643e+00 -2.8321e+00 +9.3676e-01 +2.1801e+00 +4.0716e+00 -7.3604e-01 +3.4214e+00 -4.1770e+00 +3.9956e+00 +1.7509e+00 +6.3517e-03 +2.5814e+00 -2.6865e+00 +2.6647e+00
10 +6.255700309e+05 +6.255700309e+05 +6.256463009e+05 +6.256463009e+05 -3.5945e+00 -2.6969e+00 +2.3026e+00 +1.0089e+00 +4.8559e+00 -2.6951e+00 +2.1980e-01 +2.1647e+00 -3.7248e-01 +1.0017e+00 +2.9164e+00 +4.7078e-02 +3.7430e+00 +3.4026e+00 -1.4945e+00 +2.3766e+00 -3.7907e+00 +1.7845e+00 -2.4568e+00 -3.2538e+00
16 +2.025194777e+05 +2.025194777e+05 +2.025957477e+05 +2.025957477e+05 +6.7394e-01 +1.6679e+00 -1.8297e-01 +5.6933e-01 -3.6448e+00 -2.9037e+00 +4.4415e+00 -9.7460e-01 +3.6933e-02 -4.2469e+00 -3.4879e+00 -6.1621e-01 +1.7029e+00 +2.4242e+00 -3.8131e+00 +4.4872e+00 -2.7079e+00 -3.9447e-01 +1.6587e+00 +1.6530e+00
20 +8.887160810e+04 +8.887160810e+04 +8.894787810e+04 +8.894787810e+04 -2.0521e+00 +3.2675e+00 -4.2878e+00 +2.1813e+00 +2.6636e+00 +1.9621e+00 -2.8291e+00 +4.2469e+00 -4.9768e+00 -2.2795e+00 +2.5965e+00 -2.0045e+00 +2.6669e+00 +1.7215e+00 +9.5666e-02 -4.6754e+00 +6.2164e-01 +1.2462e+00 +1.8709e+00 -4.4794e+00
24 +3.433765197e+02 +3.433765197e+02 +4.196465197e+02 +4.196465197e+02 -3.9729e+00 +1.9585e+00 +4.7044e+00 -4.8896e+00 +1.7841e+00 +2.1109e+00 +3.4395e+00 -4.7393e+00 +6.4251e-01 -1.8650e+00 +3.5703e+00 +2.1113e+00 -3.3665e+00 +4.2066e+00 -4.0372e+00 -2.2379e+00 +5.5301e-01 -4.4681e+00 +7.1474e-01 -1.9333e+00
895 +2.338245853e+02 +2.338245853e+02 +3.100945853e+02 +3.100945853e+02 -3.5932e+00 -7.6893e-01 -1.7417e-01 -5.0000e+00 +2.5540e+00 +3.2215e+00 +4.8153e+00 -8.8549e-01 -3.3709e+00 +1.6013e+00 +2.6653e+00 -2.0859e+00 -1.7909e-01 -7.6704e-01 +0.0000e+00 -5.0000e+00 +2.5779e+00 -4.9037e+00 +4.5637e+00 -5.0000e+00
5282 +1.390750824e+02 +1.390750824e+02 +2.153450824e+02 +2.153450824e+02 -3.7032e+00 -3.1298e+00 +4.8812e-01 -5.0000e+00 +3.3914e+00 -4.3177e-01 +2.6912e+00 -3.7948e+00 -4.1403e+00 +3.8140e-01 +2.5318e+00 -2.7681e+00 -2.3688e+00 +2.2302e+00 -1.5794e+00 -4.1900e+00 +2.8983e+00 -4.8042e+00 +1.9020e+00 -1.0483e+00
26079 +9.892914166e+01 +9.892914166e+01 +1.751991417e+02 +1.751991417e+02 -1.1148e+00 -3.3238e+00 +8.0827e-01 -5.0000e+00 -2.1563e+00 +0.0000e+00 +2.3435e+00 -3.9488e+00 -2.9634e+00 +1.7302e+00 +2.8416e+00 -2.1798e+00 -2.2908e+00 +1.5741e+00 -4.9501e-01 -3.9317e+00 +3.6917e+00 -4.5469e+00 +8.6592e-01 -1.4194e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.373790026e+06 +4.373790026e+06 +4.373767476e+06 +4.373767476e+06 +3.4934e+00 +1.4381e+00 +3.5612e+00 -2.5531e+00 +4.4887e+00 -3.4804e+00 +2.2791e+00 -3.4264e+00 -3.2209e-01 +2.5615e+00 +4.2257e+00 +2.0256e+00 +3.1917e+00 -2.9311e+00 -1.5953e+00 +3.8065e+00 +4.1965e+00 -4.1047e+00 -3.9446e+00 +2.8089e+00
2 +3.329623410e+06 +3.329623410e+06 +3.329600860e+06 +3.329600860e+06 -8.6251e-01 +1.2496e+00 -1.9285e+00 -9.6177e-01 -2.1087e+00 -1.9567e+00 -1.2654e+00 +4.8619e+00 -3.5090e+00 +2.7390e+00 +1.0128e+00 -3.5311e+00 +1.2948e+00 -2.0805e+00 -7.9013e-01 -1.2710e+00 -3.3810e+00 -1.4911e+00 +4.9313e+00 +1.3743e+00
3 +1.566323018e+05 +1.566323018e+05 +1.566097518e+05 +1.566097518e+05 +2.2617e+00 +8.5081e-01 +2.6824e-01 +5.0964e-02 +2.3855e+00 -4.2877e+00 +4.8320e+00 -2.5053e+00 +1.3433e+00 -9.7648e-01 -4.8002e+00 +3.0307e+00 -5.7140e-02 +1.2959e+00 +1.8651e+00 +6.7122e-01 -1.4078e+00 +5.4710e-01 +1.7019e+00 -7.7265e-01
9 +3.062271898e+04 +3.062271898e+04 +3.060016898e+04 +3.060016898e+04 +2.4643e+00 -1.3672e+00 +2.2798e+00 +5.3328e-02 +2.9218e+00 +4.1591e+00 -1.9233e+00 +1.0853e+00 +1.2821e+00 -1.4933e+00 +1.3250e+00 +3.3356e+00 -3.7576e+00 -2.5171e+00 +7.3333e-01 +5.3509e-01 -2.0019e+00 -3.7509e+00 -2.2974e+00 +4.8016e-01
15 +1.008911218e+03 +1.008911218e+03 +9.863612183e+02 +9.863612183e+02 +4.2298e+00 +4.0645e+00 +2.2290e-01 -3.7007e+00 -2.4443e+00 -4.2250e+00 +3.5010e+00 +2.1558e-01 +4.0964e+00 +2.4835e+00 +4.6236e+00 +5.7724e-01 +3.8957e+00 +3.5596e+00 -3.0919e+00 -4.9585e+00 -3.9464e+00 -7.9815e-01 +4.8993e+00 -1.3131e+00
25 +6.933341454e+02 +6.933341454e+02 +6.707841454e+02 +6.707841454e+02 +4.9803e+00 +1.6314e+00 +3.0227e+00 -3.9920e+00 +4.1605e+00 +4.8092e+00 +1.0371e+00 -7.1771e-01 -4.7730e+00 -3.0485e+00 +4.0112e+00 +1.7217e+00 +3.6121e+00 -4.1859e+00 +8.3576e-01 +2.9300e+00 +3.4558e+00 -4.6757e-01 -1.1600e+00 -3.8987e+00
111 +3.656887395e+02 +3.656887395e+02 +3.431387395e+02 +3.431387395e+02 +5.0000e+00 -8.4508e-02 +4.3141e+00 -5.0000e+00 +3.9261e+00 +5.0000e+00 -1.3255e+00 -1.5845e+00 -5.0000e+00 -2.9153e+00 +3.7157e+00 +5.0000e+00 +3.9695e+00 -4.2735e+00 -1.6311e+00 +2.0682e+00 +4.3153e+00 -1.8909e+00 +2.1014e+00 -6.5667e-01
352 +2.444966818e+02 +2.444966818e+02 +2.219466818e+02 +2.219466818e+02 +5.0000e+00 -4.4484e-01 +4.7188e+00 -5.0000e+00 +4.4274e+00 +5.0000e+00 -3.5496e+00 -2.4190e+00 -5.0000e+00 -1.5052e+00 +4.2316e+00 +5.0000e+00 +3.3352e+00 -4.5691e+00 -1.1982e+00 +2.0682e+00 +3.9949e+00 +4.6257e-01 +1.3365e+00 +2.1885e+00
502 +1.397238411e+02 +1.397238411e+02 +1.171738411e+02 +1.171738411e+02 +4.0237e+00 +9.4754e-01 +4.9010e+00 -4.7265e+00 +1.7334e+00 +1.2001e+00 -2.2697e+00 -2.7711e+00 -5.0000e+00 -2.7771e+00 +5.0000e+00 -3.2967e-01 +3.1007e+00 -3.5680e+00 -5.4477e-01 +8.6472e-01 +5.0000e+00 -8.5792e-01 +3.3119e+00 +4.6900e+00
9295 +9.491778509e+01 +9.491778509e+01 +7.236778509e+01 +7.236778509e+01 +3.2414e+00 +4.1599e+00 +3.0360e+00 -4.4051e+00 +2.1181e+00 +7.3477e-02 +2.7268e+00 -2.0603e+00 -1.8360e+00 -2.0706e+00 +4.4249e+00 -2.4298e-01 +3.1699e+00 -2.8538e+00 -7.3531e-01 +3.3705e-01 +2.7169e+00 +3.6184e-01 +3.4432e+00 +3.3897e+00
16263 +5.623604436e+01 +5.623604436e+01 +3.368604436e+01 +3.368604436e+01 +4.4220e+00 +4.4199e-01 +3.7704e+00 -4.2846e+00 +2.9505e+00 -8.8278e-01 +0.0000e+00 -2.0432e+00 +1.1356e-01 -1.5386e+00 +4.5848e+00 +9.0187e-01 +2.4539e+00 -3.4025e+00 +1.8527e-02 +1.7161e-01 +5.0000e+00 -4.1945e+00 +3.4096e+00 +1.7690e+00
45079 +3.599220330e+01 +3.599220330e+01 +1.344220330e+01 +1.344220330e+01 +4.3823e+00 +2.2977e+00 +3.7853e+00 -4.1520e+00 +3.0806e+00 -8.3732e-01 -1.8488e-01 -3.1170e+00 +9.6872e-01 -1.3271e+00 +2.9781e+00 +5.3182e-01 +1.6442e+00 -3.1848e+00 -4.0152e-02 +2.1152e+00 +5.0000e+00 -4.3241e+00 +3.0968e+00 +1.8696e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.506224221e+06 +4.506224221e+06 +4.506237881e+06 +4.506237881e+06 +4.7389e+00 -8.4841e-02 +6.0070e-01 -4.0774e+00 +2.6158e+00 +1.7399e+00 -4.2403e+00 +4.4331e-01 +6.4746e-01 +2.2691e+00 +7.0277e-01 -2.6106e+00 +3.6301e-02 -3.4199e+00 +3.0425e+00 -2.9080e+00 +2.5750e+00 +1.8200e+00 +3.3444e+00 -1.8467e+00
2 +3.412467609e+06 +3.412467609e+06 +3.412481269e+06 +3.412481269e+06 -4.1890e+00 -3.7434e+00 +4.8459e+00 +4.5533e+00 -2.8950e+00 -4.9278e+00 +4.0843e+00 +4.9576e+00 +4.7063e+00 -2.6905e+00 -2.6060e+00 +2.4517e+00 -4.5990e+00 +2.2670e+00 +6.6044e-01 -7.9004e-01 +2.9827e+00 -1.5608e+00 -3.3322e+00 +3.5913e+00
3 +4.415453290e+05 +4.415453290e+05 +4.415589890e+05 +4.415589890e+05 -3.3347e+00 -9.7836e-01 +9.1030e-02 +4.7611e+00 -1.8509e+00 -4.9413e+00 -3.2631e+00 +4.9439e+00 -3.0954e+00 +3.2338e+00 -3.9899e+00 +1.8225e+00 -1.4653e+00 -3.5964e+00 -1.0747e+00 -1.2601e+00 -1.3113e+00 -2.2153e+00 -3.2035e+00 -3.4663e+00
6 +3.803612604e+04 +3.803612604e+04 +3.804978604e+04 +3.804978604e+04 -2.8127e+00 +4.8405e+00 -2.9876e+00 +1.7675e+00 +1.2734e+00 +4.7113e+00 -3.1619e+00 -2.3958e+00 -3.4238e+00 -4.8683e+00 +3.8174e+00 +1.3754e+00 -4.5907e+00 -4.2255e+00 +1.3945e+00 +3.4098e+00 +3.4093e+00 -3.3072e+00 +3.3905e+00 +9.9584e-01
46 +6.302043923e+03 +6.302043923e+03 +6.315703923e+03 +6.315703923e+03 -3.4274e+00 +5.0000e+00 -5.0000e+00 -1.0737e+00 +3.7006e+00 +5.0000e+00 -3.4536e+00 -3.1625e+00 -4.8685e+00 -5.0000e+00 +4.6151e+00 -1.1886e+00 -1.0096e+00 -3.1325e+00 -1.4927e+00 +5.0000e+00 +3.9042e+00 -4.4489e+00 +2.7020e+00 -2.0686e+00
119 +3.706961191e+02 +3.706961191e+02 +3.843561191e+02 +3.843561191e+02 -3.8456e+00 +3.5801e+00 -5.0000e+00 -1.0942e+00 +1.3645e-01 +5.0000e+00 -4.1625e+00 -3.3883e+00 -2.1617e+00 +3.3548e-01 +5.0000e+00 +1.4870e+00 -2.6214e-01 -5.0000e+00 -2.1460e+00 +2.6246e+00 +3.2007e+00 -5.0000e+00 +7.2220e-01 -2.3303e+00
3803 +2.371436878e+02 +2.371436878e+02 +2.508036878e+02 +2.508036878e+02 -4.8487e+00 +3.7962e+00 -2.9048e+00 +4.1945e+00 +3.3121e+00 +2.0457e+00 -4.0565e+00 -3.6980e+00 -8.8160e-01 -8.1217e-01 -6.8336e-01 +1.4143e+00 -3.3420e+00 -1.0294e+00 -3.1236e+00 +2.9140e+00 +1.2988e+00 -3.5462e+00 +1.6339e+00 -2.5799e+00
