% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.793710961e+05 +6.793710961e+05 +6.794949261e+05 +6.794949261e+05 +3.2360e+00 -1.9847e+00 -1.7774e+00 +3.0427e+00 -1.8937e+00 -1.7019e+00 -4.7213e+00 +3.5989e+00 -2.1433e+00 +2.2988e+00 +1.7451e-01 -2.5862e+00 +3.9299e+00 +3.5879e-01 -4.3389e+00 +9.0653e-01 -3.0673e+00 -1.5540e-01 +3.1952e+00 -3.6806e+00
2 +3.899690869e+05 +3.899690869e+05 +3.900929169e+05 +3.900929169e+05 +4.1618e+00 +7.5053e-01 -2.7626e+00 +3.0078e+00 -2.4599e+00 +1.3179e+00 -2.9507e+00 -3.8271e+00 +8.3420e-01 +3.1201e+00 +2.1497e-01 +9.1507e-01 -1.6086e+00 +4.8576e+00 -1.9471e+00 -3.7873e+00 +3.3378e+00 -1.6293e+00 -1.8626e+00 -4.5788e+00
7 +2.348951703e+05 +2.348951703e+05 +2.350190003e+05 +2.350190003e+05 +4.5376e+00 -4.2633e-01 +2.1188e+00 +6.1684e-01 +1.6714e+00 -5.5941e-01 -1.0060e+00 -6.7964e-01 -2.4822e+00 -1.5041e+00 +3.1984e+00 -2.5774e+00 +4.4101e+00 -4.0084e+00 +2.8799e+00 -2.5700e+00 -4.7187e+00 -2.1897e+00 -2.5281e+00 -3.9823e+00
12 +1.570356225e+05 +1.570356225e+05 +1.571594525e+05 +1.571594525e+05 +3.1368e+00 +4.8272e+00 +1.1022e+00 +4.8595e-01 +4.5336e+00 +1.2326e+00 +3.0921e+00 -3.2487e+00 +7.6957e-01 -1.4132e+00 -7.5151e-01 +3.3849e+00 +2.3136e+00 -3.9364e+00 -2.7151e+00 -3.9899e+00 +3.4614e-01 +1.5442e+00 +2.4377e+00 -8.5752e-01
43 +7.500622238e+04 +7.500622238e+04 +7.513005238e+04 +7.513005238e+04 +1.4091e-02 -3.9438e-01 -4.1535e+00 +1.9252e-01 -2.1936e+00 -8.5183e-01 +3.5637e+00 +4.1730e-01 +6.5601e-01 +1.0961e+00 +1.6761e+00 -1.2241e+00 -5.0000e+00 -1.7381e+00 +2.5104e+00 -3.3853e+00 +5.9763e-01 +7.0509e-01 +5.0758e-01 -2.8659e+00
90 +2.069292316e+04 +2.069292316e+04 +2.081675316e+04 +2.081675316e+04 +2.4029e+00 -9.6738e-01 +2.6149e+00 +2.9041e+00 -1.6192e-01 +1.0709e+00 +1.9357e+00 +1.8820e+00 +1.5730e+00 +0.0000e+00 -1.2316e+00 -9.7194e-01 -1.8312e+00 +1.1336e+00 +2.6852e+00 +8.6416e-01 +2.4053e-01 +2.5468e+00 +0.0000e+00 -2.0406e+00
1195 +1.450870731e+04 +1.450870731e+04 +1.463253731e+04 +1.463253731e+04 -9.2524e-01 -1.0677e+00 +5.4311e-01 +1.4731e+00 +4.4329e+00 -1.1478e+00 +1.3959e+00 -8.7129e-01 -9.8866e-01 +1.7347e-03 -2.8615e+00 -9.7045e-01 -2.3950e+00 -6.5006e-01 +2.3539e+00 -1.9945e+00 -2.1209e+00 +3.5271e-01 +1.6815e-01 +0.0000e+00
1654 +8.192309265e+03 +8.192309265e+03 +8.316139265e+03 +8.316139265e+03 +5.7593e-01 -2.8157e-02 +2.4690e+00 +4.1781e-01 +1.4563e+00 +1.5315e+00 +2.1384e-01 -1.7717e+00 -5.1539e-01 +1.4787e+00 -6.1146e-01 -2.6740e+00 -2.5120e+00 +9.7500e-02 +2.0668e+00 -3.8391e+00 -2.2317e+00 +3.1682e+00 +4.6497e-01 -7.4336e-02
2619 +3.032317281e+03 +3.032317281e+03 +3.156147281e+03 +3.156147281e+03 +3.9541e-01 -5.7466e-01 -1.6440e+00 +4.1674e-01 -3.9102e-03 +2.6724e+00 +3.4985e-01 -8.9596e-01 -1.3739e+00 +6.0984e-01 -2.3381e+00 -1.9023e+00 -1.2221e+00 -3.3355e-01 +6.3446e-01 -9.9419e-01 -8.9672e-01 +2.6558e+00 +1.2514e+00 -1.5825e-01
4030 +2.474614531e+03 +2.474614531e+03 +2.598444531e+03 +2.598444531e+03 -9.3823e-02 -8.1356e-01 -1.4797e+00 +4.1748e-01 +2.6248e-01 +1.3798e+00 +4.1290e-01 -8.9360e-01 -1.3902e+00 +1.1394e+00 -2.3385e+00 -1.9547e+00 -1.7036e+00 +5.8308e-01 +4.9783e-01 -3.1395e+00 -7.7838e-01 +2.2590e+00 +1.5442e+00 -1.3120e-01
