% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.670016093e+02 +3.670016093e+02 +3.577916093e+02 +3.577916093e+02 +1.8831e+00 +1.6380e+00 +2.8990e+00 +4.6483e+00 +3.7552e+00 +5.9840e-01 +4.8284e+00 -4.0381e+00 -4.8568e+00 +3.7637e+00 -2.7980e+00 -1.5619e-01 +2.5014e+00 +3.7641e-01 -2.4748e+00 +3.1576e+00 +4.5962e-01 +1.1150e-01 +2.0061e+00 +4.3736e+00
103 +1.777342355e+02 +1.777342355e+02 +1.685242355e+02 +1.685242355e+02 -3.8685e+00 +7.5742e-01 +2.4966e-01 +1.2100e+01 -2.4791e+00 -5.7250e+00 +9.6007e+00 +4.0521e+00 +1.7977e-02 -4.7563e+00 -2.2843e-02 +3.8406e-01 -1.5462e+00 +3.4557e-01 -3.0164e+00 -7.6540e+00 +7.9652e+00 +4.3288e+00 -4.3625e+00 +4.1203e+00
201 +1.490935373e+02 +1.490935373e+02 +1.398835373e+02 +1.398835373e+02 -3.8685e+00 +7.5742e-01 +2.8811e+00 +1.0136e+01 -5.5338e+00 -6.0517e+00 +9.8956e+00 +3.4779e+00 +7.3766e+00 -4.7563e+00 -2.2843e-02 +3.8406e-01 +2.3367e+00 -2.8455e+00 -3.0164e+00 -7.6540e+00 +7.9652e+00 +4.3288e+00 -4.3625e+00 +5.9702e+00
432 +8.530279990e+01 +8.530279990e+01 +7.609279990e+01 +7.609279990e+01 -1.2244e+01 +3.1770e+00 +3.6237e+00 +1.6207e+01 -4.2406e+00 +4.5164e+00 +8.9035e+00 +1.2058e+01 +4.6431e+00 -8.5727e+00 -4.8074e+00 -5.3398e+00 +2.5400e+00 +7.2541e+00 -5.6266e+00 -9.8626e-02 +1.3077e+01 +2.4741e+00 -5.9052e+00 +9.9167e+00
509 +4.662218594e+01 +4.662218594e+01 +3.741218594e+01 +3.741218594e+01 +3.1216e+00 +4.6807e+00 +5.2074e+00 +2.5627e+01 +3.2449e+00 +1.0871e+01 +8.1492e+00 +1.2918e+01 +1.1894e+00 -1.6354e+01 -9.5504e+00 -5.6988e+00 +5.2683e+00 +1.4306e+00 -7.9909e+00 -1.0130e+01 +1.3505e+01 +4.5288e+00 -6.4216e+00 +1.6239e+01
637 +3.873526953e+01 +3.873526953e+01 +2.952526953e+01 +2.952526953e+01 -4.3182e+00 +6.3517e+00 +6.2841e-01 +2.2581e+01 -6.4332e+00 +1.6568e+01 +6.2250e+00 +1.0641e+01 +7.1140e+00 -2.7922e+01 +5.4397e-01 -3.8309e+00 +4.8165e+00 +5.1429e+00 -6.1941e+00 -1.4076e+01 +8.4559e+00 +9.9417e+00 -5.3006e+00 +1.3531e+01
744 +2.237993435e+01 +2.237993435e+01 +1.316993435e+01 +1.316993435e+01 -3.7426e+00 +3.1829e+00 +5.3671e+00 +3.7298e+01 -4.0463e+00 +1.7157e+01 +1.1780e+01 +2.1129e+01 +7.5882e+00 -1.0002e+01 -2.7753e+00 -5.6536e+00 +1.6383e+01 +8.6846e+00 -7.7062e+00 -7.8817e+00 +1.4684e+01 +4.6734e+00 -8.6696e+00 +1.7231e+01
1105 +5.450353362e+00 +5.450353362e+00 -3.759646638e+00 -3.759646638e+00 +6.0087e+00 +8.3561e+00 +4.3744e+00 +1.7295e+01 -1.2998e+01 +7.7794e+00 +1.4302e+01 +1.7020e+01 +8.3188e+00 -3.3713e+01 -6.6129e+00 -3.8324e+00 +6.7306e+00 +4.9535e+00 -1.3273e+01 -1.4294e+01 +5.3775e+00 +9.4573e+00 -5.8147e+00 +1.7315e+01
1272 +3.779704981e+00 +3.779704981e+00 -5.430295019e+00 -5.430295019e+00 +9.1206e+00 +7.8597e+00 +2.2522e+00 +1.5203e+01 -2.0160e+01 +1.5023e+01 +1.7845e+01 +7.8444e+00 +1.3455e+01 -2.4338e+01 -5.3738e+00 -4.9266e+00 +6.1375e+00 +1.3341e+01 -8.8012e+00 -1.2364e+01 +8.3899e+00 +9.0460e+00 -7.1131e+00 +1.5946e+01
1431 +2.131628207e-14 +2.131628207e-14 -9.210000000e+00 -9.210000000e+00 +1.2128e+01 +6.9831e+00 +9.2052e+00 +1.4560e+01 -1.0321e+01 +1.3547e+01 +2.2326e+01 +6.7801e+00 +2.0221e+01 -2.3410e+01 -6.1746e+00 -1.0053e+01 +7.5198e+00 +1.1334e+01 -5.7918e+00 -2.0850e+01 +1.2809e+01 +8.6933e+00 -7.0487e+00 +1.0599e+01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.525753613e+02 +3.525753613e+02 +1.008565361e+03 +1.008565361e+03 +2.1242e+00 -1.2565e+00 +1.9057e+00 -2.9200e+00 +4.8385e+00 +3.1045e+00 -7.2896e-03 -1.3506e+00 -6.0538e-01 -2.4093e+00 -3.9052e+00 +1.8330e+00 +2.5074e+00 +3.0474e+00 +4.8513e+00 -1.0270e+00 +3.7325e+00 +7.8021e-02 +3.9476e+00 +3.9315e+00
