% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.957461314e+03 +1.957461314e+03 +2.050401314e+03 +2.050401314e+03 +2.8141e+00 +2.9212e-01 +1.7701e+00 +1.1770e+00 -7.3055e-01 -2.5134e+00 +6.7472e-01 -2.5704e+00 +1.0256e+00 +3.9453e+00 -2.2189e-01 -1.4495e+00 +4.6429e+00 +2.6028e+00 +3.9970e+00 -1.0268e+00 +3.4251e+00 +2.8708e+00 -3.1041e+00 -8.0146e-01
8 +1.442881430e+03 +1.442881430e+03 +1.535821430e+03 +1.535821430e+03 +3.6138e+00 -1.6767e+00 +3.1257e-01 +2.3157e+00 +6.9191e-01 +4.6531e+00 -7.3743e-01 +3.2056e+00 -2.2202e+00 -3.9060e+00 -1.0487e+00 +4.6168e-01 -4.0984e+00 -4.2655e+00 +3.0510e+00 +3.7485e+00 -5.1815e-01 +5.8660e-01 +4.0558e-01 -4.0983e+00
13 +8.320988876e+02 +8.320988876e+02 +9.250388876e+02 +9.250388876e+02 +8.7593e-01 -1.4172e+00 +7.2222e-01 +4.8727e+00 -3.2700e+00 +3.7864e+00 +1.3490e+00 -1.4017e+00 -2.7018e+00 +3.9743e+00 +2.1512e+00 -3.9635e+00 -2.3608e+00 -6.3139e-01 +1.0391e+00 -2.5324e+00 +5.0516e-01 -2.5576e-01 +1.0319e+00 +3.6430e+00
77 +5.703224279e+02 +5.703224279e+02 +6.632624279e+02 +6.632624279e+02 +5.8310e-01 +1.3515e+00 -2.2304e+00 +4.2325e+00 -6.4572e-01 +3.7184e+00 +3.9620e+00 -8.4625e-01 +2.2789e+00 +2.1083e+00 -1.4408e+00 -2.3964e+00 -2.8330e-01 +2.7963e-01 -2.7136e-01 -2.1724e+00 +6.4075e-01 -1.4192e+00 +1.8676e+00 +5.2405e-01
119 +3.886342943e+02 +3.886342943e+02 +4.815742943e+02 +4.815742943e+02 +4.4719e+00 +3.0383e-01 +3.0062e-01 +5.0000e+00 -1.2935e+00 +5.0000e+00 +3.0700e+00 -2.2209e+00 +1.1506e+00 +8.5462e-01 +4.6597e+00 -4.4000e+00 -4.2274e+00 -6.8240e-01 +2.8178e+00 -2.2018e+00 +1.0046e+00 -5.0000e+00 -2.6181e+00 +3.2518e+00
199 +2.328060209e+02 +2.328060209e+02 +3.257460209e+02 +3.257460209e+02 +0.0000e+00 +1.5845e+00 -3.3434e+00 +4.6188e+00 +2.2207e+00 +5.0000e+00 +4.5515e+00 -2.5107e+00 +3.1036e+00 +3.0074e+00 +2.7492e+00 -3.2662e+00 -1.5242e+00 -1.2687e+00 +4.9066e+00 -3.6043e+00 +1.5545e+00 -4.8205e+00 -3.4284e-01 +2.9320e+00
391 +1.421316549e+02 +1.421316549e+02 +2.350716549e+02 +2.350716549e+02 -5.0018e-01 -9.9044e-02 -3.9588e+00 +4.7669e+00 +2.0900e+00 +5.0000e+00 +3.4325e+00 -2.2170e-02 +3.5413e+00 +2.3414e+00 +1.0416e+00 -1.3373e+00 -1.3765e+00 +5.9038e-01 +4.9639e+00 -3.9666e+00 +2.6253e+00 -4.8885e+00 +2.6344e+00 +3.2897e+00
932 +9.187265459e+01 +9.187265459e+01 +1.848126546e+02 +1.848126546e+02 +5.9744e-01 -5.2105e-01 -3.2949e+00 +4.7421e+00 +1.9051e+00 +4.9910e+00 +4.1820e+00 -3.3911e-01 +3.4289e+00 +2.4924e+00 +1.5652e+00 -4.2161e+00 -1.6564e+00 +1.6484e+00 +5.0000e+00 -1.5109e+00 +2.5531e+00 -4.4510e+00 +1.9167e+00 +4.7370e+00
1889 +6.037834875e+01 +6.037834875e+01 +1.533183488e+02 +1.533183488e+02 +7.7286e-02 -1.2303e+00 -3.4222e+00 +4.8326e+00 +2.1809e+00 +4.9363e+00 +4.0314e+00 -1.8341e+00 +3.3717e+00 +1.4234e+00 +2.3194e+00 -3.0726e+00 -2.1952e+00 +7.3952e-01 +3.9388e+00 -9.2827e-01 +3.4589e+00 -3.6217e+00 +2.7201e+00 +3.9537e+00
3348 +3.799534393e+01 +3.799534393e+01 +1.309353439e+02 +1.309353439e+02 -3.4790e-01 -1.1565e+00 -3.2042e+00 +4.5317e+00 +1.9954e+00 +4.9203e+00 +3.1637e+00 -1.2392e+00 +2.9962e+00 +1.2985e+00 +1.5705e+00 -2.3812e+00 -1.9154e+00 +1.0448e+00 +3.7821e+00 -3.4303e-01 +3.4423e+00 -3.4546e+00 +1.1280e+00 +3.0603e+00
9610 +2.505637344e+01 +2.505637344e+01 +1.179963734e+02 +1.179963734e+02 -2.8400e-01 -1.1062e+00 -2.5107e+00 +3.7198e+00 +1.8089e+00 +4.9062e+00 +3.1459e+00 -9.8313e-01 +4.0414e+00 +1.3829e+00 +1.5141e+00 -3.0802e+00 -1.3395e+00 +1.1355e+00 +3.2862e+00 +3.3321e-01 +3.5996e+00 -3.2756e+00 +9.9726e-01 +3.6313e+00
15542 +1.488887586e+01 +1.488887586e+01 +1.078288759e+02 +1.078288759e+02 -3.4187e-01 -6.7507e-01 -2.0269e+00 +3.7901e+00 +2.2079e+00 +4.8984e+00 +3.1165e+00 -2.2000e+00 +3.8309e+00 +1.4436e+00 +1.5968e+00 -3.0109e+00 -1.1459e+00 +1.1252e+00 +2.0859e+00 +1.0868e+00 +3.4363e+00 -3.2393e+00 +1.3042e+00 +2.3473e+00
32661 +9.851439613e+00 +9.851439613e+00 +1.027914396e+02 +1.027914396e+02 -1.5131e-01 -4.8329e-01 -1.9813e+00 +3.4109e+00 +2.5029e+00 +4.6462e+00 +2.6646e+00 -2.6613e+00 +4.0755e+00 +1.5864e+00 +1.4596e+00 -3.4977e+00 -1.4171e+00 +1.4003e+00 +2.6515e+00 +1.2902e+00 +3.6774e+00 -3.3678e+00 +1.4231e+00 +2.6753e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.723131899e+03 +7.723131899e+03 +7.758481899e+03 +7.758481899e+03 -2.6950e+00 +1.1241e+00 +9.9231e-01 -1.8556e-01 -3.0181e+00 +8.4811e-01 -2.1006e+00 +1.7665e+00 +1.8088e+00 +3.9920e+00 -2.7738e+00 -2.0314e+00 -9.3288e-01 -9.3363e-01 +3.7561e+00 -2.7163e+00 -4.4490e+00 -1.8468e-01 -1.7284e+00 +1.4639e+00
2 +2.699702292e+03 +2.699702292e+03 +2.735052292e+03 +2.735052292e+03 -2.9356e-01 -1.3217e+00 +4.1473e+00 -3.8135e+00 -2.7739e-01 -1.0641e+00 +1.0809e+00 -2.5582e+00 +1.6900e+00 -2.5659e+00 +2.0415e-01 +2.9641e+00 -3.9511e+00 +1.0002e+00 -3.4682e+00 -4.5375e+00 +3.2972e+00 +1.4122e+00 -9.3564e-01 +1.2181e+00
5 +1.773341589e+03 +1.773341589e+03 +1.808691589e+03 +1.808691589e+03 -1.3059e+00 +2.0893e+00 -2.3361e+00 +2.6945e-01 +4.9741e+00 +4.4318e+00 +1.4966e-01 +1.3355e+00 -8.4033e-01 +3.1672e+00 -1.7119e+00 -3.0734e+00 +2.9529e+00 -1.3717e-01 -3.5124e+00 -1.7810e+00 +8.6261e-01 -2.8563e-01 +4.8225e+00 -3.3689e+00
12 +1.040972522e+03 +1.040972522e+03 +1.076322522e+03 +1.076322522e+03 -1.1545e+00 +4.2704e+00 +4.0176e+00 +4.3608e+00 -1.2458e+00 -4.6282e+00 +2.2055e+00 -5.2532e-02 +4.7061e+00 +3.0911e-01 -3.9240e+00 -3.0590e+00 +9.5393e-01 +4.5454e+00 +1.0128e+00 +1.1697e+00 +4.8839e+00 +2.4708e+00 -2.0757e-01 -4.6164e+00
50 +6.959707142e+02 +6.959707142e+02 +7.313207142e+02 +7.313207142e+02 +2.4105e+00 +3.0343e-01 +1.2817e+00 +1.7195e-01 -3.2652e+00 -2.0472e+00 +1.0926e+00 -4.9201e+00 +5.0000e+00 +7.0107e-01 +1.6839e+00 -3.7219e+00 -8.4025e-02 -6.2813e-02 -1.1812e+00 -6.9810e-01 +4.8437e+00 +4.2048e+00 +4.1019e+00 -9.3456e-02
