% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.349486085e+07 +4.349486085e+07 +4.349465097e+07 +4.349465097e+07 -2.5632e+00 -4.9017e+00 +3.8949e+00 +2.3142e-01 +1.9013e-01 -8.0079e-01 +4.4363e+00 +2.1330e+00 +2.7487e+00 -5.4136e-01 +1.0768e+00 +1.2442e+00 +4.0769e-01 +3.3049e+00 -2.3897e-01 -3.0916e+00 +4.9525e+00 +3.8407e+00 -1.6995e+00 -4.3730e+00
2 +3.135597862e+07 +3.135597862e+07 +3.135576874e+07 +3.135576874e+07 -3.2381e+00 -2.6573e+00 -1.2850e+00 -1.9563e+00 +4.0804e+00 -3.3315e+00 +2.2228e+00 +2.0758e+00 +9.7335e-01 -4.5785e+00 +2.6643e+00 +1.3754e+00 -4.5807e+00 +4.2399e+00 +4.6233e+00 +2.5897e+00 -2.7701e+00 +1.3091e+00 +1.1633e+00 -2.6337e+00
3 +1.593188642e+07 +1.593188642e+07 +1.593167654e+07 +1.593167654e+07 -3.5955e+00 -3.3786e+00 +3.6267e+00 -5.2523e-01 +9.1251e-02 +4.7750e+00 +3.9281e+00 -6.6273e-01 -2.3279e+00 +2.2249e+00 -4.5597e+00 +2.8735e+00 -4.9598e-01 +2.8095e+00 -2.7465e+00 -5.8909e-01 +2.8531e+00 -6.2648e-01 -6.4166e-01 -7.2564e-01
4 +2.446638919e+06 +2.446638919e+06 +2.446429039e+06 +2.446429039e+06 +2.6731e+00 -4.3815e+00 -4.8026e+00 -3.2567e+00 +2.1060e+00 -3.2322e+00 +2.9187e+00 +4.2749e+00 -2.7762e+00 -8.1172e-01 +4.7103e+00 +3.1768e+00 +1.6063e+00 +9.9892e-01 -2.2470e-01 -4.2861e+00 -2.7124e+00 +7.2054e-01 -3.3376e+00 +2.7458e+00
130 +1.349228807e+06 +1.349228807e+06 +1.349018927e+06 +1.349018927e+06 +2.9024e+00 +1.6363e+00 -5.0000e+00 -2.9880e+00 +5.0000e+00 +3.6512e+00 -3.7480e+00 +5.0000e+00 -5.0000e+00 +4.1147e+00 -3.6590e-01 +3.1780e+00 -2.3059e+00 +8.8655e-01 -3.8227e-01 -5.0000e+00 -4.5390e+00 +1.7543e+00 -1.9306e+00 +2.1163e+00
260 +9.889264591e+05 +9.889264591e+05 +9.887165791e+05 +9.887165791e+05 +4.9119e+00 -1.1049e+00 -3.7281e+00 -4.5879e+00 -2.9838e+00 -8.4752e-01 -4.5187e+00 +5.0000e+00 -4.8244e+00 +1.8550e-01 -1.6126e+00 +1.1076e+00 -2.1515e+00 -3.2245e-01 -5.0000e+00 -2.0696e+00 -4.2902e+00 +3.0345e+00 -2.7917e+00 +1.8293e+00
285 +5.276507088e+05 +5.276507088e+05 +5.274408288e+05 +5.274408288e+05 +2.9791e+00 +4.1398e+00 -1.8977e+00 -5.0000e+00 -1.7415e+00 -3.1574e+00 -3.8347e+00 +5.0000e+00 -4.8115e+00 +7.9847e-01 +5.0000e+00 +2.6130e+00 +6.8237e-01 -1.2121e+00 -2.4629e+00 -4.1544e+00 -2.8506e+00 +2.4693e+00 -3.0924e+00 +2.2353e+00
340 +2.123283620e+05 +2.123283620e+05 +2.121184820e+05 +2.121184820e+05 +4.1118e+00 +4.2096e-01 -3.8394e+00 -5.0000e+00 -1.7860e+00 -4.1032e+00 -4.5903e+00 +5.0000e+00 -4.8198e+00 +1.1866e+00 +5.0000e+00 +2.5033e+00 +1.3924e+00 -2.1637e+00 -2.4442e+00 -4.1738e+00 -2.6193e+00 +2.7195e+00 -2.6655e+00 +1.8332e+00
740 +1.408926180e+05 +1.408926180e+05 +1.406827380e+05 +1.406827380e+05 +4.1805e+00 +4.9739e-01 -3.5996e+00 -5.0000e+00 -1.9178e+00 -3.5235e+00 -4.5647e+00 +5.0000e+00 -4.7979e+00 +5.1066e-01 +5.0000e+00 +2.6915e+00 +2.0357e+00 -1.5622e+00 -2.1135e+00 -4.6209e+00 -2.9721e+00 +3.3018e+00 -2.2717e+00 +1.8314e+00
1029 +6.285155461e+04 +6.285155461e+04 +6.264167461e+04 +6.264167461e+04 +4.5377e+00 -2.3964e+00 -3.0696e+00 -5.0000e+00 -2.1049e+00 -4.5162e+00 -4.3490e+00 +4.8012e+00 -4.5529e+00 +3.2746e+00 +1.9662e+00 +1.5816e+00 +1.6643e+00 -9.3072e-01 -1.7233e+00 -3.6206e+00 -3.0319e+00 +3.2422e+00 -2.3619e+00 +1.8689e+00
