% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.325517996e+03 +1.325517996e+03 +2.325517996e+03 +2.325517996e+03 +2.0394e+00 +3.0252e+00 +2.7695e+00 +1.1129e+00 -4.5293e+00 +4.1122e+00 -2.5665e+00 +2.3677e+00 +4.1978e+00 +6.2974e-01 +2.8874e+00 -8.7555e-01 -4.6007e-01 +1.7013e+00 -2.6476e+00 -2.4911e+00 +2.9384e+00 -1.2942e+00 -2.8237e+00 -2.2955e+00
6 +9.630658846e+02 +9.630658846e+02 +1.963065885e+03 +1.963065885e+03 -4.0952e+00 -6.6137e-01 +2.3192e+00 +2.9408e+00 -3.0060e+00 +7.1385e-01 -2.2431e+00 +4.7745e-01 -2.4179e+00 -2.7308e-01 +1.4312e+00 +4.1071e+00 -1.3336e+00 +1.0641e+00 +2.6167e+00 -9.2983e-02 +2.5122e+00 +3.4685e+00 +2.1223e+00 -8.9231e-01
55 +5.191504332e+02 +5.191504332e+02 +1.519150433e+03 +1.519150433e+03 -1.1988e+00 +4.0782e-01 +1.8203e+00 -1.2029e+00 +3.5742e+00 -2.7207e+00 -5.2556e-01 -1.9375e-01 -4.3599e+00 -1.5476e+00 -4.1117e-01 +1.0690e+00 -1.7109e+00 +2.7415e+00 +8.4109e-01 +2.4614e+00 +1.5237e+00 +2.5227e+00 +1.9236e+00 -3.1649e+00
245 +3.801260391e+02 +3.801260391e+02 +1.380126039e+03 +1.380126039e+03 -1.2793e+00 +3.0900e+00 +2.1294e+00 +2.3393e+00 +1.4381e+00 -9.2936e-01 -8.8334e-01 +1.5456e+00 -5.0000e+00 -1.0418e+00 -5.2503e-01 -2.2146e+00 +5.1602e-01 -7.1655e-01 +4.3536e+00 +5.0000e+00 +2.3884e+00 +2.0603e+00 -2.5187e+00 -2.9999e-01
863 +2.436076218e+02 +2.436076218e+02 +1.243607622e+03 +1.243607622e+03 -1.6999e+00 +2.5347e+00 +2.9917e+00 +3.4177e+00 +2.4296e+00 -2.9002e+00 -1.0036e+00 -7.3202e-01 -4.9916e+00 -5.3620e-01 -2.6180e+00 -6.7021e-01 -1.9341e+00 -3.6154e+00 +1.2096e+00 +4.8187e+00 +3.2174e+00 -2.4606e-01 -2.3985e+00 +2.6139e-01
4482 +1.556950108e+02 +1.556950108e+02 +1.155695011e+03 +1.155695011e+03 -9.6595e-01 +2.3628e+00 +2.3183e+00 +3.8340e+00 +4.1864e+00 -3.3014e+00 -2.0962e+00 +3.9472e-01 -4.7783e+00 +5.0801e-01 -3.3246e+00 -1.7233e+00 -1.6133e+00 -3.0159e+00 +1.8820e+00 +4.6557e+00 +3.0771e+00 +4.6773e-01 -1.2592e+00 +9.0444e-01
14971 +9.938735123e+01 +9.938735123e+01 +1.099387351e+03 +1.099387351e+03 -1.0281e+00 +2.2801e+00 +2.2396e+00 +3.9998e+00 +4.0779e+00 -3.2553e+00 -2.0580e+00 +4.0568e-01 -4.7947e+00 +5.0225e-01 -3.2544e+00 -1.6171e+00 -1.6994e+00 -3.0170e+00 +1.6669e+00 +4.7829e+00 +3.0290e+00 +4.2863e-01 -1.3337e+00 +8.9808e-01
25873 +6.297629385e+01 +6.297629385e+01 +1.062976294e+03 +1.062976294e+03 -1.1321e+00 +2.3160e+00 +2.2599e+00 +4.1483e+00 +4.1699e+00 -3.2623e+00 -2.1029e+00 +4.2580e-01 -4.6340e+00 +5.0197e-01 -3.2097e+00 -1.6480e+00 -1.6408e+00 -3.0003e+00 +1.7642e+00 +4.6931e+00 +3.0563e+00 +3.3762e-01 -1.4187e+00 +8.0138e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.706562701e+03 +4.706562701e+03 +4.776592701e+03 +4.776592701e+03 +3.9032e+00 -2.3317e+00 +2.1922e-01 -3.1286e+00 +3.9568e+00 +4.6571e+00 -3.8504e+00 -2.8256e+00 -3.6011e+00 +3.6068e+00 -4.7364e-03 -4.3756e-01 -1.5218e+00 -3.2456e+00 -2.2299e+00 -1.6033e+00 -2.0807e+00 -4.5030e+00 -2.9713e+00 +9.1791e-02
2 +2.545923849e+03 +2.545923849e+03 +2.615953849e+03 +2.615953849e+03 -3.0307e+00 -2.9120e+00 +4.1967e+00 -5.9544e-02 -1.7459e+00 +1.1084e+00 -4.5841e+00 -7.3732e-01 -2.4004e+00 +1.3276e+00 -2.4913e-01 -2.7512e+00 -2.8283e+00 -3.9138e+00 -6.8968e-01 +3.3995e+00 +1.5458e+00 -4.6839e+00 +2.3450e+00 +2.5989e+00
3 +1.531243604e+03 +1.531243604e+03 +1.601273604e+03 +1.601273604e+03 +1.3249e+00 -4.7675e-02 +4.1230e+00 +1.8414e+00 -4.8706e+00 -3.1720e+00 +8.1243e-01 +2.5824e+00 +2.5430e+00 +4.5634e+00 -3.6957e+00 -1.8298e-01 -2.0311e+00 -3.7436e+00 +4.2090e+00 -4.4561e+00 -6.7069e-01 -3.0264e+00 -1.4185e+00 +1.2696e+00
10 +6.305063449e+02 +6.305063449e+02 +7.005363449e+02 +7.005363449e+02 -3.2000e+00 +1.1303e+00 -1.4906e+00 +2.1261e+00 -2.2368e+00 -4.2863e+00 -7.6438e-01 +3.8469e+00 -5.9351e-01 -9.9836e-01 -2.6321e+00 -3.0779e+00 -4.9334e+00 -2.2373e-01 +3.0133e+00 -4.1944e+00 +2.6587e+00 +8.3825e-01 -4.1125e+00 +4.2705e+00
356 +3.653493153e+02 +3.653493153e+02 +4.353793153e+02 +4.353793153e+02 -1.2208e+00 +0.0000e+00 -1.5101e+00 +6.6990e-01 +1.0829e+00 -3.2690e+00 +1.2051e+00 -3.3782e-03 -2.6123e+00 -2.8343e+00 -4.0067e-02 -1.7798e+00 +8.5898e-01 -2.2485e+00 -1.4734e+00 -3.8700e+00 +2.9145e+00 +1.8546e+00 -3.7646e+00 +1.5790e+00
