% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.256623548e+05 +2.256623548e+05 +2.251158548e+05 +2.251158548e+05 +4.8788e+00 +1.5877e+00 +3.7301e-01 -1.4616e+00 -2.9600e+00 +4.7860e+00 -4.7738e-01 -2.5011e+00 -1.0693e+00 -4.6758e+00 -2.2417e+00 +2.6825e+00 -4.0813e-01 -4.4419e+00 +1.0696e+00 +4.0363e+00 +2.8139e+00 -1.1925e+00 +4.6951e+00 +3.9985e+00
3 +1.206234044e+05 +1.206234044e+05 +1.200769044e+05 +1.200769044e+05 +3.0473e+00 +1.1146e+00 -4.0777e+00 +1.2606e+00 -4.6095e+00 +1.2701e+00 -9.5750e-01 +2.7118e+00 -2.1306e+00 +2.6629e+00 +9.8632e-02 -1.1171e+00 +1.6324e+00 -3.2580e+00 +2.9707e+00 -1.2688e-01 -3.0398e+00 -2.5737e-01 +5.1926e-01 -1.8953e+00
20 +8.264426051e+04 +8.264426051e+04 +8.209776051e+04 +8.209776051e+04 +1.0064e+00 -1.9532e-01 -2.3856e+00 +1.1613e+00 +1.2300e+00 -2.0441e+00 +2.6514e+00 +3.3979e+00 +3.0690e+00 +1.6852e+00 -5.4911e-02 +1.7208e+00 +3.5037e+00 -3.6493e+00 +1.6872e+00 -4.2780e+00 +4.0647e-01 -4.1268e+00 +3.7862e+00 +3.6067e+00
35 +1.301942081e+04 +1.301942081e+04 +1.247292081e+04 +1.247292081e+04 -2.2896e+00 +4.3055e+00 -1.3764e+00 -2.0624e+00 +1.3154e+00 +1.0116e+00 +1.0745e+00 -2.0808e+00 -1.7269e+00 +3.8283e+00 +2.9267e+00 +5.4104e-01 +3.0173e+00 -2.9162e+00 +2.4764e+00 -1.2293e+00 +9.2029e-01 -2.5931e+00 -2.7820e+00 +1.1344e+00
603 +9.062731246e+03 +9.062731246e+03 +8.516231246e+03 +8.516231246e+03 +1.7699e-02 +2.7688e+00 -1.6121e+00 -3.5330e+00 +1.8682e+00 +2.6188e+00 -2.9100e+00 +1.6598e+00 +7.7491e-02 +1.2343e-01 -2.2347e+00 +2.7492e+00 -1.7737e-01 -2.3132e+00 -2.9824e-01 -1.6060e+00 +2.3072e+00 -2.3527e+00 -1.8104e+00 +8.5524e-01
1001 +4.772650779e+03 +4.772650779e+03 +4.226150779e+03 +4.226150779e+03 -2.2124e+00 -2.0817e+00 -8.6675e-02 +7.2318e-01 -3.5167e-01 +2.5431e+00 -2.9147e+00 +1.5416e+00 -8.7888e-01 +1.5782e+00 +7.2810e-01 +2.0693e+00 -6.2065e-01 -3.8133e+00 +5.8324e-01 -5.9405e-01 +2.0844e+00 -2.6054e+00 -1.4822e+00 +2.2733e+00
1105 +2.804162253e+03 +2.804162253e+03 +2.257662253e+03 +2.257662253e+03 -4.2525e-01 +1.6693e+00 +9.2128e-01 +4.6247e-01 +2.9129e+00 +1.4027e+00 -2.0232e+00 -3.8744e-01 +1.1017e+00 +3.5940e+00 -7.0012e-01 +1.9466e+00 -5.2944e-01 -1.9761e+00 +1.6435e+00 -6.1635e-01 +8.9746e-01 -3.1565e+00 -1.6366e+00 +1.9719e+00
1223 +5.096911940e+02 +5.096911940e+02 -3.680880602e+01 -3.680880602e+01 -7.8690e-01 +1.9737e+00 -5.2994e-01 +2.6030e-01 +8.3226e-01 -2.2063e+00 +6.2093e-01 +7.4366e-01 +3.6012e-01 +9.8523e-01 -1.4228e-01 +1.7334e+00 +7.7754e-01 -5.0725e-01 +6.1486e-01 -1.2267e+00 +2.6770e+00 -1.9821e+00 -2.5987e+00 +4.9297e-01
1889 +1.820190960e+02 +1.820190960e+02 -3.644809040e+02 -3.644809040e+02 +8.7565e-01 -6.4204e-02 -1.2724e-01 +1.2497e-01 +5.4781e-01 +4.5402e-01 -2.3168e+00 +1.3359e+00 +3.3121e-01 +1.8702e+00 -4.8439e-01 +2.1695e+00 +9.4778e-01 -1.5382e+00 +6.6109e-01 -1.8104e+00 +1.9744e-01 -2.2979e+00 -1.5676e+00 +1.1570e+00
1912 +6.786391906e+01 +6.786391906e+01 -4.786360809e+02 -4.786360809e+02 -9.1819e-01 -8.4937e-01 -8.2486e-01 -5.5251e-01 +1.1257e+00 +4.6957e-02 +4.0066e-01 +2.4572e+00 -3.3474e-01 +2.6294e+00 +1.2408e-01 +2.2126e+00 +2.1683e+00 -2.4311e+00 +1.7938e+00 -1.6731e+00 +2.4294e+00 -2.0026e+00 -1.5941e+00 +1.8616e+00
