% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.092783996e+01 +1.092783996e+01 +1.779783996e+01 +1.779783996e+01 -3.5735e+00 -4.1700e+00 -3.8245e+00 +3.9861e+00 +4.2130e+00 +1.1301e+00 +2.7879e+00 +4.0934e+00 +2.7512e+00 +7.8949e-01 +3.6916e+00 -1.0557e+00 +1.5308e+00 +2.0484e+00 +2.9766e+00 -2.2348e+00 +1.0050e+00 +3.2496e+00 -3.4217e+00 -5.8836e-01
4 +7.881797745e+00 +7.881797745e+00 +1.475179775e+01 +1.475179775e+01 -1.8549e+00 +6.8699e-01 +1.0953e+00 -1.1511e+00 +2.3598e+00 +4.1382e+00 +4.2789e+00 -1.4382e+00 -7.8108e-01 -2.4024e+00 -2.0503e+00 -3.6110e+00 -2.7806e+00 +3.0277e+00 +3.3115e+00 +2.9553e+00 -2.9106e+00 +2.5966e+00 -3.9513e+00 -4.0683e+00
49 +5.404859570e+00 +5.404859570e+00 +1.227485957e+01 +1.227485957e+01 -3.6403e+00 -3.9832e+00 +4.0678e+00 -3.0353e+00 -2.5031e+00 +3.0710e+00 -1.6436e+00 -1.6690e+00 +4.2208e+00 -3.5002e+00 -4.1618e+00 +5.5765e-01 +3.0980e+00 -2.4275e+00 +3.6752e+00 +2.7335e+00 +3.8187e+00 +2.6221e+00 -6.8496e-01 +4.9625e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.279958120e+01 +2.279958120e+01 +2.280958120e+01 +2.280958120e+01 +1.2818e+00 -1.4134e+00 -1.4930e+00 -1.3278e+00 +1.8220e-01 +2.9190e-01 +2.9907e+00 +1.1748e-03 +2.7574e+00 -4.6128e+00 -3.4947e+00 +2.2167e+00 +1.7327e+00 -3.9771e+00 -2.8226e+00 -2.7751e+00 -8.4492e-01 +1.3507e+00 +4.9185e+00 +4.2602e+00
2 +1.158388825e+01 +1.158388825e+01 +1.159388825e+01 +1.159388825e+01 -4.4604e+00 +2.8862e+00 -8.2071e-01 -7.0903e-01 +4.1207e+00 +4.3660e+00 -3.8353e+00 -1.0725e+00 -2.5130e+00 -9.8582e-01 +1.1896e+00 +3.9092e+00 +2.1011e+00 +1.6548e+00 +2.3200e+00 +4.6397e+00 +4.6754e+00 -2.1734e+00 +2.7539e+00 -3.5670e+00
3 +9.195013120e+00 +9.195013120e+00 +9.205013120e+00 +9.205013120e+00 +4.3341e+00 +1.7740e+00 +2.1076e-01 +3.3773e+00 +4.9839e+00 +2.2249e+00 +4.7748e+00 -2.5209e+00 -1.9574e+00 +1.2623e+00 -1.1273e+00 -2.2562e+00 +3.6152e+00 -1.6082e-01 +4.6975e+00 -2.8674e+00 +1.0167e+00 -1.4508e-01 +4.8370e+00 +2.3498e+00
115 +6.112989470e+00 +6.112989470e+00 +6.122989470e+00 +6.122989470e+00 -2.5365e+00 +3.2626e+00 -5.1784e-01 -2.4024e+00 -1.2053e+00 +3.6695e-01 -3.6640e+00 +9.2345e-01 -4.7418e+00 -4.2973e+00 -2.0732e+00 -4.6191e+00 -2.8030e+00 -7.4193e-02 -3.8901e+00 -2.4670e-01 -3.9114e+00 -1.4284e+00 +1.0375e+00 -3.9294e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.997826952e+01 +1.997826952e+01 -1.106317305e+02 -1.106317305e+02 -3.9740e+00 +3.7783e+00 -3.4037e+00 -6.3575e-01 +3.2897e+00 -2.4434e+00 -1.9394e+00 +4.5160e+00 +2.0311e+00 +8.5655e-01 +9.2470e-01 +3.6215e+00 +4.8378e+00 +3.9199e+00 +2.6536e+00 -4.4756e+00 -2.6413e+00 -3.7079e+00 -1.6565e+00 -2.1726e+00
3 +1.200658349e+01 +1.200658349e+01 -1.186034165e+02 -1.186034165e+02 +4.4456e+00 +2.9804e+00 -2.1360e+00 +2.9364e+00 -1.5707e-01 -7.0024e-01 +5.9468e-01 -1.4329e-01 +4.7246e+00 +2.3578e-01 -4.2431e-01 -3.2019e+00 -9.8162e-01 +2.4599e+00 +4.5815e+00 +1.5036e-01 +4.0670e+00 +5.4337e-01 +4.6888e+00 +2.0799e+00
22 +6.234709404e+00 +6.234709404e+00 -1.243752906e+02 -1.243752906e+02 +5.3636e-01 -3.7067e+00 +1.8933e+00 -1.6937e+00 -3.8944e+00 -2.3034e+00 -3.3368e+00 -3.8496e-01 +2.4686e+00 +2.4816e+00 +1.4729e-01 +3.2705e-01 +3.9325e+00 -2.3402e+00 +4.3167e+00 -1.2092e+00 +3.0524e-01 +1.8045e+00 -1.1961e+00 +3.8008e+00
3165 +3.531972724e+00 +3.531972724e+00 -1.270780273e+02 -1.270780273e+02 +7.2209e-01 -2.3907e+00 -4.0639e+00 +1.1486e+00 -1.2304e+00 +5.8694e-01 +6.3334e-01 -1.7084e+00 -2.1832e-01 +1.1541e+00 +2.6342e-02 -2.6656e+00 +4.5923e-01 +1.6749e+00 -4.2027e+00 +1.3759e+00 -7.6478e-01 -5.6975e-01 -5.3110e+00 +3.7156e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.719517327e+01 +1.719517327e+01 -2.059248267e+02 -2.059248267e+02 +4.4295e+00 -4.8734e+00 -4.1257e+00 +1.6546e+00 +1.9693e+00 +3.4705e+00 +9.6547e-01 +8.4943e-01 +8.7923e-01 +4.5356e+00 -3.2147e+00 +3.7820e-01 +1.3333e+00 +1.2041e+00 -3.8096e+00 +7.4348e-01 +2.0348e+00 +4.7245e+00 -5.4997e-01 -2.8559e+00
