% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.910456815e+03 +2.910456815e+03 +2.940426815e+03 +2.940426815e+03 -3.6983e+00 +3.4173e+00 -2.8122e+00 +4.9686e+00 -2.4919e+00 -2.1004e+00 -4.4500e+00 +3.5270e+00 +2.9911e+00 +2.2192e+00 +1.2478e+00 -2.6680e+00 +4.6066e+00 +1.8541e+00 -3.8328e-03 +3.9530e+00 +3.3792e+00 +4.8530e-01 -2.0991e+00 +3.2754e+00
2 +2.074517216e+03 +2.074517216e+03 +2.104487216e+03 +2.104487216e+03 +2.9579e+00 -2.1136e+00 +6.7256e-01 +8.7970e-01 +1.6577e+00 -1.9786e+00 -3.2654e+00 +1.1420e+00 +3.6683e+00 +2.8972e+00 +3.5312e+00 -3.1088e+00 +4.7125e+00 +1.6313e+00 +2.6727e+00 +3.0661e+00 -3.2081e+00 -4.9217e+00 +1.3449e+00 +1.4955e+00
22 +1.466147299e+03 +1.466147299e+03 +1.496117299e+03 +1.496117299e+03 -8.4332e-03 +3.1556e+00 -3.5744e+00 -2.1110e+00 +2.8703e+00 +3.5245e+00 -4.7996e+00 -2.5738e+00 -8.4984e-02 -3.4115e+00 -7.0339e-01 -1.0757e+00 +7.6544e-01 +1.2571e+00 -1.3895e+00 +4.0580e+00 -1.3947e+00 +4.9799e+00 +1.3042e+00 -3.5373e+00
211 +9.076890757e+02 +9.076890757e+02 +9.376590757e+02 +9.376590757e+02 +4.0715e-01 +5.8377e-01 -3.6760e+00 -2.1425e+00 +4.7429e+00 +1.6824e+00 -4.8285e+00 -5.0000e+00 -3.9900e-01 -7.1537e-01 +1.5175e+00 -2.9183e+00 +3.7884e+00 +1.1719e+00 +3.4635e-01 +1.5828e+00 -1.6530e+00 +1.0476e+00 +5.2116e-01 -3.5594e+00
482 +6.202108727e+02 +6.202108727e+02 +6.501808727e+02 +6.501808727e+02 -1.3734e+00 -9.6013e-01 -2.5632e+00 -2.2563e+00 +3.8944e+00 +2.1365e+00 -4.2335e+00 -2.7486e+00 -1.2704e-01 -1.0908e+00 +1.9067e+00 -1.4737e+00 +4.1227e+00 +2.4033e+00 +2.5515e-01 +1.7207e+00 -2.9852e+00 +7.4477e-01 +1.3627e+00 -3.0874e+00
1484 +3.725566995e+02 +3.725566995e+02 +4.025266995e+02 +4.025266995e+02 +7.0697e-01 -1.0857e+00 -3.3908e+00 -1.6828e+00 +3.7545e+00 +2.1737e+00 -4.0226e+00 -3.2689e+00 +4.7162e-02 -9.6429e-01 +3.4663e-01 -1.0696e+00 +4.2639e+00 +2.1047e+00 -4.1642e-01 +3.2026e+00 -3.8138e+00 -1.2384e-01 +1.2335e+00 -3.2456e+00
2324 +2.495851201e+02 +2.495851201e+02 +2.795551201e+02 +2.795551201e+02 +4.8944e-01 -1.6251e+00 -3.3802e+00 -1.8931e+00 +2.7002e+00 +2.3832e+00 -4.2033e+00 -3.0875e+00 +3.0959e-01 -1.9271e+00 +6.7853e-01 -1.1089e+00 +3.8086e+00 +2.1507e+00 -1.1017e+00 +2.3224e+00 -3.6194e+00 +1.3242e-01 +1.8010e+00 -3.2881e+00
2948 +1.553918783e+02 +1.553918783e+02 +1.853618783e+02 +1.853618783e+02 +5.8232e-01 -1.5885e+00 -3.6168e+00 -1.8542e+00 +3.2445e+00 +2.6568e+00 -4.1372e+00 -3.1958e+00 +3.0803e-01 -1.9504e+00 +5.8789e-01 -1.0200e+00 +3.6646e+00 +2.1672e+00 -1.0476e+00 +2.4717e+00 -3.3972e+00 +1.4701e-01 +1.5383e+00 -3.7144e+00
3995 +9.976701206e+01 +9.976701206e+01 +1.297370121e+02 +1.297370121e+02 +1.2509e+00 -1.6130e+00 -3.6136e+00 -2.1873e+00 +3.1378e+00 +2.7641e+00 -4.2186e+00 -3.5242e+00 +2.9095e-01 -1.9218e+00 +7.7481e-01 -1.0312e+00 +3.8883e+00 +2.2182e+00 -1.1860e+00 +2.7779e+00 -2.8940e+00 +1.2144e-01 +1.5337e+00 -3.4915e+00
5245 +5.916094575e+01 +5.916094575e+01 +8.913094575e+01 +8.913094575e+01 +1.0709e+00 -1.6885e+00 -3.4565e+00 -2.0001e+00 +2.9271e+00 +2.8665e+00 -4.1878e+00 -3.5341e+00 +3.5589e-01 -1.8574e+00 +8.1616e-01 -1.2295e+00 +3.8174e+00 +2.2527e+00 -1.4422e+00 +2.6748e+00 -3.0184e+00 +3.2697e-02 +1.4478e+00 -3.6696e+00
6671 +3.904189553e+01 +3.904189553e+01 +6.901189553e+01 +6.901189553e+01 +1.1366e+00 -1.7194e+00 -3.4720e+00 -2.0844e+00 +2.9948e+00 +2.9873e+00 -4.1310e+00 -3.4329e+00 +3.6058e-01 -1.8684e+00 +7.8824e-01 -1.3121e+00 +3.8410e+00 +2.2570e+00 -1.4263e+00 +2.6889e+00 -3.0353e+00 -2.0168e-01 +1.5829e+00 -3.6406e+00
8271 +2.242930991e+01 +2.242930991e+01 +5.239930991e+01 +5.239930991e+01 +1.1605e+00 -1.7510e+00 -3.4910e+00 -2.0287e+00 +3.0095e+00 +2.9560e+00 -4.1761e+00 -3.3442e+00 +4.0837e-01 -1.8737e+00 +8.8217e-01 -1.2879e+00 +3.8465e+00 +2.2524e+00 -1.4067e+00 +2.7581e+00 -2.9979e+00 -2.6279e-01 +1.5860e+00 -3.5620e+00
9279 +1.552976461e+01 +1.552976461e+01 +4.549976461e+01 +4.549976461e+01 +1.1288e+00 -1.7365e+00 -3.5238e+00 -2.0111e+00 +3.0188e+00 +2.9754e+00 -4.1766e+00 -3.2774e+00 +3.8562e-01 -1.8706e+00 +9.0648e-01 -1.3742e+00 +3.7953e+00 +2.2471e+00 -1.4313e+00 +2.7510e+00 -2.9928e+00 -2.9545e-01 +1.6328e+00 -3.5738e+00
