% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.569752873e+01 +8.569752873e+01 -9.143024713e+02 -9.143024713e+02 +4.1471e+00 -2.9611e+00 -7.2321e-01 -4.6934e-01 -4.7064e+00 -1.2642e+00 -2.6829e+00 -2.0557e+00 +4.2885e+00 +3.9618e+00 +1.3884e+00 -1.2609e+00 -7.3795e-01 -2.3209e+00 -4.3821e+00 +1.3527e+00 +2.9132e+00 +3.4664e+00 -2.7730e+00 -2.0819e+00
177 +5.534998773e+01 +5.534998773e+01 -9.446500123e+02 -9.446500123e+02 -2.7684e+00 -5.0000e+00 +1.8858e+00 -4.7946e+00 +0.0000e+00 -3.9673e-01 +6.8306e-01 -3.1691e+00 +1.2604e-01 +3.8256e+00 +3.1471e+00 -1.2625e+00 +4.0443e-01 -1.5526e-01 -4.3571e+00 -3.9133e+00 +3.7367e-01 +5.0860e-02 +1.8418e+00 -3.6480e+00
500 +3.547791715e+01 +3.547791715e+01 -9.645220829e+02 -9.645220829e+02 -3.4067e+00 -4.9834e+00 +2.5326e+00 -4.9662e+00 -2.3181e-01 -4.2886e+00 -1.1690e+00 -3.6697e+00 +2.2963e+00 -1.6400e-02 +3.6725e+00 -1.6716e+00 +1.1922e+00 -1.8810e+00 -4.0008e+00 -4.3679e+00 +3.2612e-01 -3.6528e-01 +1.0189e+00 -3.6986e+00
728 +2.460575268e+01 +2.460575268e+01 -9.753942473e+02 -9.753942473e+02 -3.9092e+00 -5.0000e+00 +2.1758e+00 -4.4955e+00 +1.4991e+00 -4.1114e+00 +4.0413e-01 -3.7783e+00 +2.6267e+00 +1.6029e+00 +5.0000e+00 -2.1195e+00 +9.0602e-01 -2.8801e+00 -3.5621e+00 -2.5732e+00 +2.3516e+00 -7.9383e-01 +5.1428e-01 -2.6906e+00
1068 +1.345693570e+01 +1.345693570e+01 -9.865430643e+02 -9.865430643e+02 -4.7345e+00 -5.0000e+00 +1.1555e+00 -5.0000e+00 +9.8464e-01 -4.1124e+00 -5.8535e-01 -4.0437e+00 +1.9835e+00 +2.3216e+00 +4.8524e+00 -2.1797e+00 +1.2283e+00 -9.0393e-01 -1.7123e+00 -3.4566e+00 +2.4165e+00 -6.0234e-01 +6.2008e-01 -2.7965e+00
1325 +9.464889389e+00 +9.464889389e+00 -9.905351106e+02 -9.905351106e+02 -4.1601e+00 -4.2260e+00 +9.2023e-01 -4.9531e+00 +9.9112e-01 -3.9912e+00 -6.6560e-01 -4.2514e+00 +2.5548e+00 +2.2179e+00 +4.8685e+00 -2.0071e+00 +1.3835e+00 -1.0765e+00 -2.3280e+00 -3.2581e+00 +2.3310e+00 -1.4413e+00 +4.1669e-01 -2.7822e+00
1586 +5.952744269e+00 +5.952744269e+00 -9.940472557e+02 -9.940472557e+02 -3.4631e+00 -2.4185e+00 +9.4224e-01 -4.7198e+00 +1.7501e+00 -3.3753e+00 -9.0510e-01 -4.6423e+00 +2.2183e+00 +2.0149e+00 +4.7751e+00 -1.4195e+00 +1.1360e+00 -8.8888e-01 -2.5426e+00 -3.1673e+00 +1.4040e+00 -1.7837e-02 +4.3039e-01 -1.0592e+00
1928 +3.926554910e+00 +3.926554910e+00 -9.960734451e+02 -9.960734451e+02 -4.1131e+00 -2.5131e+00 +1.1685e+00 -4.8265e+00 +1.4715e+00 -2.8368e+00 -7.1359e-01 -4.8662e+00 +1.6000e+00 +2.6435e+00 +4.7218e+00 -8.2139e-01 +1.2792e+00 -9.4360e-01 -2.0238e+00 -2.8589e+00 +1.4549e+00 -2.8158e-01 +7.1315e-01 -2.4189e+00
2521 +2.425145451e+00 +2.425145451e+00 -9.975748545e+02 -9.975748545e+02 -3.7418e+00 -2.3020e+00 +1.6031e+00 -4.9032e+00 +1.4847e+00 -3.0354e+00 -6.6588e-01 -4.6469e+00 +2.1198e+00 +2.5242e+00 +4.6365e+00 -1.0849e+00 +1.0348e+00 -4.1273e-01 -1.8015e+00 -3.0990e+00 +1.9549e+00 -2.5672e-01 +1.1002e+00 -2.5771e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
