% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.843687665e+01 +7.843687665e+01 +1.192168767e+02 +1.192168767e+02 -1.7828e+00 -2.7854e-02 +3.8769e+00 -3.3856e+00 -4.6683e+00 -3.1406e+00 +2.3253e+00 -2.4470e+00 +2.1259e+00 -2.1597e+00 -3.0696e-01 +1.9520e-01 +4.6952e+00 -2.7692e+00 -2.1207e+00 -4.1242e+00 -7.6383e-01 +2.0538e+00 +3.6468e+00 +3.0215e-01
3629 +5.477559130e+01 +5.477559130e+01 +9.555559130e+01 +9.555559130e+01 +1.6866e+00 +1.9948e+00 +4.7582e+00 +5.1715e-01 +3.2454e-01 +2.2308e+00 -6.6320e-02 -1.6440e+00 +3.7758e+00 -2.0328e+00 +1.8664e+00 +3.7229e-01 +3.9073e+00 +3.1502e+00 -5.1233e-01 +4.8569e-01 +3.1856e+00 -3.3872e+00 -2.5829e-01 +3.7481e+00
6355 +3.728703258e+01 +3.728703258e+01 +7.806703258e+01 +7.806703258e+01 -1.8907e+00 -2.7756e-01 +2.8042e+00 +1.7575e+00 -1.5722e+00 +4.6086e+00 -1.8600e+00 -1.4741e+00 +1.1204e+00 -9.7102e-01 +7.6769e-01 +2.9072e+00 -2.7204e+00 -4.8189e+00 +2.8894e+00 -3.1685e+00 -3.3792e+00 +3.2901e+00 +6.2125e-01 +2.6096e+00
7425 +2.388645219e+01 +2.388645219e+01 +6.466645219e+01 +6.466645219e+01 +6.0587e-01 -4.0258e-01 +8.0420e-01 +1.7575e+00 -1.5722e+00 +4.8591e+00 -3.5604e+00 +8.7218e-01 +2.9517e+00 -1.6708e+00 +3.5086e+00 +1.2444e+00 -7.2038e-01 -4.9439e+00 +2.3894e+00 -3.1685e+00 -1.7992e+00 +2.6306e+00 +6.0391e-01 +2.8371e+00
9403 +1.528575134e+01 +1.528575134e+01 +5.606575134e+01 +5.606575134e+01 +6.0575e-01 -4.0256e-01 +2.8042e+00 +1.7655e+00 -1.5722e+00 +4.8586e+00 -3.5604e+00 +8.7218e-01 +2.9517e+00 -9.7102e-01 +3.5086e+00 +1.2444e+00 -2.7204e+00 -4.8189e+00 +2.8894e+00 -3.9686e+00 -1.2269e+00 +2.9632e+00 +6.2125e-01 +2.6101e+00
19883 +9.884837486e+00 +9.884837486e+00 +5.066483749e+01 +5.066483749e+01 +2.7929e-01 -6.3826e-01 +1.5542e+00 +1.8825e+00 -1.5722e+00 +4.8589e+00 -2.5604e+00 +6.2218e-01 +2.9517e+00 -1.2929e-02 +3.5086e+00 +7.2208e-01 -3.7203e+00 -4.8189e+00 +2.2014e+00 -5.1744e+00 -1.7990e+00 +2.9632e+00 +6.2125e-01 +2.6119e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.299882145e+01 +8.299882145e+01 +8.139882145e+01 +8.139882145e+01 -4.1768e+00 +1.4137e+00 +5.8911e-01 -2.9649e+00 -7.6742e-01 -2.1381e+00 +4.6931e+00 +2.7418e+00 -2.7129e+00 +5.9863e-01 -2.7680e+00 -3.4561e+00 +2.9880e+00 +4.2305e+00 -3.1900e+00 -1.4574e+00 +3.3704e+00 +4.9800e+00 +1.5450e+00 -2.2585e+00
2264 +2.917987930e+01 +2.917987930e+01 +2.757987930e+01 +2.757987930e+01 +3.4237e+00 -1.5928e+00 +2.0914e+00 +2.1995e+00 -3.6176e+00 +2.5177e-01 -3.1532e+00 -2.0527e+00 +2.2716e-01 +3.8618e+00 -6.1949e-01 +3.8351e+00 -3.9752e+00 +3.8783e+00 -4.5910e+00 -1.7818e+00 +7.8645e-01 -7.1649e-01 -1.7347e-01 -1.3786e+00
6471 +2.491884374e+01 +2.491884374e+01 +2.331884374e+01 +2.331884374e+01 +1.6192e+00 -5.6410e-01 +2.3245e-01 -3.1503e+00 +3.9836e+00 +5.0600e-01 -3.7453e-01 -3.5168e+00 +2.5862e+00 +6.0190e-01 -3.3386e+00 +3.4467e+00 -4.1059e+00 -7.2691e-02 +1.1514e-01 -9.2394e-01 -2.6128e+00 +3.3305e+00 +2.4173e+00 -4.9489e-01
7601 +1.417141943e+01 +1.417141943e+01 +1.257141943e+01 +1.257141943e+01 +3.3124e+00 -5.6410e-01 +1.6995e-01 -3.4042e+00 +3.9836e+00 +5.0600e-01 +3.7351e-01 -3.9480e+00 +8.5865e-01 -1.0317e+00 -3.8412e+00 +1.8994e+00 -4.0379e+00 -7.2660e-02 +1.1514e-01 -9.2394e-01 -2.6128e+00 +3.3305e+00 +6.8996e-01 -1.4218e-01
10929 +9.778364555e+00 +9.778364555e+00 +8.178364555e+00 +8.178364555e+00 +1.9509e+00 +7.4125e-01 -9.7680e-01 -3.2167e+00 +3.9826e+00 +6.3100e-01 +3.7351e-01 -3.5168e+00 +1.6205e+00 -1.0317e+00 -4.3792e+00 +3.4467e+00 -3.9752e+00 +1.0545e-01 -2.0996e-01 -1.6972e+00 -1.7753e+00 +3.8058e+00 +4.4468e-01 -1.3789e+00
18716 +6.260136538e+00 +6.260136538e+00 +4.660136538e+00 +4.660136538e+00 +2.2439e+00 +6.2413e-01 -9.7680e-01 -2.1542e+00 +3.7336e+00 +1.7562e+00 +3.7351e-01 -3.9790e+00 +1.1127e+00 -1.0317e+00 -4.4573e+00 +2.8351e+00 -4.0379e+00 +2.3020e-01 -9.9071e-01 -9.2394e-01 -1.4731e+00 +3.5558e+00 +6.2755e-01 -4.6365e-01
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.595802205e+01 +8.595802205e+01 -2.848819779e+02 -2.848819779e+02 -4.3899e-01 +2.5088e+00 -4.8215e+00 +3.0364e+00 +1.6074e+00 -5.2388e-01 +3.3297e+00 -2.5344e+00 -3.9940e+00 -3.1601e+00 -2.7403e+00 +3.6396e+00 -3.0388e+00 -8.5289e-01 -3.4337e+00 +2.0058e+00 -3.7750e-01 +4.4054e+00 +2.5480e+00 +4.4626e+00
3290 +5.939140121e+01 +5.939140121e+01 -3.114485988e+02 -3.114485988e+02 +3.5472e+00 +3.0660e-01 +5.1430e-01 +2.4714e+00 +1.5945e+00 -3.2326e+00 +1.0274e+00 +4.2553e+00 -4.2962e+00 -6.8269e-01 -1.4228e+00 -4.8755e+00 +1.9685e-01 -1.8554e+00 +2.5362e+00 -2.4096e+00 +2.7916e+00 -1.8464e+00 +3.5733e+00 +3.5898e+00
5660 +3.420974734e+01 +3.420974734e+01 -3.366302527e+02 -3.366302527e+02 +2.4868e+00 +3.5395e+00 +1.9906e+00 +8.2191e-01 +3.2011e+00 -4.1492e+00 -2.0965e+00 +7.7986e-02 -4.5171e+00 +3.0062e+00 -3.1990e+00 +3.2651e+00 +3.1886e+00 -2.0714e+00 -4.6434e-01 +5.9256e-01 -3.4982e+00 +1.6980e+00 +2.2058e+00 -1.6577e+00
6323 +2.285828174e+01 +2.285828174e+01 -3.479817183e+02 -3.479817183e+02 -1.3298e+00 +1.5948e+00 +5.2021e-01 +8.2191e-01 +3.2011e+00 -3.4624e+00 -2.6379e+00 +3.2105e+00 -4.2063e+00 -1.9986e-01 -4.7443e+00 +3.7771e+00 +3.1886e+00 -2.0715e+00 -2.7917e+00 +5.9256e-01 -3.4943e+00 +6.9798e-01 +2.2057e+00 -1.6577e+00
7070 +1.562120526e+01 +1.562120526e+01 -3.552187947e+02 -3.552187947e+02 +8.5904e-01 +2.1386e+00 +2.6040e+00 +8.2192e-01 +3.2011e+00 -3.4624e+00 -2.0965e+00 +3.2105e+00 -4.2069e+00 +3.4653e+00 -2.0945e+00 +1.1904e+00 +4.4243e+00 -2.9004e+00 -2.8073e+00 +5.9256e-01 -3.4943e+00 +6.9798e-01 +3.5733e+00 -3.8402e-01
7959 +9.281391170e+00 +9.281391170e+00 -3.615586088e+02 -3.615586088e+02 +8.5904e-01 +8.0203e-01 +1.9906e+00 +8.2191e-01 +3.2011e+00 -4.9652e+00 -1.8597e+00 +3.2100e+00 -4.2061e+00 +1.3244e+00 -2.0945e+00 +1.3779e+00 +4.4086e+00 -2.9002e+00 -2.8074e+00 +3.2960e-01 -3.4943e+00 +6.9798e-01 +3.5733e+00 -3.8402e-01
10204 +5.433741979e+00 +5.433741979e+00 -3.654062580e+02 -3.654062580e+02 +8.5904e-01 +1.5948e+00 +1.9906e+00 +8.2191e-01 +3.2011e+00 -4.1492e+00 -2.6693e+00 +3.1449e+00 -4.5176e+00 +1.3244e+00 -4.2443e+00 +1.1279e+00 +4.4242e+00 -2.6502e+00 -2.8073e+00 +8.4256e-01 -3.4943e+00 +6.9798e-01 +2.2057e+00 -3.8402e-01
11473 +3.541641419e+00 +3.541641419e+00 -3.672983586e+02 -3.672983586e+02 +8.5904e-01 +1.5948e+00 +1.9906e+00 +8.2191e-01 +3.2011e+00 -4.1492e+00 -2.6693e+00 +3.1449e+00 -4.5176e+00 +1.3244e+00 -4.2443e+00 +1.1279e+00 +4.4242e+00 -2.6502e+00 -2.8073e+00 +5.9256e-01 -3.4942e+00 +6.9896e-01 +3.5733e+00 -3.8402e-01
13815 +2.412571603e+00 +2.412571603e+00 -3.684274284e+02 -3.684274284e+02 +8.5904e-01 +1.8020e+00 +2.6040e+00 +8.2191e-01 +4.3477e+00 -4.1492e+00 -2.6693e+00 +3.1409e+00 -4.7671e+00 +1.3244e+00 -4.2482e+00 +1.6279e+00 +4.4242e+00 -2.4002e+00 -2.7917e+00 +5.9238e-01 -3.4786e+00 +1.4388e+00 +3.5733e+00 -1.0066e+00
% function evaluation | noise-free fitness - Fopt (-3.256000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.471411936e+01 +8.471411936e+01 +5.215411936e+01 +5.215411936e+01 +2.8587e+00 +4.0072e+00 -9.0221e-01 -3.0347e+00 -5.4765e-01 +4.5187e+00 -4.5731e+00 -3.2062e+00 -3.1384e-01 -4.8748e+00 +4.4022e+00 +4.7635e+00 -3.4430e-01 -4.9464e+00 +4.8352e+00 +3.6196e+00 +2.8794e+00 +2.8367e+00 +3.6099e-01 -1.6812e+00
2325 +6.178207963e+01 +6.178207963e+01 +2.922207963e+01 +2.922207963e+01 -7.8659e-01 -2.9461e+00 -2.8382e-01 +2.9086e+00 -1.8651e+00 +1.3733e+00 +6.9785e-02 +7.2854e-01 +9.4158e-01 -1.9228e+00 +4.4473e+00 +1.7616e-01 -1.4932e+00 +2.8716e+00 +2.4111e+00 +8.8681e-01 -3.5017e-01 -4.9709e+00 +2.2604e+00 -4.7662e+00
4006 +3.960464120e+01 +3.960464120e+01 +7.044641201e+00 +7.044641201e+00 +2.0999e+00 -4.3752e+00 -1.2434e+00 +1.4111e+00 -1.6100e+00 +2.6194e+00 +6.9785e-02 +7.2879e-01 -5.5889e-01 -1.9267e+00 +4.4473e+00 +1.7616e-01 -3.1067e+00 +3.0154e+00 -5.0988e-01 +8.8681e-01 -1.6508e+00 -1.3077e+00 +3.0700e-01 -4.8464e+00
7368 +2.384458193e+01 +2.384458193e+01 -8.715418067e+00 -8.715418067e+00 +2.1527e+00 -4.0489e+00 +1.0392e+00 +4.2203e-01 +2.7446e+00 +3.6173e+00 +4.1357e+00 +3.2172e+00 +4.0849e-01 -7.3405e-01 -7.1246e-01 -1.2967e+00 -4.1661e+00 -2.7072e+00 +1.0860e+00 +3.9844e+00 +2.6114e+00 -4.8150e+00 -6.4357e-01 -2.5093e+00
7817 +8.513058243e+00 +8.513058243e+00 -2.404694176e+01 -2.404694176e+01 +2.0999e+00 -4.3757e+00 -1.2434e+00 +1.4111e+00 -1.6100e+00 +1.4290e+00 -2.8937e+00 +1.0000e-01 -1.0147e+00 -8.3737e-01 +3.8190e+00 -1.6464e-01 +1.2296e-01 +4.9396e+00 -2.4872e+00 +2.1802e+00 -6.6161e-01 -1.9570e+00 +3.0700e-01 -4.8464e+00
11095 +6.041748309e+00 +6.041748309e+00 -2.651825169e+01 -2.651825169e+01 +2.6376e+00 -4.3757e+00 -1.2473e+00 +2.5717e+00 -1.6100e+00 +1.4290e+00 -2.8937e+00 +3.5000e-01 -1.0147e+00 -8.3737e-01 +3.8190e+00 -1.1646e+00 +1.2200e-01 +4.9396e+00 -2.4872e+00 +8.8681e-01 +9.6677e-01 -1.3078e+00 -2.9194e-01 -4.7107e+00
11384 +3.075100800e+00 +3.075100800e+00 -2.948489920e+01 -2.948489920e+01 +2.0999e+00 -4.0528e+00 -1.2278e+00 +2.5717e+00 -1.6100e+00 +1.4290e+00 -2.8937e+00 +7.1524e-01 -1.5289e+00 -8.3738e-01 +3.8190e+00 -1.6464e-01 +1.2296e-01 +4.6935e+00 -2.4872e+00 +2.1821e+00 -6.6063e-01 -1.9570e+00 +7.7817e-01 -3.5132e+00
12397 +2.012008193e+00 +2.012008193e+00 -3.054799181e+01 -3.054799181e+01 +2.0999e+00 -4.3752e+00 -1.2434e+00 +3.2861e+00 -1.6100e+00 +1.8007e+00 -2.8936e+00 +1.0098e-01 -1.0147e+00 -8.3737e-01 +3.8189e+00 -1.1649e+00 +2.4798e-01 +4.9074e+00 -2.2451e+00 +2.2427e+00 +9.6677e-01 -1.3066e+00 +7.7817e-01 -3.5093e+00
13369 +9.881803751e-01 +9.881803751e-01 -3.157181962e+01 -3.157181962e+01 +2.1008e+00 -4.0528e+00 -1.2278e+00 +2.5873e+00 -1.6100e+00 +1.4290e+00 -2.8937e+00 +7.1524e-01 -1.5289e+00 -8.3738e-01 +3.8190e+00 -1.6464e-01 +1.2298e-01 +4.9396e+00 -2.4866e+00 +2.4321e+00 +9.6677e-01 -1.9565e+00 +3.0700e-01 -3.5093e+00
13835 +5.099493053e-01 +5.099493053e-01 -3.205005069e+01 -3.205005069e+01 +2.0999e+00 -4.1153e+00 -1.2278e+00 +2.5639e+00 -1.6109e+00 +1.4295e+00 -2.8937e+00 +7.1524e-01 -1.5289e+00 -8.3738e-01 +3.8190e+00 -1.6462e-01 +1.2296e-01 +3.0154e+00 -2.4872e+00 +2.1802e+00 +9.6628e-01 -1.9570e+00 +7.7817e-01 -3.5132e+00
17576 +3.892390314e-01 +3.892390314e-01 -3.217076097e+01 -3.217076097e+01 +2.1008e+00 -4.0528e+00 -1.2278e+00 +2.5873e+00 -1.5476e+00 +1.4290e+00 -2.6437e+00 +6.5274e-01 -1.5914e+00 -9.6237e-01 +3.8190e+00 -3.9669e-02 -1.0278e-01 +3.6404e+00 -2.2491e+00 +2.0571e+00 +9.6677e-01 -1.9570e+00 +7.7817e-01 -3.5093e+00
