% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.380606688e+03 +2.380606688e+03 +3.380606688e+03 +3.380606688e+03 +3.9564e-01 -3.8791e+00 -2.2435e+00 -4.7926e+00 -4.1371e+00 +7.1656e-01 +1.2901e+00 -2.8862e+00 +1.7933e+00 +2.1705e+00 +1.6014e+00 -3.6387e+00 +1.1527e+00 -3.1198e+00 -2.0077e+00 -5.8924e-01 -2.5291e+00 +6.5006e-01 -4.1614e+00 +3.4098e+00
6 +1.452868240e+03 +1.452868240e+03 +2.452868240e+03 +2.452868240e+03 -4.8316e+00 -6.8601e-01 +2.5894e+00 +2.0401e+00 +1.5114e-01 +1.9088e+00 +3.1473e+00 +1.6674e+00 -4.0104e+00 +2.2501e+00 -2.4709e-01 -1.3727e+00 +3.2949e+00 -4.5642e+00 +8.4625e-01 -2.6756e+00 -3.4951e+00 -3.2352e+00 +2.9798e+00 +1.4357e+00
22 +9.551870630e+02 +9.551870630e+02 +1.955187063e+03 +1.955187063e+03 -2.7475e+00 +3.5779e+00 +2.0042e+00 +3.9184e+00 -1.7747e+00 +4.7022e+00 -2.0274e+00 +3.9726e+00 -7.8277e-01 -2.3291e+00 +3.3912e-01 +2.2003e+00 -4.0479e+00 -5.6274e-01 +8.7705e-01 -5.9805e-01 -3.2588e-01 -3.4358e+00 +1.4999e-02 +4.2758e+00
102 +5.811779348e+02 +5.811779348e+02 +1.581177935e+03 +1.581177935e+03 -3.3102e+00 +4.3741e-01 +1.3112e+00 -6.7897e-02 +1.2413e+00 +1.8025e+00 +7.4764e-01 +1.9517e+00 +2.6553e-01 +6.7659e-01 +7.8759e-01 -3.0542e+00 -3.6606e+00 +2.7713e+00 +1.0394e+00 +2.8972e+00 +1.8029e+00 -2.1441e+00 +2.2819e+00 -1.4168e-01
801 +3.810651570e+02 +3.810651570e+02 +1.381065157e+03 +1.381065157e+03 -2.7043e+00 +5.0419e+00 +7.9221e-01 +1.6328e+00 -4.5379e-01 -2.6045e+00 -1.2090e+00 +1.0284e+00 -1.5639e+00 -8.6708e-01 -2.5923e+00 -3.7742e-01 -4.5602e+00 -1.6027e+00 -6.1129e-01 +2.7441e+00 +2.5340e+00 -1.3037e+00 -2.0977e+00 +4.6371e-01
1423 +2.497908016e+02 +2.497908016e+02 +1.249790802e+03 +1.249790802e+03 -1.6608e+00 +4.3316e+00 +2.8652e+00 +2.7956e+00 +1.8668e+00 -2.7711e-01 -1.2583e+00 -2.4536e-01 -1.7713e+00 -1.4226e+00 -2.5784e+00 -1.8109e+00 -1.0533e+00 -2.9207e+00 +4.7055e-01 +1.2222e+00 +2.2004e+00 -2.4381e+00 -1.8552e+00 -9.2291e-01
4002 +1.564233045e+02 +1.564233045e+02 +1.156423305e+03 +1.156423305e+03 -3.2055e+00 +2.5600e+00 +3.1552e+00 +3.6283e+00 +2.1859e+00 -3.1062e+00 -2.2651e+00 +1.4412e+00 -2.3066e+00 -1.0287e-01 -2.4137e+00 -1.0941e+00 -2.1235e+00 -5.2682e+00 +3.0673e+00 +2.9853e+00 +3.2122e+00 -3.9438e-01 -5.6764e-01 +3.8796e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.910866738e+03 +3.910866738e+03 +3.980896738e+03 +3.980896738e+03 +1.8193e+00 -4.7131e+00 +9.7859e-01 -3.0908e+00 +2.1755e+00 +9.2987e-01 -3.5673e+00 -1.6259e+00 +1.5158e+00 -2.5390e+00 -4.1444e+00 +3.6919e+00 -2.6357e+00 +2.9404e+00 -2.7780e+00 -3.8018e+00 +2.1195e+00 -2.1481e+00 -3.0251e+00 -4.8532e+00
2 +2.137453287e+03 +2.137453287e+03 +2.207483287e+03 +2.207483287e+03 -2.6734e+00 +4.7317e+00 -1.2372e-01 +2.8235e+00 -7.3720e-01 -3.2798e+00 +1.2472e+00 +4.2719e-01 +3.1901e+00 +4.9093e+00 -3.8587e+00 -2.2593e+00 +3.5012e+00 -1.9414e+00 +5.1389e-01 -4.0766e-01 +7.8577e-01 -2.7826e+00 +3.6353e+00 +4.4121e+00
10 +1.434170107e+03 +1.434170107e+03 +1.504200107e+03 +1.504200107e+03 -4.0429e+00 -2.0311e-01 -3.3531e+00 -2.2133e+00 -2.1856e+00 -4.0891e+00 -9.0884e-01 +1.2386e+00 -4.9760e+00 +4.2187e-01 +4.2907e+00 +3.7077e+00 -2.0306e+00 +4.2744e+00 -4.3758e+00 +1.4944e+00 +2.7696e+00 -4.6397e+00 -1.9646e+00 +8.8862e-01
17 +9.450843472e+02 +9.450843472e+02 +1.015114347e+03 +1.015114347e+03 +3.6744e+00 -1.8662e+00 -2.9934e+00 -5.2145e-01 -1.2938e+00 -8.5215e-01 +3.3976e+00 -2.6614e+00 +6.3905e-01 +9.7881e-01 -2.2091e+00 +2.6016e+00 -4.6146e-01 -1.7079e+00 +8.2894e-01 -3.0064e+00 +1.3164e+00 +7.8116e-01 -4.7377e+00 -1.7441e+00
210 +5.629147876e+02 +5.629147876e+02 +6.329447876e+02 +6.329447876e+02 +1.4907e+00 +1.8866e+00 -1.2859e+00 +4.0032e-01 -1.0670e+00 +2.0685e-01 -1.7448e+00 -1.4644e+00 +1.2735e+00 -2.6166e+00 +6.7062e-01 +1.4226e+00 +4.8495e+00 +3.4185e+00 -3.4458e+00 -1.8531e+00 -1.5347e+00 +2.2162e+00 -3.3717e+00 +5.8330e-01
