% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.746818218e+01 +5.746818218e+01 -4.508181782e+01 -4.508181782e+01 +3.6400e+00 -1.6170e+00 -6.3287e-01 -2.7307e+00 +3.7939e+00 +2.6396e+00 -3.0950e+00 -4.3033e-01 -2.4245e+00 -1.1232e+00 +3.6544e+00 +4.1716e+00 -2.1101e+00 -2.4815e+00 -2.0726e+00 +2.1074e+00 +3.0040e+00 -2.5567e-01 +5.4776e-01 -4.2092e+00
4 +2.411438768e+01 +2.411438768e+01 -7.843561232e+01 -7.843561232e+01 -2.4039e+00 +4.9219e+00 -2.1259e+00 +3.8951e+00 -4.2537e+00 -6.8121e-01 +8.1700e-01 -1.6266e+00 -2.3893e+00 +1.1262e+00 -1.6575e-01 +3.4584e+00 +1.0949e+00 +1.2673e+00 +2.1963e+00 +1.5355e+00 +2.8592e+00 +3.2173e+00 +8.1086e-01 +3.4645e-01
1346 +1.411091413e+01 +1.411091413e+01 -8.843908587e+01 -8.843908587e+01 +1.1580e+00 -1.8035e-01 +3.7264e+00 +2.2138e+00 -1.4079e+00 +1.8614e-01 +2.1763e+00 -1.0174e+00 -7.7902e-01 -3.7074e+00 -2.0013e+00 +1.7078e+00 +1.5125e+00 -2.3199e+00 -1.5595e+00 -4.3260e+00 +3.2650e+00 +1.9680e+00 +9.4136e-01 +2.8775e+00
2959 +9.491129956e+00 +9.491129956e+00 -9.305887004e+01 -9.305887004e+01 +1.8289e+00 +5.1901e-02 +1.8722e+00 +1.5888e+00 +1.8842e+00 -3.4290e-02 +7.2608e-01 +1.8639e+00 -2.7156e+00 -7.7025e-02 -4.3350e-01 +2.3700e+00 +4.3920e-01 +1.9031e+00 +2.8318e+00 -2.1662e+00 +1.8244e-01 -2.2905e+00 -2.4604e+00 +1.4718e+00
6562 +6.035357192e+00 +6.035357192e+00 -9.651464281e+01 -9.651464281e+01 +1.8367e+00 -1.8035e-01 +3.2110e-01 +1.3039e+00 -1.9268e+00 +1.4869e+00 +1.1065e+00 +2.4673e-01 -7.7902e-01 -3.7074e+00 -3.1188e+00 +6.3777e-01 +4.3920e-01 -2.2566e+00 +1.1139e+00 -1.3178e+00 +6.5034e-01 +7.4435e-01 +4.7781e-01 +1.4718e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.914430163e+01 +3.914430163e+01 +1.108343016e+02 +1.108343016e+02 -4.4679e+00 -7.9758e-01 +3.7320e+00 +7.7632e-01 -1.1926e+00 +1.0612e+00 -1.0569e+00 -4.4521e+00 -1.0081e+00 -5.5265e-01 +3.4810e+00 -7.2583e-01 +1.9573e+00 +4.1487e-01 -2.4420e+00 -3.1947e+00 +2.8202e+00 +9.6387e-01 +1.9875e+00 +1.3033e+00
48 +1.986788303e+01 +1.986788303e+01 +9.155788303e+01 +9.155788303e+01 -3.8105e+00 +1.3377e+00 -3.7302e+00 -2.1029e+00 -1.8914e+00 -4.3821e+00 -3.5489e-01 +1.8817e+00 -1.7762e-02 -3.9733e+00 +2.3881e+00 -9.6588e-01 +6.3491e-01 -5.3370e-01 -5.8262e-01 -2.6745e+00 +3.6436e+00 +3.1311e+00 -2.5798e+00 -2.0380e+00
284 +1.385019469e+01 +1.385019469e+01 +8.554019469e+01 +8.554019469e+01 +2.6465e+00 -9.3742e-01 -2.1195e+00 +1.8611e+00 +2.4554e+00 -2.8316e-01 +1.1148e+00 -2.4567e+00 -2.7824e+00 +1.0104e+00 -2.2911e+00 -2.1278e+00 +8.0391e-01 -3.5512e-01 +7.4591e-01 +3.8266e+00 -2.6219e+00 -3.4700e+00 +1.4516e+00 +1.6290e-01
3521 +9.565972489e+00 +9.565972489e+00 +8.125597249e+01 +8.125597249e+01 -3.9465e-01 -2.3172e+00 +2.3296e+00 -8.1576e-01 +1.0895e+00 +2.9664e-01 -3.5398e-01 -3.3185e-01 -1.3406e+00 -7.9988e-01 +4.9520e-01 +1.4509e+00 +5.7797e-01 -1.2811e+00 +1.0609e+00 -6.0663e-01 +2.7935e-01 -3.3589e-01 -3.8992e-01 +3.0966e+00
