% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.397663326e+09 +1.397663326e+09 +1.397662704e+09 +1.397662704e+09 +4.7895e+00 +1.8452e+00 +2.9780e+00 -2.0239e+00 -3.5412e+00 +2.6746e+00 +5.8666e-01 +7.6959e-01 -2.5334e-01 -3.7587e+00 +3.5519e+00 +1.8095e+00 +2.8564e+00 -4.8967e+00 -4.0084e-02 -2.0585e+00 +2.0968e+00 +2.7957e+00 +3.3167e+00 -1.8651e+00
12 +6.491819307e+08 +6.491819307e+08 +6.491813096e+08 +6.491813096e+08 +2.6036e+00 +1.3952e+00 -3.8828e+00 -1.0398e+00 +3.6510e+00 -4.1234e+00 -4.0845e+00 +1.9065e+00 +2.7648e+00 +6.2030e-01 -3.2570e-01 -2.4076e+00 -1.8945e-01 -4.9326e+00 +4.9600e+00 -4.0651e+00 -3.8955e+00 +3.9900e+00 -8.6643e-02 +3.9733e+00
21 +4.275639836e+08 +4.275639836e+08 +4.275633625e+08 +4.275633625e+08 -1.1707e+00 +4.5169e+00 -4.8335e+00 +1.8386e+00 -4.4810e+00 +3.4308e+00 -4.1350e+00 -2.6390e-01 +4.7455e+00 +4.3580e+00 -3.2279e-01 +3.5124e+00 +1.6119e+00 +3.0729e+00 +1.7780e+00 -9.5861e-02 +3.9778e+00 -2.8474e+00 +8.0397e-01 -4.8974e+00
27 +3.255211257e+08 +3.255211257e+08 +3.255205046e+08 +3.255205046e+08 +2.2989e-01 +1.6464e+00 -2.8360e+00 -7.9186e-01 +1.5796e+00 +2.1031e+00 +4.5622e-01 +1.7715e+00 +2.2829e+00 -1.7786e+00 -2.5161e+00 -4.9343e+00 +3.1089e+00 +1.3719e-01 +8.9123e-01 -1.4773e+00 -3.0954e+00 -2.2710e+00 -4.0639e-01 +2.8911e+00
37 +2.118505917e+08 +2.118505917e+08 +2.118499706e+08 +2.118499706e+08 -2.6502e+00 +6.7148e-01 -8.4671e-01 -3.9501e+00 -2.7979e+00 -2.5778e+00 +3.3828e+00 +4.0674e+00 -3.5531e-01 +3.7457e+00 -3.5293e-01 -3.5501e+00 -2.1804e+00 -4.9271e+00 +2.6977e+00 -1.5119e+00 +1.1100e+00 +1.2363e+00 +5.1649e-01 -2.9010e-01
214 +1.541973476e+08 +1.541973476e+08 +1.541967265e+08 +1.541967265e+08 -1.5761e+00 +5.0000e+00 -6.1484e-01 -5.0000e+00 -5.0000e+00 -2.7146e+00 +4.0215e+00 +3.0959e+00 +1.1816e+00 +1.3980e+00 -7.2900e-01 +1.9057e+00 -2.2390e+00 -5.0000e+00 +3.8874e+00 -2.2885e+00 +9.7186e-01 +5.0000e+00 +3.1373e+00 +9.9778e-01
261 +8.379263183e+07 +8.379263183e+07 +8.379201072e+07 +8.379201072e+07 -3.1099e+00 +4.0799e+00 -5.5107e-01 -4.8459e+00 -3.6187e+00 -8.9543e-01 +1.8846e+00 +2.1015e+00 +1.4056e+00 +3.1195e+00 -1.0272e+00 +2.9858e+00 -5.6061e-01 -1.9663e+00 +4.6788e+00 -2.1670e+00 +2.9891e-01 +2.4555e-01 +1.8900e+00 +2.7261e-01
326 +5.977487403e+07 +5.977487403e+07 +5.977425292e+07 +5.977425292e+07 -2.0495e+00 +4.6702e+00 +1.6044e+00 -5.0000e+00 -3.4753e+00 -6.7841e-01 +6.4480e-01 +1.3610e+00 +3.1370e+00 +6.4750e-02 +1.9804e+00 +4.7372e+00 +2.1812e+00 +2.1194e+00 +4.5799e+00 -3.7778e+00 -1.5770e-01 +2.8518e+00 +3.9848e+00 +1.9666e+00
454 +3.809447689e+07 +3.809447689e+07 +3.809385578e+07 +3.809385578e+07 -2.5037e+00 +4.6480e+00 -2.9149e-01 -2.8270e+00 -3.4858e+00 -2.4991e+00 +4.9790e-01 +2.4432e+00 +2.3827e+00 -1.1165e+00 +5.5876e-01 +2.5638e+00 +2.1251e+00 +1.6762e+00 +4.8661e+00 -2.1731e+00 +2.5127e+00 +1.8954e+00 +4.9663e-01 -4.0651e-01
522 +2.408814719e+07 +2.408814719e+07 +2.408752608e+07 +2.408752608e+07 -3.2146e+00 +4.3834e+00 -3.1293e-01 -3.7511e+00 -2.5710e-02 -1.1757e+00 +1.5960e-01 +9.5331e-01 +7.4581e-01 -9.2932e-01 -7.4254e-01 +4.4918e+00 +4.5911e+00 +1.1456e+00 +4.7878e+00 -3.9106e+00 +1.7570e+00 +2.1547e+00 -2.0216e-01 -3.7189e-01
691 +1.459465033e+07 +1.459465033e+07 +1.459402922e+07 +1.459402922e+07 -2.1695e+00 +4.2392e+00 -4.7427e-01 -4.1179e+00 +1.9776e-01 -1.0843e+00 +1.1151e+00 +7.1010e-01 +1.1594e+00 -7.7778e-02 -6.8584e-01 +3.8025e+00 +2.8174e+00 +1.2290e+00 +4.8380e+00 -2.5279e+00 +1.5926e+00 +2.2120e+00 -7.9360e-01 +5.2235e-01
1057 +7.685701562e+06 +7.685701562e+06 +7.685080452e+06 +7.685080452e+06 -1.5197e+00 +4.1097e+00 -1.3074e+00 -4.5737e+00 +1.2837e+00 -2.1284e+00 +5.5818e-01 +3.7123e-01 +8.9305e-01 -4.9536e-01 +3.5964e-01 +2.9528e+00 +4.0368e+00 +1.1574e+00 +4.3675e+00 -2.5012e+00 +1.4091e+00 +8.1256e-01 -1.0698e-01 +2.6126e-01
1264 +6.060903431e+06 +6.060903431e+06 +6.060282321e+06 +6.060282321e+06 -2.0356e+00 +4.1126e+00 -9.3910e-01 -4.2739e+00 -1.3398e-01 -2.3250e+00 +6.2951e-01 -3.2596e-02 +1.7016e+00 +1.1984e-01 +5.1991e-01 +2.3507e+00 +3.0372e+00 +1.2956e+00 +4.1284e+00 -2.4387e+00 +8.5498e-01 +1.1502e+00 +1.7061e-01 +5.0076e-01
1685 +3.805144824e+06 +3.805144824e+06 +3.804523714e+06 +3.804523714e+06 -1.7497e+00 +4.1550e+00 -4.5603e-01 -4.2825e+00 -6.4018e-01 -2.1569e+00 +2.6717e-01 -1.2676e-01 +1.7376e+00 +4.4003e-01 +7.0704e-01 +2.5751e+00 +3.8097e+00 +1.1661e+00 +4.1757e+00 -1.8899e+00 +1.3742e+00 +1.4669e+00 -2.1620e-01 -6.3247e-01
1934 +2.187592534e+06 +2.187592534e+06 +2.186971424e+06 +2.186971424e+06 -1.8357e+00 +3.9684e+00 -5.5351e-01 -4.3052e+00 -1.3868e-02 -2.3851e+00 +1.7973e-01 -6.6531e-01 +1.6758e+00 +4.5487e-01 +4.4593e-01 +2.2909e+00 +4.1137e+00 +1.2568e+00 +3.6872e+00 -1.8719e+00 +1.7557e+00 +1.5102e+00 -1.5223e-01 -4.0241e-01
2002 +1.446560105e+06 +1.446560105e+06 +1.445938995e+06 +1.445938995e+06 -1.8206e+00 +3.9239e+00 -5.1740e-01 -4.3437e+00 -9.5089e-02 -2.5509e+00 +4.5132e-01 -7.0936e-01 +1.6711e+00 +3.8554e-01 +7.5405e-01 +2.2424e+00 +4.1130e+00 +1.2863e+00 +3.0513e+00 -1.9054e+00 +1.3894e+00 +1.6251e+00 -1.1365e-01 -2.0562e-01
2364 +8.476509168e+05 +8.476509168e+05 +8.470298068e+05 +8.470298068e+05 -1.5330e+00 +3.9386e+00 -4.4339e-01 -4.3285e+00 -2.7123e-01 -2.7641e+00 +9.1997e-01 -8.3124e-01 +1.4397e+00 -2.3580e-01 +5.4427e-01 +2.4589e+00 +4.0743e+00 +1.3968e+00 +2.8618e+00 -1.8338e+00 +1.4184e+00 +1.4307e+00 -5.2392e-01 -1.8821e-01
2864 +5.059756586e+05 +5.059756586e+05 +5.053545486e+05 +5.053545486e+05 -1.3508e+00 +3.8216e+00 -4.5220e-01 -4.8081e+00 +3.7301e-02 -2.3230e+00 +9.1245e-01 -4.5416e-01 +1.3936e+00 -1.8565e-01 +7.6862e-01 +2.5192e+00 +3.8275e+00 +1.4051e+00 +2.8899e+00 -1.8518e+00 +1.5862e+00 +1.5002e+00 -5.8503e-01 +7.7196e-02
3024 +3.900716489e+05 +3.900716489e+05 +3.894505389e+05 +3.894505389e+05 -1.3431e+00 +3.8572e+00 -4.3252e-01 -4.4769e+00 +1.7622e-01 -2.0817e+00 +9.0631e-01 -6.5178e-01 +1.3921e+00 -1.5613e-01 +7.5056e-01 +2.5225e+00 +3.8385e+00 +1.4066e+00 +2.8851e+00 -1.8539e+00 +1.3941e+00 +1.4921e+00 -3.8180e-01 +2.5057e-02
3650 +2.482191165e+05 +2.482191165e+05 +2.475980065e+05 +2.475980065e+05 -1.2013e+00 +3.8632e+00 -3.8495e-01 -4.6431e+00 +1.4472e-01 -2.2009e+00 +8.1145e-01 -7.5020e-01 +1.2924e+00 -3.7342e-01 +9.5683e-01 +2.6367e+00 +3.8314e+00 +1.3636e+00 +2.8922e+00 -1.8434e+00 +1.5807e+00 +1.5658e+00 -4.6437e-01 -2.2686e-02
4221 +1.427209229e+05 +1.427209229e+05 +1.420998129e+05 +1.420998129e+05 -1.2955e+00 +3.9169e+00 -3.8087e-01 -4.4425e+00 -1.6506e-02 -2.1519e+00 +8.3538e-01 -7.5035e-01 +1.2893e+00 -2.6590e-01 +9.0950e-01 +2.6842e+00 +3.8396e+00 +1.1563e+00 +2.9134e+00 -1.8309e+00 +1.3570e+00 +1.5796e+00 -4.5981e-01 +2.4265e-02
4229 +8.946469156e+04 +8.946469156e+04 +8.884358156e+04 +8.884358156e+04 -1.3909e+00 +3.9301e+00 -2.3225e-01 -4.5164e+00 -1.3460e-02 -2.1900e+00 +7.0370e-01 -7.6119e-01 +1.3080e+00 -2.5574e-01 +7.8297e-01 +2.6766e+00 +3.9747e+00 +1.0998e+00 +2.9164e+00 -1.8765e+00 +1.4299e+00 +1.5701e+00 -4.8028e-01 +1.0023e-02
4869 +5.969957760e+04 +5.969957760e+04 +5.907846760e+04 +5.907846760e+04 -1.4022e+00 +3.7947e+00 -2.1266e-01 -4.5432e+00 -1.2174e-01 -2.2028e+00 +7.2191e-01 -7.7190e-01 +1.2746e+00 -2.5919e-01 +7.5811e-01 +2.6649e+00 +3.8604e+00 +1.0935e+00 +2.9185e+00 -1.8951e+00 +1.4549e+00 +1.6051e+00 -4.6235e-01 +1.4096e-02
5136 +3.318901295e+04 +3.318901295e+04 +3.256790295e+04 +3.256790295e+04 -1.3854e+00 +3.7925e+00 -1.9739e-01 -4.5135e+00 -3.2600e-02 -2.2060e+00 +7.5823e-01 -7.7905e-01 +1.2594e+00 -2.7976e-01 +1.0004e+00 +2.6705e+00 +3.9888e+00 +1.1827e+00 +2.9195e+00 -1.8729e+00 +1.5360e+00 +1.6322e+00 -4.1486e-01 +7.5681e-03
5761 +2.111048866e+04 +2.111048866e+04 +2.048937866e+04 +2.048937866e+04 -1.3965e+00 +3.8170e+00 -1.8037e-01 -4.4711e+00 -1.3465e-01 -2.2111e+00 +7.1376e-01 -8.5915e-01 +1.2022e+00 -2.7135e-01 +9.6197e-01 +2.6708e+00 +3.9331e+00 +1.0942e+00 +2.9446e+00 -1.9192e+00 +1.5430e+00 +1.5844e+00 -4.0354e-01 -6.3873e-03
5970 +1.570670510e+04 +1.570670510e+04 +1.508559510e+04 +1.508559510e+04 -1.3916e+00 +3.8412e+00 -1.8469e-01 -4.4681e+00 -1.1239e-01 -2.2185e+00 +7.2364e-01 -8.9123e-01 +1.2190e+00 -2.5313e-01 +9.5790e-01 +2.6623e+00 +3.9397e+00 +1.1228e+00 +2.9554e+00 -1.9180e+00 +1.5462e+00 +1.6017e+00 -4.0819e-01 +1.1399e-02
6790 +9.276901892e+03 +9.276901892e+03 +8.655791892e+03 +8.655791892e+03 -1.4024e+00 +3.8423e+00 -1.8831e-01 -4.4674e+00 -1.2242e-01 -2.2358e+00 +7.9076e-01 -8.7460e-01 +1.2509e+00 -2.2437e-01 +9.3937e-01 +2.6698e+00 +3.9292e+00 +1.1839e+00 +2.9680e+00 -1.9133e+00 +1.5418e+00 +1.6044e+00 -4.1857e-01 +2.0580e-02
7001 +6.035938051e+03 +6.035938051e+03 +5.414828051e+03 +5.414828051e+03 -1.4160e+00 +3.8023e+00 -1.9427e-01 -4.4676e+00 -1.2623e-01 -2.2381e+00 +8.0424e-01 -8.7199e-01 +1.2184e+00 -2.3446e-01 +9.4213e-01 +2.6651e+00 +3.9172e+00 +1.1669e+00 +2.9673e+00 -1.9206e+00 +1.5255e+00 +1.6103e+00 -4.1742e-01 +1.0044e-02
7196 +3.747505413e+03 +3.747505413e+03 +3.126395413e+03 +3.126395413e+03 -1.4104e+00 +3.8063e+00 -1.9225e-01 -4.4703e+00 -1.1844e-01 -2.2323e+00 +7.9947e-01 -8.5722e-01 +1.2292e+00 -2.0845e-01 +9.3683e-01 +2.6608e+00 +3.8981e+00 +1.1679e+00 +2.9621e+00 -1.9166e+00 +1.5405e+00 +1.6129e+00 -4.1956e-01 -1.0044e-02
7670 +2.332754031e+03 +2.332754031e+03 +1.711644031e+03 +1.711644031e+03 -1.4151e+00 +3.7911e+00 -1.8839e-01 -4.4723e+00 -1.1666e-01 -2.2249e+00 +7.9404e-01 -8.6336e-01 +1.2243e+00 -2.3114e-01 +9.3751e-01 +2.6444e+00 +3.8990e+00 +1.1688e+00 +2.9516e+00 -1.9185e+00 +1.5320e+00 +1.6181e+00 -4.0731e-01 -3.6504e-02
8761 +1.340041490e+03 +1.340041490e+03 +7.189314900e+02 +7.189314900e+02 -1.4162e+00 +3.8058e+00 -1.8837e-01 -4.4730e+00 -8.6007e-02 -2.2180e+00 +7.9732e-01 -8.5916e-01 +1.2404e+00 -2.2230e-01 +9.3797e-01 +2.6321e+00 +3.9014e+00 +1.1687e+00 +2.9604e+00 -1.9112e+00 +1.5410e+00 +1.6165e+00 -4.0442e-01 -2.4903e-02
9266 +9.791587017e+02 +9.791587017e+02 +3.580487017e+02 +3.580487017e+02 -1.4192e+00 +3.8022e+00 -1.8831e-01 -4.4734e+00 -9.5836e-02 -2.2394e+00 +7.9632e-01 -8.5152e-01 +1.2416e+00 -2.2390e-01 +9.4154e-01 +2.6300e+00 +3.9085e+00 +1.1630e+00 +2.9671e+00 -1.9051e+00 +1.5338e+00 +1.6148e+00 -4.0644e-01 -3.1775e-02
