% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.605431571e+07 +3.605431571e+07 +3.605410583e+07 +3.605410583e+07 -1.2176e+00 -1.4689e+00 +1.5035e+00 -3.4385e+00 +2.0720e+00 +4.8525e+00 +2.0954e+00 +1.9154e+00 -4.3808e-01 +4.2343e+00 -3.8828e+00 -1.6975e+00 +3.5009e+00 -4.4941e+00 -9.4131e-01 -4.8463e-01 -4.8527e-01 +2.6316e+00 +4.6405e+00 -1.0559e+00
3 +1.492071202e+07 +1.492071202e+07 +1.492050214e+07 +1.492050214e+07 -1.1654e-01 -3.5060e-01 +2.4090e+00 -4.4419e-01 -1.5164e-02 +1.6805e+00 +4.8130e+00 +3.8143e+00 -4.4925e+00 +2.7129e+00 +2.3030e+00 -3.2446e+00 +3.0174e+00 +1.4783e+00 -5.8283e-01 +3.0073e+00 -2.1003e+00 +1.1454e+00 -2.3963e-01 -1.0881e+00
16 +6.647710318e+06 +6.647710318e+06 +6.647500438e+06 +6.647500438e+06 +2.3528e+00 +1.6430e+00 -7.0642e-01 +4.2719e+00 +1.2376e+00 +2.7934e+00 -3.8544e+00 +4.1458e+00 +2.1013e+00 +1.5587e+00 -2.3097e+00 +1.9901e+00 +4.5413e+00 -1.8224e+00 +2.2473e+00 +1.1457e+00 -7.5361e-01 +1.4420e+00 -8.9520e-02 +1.0261e+00
39 +3.122707641e+06 +3.122707641e+06 +3.122497761e+06 +3.122497761e+06 -2.9517e+00 +1.9475e+00 -1.7177e+00 +2.3126e+00 +4.8053e+00 -2.3344e+00 -1.5825e+00 +1.1057e+00 +2.2266e+00 +3.2623e+00 +4.9757e+00 -6.9424e-01 -2.0122e+00 -2.8834e+00 +1.1177e+00 -4.6941e+00 -1.8582e+00 +1.5454e+00 -4.1387e+00 +1.5848e+00
55 +2.499814641e+06 +2.499814641e+06 +2.499604761e+06 +2.499604761e+06 -2.8071e+00 +4.9395e+00 -2.3668e+00 +5.0000e+00 +2.5609e-01 +2.8098e+00 -5.0000e+00 +2.9625e+00 +2.7173e+00 +3.9067e+00 +4.1835e+00 +8.0448e-01 +1.1804e-01 -3.3319e+00 +5.0000e+00 -5.0000e+00 -1.1710e+00 +3.5325e+00 -1.4639e+00 +1.4005e+00
119 +1.044232775e+06 +1.044232775e+06 +1.044022895e+06 +1.044022895e+06 -2.5488e+00 -2.0442e+00 -5.0000e+00 -6.9993e-01 +3.5666e+00 +6.0351e-01 -5.0000e+00 -1.1503e+00 +4.2900e+00 +9.6896e-01 +3.4487e+00 -4.1566e+00 +3.4539e+00 -2.4397e+00 -7.1881e-01 -5.7293e-01 -4.1292e+00 +2.9579e+00 -2.7986e+00 +1.5523e+00
126 +9.739440575e+05 +9.739440575e+05 +9.737341775e+05 +9.737341775e+05 +0.0000e+00 -2.8485e+00 -3.9577e+00 -6.0619e-01 +1.7296e+00 -2.0565e+00 -3.8490e+00 -2.1228e+00 +4.4249e+00 +3.5019e+00 +3.2121e+00 -1.9246e+00 +1.9672e-01 -2.5725e+00 +0.0000e+00 -2.7330e+00 -2.1971e+00 +1.8187e+00 -2.2471e+00 +2.3760e+00
435 +4.284003830e+05 +4.284003830e+05 +4.281905030e+05 +4.281905030e+05 -4.9367e+00 +3.7511e+00 -5.0000e+00 -2.6391e+00 -4.4792e+00 +3.3882e+00 +1.1784e-01 +1.2524e+00 +8.5845e-01 +1.2928e-01 +3.8880e+00 -3.4797e+00 +4.3075e+00 -3.6765e+00 -5.1098e-01 -1.8391e+00 -2.9756e+00 +2.7108e+00 -2.2089e+00 +2.0054e+00
466 +2.701916637e+05 +2.701916637e+05 +2.699817837e+05 +2.699817837e+05 -4.9610e+00 +4.1043e+00 -5.0000e+00 -2.7852e+00 -1.1131e+00 +3.8910e+00 +7.0614e-01 +1.3655e+00 +2.7315e-01 -5.0000e+00 +2.5246e+00 -2.7611e+00 +5.0000e+00 -1.7916e+00 -1.0726e+00 -2.3885e+00 -3.1449e+00 +2.7979e+00 -2.6401e+00 +1.9426e+00
549 +2.106376970e+05 +2.106376970e+05 +2.104278170e+05 +2.104278170e+05 -4.9276e+00 +3.2380e+00 -5.0000e+00 -2.6871e+00 +3.6648e+00 +4.9404e+00 +9.0575e-01 +1.4345e+00 -1.6464e+00 -3.4206e+00 +2.4896e+00 -2.0556e+00 +4.8712e+00 -1.5055e+00 -8.6679e-01 -2.1288e+00 -3.0002e+00 +2.9927e+00 -2.3496e+00 +1.8873e+00
