% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.478199313e+01 +8.478199313e+01 -9.152180069e+02 -9.152180069e+02 -5.9442e-01 +2.7033e+00 -7.7987e-01 +2.3078e+00 +9.8941e-01 -4.8033e+00 -1.3197e+00 -2.5929e+00 +1.2256e+00 +4.9412e+00 +2.1467e+00 -7.7484e-01 +3.0945e-01 +1.1486e+00 -3.4019e+00 -4.3060e+00 -7.9226e-01 +1.9604e+00 +1.5069e+00 +3.6402e+00
1202 +6.205441434e+01 +6.205441434e+01 -9.379455857e+02 -9.379455857e+02 -1.2790e+00 -3.3534e+00 +4.6985e-01 -3.0981e+00 -2.7193e-01 -3.5722e+00 +5.7593e-01 -3.6121e+00 +9.7742e-01 -1.0654e-01 +3.1371e+00 +1.4549e+00 +9.1280e-01 -9.3727e-01 +1.1654e+00 -2.0828e+00 +4.0589e-01 +1.7163e+00 -9.7526e-01 -3.3996e+00
1416 +3.714045940e+01 +3.714045940e+01 -9.628595406e+02 -9.628595406e+02 -2.1908e+00 -3.4621e+00 +1.7459e+00 -2.1928e+00 +3.9082e-01 -3.3283e+00 +8.7453e-01 -3.5588e+00 +3.0966e+00 +3.4848e+00 +4.7995e+00 -8.7133e-01 +6.0058e-01 -6.1311e-01 -6.5574e-01 -5.9629e+00 +2.9457e+00 -4.5148e-01 +2.3165e+00 -9.4561e-01
2606 +2.371621309e+01 +2.371621309e+01 -9.762837869e+02 -9.762837869e+02 -2.1620e+00 -7.7725e-01 +1.5080e+00 -2.7697e+00 +1.1765e+00 -3.3365e+00 -1.5151e-01 -5.0752e+00 +2.6092e+00 +1.9771e+00 +4.8142e+00 +2.4967e-01 +8.9835e-01 +3.0464e-01 -9.6973e-01 -1.8982e+00 +2.2702e+00 +5.1345e-01 +8.2288e-01 -4.4707e+00
3640 +1.514175562e+01 +1.514175562e+01 -9.848582444e+02 -9.848582444e+02 -3.9975e+00 -1.7913e+00 +1.5898e+00 -4.3604e+00 +6.7291e-01 -4.4466e+00 -1.8375e+00 -4.9670e+00 +2.4425e+00 +3.2231e+00 +4.1395e+00 -1.7500e+00 +8.6787e-01 +8.4769e-01 -2.0035e+00 -3.1806e+00 +3.8677e-01 +1.0445e+00 -6.5093e-01 -3.6700e+00
3957 +8.177792236e+00 +8.177792236e+00 -9.918222078e+02 -9.918222078e+02 -3.2929e+00 -2.2779e+00 +9.9105e-01 -4.9813e+00 +1.4379e+00 -3.4460e+00 -8.7766e-02 -5.0051e+00 +2.1593e+00 +1.5157e+00 +3.8108e+00 -1.2576e+00 +2.1266e+00 +8.4816e-01 -2.4138e+00 -3.3706e+00 +1.9674e+00 -4.5527e-02 +1.7656e+00 -2.6897e+00
4902 +4.318262168e+00 +4.318262168e+00 -9.956817378e+02 -9.956817378e+02 -2.9145e+00 -2.2463e+00 +1.4970e+00 -4.7160e+00 +1.2829e+00 -3.0828e+00 -1.1995e+00 -4.6744e+00 +2.2370e+00 +2.0576e+00 +3.6539e+00 -1.5273e+00 +1.8157e+00 +6.5552e-02 -1.3877e+00 -3.0815e+00 +1.6884e+00 +3.5967e-01 +1.1974e+00 -2.7750e+00
5405 +3.680483733e+00 +3.680483733e+00 -9.963195163e+02 -9.963195163e+02 -3.2482e+00 -2.3065e+00 +1.1814e+00 -4.4534e+00 +9.4391e-01 -2.8607e+00 -1.3954e+00 -4.9342e+00 +1.9377e+00 +1.8166e+00 +3.4221e+00 -1.5466e+00 +1.5398e+00 -2.7545e-01 -1.9936e+00 -3.5819e+00 +2.0798e+00 +3.2900e-01 +3.3274e-01 -2.7934e+00
5504 +2.433498529e+00 +2.433498529e+00 -9.975665015e+02 -9.975665015e+02 -3.6886e+00 -2.4907e+00 +1.5211e+00 -4.3523e+00 +1.3484e+00 -3.5851e+00 -6.6013e-01 -5.0444e+00 +2.2618e+00 +2.2342e+00 +3.7357e+00 -9.5101e-01 +9.4342e-01 -1.4042e+00 -1.9657e+00 -3.1462e+00 +1.9814e+00 -2.0756e-01 +1.1427e+00 -1.9092e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
