% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.907087892e+02 +2.907087892e+02 +2.383587892e+02 +2.383587892e+02 -2.9885e+00 -3.6059e+00 -4.1924e+00 -2.8032e+00 +1.5903e-01 +4.3169e+00 +4.7626e+00 -2.0408e+00 -1.5240e+00 +1.8165e+00 -3.0352e+00 -4.5298e+00 -2.4921e+00 -5.2364e-01 -2.8750e+00 +2.7711e+00 -4.5533e-01 -2.5718e-02 -9.9576e-01 -1.9446e+00
2 +1.913485228e+02 +1.913485228e+02 +1.389985228e+02 +1.389985228e+02 +3.3141e+00 -4.0827e+00 -5.1765e-02 +3.8986e+00 -1.5403e+00 +2.0582e+00 -9.3154e-01 -2.3265e+00 +1.1421e+00 +4.3153e+00 +3.0898e+00 -1.6770e-01 -9.1039e-01 +1.8596e+00 -3.8614e+00 -8.6682e-01 -3.4300e+00 -5.8351e-01 -3.3579e+00 +2.9574e-01
4 +9.138941863e+01 +9.138941863e+01 +3.903941863e+01 +3.903941863e+01 -8.6422e-01 -2.0869e+00 +1.2676e+00 -2.3124e+00 +4.4377e+00 +4.4200e+00 -3.6321e+00 -2.7082e+00 +4.8049e+00 -7.7719e-02 -4.3058e+00 -4.6190e+00 -4.2252e+00 -2.7262e+00 -4.0377e+00 +1.5298e+00 -4.8753e+00 +1.4175e+00 +4.1828e-02 -1.9722e+00
18 +3.279877868e+01 +3.279877868e+01 -1.955122132e+01 -1.955122132e+01 +2.5942e+00 +2.1182e-01 -3.6280e+00 +7.7442e-01 +2.5326e+00 +2.4273e+00 -3.6024e+00 -1.5475e+00 +4.8446e+00 -2.7047e+00 +2.1227e+00 -9.0022e-02 +4.0950e-01 +3.0057e+00 +2.7880e+00 +6.4339e-01 -2.8056e+00 +4.3521e+00 -1.5796e+00 -3.9527e+00
102 +2.104977127e+01 +2.104977127e+01 -3.130022873e+01 -3.130022873e+01 -5.2641e-01 +1.6152e-01 +1.5837e+00 +2.0106e-01 -1.5880e+00 -3.9427e-01 -1.5472e+00 -3.4899e-02 +1.4068e+00 -5.4792e-01 +3.4688e+00 -8.9982e-01 +2.9442e+00 -1.3288e+00 +7.0402e-01 +2.6464e-01 -1.5233e+00 +4.7126e+00 +2.8013e-01 -1.8745e+00
901 +1.315623606e+01 +1.315623606e+01 -3.919376394e+01 -3.919376394e+01 -1.6304e+00 -1.0836e+00 +1.5432e+00 -3.9176e+00 +6.7430e-02 +1.6215e+00 -1.7173e+00 -1.3473e+00 -3.4509e-01 -2.5009e+00 +3.6484e+00 +7.7922e-01 +4.2077e+00 -3.1905e+00 -2.6332e+00 -1.7323e+00 +2.2283e-01 -6.6469e-01 +2.8445e+00 -4.3676e+00
1001 +9.735483286e+00 +9.735483286e+00 -4.261451671e+01 -4.261451671e+01 -1.6304e+00 -6.7919e-01 +1.5432e+00 -4.0801e+00 -2.7847e-01 +2.3223e+00 -1.7173e+00 -2.7210e+00 +2.0611e+00 -2.2758e-01 +3.6484e+00 +7.7922e-01 +1.6980e+00 -1.8406e+00 -2.6332e+00 +1.8660e+00 +2.2283e-01 -6.6469e-01 +2.8445e+00 -4.3676e+00
2213 +6.084104668e+00 +6.084104668e+00 -4.626589533e+01 -4.626589533e+01 -5.2113e-01 -7.2825e-01 +1.8904e+00 -3.6239e+00 -1.8965e+00 +4.0477e+00 -5.1831e+00 -1.0366e+00 +4.1351e+00 -2.4513e-01 +1.5548e+00 +2.0467e+00 +3.6131e+00 +2.9715e-01 -3.2666e-02 +3.0077e-01 -8.4377e-01 +1.2899e+00 +2.9455e+00 -2.9144e+00
2803 +3.565428455e+00 +3.565428455e+00 -4.878457155e+01 -4.878457155e+01 -9.8374e-01 -1.8379e-01 +2.9104e+00 -3.2029e+00 -1.6632e+00 +3.0200e+00 -4.2433e+00 -8.5163e-01 +2.4264e+00 -1.7597e+00 +2.9325e+00 +7.0751e-01 +4.8817e+00 -3.1065e-01 -2.1617e+00 +1.3713e+00 -1.8519e+00 +2.7615e-01 +3.0343e+00 -2.9653e+00
3542 +2.450174727e+00 +2.450174727e+00 -4.989982527e+01 -4.989982527e+01 -1.3716e+00 -5.2805e-01 +2.6274e+00 -1.9336e+00 -1.6455e+00 +3.3063e+00 -3.5842e+00 -4.8582e-01 +2.8148e+00 -2.4310e+00 +3.0122e+00 +8.0309e-01 +4.4075e+00 -2.9784e-01 -2.5366e+00 +6.0517e-01 -1.4081e+00 +5.9826e-01 +2.2080e+00 -4.5859e+00
4016 +1.465724243e+00 +1.465724243e+00 -5.088427576e+01 -5.088427576e+01 -4.8303e-01 -8.5802e-01 +1.7141e+00 -1.5433e+00 -1.4918e+00 +3.8053e+00 -3.6838e+00 -4.9907e-01 +2.4059e+00 -1.2763e+00 +3.2038e+00 -7.1427e-01 +3.3487e+00 -1.4229e+00 -2.1306e+00 +1.0383e+00 -1.1184e+00 +9.0415e-01 +3.3737e+00 -3.6825e+00
4201 +9.183680054e-01 +9.183680054e-01 -5.143163199e+01 -5.143163199e+01 -1.2960e+00 -1.5902e+00 +2.4279e+00 -1.9730e+00 -1.5195e+00 +3.8082e+00 -3.7852e+00 -4.9017e-01 +2.9625e+00 -1.4770e+00 +2.6225e+00 -6.6508e-01 +3.1176e+00 -9.9362e-01 -2.0160e+00 +1.7698e+00 -8.8769e-01 +1.7602e+00 +2.5619e+00 -3.3077e+00
