% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.572714204e+02 +4.572714204e+02 +4.480614204e+02 +4.480614204e+02 -6.0044e-01 +2.0247e+00 +1.5814e+00 -3.7262e+00 +2.1151e+00 +4.7776e+00 -4.2085e+00 +1.2072e+00 -2.7645e+00 +3.8901e+00 +6.8383e-01 +6.5508e-01 +2.7186e+00 +1.5820e+00 +3.6483e+00 +1.0424e+00 -3.7358e-01 -7.9221e-01 +8.6819e-01 -8.5770e-01
3 +3.348515390e+02 +3.348515390e+02 +3.256415390e+02 +3.256415390e+02 +5.7041e-01 -3.5640e+00 +1.7523e+00 +1.4973e+00 +1.7822e+00 +1.5190e+00 +4.0868e-02 +1.7595e+00 -9.2892e-01 +3.5138e+00 +2.0440e-01 -4.9859e+00 +1.7039e+00 +7.1770e-01 +2.6404e+00 +3.4092e+00 +1.8628e+00 +1.4004e+00 -3.6692e+00 +2.2283e+00
38 +2.462418177e+02 +2.462418177e+02 +2.370318177e+02 +2.370318177e+02 -4.9099e+00 -1.4737e-01 -3.0497e+00 +4.6793e+00 +4.4471e+00 +4.0458e+00 +4.3949e+00 -1.8163e+00 +4.8219e+00 -1.3121e+00 -4.3102e+00 -4.9195e+00 +2.8019e+00 +3.4121e+00 +3.5013e+00 -2.1619e-01 +4.7130e+00 +3.4375e+00 -1.3514e+00 +1.8032e+00
111 +1.159139176e+02 +1.159139176e+02 +1.067039176e+02 +1.067039176e+02 -1.0306e+00 +3.3402e+00 +8.8651e-01 +5.0000e+00 +5.0000e+00 +4.1801e+00 +4.1305e+00 +1.3349e+00 +5.0000e+00 -4.3361e+00 -1.0119e+00 -1.5882e+00 +4.5523e+00 +4.6425e+00 -2.1643e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -1.9254e+00 +5.0000e+00
151 +9.506499178e+01 +9.506499178e+01 +8.585499178e+01 +8.585499178e+01 -6.0001e-01 +5.0000e+00 -8.3393e-01 +5.0000e+00 +5.0000e+00 +5.0000e+00 +4.2133e+00 +2.5282e+00 +5.0000e+00 -4.2812e+00 +2.1467e+00 +1.1140e+00 +4.1976e+00 +4.3594e+00 -4.5379e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
281 +6.006753925e+01 +6.006753925e+01 +5.085753925e+01 +5.085753925e+01 +1.3502e+00 +4.2726e-02 -2.7122e-01 +4.0493e+00 +5.0000e+00 +2.6409e+00 +3.2688e+00 -1.0999e+00 +5.0000e+00 -5.0000e+00 -4.5554e+00 -5.0000e+00 +5.0000e+00 +4.4100e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
400 +3.600171446e+01 +3.600171446e+01 +2.679171446e+01 +2.679171446e+01 +2.2467e+00 +3.9600e+00 +2.9149e+00 +3.6206e+00 +5.0000e+00 +4.6215e+00 +3.1703e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -3.7690e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
481 +2.446138439e+01 +2.446138439e+01 +1.525138439e+01 +1.525138439e+01 +1.9926e+00 +3.9964e+00 +5.0000e+00 +3.6755e+00 +5.0000e+00 +5.0000e+00 +3.9473e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.120853268e+02 +5.120853268e+02 +1.168075327e+03 +1.168075327e+03 -1.5650e+00 -4.3394e+00 -2.7807e+00 -3.9085e+00 -3.9238e+00 +1.3294e+00 +4.3813e+00 -1.7621e+00 -4.7956e+00 -4.7214e+00 +4.2805e+00 -3.8478e+00 +1.1252e+00 -1.3276e+00 -4.4158e+00 +9.1348e-01 +4.3151e+00 +4.3758e+00 -2.5675e+00 -3.6987e+00
