% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.105955184e+02 +1.105955184e+02 +9.365551839e+01 +9.365551839e+01 +4.0434e+00 -2.4081e+00 -4.1325e+00 +1.9499e+00 +1.8470e+00 +3.9809e+00 -7.6540e-01 +3.5407e+00 +1.9337e+00 +1.1109e+00 -4.0625e+00 +3.4688e+00 +2.8941e+00 -3.0940e+00 -4.1616e+00 +3.3452e+00 -2.7261e+00 +3.7209e+00 -7.9625e-01 -1.3864e+00
2 +2.447288016e+01 +2.447288016e+01 +7.532880161e+00 +7.532880161e+00 +3.5626e+00 -2.4078e-01 +2.9596e+00 +9.1663e-01 +4.9423e+00 -3.3261e+00 +4.6879e-01 +3.7950e+00 -1.3930e+00 -3.5870e+00 +4.3720e+00 +4.0997e+00 -4.7852e+00 -2.8523e+00 +7.5987e-01 +3.8861e+00 +4.7206e+00 -1.1511e+00 -3.0121e+00 +4.8878e+00
614 +9.803292239e+00 +9.803292239e+00 -7.136707761e+00 -7.136707761e+00 +2.7960e+00 +3.2473e+00 -4.8043e+00 +2.8056e+00 +1.8496e+00 -1.1121e-01 +4.0459e+00 +4.4575e+00 -2.5848e+00 -1.5163e+00 +1.0545e+00 +4.8078e+00 +4.0206e-01 +1.8801e+00 -8.7819e-01 +3.9922e+00 +4.3627e+00 -1.8999e+00 -1.0342e-01 -8.9546e-01
3803 +5.666370222e+00 +5.666370222e+00 -1.127362978e+01 -1.127362978e+01 +2.9351e+00 +2.0155e+00 -8.7530e-01 +2.1499e+00 +2.2438e+00 -1.5465e+00 +1.5791e+00 +3.7057e-01 -1.8362e+00 -1.5787e+00 +4.9456e+00 +3.7341e+00 -2.9959e+00 -3.5166e+00 +9.1478e-01 +3.3037e+00 +3.4852e+00 +2.7145e-01 +1.0028e+00 -7.1045e-01
6701 +3.658984615e+00 +3.658984615e+00 -1.328101539e+01 -1.328101539e+01 +1.5642e+00 +2.9385e+00 -2.4485e+00 +2.5991e+00 +3.5791e+00 -2.1774e+00 +7.1128e-01 -1.9501e+00 -1.5979e+00 -2.0779e+00 +4.8369e+00 -6.9016e-01 -2.8697e+00 -2.2499e+00 +3.1129e+00 +2.6559e+00 +4.1027e+00 -1.0435e+00 -2.1915e+00 +6.6089e-02
8903 +2.469440427e+00 +2.469440427e+00 -1.447055957e+01 -1.447055957e+01 +3.4018e+00 +2.9602e+00 -9.9947e-01 +7.7984e-01 +1.7427e+00 -1.8605e+00 +2.2245e+00 -2.4521e+00 -4.3441e-01 -1.8053e+00 +3.8488e+00 -1.8384e-01 -1.7567e+00 -1.1671e+00 +3.0638e+00 +2.6516e+00 +4.0977e+00 -1.2893e+00 +3.8683e-01 +1.2326e+00
10604 +1.392639852e+00 +1.392639852e+00 -1.554736015e+01 -1.554736015e+01 +4.1093e+00 +2.6750e+00 -1.6284e+00 +1.6776e+00 +1.3353e+00 -2.2217e+00 +3.5766e+00 -2.1249e+00 -5.3715e-01 -2.3449e+00 +3.7397e+00 -6.9603e-01 -2.3182e+00 -1.6426e+00 +3.3064e+00 +3.0321e+00 +3.7616e+00 -1.0165e+00 +8.5355e-02 +2.5700e+00
12751 +9.502766957e-01 +9.502766957e-01 -1.598972330e+01 -1.598972330e+01 +3.7476e+00 +2.4211e+00 -1.3408e+00 +1.3207e+00 +8.7980e-01 -1.8937e+00 +3.8293e+00 -1.6840e+00 -3.3429e-01 -2.0284e+00 +4.3946e+00 +2.4430e-01 -2.2347e+00 -1.5833e+00 +2.3570e+00 +3.3740e+00 +3.7717e+00 -8.2053e-01 +5.9369e-01 +2.1025e+00
15458 +6.290459937e-01 +6.290459937e-01 -1.631095401e+01 -1.631095401e+01 +3.7880e+00 +2.4836e+00 -1.6088e+00 +1.6622e+00 +1.1728e+00 -1.6439e+00 +3.3020e+00 -2.3991e+00 -2.8858e-01 -2.1603e+00 +3.5574e+00 +3.2933e-01 -2.6824e+00 -1.4716e+00 +2.4825e+00 +2.9393e+00 +3.8885e+00 -5.6943e-01 -1.3205e-01 +2.5433e+00
19146 +3.958980271e-01 +3.958980271e-01 -1.654410197e+01 -1.654410197e+01 +3.8238e+00 +2.9599e+00 -1.3925e+00 +1.4513e+00 +1.3793e+00 -1.7468e+00 +3.4900e+00 -2.1824e+00 -1.9531e-01 -2.0769e+00 +3.9185e+00 -2.1417e-02 -2.9473e+00 -1.4754e+00 +2.9460e+00 +2.8374e+00 +4.2764e+00 -7.1139e-01 +2.3809e-01 +2.4972e+00
