% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.092304562e+02 +4.092304562e+02 +4.000204562e+02 +4.000204562e+02 -1.5998e+00 +4.0738e+00 -2.4338e+00 +6.8835e-01 -2.5436e+00 -3.8122e+00 +3.7259e+00 +3.8951e+00 -1.4248e+00 -2.9786e+00 +9.4630e-01 +2.7490e-01 -2.4803e+00 -6.7925e-01 +1.2409e+00 -4.6456e+00 -4.2926e+00 +7.7528e-01 +1.6534e+00 +4.7878e-01
3 +3.339919101e+02 +3.339919101e+02 +3.247819101e+02 +3.247819101e+02 +2.9355e+00 +1.8409e+00 +3.8693e+00 -1.8956e+00 -4.8244e+00 -3.6347e+00 -3.4751e-02 -2.7667e+00 +3.8451e+00 -2.9394e+00 +4.2855e+00 -3.3216e+00 -3.2499e+00 +4.1856e+00 +3.9961e+00 +2.4487e+00 -2.8019e+00 +2.9924e+00 -4.2024e+00 +3.5679e+00
121 +2.382512613e+02 +2.382512613e+02 +2.290412613e+02 +2.290412613e+02 -4.8221e+00 +4.0581e+00 -4.3092e+00 +5.3520e+00 -3.9056e+00 +3.0431e+00 +6.2336e+00 +4.9272e-02 -1.7307e+00 -3.2263e+00 -3.5539e+00 -3.8896e+00 +2.1279e+00 +4.6273e+00 -3.1779e+00 +5.4783e+00 +1.9711e+00 +2.7126e+00 -6.8766e+00 +1.1096e+00
438 +1.372588626e+02 +1.372588626e+02 +1.280488626e+02 +1.280488626e+02 -4.6608e+00 +9.0383e+00 -4.2957e+00 -1.3689e-01 -4.0583e+00 -5.7386e+00 -2.1878e+00 -8.0689e-01 -5.4257e-01 +5.5913e-01 -1.6592e+00 -3.6131e+00 +5.6194e+00 +3.8597e+00 -3.9809e+00 -5.3565e+00 +7.3651e+00 +8.2928e+00 -7.5827e+00 +6.9998e+00
813 +8.067495304e+01 +8.067495304e+01 +7.146495304e+01 +7.146495304e+01 +4.3251e+00 +1.8167e+00 +6.7684e+00 +7.3526e+00 -3.1446e+00 +2.3459e+00 -7.2828e+00 +9.3868e-01 +5.7093e+00 -2.9341e+00 -6.8979e+00 -4.7647e+00 +3.6812e+00 +6.1110e+00 -2.9577e+00 -7.9620e+00 +1.3605e+01 +3.7514e+00 -1.1467e+01 +6.6887e+00
1204 +3.983950186e+01 +3.983950186e+01 +3.062950186e+01 +3.062950186e+01 +4.6775e+00 +7.4939e+00 +9.9025e+00 +5.4827e+00 -7.0216e+00 +2.7920e+00 +2.3526e+00 +3.9875e+00 +4.7033e-01 -3.9671e+00 -1.6426e+00 -6.1735e+00 +1.2812e+01 +4.7249e+00 -5.1487e+00 -6.6083e+00 +1.4663e+01 +2.0093e+01 -5.2965e+00 +6.4975e+00
1301 +3.522891742e+01 +3.522891742e+01 +2.601891742e+01 +2.601891742e+01 +5.3469e+00 +7.4939e+00 +1.0426e+01 +6.2121e+00 -6.6412e+00 +3.0417e+00 +2.3526e+00 +3.9875e+00 +4.7033e-01 -4.3334e+00 -2.4263e+00 -6.1735e+00 +1.2403e+01 +5.4959e+00 -4.7759e+00 -6.6083e+00 +1.4663e+01 +2.0088e+01 -5.2965e+00 +6.4975e+00
1508 +1.972499913e+01 +1.972499913e+01 +1.051499913e+01 +1.051499913e+01 +7.1313e+00 +1.4048e+01 +5.7904e+00 +1.4251e+00 -7.0409e+00 +6.3109e+00 +3.9777e+00 +4.9531e+00 +5.4217e+00 -3.2594e+00 -9.2004e+00 -7.1238e+00 +4.3582e+00 +6.0514e+00 -4.3411e+00 -4.8644e+00 +2.2124e+01 +1.2030e+01 -7.4213e+00 +6.5343e+00
1804 +1.037312652e+01 +1.037312652e+01 +1.163126525e+00 +1.163126525e+00 +2.2289e+00 +8.2003e+00 +8.9762e+00 +6.3291e+00 -1.3646e+01 +6.5810e+00 +1.3887e+00 +4.9444e+00 +7.1048e+00 -6.9726e+00 -5.0379e+00 -1.0335e+01 +5.8931e+00 +1.2327e+01 -7.8432e+00 -9.2774e+00 +1.8474e+01 +1.0126e+01 -1.7392e+01 +1.0241e+01
1805 +7.692761378e+00 +7.692761378e+00 -1.517238622e+00 -1.517238622e+00 +5.8201e+00 +1.3858e+01 +8.8091e+00 +3.7175e+00 -1.2510e+01 +7.9015e+00 +4.6547e+00 +2.8022e+00 +6.7737e+00 -5.0595e+00 -9.6097e+00 -1.0537e+01 +2.1097e+01 +5.3146e+00 -8.2250e+00 -6.5242e+00 +1.4193e+01 +7.6970e+00 -1.6553e+01 +7.1405e+00
