% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.228142352e+02 +1.228142352e+02 +1.058742352e+02 +1.058742352e+02 +3.3624e+00 +4.5822e+00 -2.7134e+00 +2.4789e+00 -1.8936e+00 +9.4465e-01 +4.5405e+00 -8.8290e-01 -4.3488e-02 -6.8403e-02 +4.7712e+00 +3.6939e+00 -3.6548e+00 +2.2590e-01 +1.7147e+00 -4.4913e+00 -3.5497e+00 -1.7729e+00 +4.3431e+00 +1.3274e+00
9 +5.401773939e+01 +5.401773939e+01 +3.707773939e+01 +3.707773939e+01 +2.5696e+00 +3.2234e+00 -1.9527e+00 +1.3814e+00 +3.5473e+00 +3.2230e+00 -1.2346e+00 -3.0214e-01 -4.3627e+00 -4.1353e+00 -3.5109e-01 -2.3632e-01 -1.2984e+00 -5.0960e-01 +2.4069e+00 +7.2936e-01 +3.8829e+00 +2.4229e+00 -1.2757e+00 +3.2826e+00
1101 +3.927213903e+01 +3.927213903e+01 +2.233213903e+01 +2.233213903e+01 +1.3414e+00 +1.1301e-01 -3.0301e+00 -6.8635e-01 +3.8367e+00 +1.5263e+00 +9.8612e-01 -1.4646e+00 -1.6900e+00 -4.1996e+00 +3.0684e+00 -2.3159e+00 +1.6424e+00 -2.0547e+00 -2.1753e+00 -5.6487e-01 -8.1772e-01 +2.7661e+00 +2.1012e+00 +1.0425e+00
2009 +2.337086812e+01 +2.337086812e+01 +6.430868115e+00 +6.430868115e+00 +9.4295e-01 +1.8531e-02 +6.9385e-01 -1.3144e+00 +4.3546e+00 -1.3207e+00 +2.8322e+00 -5.1632e-01 -1.9404e+00 -2.7438e+00 +2.9796e+00 -3.8515e+00 +3.5551e+00 -1.6298e+00 +1.4469e+00 +2.0366e+00 +2.6988e+00 +2.1267e+00 +2.8023e+00 +1.9224e+00
8236 +1.439196110e+01 +1.439196110e+01 -2.548038903e+00 -2.548038903e+00 +2.5258e+00 +2.9122e+00 -2.6128e+00 +1.7750e+00 +1.2145e+00 -9.9521e-01 +5.1321e+00 -2.2257e+00 -1.4141e+00 +2.3095e-01 +4.0892e+00 +7.0848e-01 -2.9422e+00 -1.5209e+00 +2.7849e+00 +2.8038e+00 +4.0386e+00 +4.1622e-02 +6.5136e-01 +1.8746e+00
10505 +9.942494229e+00 +9.942494229e+00 -6.997505771e+00 -6.997505771e+00 +3.2108e+00 +1.9637e+00 -1.2037e+00 +1.0552e+00 +2.0520e+00 -1.9598e+00 +3.6474e+00 -2.6168e+00 +1.4902e-01 -1.2149e+00 +3.4543e+00 +1.0034e+00 -2.0248e+00 -3.8089e-01 +2.4661e+00 +3.0403e+00 +2.6522e+00 -9.1453e-01 -2.5041e-01 +2.4387e+00
14804 +5.390701377e+00 +5.390701377e+00 -1.154929862e+01 -1.154929862e+01 +3.6531e+00 +1.8086e+00 -1.6181e+00 +1.1966e+00 +1.0957e+00 -1.5951e+00 +3.0862e+00 -2.1943e+00 -3.2664e-01 -2.0661e+00 +3.4330e+00 -6.7727e-01 -2.4442e+00 -1.1214e+00 +2.1259e+00 +4.0783e+00 +4.0721e+00 -1.2463e+00 -4.1974e-01 +2.2750e+00
18867 +3.926654305e+00 +3.926654305e+00 -1.301334570e+01 -1.301334570e+01 +3.5702e+00 +1.7960e+00 -1.3404e+00 +2.0137e+00 +1.3840e+00 -1.5422e+00 +3.7430e+00 -2.3230e+00 -7.6693e-01 -1.7701e+00 +3.9246e+00 -9.5341e-01 -2.2107e+00 -1.8121e+00 +2.0137e+00 +2.1979e+00 +4.2424e+00 +3.3858e-02 +8.2996e-01 +2.8491e+00
26455 +2.133040166e+00 +2.133040166e+00 -1.480695983e+01 -1.480695983e+01 +3.4356e+00 +2.0323e+00 -1.3157e+00 +1.7825e+00 +1.3991e+00 -1.5724e+00 +3.2544e+00 -2.4336e+00 -6.5807e-01 -1.6935e+00 +4.0158e+00 -1.1134e-01 -2.2247e+00 -1.6542e+00 +2.1880e+00 +2.9854e+00 +3.8472e+00 -1.4592e-01 +2.4198e-01 +2.4071e+00
30803 +1.139801653e+00 +1.139801653e+00 -1.580019835e+01 -1.580019835e+01 +3.6699e+00 +2.1707e+00 -1.3442e+00 +1.6203e+00 +1.6637e+00 -1.2917e+00 +3.1998e+00 -2.4796e+00 -3.2273e-01 -1.4929e+00 +3.9184e+00 +7.6811e-03 -2.0125e+00 -1.7332e+00 +2.1919e+00 +2.8146e+00 +3.6301e+00 +4.7300e-03 +3.9435e-01 +2.3229e+00
42885 +9.438147242e-01 +9.438147242e-01 -1.599618528e+01 -1.599618528e+01 +3.7655e+00 +2.3902e+00 -1.5489e+00 +1.6804e+00 +1.5747e+00 -1.8067e+00 +3.3836e+00 -2.3317e+00 -2.1013e-01 -1.9557e+00 +3.8800e+00 +2.4192e-01 -2.4373e+00 -1.5564e+00 +2.4636e+00 +2.9251e+00 +3.7851e+00 -8.5863e-02 +3.6598e-01 +2.3054e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.154518301e+02 +1.154518301e+02 +1.342618301e+02 +1.342618301e+02 +3.0413e+00 +3.0278e+00 -4.2091e+00 +1.2557e+00 +4.4304e+00 +9.7914e-01 -3.4232e+00 +4.6782e+00 +2.0305e+00 +4.1671e-01 -3.6947e+00 +1.8293e+00 -4.2602e+00 +1.8330e+00 +3.7304e+00 +1.6704e+00 -3.9210e+00 +1.0269e+00 +4.4741e+00 +1.4390e+00
9 +8.367424066e+01 +8.367424066e+01 +1.024842407e+02 +1.024842407e+02 -5.7339e-01 -3.6730e+00 +2.3825e-01 -1.9581e+00 +3.2105e-01 -1.9432e+00 -4.2332e+00 +4.1392e+00 +4.8100e+00 +1.9777e+00 -1.3925e+00 -3.0338e+00 +3.1011e+00 -3.1381e+00 +3.8066e-01 -4.0922e+00 -1.3227e+00 -9.7395e-01 +3.7158e+00 +1.8538e+00
32 +5.202754814e+01 +5.202754814e+01 +7.083754814e+01 +7.083754814e+01 +2.7829e+00 -2.6660e+00 -1.0464e+00 -4.4286e+00 -4.2530e+00 -1.8836e+00 +2.1970e+00 +3.0975e+00 +1.1527e+00 +2.2739e+00 +2.1183e+00 +6.2188e-01 +4.8413e-01 +3.1837e+00 +3.6334e+00 +1.7905e-01 +2.3170e+00 +4.4228e+00 -3.0769e+00 +3.1971e+00
1004 +3.638572702e+01 +3.638572702e+01 +5.519572702e+01 +5.519572702e+01 +1.3870e+00 -1.5319e+00 +1.8296e+00 +1.9669e+00 +4.0819e+00 -2.0263e+00 -2.7063e-01 -4.6473e-01 -2.0309e-01 +4.5921e+00 -3.2173e+00 +3.6637e+00 +5.6344e+00 +1.1607e+00 +4.4156e-01 -2.7867e-01 -2.7498e+00 +1.9935e+00 -1.6215e+00 -9.4475e-01
3002 +2.487234711e+01 +2.487234711e+01 +4.368234711e+01 +4.368234711e+01 +3.5030e+00 -4.5356e-01 +3.1385e+00 +8.3752e-01 +1.7251e+00 -1.2256e+00 -1.6102e+00 -7.6882e-01 -4.9020e-03 +3.7719e+00 -2.9992e+00 +2.8447e+00 +4.7896e+00 +4.9786e-01 -2.9950e+00 -4.3235e+00 -3.8291e+00 +9.9815e-01 -1.9157e+00 +2.4753e+00
5423 +1.429870801e+01 +1.429870801e+01 +3.310870801e+01 +3.310870801e+01 -3.5739e-01 +1.4384e+00 -3.1733e-01 -4.0471e-01 +2.2482e+00 -3.1098e+00 +1.9986e+00 -1.2160e+00 -6.0515e-01 +4.6185e-01 -2.1327e+00 +3.6846e+00 +4.3832e+00 -5.4663e-02 -1.5134e+00 -2.6027e+00 -1.7746e+00 +2.8565e+00 +4.0683e-01 +1.2002e+00
8101 +9.386896860e+00 +9.386896860e+00 +2.819689686e+01 +2.819689686e+01 -3.4705e-01 +2.2847e+00 -1.1060e+00 -2.2253e+00 +8.2153e-01 -2.8805e+00 -6.6619e-01 +1.5747e+00 +5.1185e-01 +3.8984e+00 -3.9390e+00 +3.2025e+00 +4.3723e+00 -1.2470e-02 -2.8982e+00 -3.0779e+00 -3.2539e+00 +3.2151e+00 +6.3186e-02 +2.4717e+00
12016 +6.285397866e+00 +6.285397866e+00 +2.509539787e+01 +2.509539787e+01 +4.3177e-01 +2.1246e-01 -3.9500e-01 -1.6202e+00 +1.4411e+00 -2.9386e+00 +1.1015e-01 +1.3457e+00 +5.2182e-02 +2.6510e+00 -3.3703e+00 +3.7756e+00 +4.1266e+00 +1.1191e-01 -1.8857e+00 -2.5418e+00 -2.3926e+00 +3.1146e+00 +3.0644e-01 +8.1827e-01
16405 +3.864715052e+00 +3.864715052e+00 +2.267471505e+01 +2.267471505e+01 -1.1837e-01 +1.5712e+00 -8.4321e-01 -2.3229e-01 +1.3192e+00 -3.4426e+00 +1.4842e-01 +9.2887e-01 +5.4674e-01 +2.7355e+00 -3.7758e+00 +3.6132e+00 +4.2865e+00 -6.5284e-02 -2.5050e+00 -2.2407e+00 -1.9936e+00 +3.2539e+00 +1.5071e-01 +7.9157e-01
24201 +2.483229980e+00 +2.483229980e+00 +2.129322998e+01 +2.129322998e+01 +1.7311e-01 +2.0888e+00 -9.7169e-01 -4.8069e-01 +1.5422e+00 -3.1961e+00 +8.4163e-01 +4.3265e-01 +1.0847e+00 +2.6346e+00 -3.7154e+00 +3.3755e+00 +3.5715e+00 -6.1516e-02 -2.3296e+00 -3.0442e+00 -2.7545e+00 +3.3318e+00 +3.4648e-01 +1.2649e+00
43425 +1.514999232e+00 +1.514999232e+00 +2.032499923e+01 +2.032499923e+01 -1.9374e-01 +1.8426e+00 -9.6243e-01 -2.8149e-01 +1.6811e+00 -3.1294e+00 +4.3617e-01 +5.2638e-01 +8.1006e-01 +2.8087e+00 -3.8793e+00 +3.5490e+00 +3.7745e+00 +1.3037e-01 -2.1871e+00 -2.9789e+00 -1.7786e+00 +3.3266e+00 +5.0209e-01 +1.3718e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.167260638e+02 +4.167260638e+02 +6.898760638e+02 +6.898760638e+02 +1.6877e+00 -2.4882e+00 -3.4514e+00 +3.9466e+00 -1.1724e+00 +2.4731e+00 -2.2808e+00 +1.2799e+00 -3.1182e+00 +3.3409e+00 -2.9099e+00 -5.0036e-02 +3.1542e+00 +1.3115e+00 -3.0795e+00 +4.2458e+00 +2.1048e+00 +4.7628e+00 +2.1958e+00 -6.1896e-01
