% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.490444939e+02 +5.490444939e+02 +4.966944939e+02 +4.966944939e+02 -2.3732e+00 -2.2546e-01 +4.6386e+00 +2.4699e+00 +2.5688e+00 -3.7620e-01 +3.2913e+00 -4.2836e+00 -1.1496e+00 +1.5704e+00 -1.2592e+00 -1.9556e-01 +3.0505e+00 +1.7240e+00 +6.5102e-01 +1.7894e+00 -4.8380e+00 -2.3628e+00 +6.7890e-01 +4.5001e+00
2 +1.405699734e+02 +1.405699734e+02 +8.821997337e+01 +8.821997337e+01 +2.1191e+00 +4.2630e+00 +2.7087e+00 +4.4717e-01 +1.3579e+00 +2.6514e+00 +4.2003e+00 +8.0786e-01 +2.1266e+00 +4.0954e+00 +2.3280e+00 -2.7699e+00 +4.4662e+00 -1.0748e+00 -2.1765e-01 +1.7905e+00 +2.7816e-01 +3.5685e+00 +4.2004e+00 +1.7499e+00
18 +7.646580379e+01 +7.646580379e+01 +2.411580379e+01 +2.411580379e+01 -2.9315e+00 -2.3451e+00 +2.6621e-01 -4.0447e+00 -4.6279e+00 +1.7683e+00 +2.1836e+00 +2.6556e+00 +1.3014e+00 -9.1661e-01 +1.1892e+00 +2.2452e+00 -6.3990e-01 -4.8126e+00 -1.7873e+00 -2.6269e+00 +4.1618e+00 +1.4862e+00 +3.5953e+00 -1.3687e-01
29 +4.267153824e+01 +4.267153824e+01 -9.678461760e+00 -9.678461760e+00 +2.0219e+00 -3.7990e+00 +1.5454e+00 -7.6130e-01 -4.4357e+00 +3.2327e+00 -3.8841e+00 -2.1046e+00 +1.3541e+00 -3.4589e+00 +6.8414e-01 -1.2180e+00 +1.1919e+00 +1.9703e+00 -2.7874e+00 +3.5371e+00 +1.8167e+00 -5.9970e-01 +4.5826e+00 -2.6536e+00
101 +3.054590315e+01 +3.054590315e+01 -2.180409685e+01 -2.180409685e+01 +2.0219e+00 -3.7990e+00 +1.5454e+00 -4.3062e-01 -4.4357e+00 +2.1034e+00 -4.4329e+00 +3.3179e-01 +1.3541e+00 -3.4589e+00 +1.4809e+00 -3.2169e+00 +4.1891e+00 +5.3800e-01 -2.7874e+00 -1.0426e+00 +1.5371e+00 -2.8842e-01 +4.5826e+00 -2.6513e+00
765 +2.092262454e+01 +2.092262454e+01 -3.142737546e+01 -3.142737546e+01 +2.6349e+00 +2.2136e-01 +1.3754e+00 -4.8205e+00 -1.8544e+00 +3.5163e+00 -6.5912e+00 -9.2524e-02 +6.6803e-02 -2.6307e+00 +2.2845e+00 -4.6429e+00 +5.9624e+00 +1.9576e+00 -3.7537e+00 +3.7817e-01 -1.0968e+00 +4.1688e+00 +2.8706e+00 -5.5468e+00
1703 +1.572646609e+01 +1.572646609e+01 -3.662353391e+01 -3.662353391e+01 +2.6349e+00 +2.2136e-01 +1.3754e+00 -4.8205e+00 -1.8544e+00 +3.5163e+00 -6.5912e+00 -9.2524e-02 +3.2056e+00 -2.5045e-01 +3.4502e+00 -4.6429e+00 +5.9624e+00 -5.2025e-01 -1.1095e+00 +3.7817e-01 -1.0968e+00 +4.1688e+00 +4.0392e-01 -5.5468e+00
4021 +7.520547826e+00 +7.520547826e+00 -4.482945217e+01 -4.482945217e+01 -1.5293e+00 -1.0897e+00 +9.4724e-01 -1.1559e+00 -2.7432e-01 +2.5958e+00 -3.2015e+00 -1.9960e+00 +6.2471e-01 -1.8127e+00 +3.6036e+00 +6.2812e-01 +3.4725e+00 +1.1917e+00 -1.9638e+00 +2.2143e+00 -1.2198e-02 +2.0906e+00 +2.2387e+00 -3.9123e+00
4401 +5.736649539e+00 +5.736649539e+00 -4.661335046e+01 -4.661335046e+01 -1.5286e+00 -9.5786e-01 +4.4752e+00 -1.5547e+00 -1.7535e+00 +4.0409e+00 -2.5867e+00 +5.3225e-02 +2.4038e+00 +2.1335e-01 +3.6022e+00 +1.8892e-02 +4.5586e+00 -1.6899e+00 -2.4815e+00 +3.0216e-01 -1.7157e+00 +2.2408e+00 +3.9588e+00 -3.8562e+00
5813 +3.149349378e+00 +3.149349378e+00 -4.920065062e+01 -4.920065062e+01 +7.6624e-01 -1.4666e+00 +2.4680e+00 -2.8029e+00 -2.6649e+00 +3.9036e+00 -4.1179e+00 -2.3907e-01 +4.3779e+00 -2.1721e+00 +3.5811e+00 -2.0750e+00 +3.3219e+00 -3.6401e-01 -1.8227e+00 +1.5979e+00 -1.1527e+00 +1.1409e+00 +2.8271e+00 -3.8300e+00
