% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.114121062e+06 +2.114121062e+06 +2.114156962e+06 +2.114156962e+06 -3.8577e+00 -3.5490e-01 -3.4413e+00 -1.9566e+00 -4.2992e+00 -4.9859e+00 +3.2550e+00 +3.5834e+00 -4.6098e-01 +4.7535e+00 +2.2194e+00 -3.8600e+00 +5.6259e-01 +4.7820e+00 +1.1525e+00 -1.5257e+00 -4.6798e+00 +1.2334e+00 +3.5023e+00 -1.9873e+00
3 +1.110837561e+06 +1.110837561e+06 +1.110873461e+06 +1.110873461e+06 -2.9609e+00 -4.0923e+00 +3.2927e+00 -3.8211e+00 -8.3712e-01 -3.7231e+00 -3.7383e+00 -2.9166e+00 -2.6642e+00 -8.4048e-01 -4.1704e+00 -1.6363e+00 -4.2375e-01 -1.5797e+00 +4.8447e+00 -2.9196e+00 +3.0300e+00 +4.1533e-01 -2.9733e+00 +2.5020e+00
11 +5.607049998e+05 +5.607049998e+05 +5.607408998e+05 +5.607408998e+05 +2.9190e+00 +2.9996e+00 +3.7759e+00 +3.5233e+00 -2.6147e+00 -4.5257e+00 -2.6280e+00 +4.6477e+00 -2.4181e+00 -2.1466e+00 -2.1655e+00 -4.9329e+00 -2.3354e+00 -3.4199e+00 +1.8219e-01 -3.4741e+00 +2.7785e+00 +4.8101e+00 -4.0609e+00 -1.5813e+00
88 +2.859358661e+05 +2.859358661e+05 +2.859717661e+05 +2.859717661e+05 +1.3244e+00 +5.0000e+00 -5.7975e-01 +2.8431e+00 -2.3684e-01 -2.2716e+00 +4.4695e-01 -1.8073e-01 +1.2664e+00 -3.0495e+00 -3.2928e+00 +1.2868e+00 -5.0000e+00 +2.3601e+00 +3.8307e-01 -3.3792e+00 +4.8013e+00 +5.0000e+00 -2.9483e-01 -5.0000e+00
113 +6.308577217e+04 +6.308577217e+04 +6.312167217e+04 +6.312167217e+04 +1.3722e+00 +2.6615e+00 +3.4463e+00 +1.5467e+00 -2.2562e+00 -4.8906e+00 -1.3136e+00 +1.4984e-02 +2.8267e+00 -5.0000e+00 -5.0000e+00 -1.7528e+00 -5.0000e+00 -5.0000e+00 +3.1387e-01 -4.0937e+00 +0.0000e+00 +4.9578e+00 -4.5213e+00 -2.7735e+00
176 +3.466301885e+04 +3.466301885e+04 +3.469891885e+04 +3.469891885e+04 +1.7884e+00 +1.8685e+00 +3.5868e+00 +2.4464e+00 -4.8999e+00 -5.0000e+00 -7.8798e-01 -4.1503e+00 +1.3478e+00 -3.4142e+00 -2.7345e+00 -1.8578e+00 -5.0000e+00 -2.8400e+00 +2.7426e+00 -4.7461e+00 -3.1088e+00 +4.8947e+00 -2.9679e+00 -2.2019e+00
364 +2.088719525e+04 +2.088719525e+04 +2.092309525e+04 +2.092309525e+04 +3.0366e+00 +1.3667e+00 +3.3722e+00 +1.6673e+00 -4.8781e+00 -5.0000e+00 +1.6724e+00 -4.1114e+00 -3.4077e-02 -3.4588e+00 -1.5683e+00 -2.3530e+00 -3.9893e+00 -1.9928e+00 +2.4560e+00 -4.7132e+00 -8.0722e-02 +4.8578e+00 -2.5035e+00 -2.6385e+00
411 +1.528673110e+04 +1.528673110e+04 +1.532263110e+04 +1.532263110e+04 +3.3662e+00 +3.4074e+00 +3.2014e+00 +3.1911e+00 -4.9803e+00 -5.0000e+00 -3.1785e+00 -5.0000e+00 -1.1597e-01 -3.7339e+00 -2.6665e+00 -5.6491e-01 -3.7860e+00 -3.0020e+00 +3.3497e+00 -3.9148e+00 +9.0242e-01 +5.0000e+00 -2.4478e+00 -3.1895e+00
431 +7.924494701e+03 +7.924494701e+03 +7.960394701e+03 +7.960394701e+03 +9.3949e-01 +3.0330e+00 +2.6371e+00 +3.8779e+00 -4.7557e+00 -5.0000e+00 +6.8492e-01 -4.3252e+00 +6.1844e-01 -2.7995e+00 -8.7836e-01 -2.4566e+00 -3.3846e+00 -2.1088e+00 +3.1058e+00 -4.6304e+00 +2.1869e+00 +4.9391e+00 -2.6521e+00 -3.0030e+00
541 +2.198843774e+03 +2.198843774e+03 +2.234743774e+03 +2.234743774e+03 +1.0252e+00 +4.3204e+00 +3.5175e+00 +4.1938e+00 -4.3455e+00 -4.9071e+00 +9.1022e-01 -4.9752e+00 +3.0371e-01 -3.1848e+00 +1.1993e+00 -3.5272e+00 -3.2692e+00 -1.9740e+00 +1.9238e+00 -4.6264e+00 +7.5603e-01 +4.9134e+00 -4.7238e+00 -2.4774e+00
