% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.761715763e+05 +4.761715763e+05 +4.762954063e+05 +4.762954063e+05 +1.2815e+00 -1.1842e+00 +3.8469e+00 +4.6041e+00 +7.0237e-01 -5.1692e-01 -3.2279e+00 +2.5747e+00 -1.7958e+00 +4.3564e+00 +2.9694e-01 -3.9853e+00 +3.5142e+00 -3.7518e+00 -3.9914e+00 +2.2017e+00 -1.8382e+00 +2.5528e+00 -2.8071e+00 +3.1309e+00
4 +1.603719127e+05 +1.603719127e+05 +1.604957427e+05 +1.604957427e+05 +4.4184e+00 -1.7013e+00 +1.7807e+00 +3.6051e+00 -3.1300e+00 +3.1855e-02 +3.1862e+00 +3.8981e+00 -4.6870e-01 +3.1166e-01 -4.2970e+00 -4.2304e-01 -1.6427e+00 +2.0757e+00 -7.5261e-01 -5.8137e-01 -1.1779e+00 +5.2966e-01 -4.4329e+00 +2.8340e-01
19 +1.162162272e+05 +1.162162272e+05 +1.163400572e+05 +1.163400572e+05 +1.0329e+00 +4.4168e+00 +1.9643e+00 -3.4239e+00 -1.2266e+00 -4.2658e-01 -1.3808e+00 -1.4621e-01 +2.1179e+00 +1.7434e+00 +4.3041e+00 -3.5570e+00 +1.0570e+00 -1.6507e+00 +7.7464e-01 -1.6958e+00 -1.8516e+00 +3.4991e-01 -8.2155e-01 -3.8511e+00
42 +5.611536360e+04 +5.611536360e+04 +5.623919360e+04 +5.623919360e+04 +2.9166e+00 -4.0706e-02 -2.1537e+00 +1.4860e+00 -1.1384e+00 +5.0000e+00 +1.2077e+00 +1.8226e+00 +6.0877e-01 -5.0000e+00 +1.3246e+00 +1.8304e+00 +1.1558e+00 -1.7757e+00 -9.2945e-01 +3.7965e+00 -2.7731e+00 +1.0644e+00 +2.0428e-01 +1.2616e+00
144 +2.369760196e+04 +2.369760196e+04 +2.382143196e+04 +2.382143196e+04 +3.0734e+00 +5.9896e-01 -6.6651e-01 +0.0000e+00 -2.5560e+00 +2.7160e+00 +1.8373e+00 +1.0017e+00 -1.3753e-01 -3.2023e+00 -8.8226e-01 -1.0071e+00 +1.7174e-01 -1.3054e+00 -5.6345e-01 +3.9156e+00 -2.4298e+00 +7.1604e-01 -1.0554e+00 +2.7358e-01
473 +1.464027792e+04 +1.464027792e+04 +1.476410792e+04 +1.476410792e+04 +1.7537e+00 +7.1949e-01 -1.7179e-01 -1.9670e+00 -2.4490e+00 +1.7786e+00 +1.1928e-01 +6.5605e-01 +6.6713e-01 -9.6563e-01 +4.7255e-03 -6.9512e-01 -5.7715e-01 -1.1371e+00 -9.4192e-01 +4.4620e+00 -1.7194e+00 +1.0984e+00 -3.6959e-01 -1.7371e-01
519 +9.971348940e+03 +9.971348940e+03 +1.009517894e+04 +1.009517894e+04 +1.5869e+00 -4.0954e-01 -6.6425e-02 +1.1022e+00 -2.6354e+00 +1.3157e+00 -4.6873e-01 +4.9678e-01 +6.0002e-02 -1.4080e+00 +1.4970e+00 -2.4887e-01 -2.0148e-01 +1.2806e-01 +9.0994e-01 +2.9144e+00 -9.0384e-01 +7.5589e-01 +1.8982e+00 -1.5480e+00
547 +3.879096274e+03 +3.879096274e+03 +4.002926274e+03 +4.002926274e+03 +1.1890e+00 -2.6388e-01 +2.5664e-01 -1.8550e-01 -2.3786e-01 +2.0283e+00 -6.1618e-01 +1.0231e+00 +5.8340e-02 -1.3353e+00 -9.4009e-01 -3.3717e-01 -2.3865e-01 -7.7698e-02 -4.9269e-01 +2.2770e+00 -1.1610e+00 +7.8357e-02 +1.1312e+00 +3.2345e-01
748 +2.479827260e+03 +2.479827260e+03 +2.603657260e+03 +2.603657260e+03 -1.0772e+00 +2.5629e-02 +2.8897e-01 -3.5266e-01 -1.2475e+00 -1.0267e+00 -1.5845e-01 -1.1451e+00 -1.2134e+00 -8.4620e-01 +8.4485e-01 -3.0719e-01 +6.4274e-01 -1.0832e-01 +9.9770e-01 +6.6628e-01 -1.0604e+00 +8.9673e-02 -1.2695e+00 -2.0414e-01
896 +4.773883039e+02 +4.773883039e+02 +6.012183039e+02 +6.012183039e+02 -2.6284e-02 -1.2851e-01 +1.0948e+00 -3.8752e-01 -8.9424e-01 -9.0743e-01 +1.5179e-01 -4.3944e-02 +2.1714e-01 -1.2552e+00 -5.5047e-01 -2.9847e-01 -1.0032e-01 +1.4967e-01 -4.5758e-02 +8.8063e-01 -1.2450e+00 +2.2150e-01 +5.7063e-01 -2.5628e-01
