% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.569163646e+05 +4.569163646e+05 +4.570401946e+05 +4.570401946e+05 -1.5325e+00 -1.2006e+00 +3.9690e+00 +5.2826e-01 +1.7914e+00 -4.0594e+00 -2.3560e+00 +4.9271e+00 +5.0959e-01 -3.5499e+00 +2.6713e+00 +1.4991e+00 -3.9801e+00 -9.6788e-01 -3.3498e+00 -3.3782e+00 +1.1152e+00 -2.8692e+00 +3.7438e+00 +1.0815e+00
4 +1.852493682e+05 +1.852493682e+05 +1.853731982e+05 +1.853731982e+05 +2.7225e+00 +4.2681e+00 -8.6411e-01 +4.9556e+00 -3.3688e+00 +1.4649e+00 -2.0693e+00 -1.4567e+00 -2.6620e+00 +1.5547e-01 +2.8285e-01 -7.7887e-01 +3.8742e-01 -9.1567e-01 -4.9453e+00 +3.3272e+00 -9.7329e-01 -3.2283e+00 +3.3961e+00 +2.6025e-01
23 +1.535073886e+05 +1.535073886e+05 +1.536312186e+05 +1.536312186e+05 -4.2609e+00 +1.9268e+00 +3.6315e+00 +4.2572e+00 -1.3708e+00 +1.8120e+00 -2.0676e+00 +1.6454e-01 +1.9974e+00 +3.2987e+00 -2.1104e+00 -3.0018e+00 -4.3356e+00 +3.4973e+00 +4.6069e+00 -3.5849e+00 -1.0570e+00 -1.9685e+00 -1.3581e+00 -1.5829e-01
42 +9.803791577e+04 +9.803791577e+04 +9.816174577e+04 +9.816174577e+04 +1.8999e+00 -6.3322e-02 -3.2973e+00 -2.6519e-01 +1.3110e+00 -2.0571e-01 +1.8921e-01 +1.6397e+00 +3.3863e+00 -1.4088e-01 -3.7814e+00 -1.2051e+00 -5.0000e+00 -3.3841e+00 -2.1621e-01 +8.8667e-01 -1.1030e+00 -1.3968e+00 -6.4135e-01 +2.3676e+00
77 +5.643046449e+04 +5.643046449e+04 +5.655429449e+04 +5.655429449e+04 -3.7289e+00 +1.6839e+00 +3.4195e+00 +5.0863e-01 -2.2520e-02 +1.8938e+00 +8.7264e-01 -3.8600e+00 +1.7828e+00 +2.2847e+00 +1.4803e+00 -7.0613e-01 -2.6429e+00 +2.0292e+00 +1.6556e+00 -2.8840e+00 +6.4168e-02 -4.0550e-02 +4.0983e+00 -2.1266e+00
98 +3.684160152e+04 +3.684160152e+04 +3.696543152e+04 +3.696543152e+04 +5.9951e-01 +0.0000e+00 +2.8701e+00 +2.6628e+00 -5.6106e-01 +1.1576e+00 -9.7246e-01 -2.2980e+00 -3.3309e-01 +8.5898e-01 +2.6442e+00 -3.8804e-01 -2.9938e+00 +1.2846e+00 +0.0000e+00 -2.6898e-01 +3.4970e-01 -1.0641e+00 +3.2405e+00 -6.0798e-02
205 +2.094640667e+04 +2.094640667e+04 +2.107023667e+04 +2.107023667e+04 +1.2386e-01 +5.4054e-01 +3.1225e+00 +4.7789e-01 -4.7448e-02 +2.6643e+00 -9.2443e-01 -1.5073e+00 +2.9496e+00 +1.5614e+00 +1.1174e+00 -3.0240e-01 -3.1209e+00 +1.0044e+00 +2.5597e+00 +3.3307e-01 +4.7076e-01 -1.4982e+00 +2.3652e+00 -1.4264e+00
478 +1.376051623e+04 +1.376051623e+04 +1.388434623e+04 +1.388434623e+04 -7.4806e-02 -1.4351e+00 +2.1965e+00 +1.1225e+00 -1.7369e+00 +1.3496e+00 -9.1586e-01 -1.8473e+00 +1.2109e-02 +6.9732e-01 +1.1340e+00 -9.7750e-01 -2.9076e+00 -1.2765e+00 +2.1270e+00 -8.4736e-01 +5.6185e-01 -5.8731e-01 +2.0434e+00 +1.5211e-01
747 +3.698181002e+03 +3.698181002e+03 +3.822011002e+03 +3.822011002e+03 -1.0346e+00 +1.4123e+00 +1.9301e+00 +1.4326e+00 -4.8705e-01 +1.3123e+00 -3.7996e-01 -5.9568e-01 -5.2894e-01 +1.0574e+00 +3.6814e-01 -1.9762e+00 -2.2124e+00 +0.0000e+00 +2.2079e+00 -2.4465e+00 -6.9435e-01 +5.1032e-01 +1.5532e+00 +4.4570e-01
1128 +2.381724850e+03 +2.381724850e+03 +2.505554850e+03 +2.505554850e+03 -4.3634e-01 +2.0425e-01 +1.9284e+00 +1.3407e+00 -5.0527e-03 +1.3081e+00 -1.9930e-02 -6.1959e-01 -7.4012e-01 +8.9520e-01 -4.9091e-01 -1.5470e+00 -2.0512e+00 -3.1054e-03 +2.4545e+00 -2.7661e+00 -4.7547e-01 +5.2329e-01 +1.4683e+00 +2.0205e-01
