% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.386950031e+01 +8.386950031e+01 +1.246495003e+02 +1.246495003e+02 +1.0504e+00 -1.5624e-02 -4.2470e+00 -1.2956e-01 -2.7373e+00 +1.5854e+00 -3.5520e+00 -1.3015e+00 -7.5439e-01 +4.2981e+00 -4.9915e+00 +4.9153e+00 -3.1456e+00 -1.4181e+00 -1.5753e+00 +6.3393e-01 -1.1044e+00 -1.3727e+00 +3.7000e+00 -1.7622e+00
217 +6.301230855e+01 +6.301230855e+01 +1.037923085e+02 +1.037923085e+02 -9.8663e-01 -2.1500e+00 -4.5374e-01 -2.4610e-01 -1.4656e+00 +2.6817e-01 -1.6162e+00 -2.5453e+00 +1.4797e+00 +1.3080e+00 -2.3808e+00 -3.0649e+00 +1.7257e+00 +9.3241e-01 +3.8912e+00 +3.4361e+00 +4.6816e+00 -1.3909e-01 +7.4920e-02 +3.3839e+00
623 +3.900770810e+01 +3.900770810e+01 +7.978770810e+01 +7.978770810e+01 -2.6266e+00 -3.9555e+00 +1.4051e+00 -1.9052e+00 -1.2910e+00 +1.9519e+00 -5.0000e+00 -3.3288e+00 +1.4229e+00 -1.4680e+00 -3.2505e-01 -2.7656e+00 +1.5956e+00 +2.9520e+00 +3.3536e+00 +2.2834e+00 +5.0000e+00 +8.7658e-01 -8.3527e-01 +3.2185e+00
832 +2.221043758e+01 +2.221043758e+01 +6.299043758e+01 +6.299043758e+01 -1.0139e+00 -3.6036e+00 +2.3058e+00 -2.0565e+00 -3.7465e+00 -9.9649e-01 -3.9927e+00 -4.7604e-01 +2.3254e+00 -5.3067e-01 +9.6200e-02 -3.2372e+00 +2.6300e+00 +3.4872e+00 +3.0289e+00 +1.2694e+00 +4.7193e+00 +8.2345e-01 -1.9092e+00 +2.7373e+00
1031 +1.505036784e+01 +1.505036784e+01 +5.583036784e+01 +5.583036784e+01 -1.7150e+00 -3.7110e+00 +2.3875e+00 -1.1626e+00 -3.7436e+00 +5.8912e-01 -4.0062e+00 -2.2137e+00 +2.1945e+00 -4.0228e-01 +4.3988e-01 -3.2216e+00 +2.1901e+00 +1.9842e+00 +2.8946e+00 +1.3246e+00 +4.5544e+00 +7.2561e-01 -1.5470e+00 +2.8241e+00
1532 +9.430133626e+00 +9.430133626e+00 +5.021013363e+01 +5.021013363e+01 -1.8295e+00 -3.3208e+00 +2.3727e+00 -1.5809e+00 -3.5186e+00 +6.7782e-01 -4.3469e+00 -2.4198e+00 +2.8148e+00 -1.0488e+00 +2.0559e-01 -3.4422e+00 +1.3833e+00 +1.3616e+00 +2.7561e+00 +9.1458e-01 +3.7043e+00 +8.9206e-01 -3.4650e-01 +2.3872e+00
2297 +6.081320628e+00 +6.081320628e+00 +4.686132063e+01 +4.686132063e+01 -1.3150e+00 -2.3777e+00 +2.3994e+00 -1.4482e+00 -3.9263e+00 +6.9527e-02 -4.4848e+00 -1.7464e+00 +1.9355e+00 -7.9446e-01 -4.5749e-01 -3.1515e+00 +1.4827e+00 +2.3463e+00 +2.2738e+00 +7.3880e-01 +3.9351e+00 +1.0528e+00 +1.2878e+00 +2.9643e+00
2856 +3.951819011e+00 +3.951819011e+00 +4.473181901e+01 +4.473181901e+01 -1.3095e+00 -2.2784e+00 +2.3745e+00 -1.2365e+00 -4.0393e+00 -6.3504e-01 -3.7841e+00 -2.2912e+00 +2.0359e+00 -8.8458e-01 -6.6731e-01 -3.1665e+00 +1.4754e+00 +1.2523e+00 +1.9673e+00 +4.2665e-01 +3.3113e+00 +1.1502e+00 +5.0774e-01 +2.4625e+00
3271 +2.025654292e+00 +2.025654292e+00 +4.280565429e+01 +4.280565429e+01 -1.9485e+00 -1.8858e+00 +2.4305e+00 -1.3626e+00 -3.5803e+00 +7.4330e-01 -4.3411e+00 -2.2911e+00 +2.0560e+00 -1.5833e+00 +3.1337e-01 -3.3040e+00 +1.2077e+00 +2.2661e+00 +3.9696e-01 +1.4471e-01 +2.5159e+00 +1.5976e+00 +1.1403e+00 +2.7474e+00
3977 +1.219745564e+00 +1.219745564e+00 +4.199974556e+01 +4.199974556e+01 -1.9302e+00 -1.4199e+00 +2.4375e+00 -1.7780e+00 -3.7734e+00 +8.7419e-01 -4.3189e+00 -1.6812e+00 +2.1032e+00 -1.9884e+00 +7.7033e-01 -3.5255e+00 +9.9847e-01 +2.2466e+00 +6.3395e-01 -3.6681e-01 +2.3120e+00 +9.5731e-01 +1.2564e+00 +2.0886e+00
4137 +8.799230370e-01 +8.799230370e-01 +4.165992304e+01 +4.165992304e+01 -1.8490e+00 -1.2987e+00 +2.9587e+00 -1.8482e+00 -3.8435e+00 +7.4394e-01 -4.2512e+00 -1.7067e+00 +2.0937e+00 -1.9479e+00 +6.4551e-01 -3.4910e+00 +7.5464e-01 +2.2655e+00 +6.8264e-01 -1.8741e-01 +2.1708e+00 +8.0853e-01 +1.1425e+00 +1.9802e+00
4492 +6.074775468e-01 +6.074775468e-01 +4.138747755e+01 +4.138747755e+01 -2.1863e+00 -1.5279e+00 +2.7405e+00 -1.9129e+00 -3.8718e+00 +8.0510e-01 -4.1991e+00 -1.7859e+00 +2.0951e+00 -1.7487e+00 +7.4376e-01 -3.5093e+00 +8.0772e-01 +2.1788e+00 +4.5732e-01 -5.9105e-01 +2.2218e+00 +9.0665e-01 +1.1821e+00 +1.7015e+00
5907 +3.657719409e-01 +3.657719409e-01 +4.114577194e+01 +4.114577194e+01 -1.9729e+00 -2.2053e+00 +2.8576e+00 -1.9201e+00 -3.5859e+00 +9.7599e-01 -3.9878e+00 -1.7980e+00 +2.1490e+00 -2.1137e+00 +8.3307e-01 -3.0677e+00 +9.1427e-01 +2.5480e+00 -1.1604e-01 -2.5288e-01 +2.1868e+00 +5.0191e-01 +9.1647e-01 +1.1843e+00
