% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.370317875e+02 +3.370317875e+02 +2.846817875e+02 +2.846817875e+02 +3.8416e+00 -1.5140e+00 +1.0244e+00 -4.9732e+00 -3.1975e+00 +4.0091e+00 -1.1462e+00 +4.3745e+00 -4.1852e+00 +3.4397e-01 +1.9377e+00 -3.5910e+00 -3.2303e+00 -4.3489e+00 +4.1833e+00 +4.2606e+00 +4.6313e+00 +4.6653e+00 +5.6017e-01 +4.6168e+00
2 +1.476552808e+02 +1.476552808e+02 +9.530528082e+01 +9.530528082e+01 -1.7454e+00 +1.8939e+00 +4.5215e+00 -3.8979e+00 -4.3310e+00 -4.2672e-01 +4.7932e+00 +3.7883e+00 -4.9332e+00 -3.1342e+00 +5.3301e-01 -3.8542e+00 -2.3291e+00 +9.1212e-01 -6.6656e-01 -3.1632e+00 -2.8917e+00 -3.7220e+00 +2.8099e+00 +3.1304e+00
3 +9.883823650e+01 +9.883823650e+01 +4.648823650e+01 +4.648823650e+01 +3.0839e+00 -4.0200e+00 +3.8477e-01 +1.7712e+00 -3.5819e+00 +1.4737e+00 -1.5182e+00 +1.5440e+00 +2.0989e+00 -4.8636e+00 -4.9690e+00 +1.8511e+00 -2.5052e-01 -4.6037e+00 +2.3497e+00 -3.8829e+00 -4.7629e+00 -7.9001e-01 +7.9290e-01 +3.6645e+00
13 +5.932391966e+01 +5.932391966e+01 +6.973919657e+00 +6.973919657e+00 -1.2898e+00 -3.8465e-01 +4.4646e+00 -3.1651e-01 +3.0996e+00 +2.9940e+00 +3.8173e+00 -3.2753e+00 -4.6127e+00 -2.0465e+00 -4.3143e+00 +4.7758e+00 +1.7877e+00 +4.1877e+00 -1.4092e+00 +1.4043e+00 +1.8284e+00 +1.0877e+00 +4.4707e+00 -3.9720e+00
59 +3.304570176e+01 +3.304570176e+01 -1.930429824e+01 -1.930429824e+01 -1.6580e+00 -5.6465e-01 +2.0210e+00 -2.0593e+00 -3.3399e+00 +1.4534e+00 +1.5186e+00 -7.5259e-01 +2.3174e+00 +5.6184e-01 +2.1172e+00 +1.7234e+00 +1.4141e+00 -3.6653e+00 +8.6806e-01 +7.0817e-01 -4.0096e+00 +5.0000e+00 +2.8956e+00 -4.9457e+00
87 +2.042161455e+01 +2.042161455e+01 -3.192838545e+01 -3.192838545e+01 -5.0000e+00 -3.0168e+00 -2.1750e-01 +7.1081e-01 -1.4118e+00 +1.5921e+00 +0.0000e+00 -2.3721e+00 +2.2399e+00 -1.3775e+00 +3.4026e-01 -1.2535e+00 +2.0218e-01 -5.0000e+00 +4.2975e+00 -3.6785e-01 +1.3720e-01 -4.3960e-01 -1.6124e+00 -3.0331e+00
423 +1.446397035e+01 +1.446397035e+01 -3.788602965e+01 -3.788602965e+01 -4.9403e+00 -4.4457e+00 +1.9016e+00 -3.0915e-02 -3.7247e+00 +1.7532e+00 -5.0000e+00 -1.7804e+00 +2.3203e+00 -1.9346e+00 +3.8625e+00 -1.7670e+00 +6.3307e-01 -4.0874e+00 -4.8131e-01 +4.1924e+00 -4.3020e-01 -2.3208e+00 -7.6974e-01 -4.6700e+00
917 +9.546869138e+00 +9.546869138e+00 -4.280313086e+01 -4.280313086e+01 -4.9890e+00 -3.6406e+00 +3.2045e+00 -6.7799e-01 -3.7494e+00 +1.1494e+00 -2.0758e+00 -1.1297e+00 +3.2753e+00 -1.4153e+00 +4.0464e+00 -1.7419e+00 +1.9720e+00 -4.1011e+00 -2.3627e+00 +1.6071e+00 -2.9860e-01 -8.2874e-01 +1.6755e+00 -4.9438e+00
1277 +5.974077165e+00 +5.974077165e+00 -4.637592284e+01 -4.637592284e+01 -4.9548e+00 -2.2517e+00 +2.8946e+00 -8.8017e-01 -3.0591e+00 +3.9004e+00 -3.4646e+00 +7.2187e-01 +3.2716e+00 -1.3407e+00 +3.2327e+00 -1.2962e+00 +1.2257e+00 -1.6963e+00 -2.0027e+00 +2.8391e+00 -1.2853e+00 +1.2890e+00 +2.4481e+00 -3.9776e+00
3859 +3.977548617e+00 +3.977548617e+00 -4.837245138e+01 -4.837245138e+01 -4.8669e+00 -1.2478e+00 +2.5733e+00 -2.0085e+00 -1.6475e+00 +4.2049e+00 -4.2921e+00 -1.8634e-02 +2.6002e+00 -1.9037e+00 +3.3317e+00 -1.1154e+00 +3.1139e+00 -7.3626e-01 -2.4587e+00 +1.7376e+00 -8.9407e-01 +1.5228e+00 +2.3553e+00 -3.7116e+00
4705 +2.306122813e+00 +2.306122813e+00 -5.004387719e+01 -5.004387719e+01 -2.9033e+00 -1.3792e+00 +2.5333e+00 -1.5911e+00 -1.2225e+00 +4.1839e+00 -4.2119e+00 +9.4362e-02 +2.2136e+00 -1.8131e+00 +3.3349e+00 -1.1824e+00 +2.9892e+00 -1.0591e+00 -2.1166e+00 +6.8693e-01 -1.1413e+00 +1.4546e+00 +2.5413e+00 -3.3176e+00
4841 +1.515722963e+00 +1.515722963e+00 -5.083427704e+01 -5.083427704e+01 -1.0534e+00 -8.4707e-01 +2.6387e+00 -2.3527e+00 -1.9290e+00 +4.2123e+00 -4.0822e+00 +2.1355e-01 +1.6699e+00 -1.7066e+00 +3.4250e+00 -7.9506e-01 +3.3152e+00 -5.6253e-01 -1.6943e+00 +1.6841e+00 -1.0443e+00 +2.1916e+00 +2.1191e+00 -3.2782e+00
4903 +9.697801794e-01 +9.697801794e-01 -5.138021982e+01 -5.138021982e+01 -8.8268e-01 -1.6780e+00 +2.8105e+00 -2.0668e+00 -1.5066e+00 +4.2522e+00 -3.8658e+00 +5.5381e-01 +2.1962e+00 -1.8560e+00 +3.4708e+00 -5.6742e-01 +3.1481e+00 -4.2619e-01 -2.0521e+00 +9.2639e-01 -1.2146e+00 +2.1638e+00 +2.7410e+00 -3.5163e+00
5260 +4.770185654e-01 +4.770185654e-01 -5.187298143e+01 -5.187298143e+01 -1.0532e+00 -1.9092e+00 +2.1621e+00 -2.5040e+00 -1.1610e+00 +4.1428e+00 -3.7775e+00 -2.6263e-01 +2.8865e+00 -1.8170e+00 +3.0904e+00 -2.7014e-01 +3.4781e+00 -6.4860e-01 -2.1165e+00 +1.2980e+00 -9.8823e-01 +1.8853e+00 +3.0990e+00 -3.8054e+00
