% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.783380030e+07 +1.783380030e+07 +1.783359042e+07 +1.783359042e+07 +1.0982e+00 +4.9175e-01 -3.3797e+00 +1.8279e+00 +3.6204e+00 -4.3324e+00 +2.5695e+00 -3.7294e+00 +1.2890e-03 -1.0314e+00 +4.7135e+00 +3.4906e+00 +4.7565e+00 +1.0187e+00 +4.3220e+00 +7.2695e-02 +3.8342e+00 +4.2538e+00 -4.3055e+00 -9.6673e-01
7 +9.558872664e+06 +9.558872664e+06 +9.558662784e+06 +9.558662784e+06 -3.5898e+00 +1.7767e+00 -2.0907e+00 -3.2834e+00 -4.2937e+00 +1.1797e+00 +2.3582e+00 -8.2981e-01 -3.2581e-01 -2.3827e+00 +2.3379e+00 -4.5739e+00 -5.2616e-01 -1.0406e-01 +3.3728e+00 +4.3099e+00 -2.6009e+00 +4.7915e+00 -4.3319e-01 +4.1590e-01
28 +5.071373790e+06 +5.071373790e+06 +5.071163910e+06 +5.071163910e+06 -4.8619e+00 +3.3712e+00 -4.7937e+00 +3.9072e+00 -3.3290e+00 -3.4133e+00 +2.6329e-01 +2.6573e+00 -4.2464e+00 +2.1524e+00 +3.7604e+00 -2.8995e+00 -4.6640e+00 -4.9354e+00 -2.1991e-01 -2.3780e+00 +1.7061e+00 +4.9341e+00 -1.5577e+00 +1.0474e+00
70 +2.817410758e+06 +2.817410758e+06 +2.817200878e+06 +2.817200878e+06 -5.0000e+00 +5.0000e+00 -5.0000e+00 +2.9840e-01 -2.7215e+00 -1.4854e+00 +1.9278e+00 -3.6834e+00 -5.0000e+00 -1.2878e+00 +5.0000e+00 -4.1403e+00 -5.0000e+00 -5.0000e+00 +4.1210e+00 -5.0000e+00 -2.8256e+00 +1.8690e+00 -2.6014e+00 +1.0474e+00
200 +2.115301333e+06 +2.115301333e+06 +2.115091453e+06 +2.115091453e+06 -4.7677e+00 +0.0000e+00 -4.8968e+00 +8.0893e-01 -1.5044e+00 -2.0575e+00 +2.2070e+00 +0.0000e+00 -2.9636e+00 -2.4521e+00 +5.0000e+00 -4.0610e+00 -4.3018e+00 -4.5397e+00 +4.2424e+00 -3.7599e+00 -2.8578e+00 +2.0958e+00 -2.3525e+00 +1.2597e+00
290 +1.484535164e+06 +1.484535164e+06 +1.484325284e+06 +1.484325284e+06 -5.0000e+00 -1.6814e-01 -4.2077e+00 +0.0000e+00 -2.6261e+00 -3.7715e+00 +2.2061e+00 +5.0000e+00 -4.1844e+00 -1.6835e+00 +4.8240e+00 -5.0000e+00 -5.0000e+00 -4.1396e+00 -1.6808e+00 -3.3024e+00 -1.0940e+00 +2.8753e+00 -3.1638e+00 +1.7090e+00
523 +9.432656735e+05 +9.432656735e+05 +9.430557935e+05 +9.430557935e+05 -5.0000e+00 +5.0000e+00 -5.0000e+00 +2.1541e+00 -4.1172e+00 -5.0000e+00 -6.9395e-01 +1.0523e+00 -3.2513e+00 -4.6695e+00 +4.5079e+00 -3.5803e+00 -5.0000e+00 -4.3036e+00 -2.6800e+00 -5.0000e+00 -3.4120e+00 +3.2467e+00 -2.5530e+00 +2.1212e+00
1772 +6.101263615e+05 +6.101263615e+05 +6.099164815e+05 +6.099164815e+05 -5.0000e+00 +1.8220e+00 -4.9302e+00 +2.4933e-01 -2.7882e+00 -2.5000e+00 +3.2366e+00 +5.7552e-01 -9.5635e-01 -3.9190e+00 +2.7214e+00 +0.0000e+00 -4.9692e+00 -2.5000e+00 -1.5979e+00 -4.7521e+00 -2.9681e+00 +3.0724e+00 -2.4982e+00 +1.9013e+00
4200 +3.977737756e+05 +3.977737756e+05 +3.975638956e+05 +3.975638956e+05 -4.4938e+00 -4.4290e+00 -4.7298e+00 -2.6599e+00 -5.0000e+00 -1.9667e+00 +1.5988e+00 +1.4242e+00 -2.5000e+00 -3.7500e+00 +2.5058e+00 -1.9035e-03 -3.7500e+00 -2.5256e+00 -1.6027e+00 -3.9219e+00 -3.1194e+00 +2.9605e+00 -2.3528e+00 +1.9190e+00
11321 +2.162093022e+05 +2.162093022e+05 +2.159994222e+05 +2.159994222e+05 -4.3750e+00 -2.5001e+00 -4.3750e+00 +0.0000e+00 -4.6875e+00 +0.0000e+00 +2.3059e+00 -1.1087e-01 -1.1251e+00 -3.7500e+00 +2.5000e+00 +0.0000e+00 -1.6364e+00 -1.4759e+00 -1.5343e+00 -3.7681e+00 -3.0615e+00 +3.0629e+00 -2.3802e+00 +1.9201e+00
11365 +1.418526675e+05 +1.418526675e+05 +1.416427875e+05 +1.416427875e+05 -4.3750e+00 -2.5000e+00 -4.3750e+00 +0.0000e+00 -4.6875e+00 +0.0000e+00 +2.3167e+00 -1.0207e-01 -1.1198e+00 -3.7500e+00 +2.5000e+00 +0.0000e+00 +0.0000e+00 -7.8005e-01 -1.5332e+00 -3.7680e+00 -3.0618e+00 +3.0629e+00 -2.3801e+00 +1.9199e+00
11366 +9.869239089e+04 +9.869239089e+04 +9.848251089e+04 +9.848251089e+04 -4.3750e+00 -2.5001e+00 -4.3750e+00 +0.0000e+00 -4.6875e+00 +0.0000e+00 +2.3411e+00 -1.0126e-01 -1.1221e+00 -3.7500e+00 +2.5000e+00 +0.0000e+00 +7.9029e-01 -1.2633e+00 -1.5332e+00 -3.7679e+00 -3.0615e+00 +3.0633e+00 -2.3802e+00 +1.9201e+00
11402 +4.059253204e+04 +4.059253204e+04 +4.038265204e+04 +4.038265204e+04 -4.3750e+00 -2.5001e+00 -4.3750e+00 +0.0000e+00 -4.6875e+00 +0.0000e+00 +2.3438e+00 -1.1298e-01 -1.1222e+00 -3.7500e+00 +2.5000e+00 +0.0000e+00 +3.4987e+00 -1.7292e+00 -1.5344e+00 -3.7695e+00 -3.0615e+00 +3.0629e+00 -2.3801e+00 +1.9201e+00
11426 +3.957173603e+04 +3.957173603e+04 +3.936185603e+04 +3.936185603e+04 -4.3750e+00 -2.5001e+00 -4.3750e+00 +0.0000e+00 -4.6875e+00 +0.0000e+00 +2.3438e+00 -1.0603e-01 -1.1007e+00 -3.7500e+00 +2.5000e+00 +0.0000e+00 +3.9262e+00 -1.0528e+00 -1.5332e+00 -3.7693e+00 -3.0615e+00 +3.0627e+00 -2.3799e+00 +1.9201e+00
12125 +2.434343431e+04 +2.434343431e+04 +2.413355431e+04 +2.413355431e+04 -4.3750e+00 -2.5001e+00 -4.3750e+00 +0.0000e+00 -4.6875e+00 +0.0000e+00 +2.3438e+00 -1.0864e-01 -1.1461e+00 -3.3799e+00 +7.3228e-01 +1.2950e+00 +3.9632e+00 -1.2397e+00 -1.5332e+00 -3.7695e+00 -3.0615e+00 +3.0634e+00 -2.3803e+00 +1.9202e+00
