% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.153144641e+05 +4.153144641e+05 +4.154636141e+05 +4.154636141e+05 -3.8626e+00 +3.7441e+00 +3.8231e+00 -2.3981e+00 +1.5507e+00 +3.4554e+00 +5.4636e-01 +8.8998e-01 -1.8565e+00 -3.5378e+00 -9.2315e-01 +4.6753e+00 -1.8646e+00 -4.5674e+00 +2.4049e+00 -1.8810e+00 +9.4147e-01 +2.6966e+00 -1.5376e+00 +1.6795e+00
2 +3.079165731e+05 +3.079165731e+05 +3.080657231e+05 +3.080657231e+05 -1.9934e+00 -1.2576e+00 +1.3486e+00 -6.0567e-01 -2.7535e+00 +2.4725e+00 -1.0750e+00 -2.5046e+00 +4.4875e+00 +8.8269e-01 -3.7749e+00 +4.1606e+00 -3.4516e+00 -2.8290e+00 +1.1119e+00 +2.7042e+00 -1.2396e+00 -2.7672e+00 -1.3953e+00 -1.1353e+00
4 +2.173084191e+05 +2.173084191e+05 +2.174575691e+05 +2.174575691e+05 -1.3006e+00 +2.4156e+00 +2.8135e+00 -3.0990e+00 -3.4621e+00 +3.1022e-01 +2.4671e+00 +2.2597e+00 +4.3408e+00 +2.7842e+00 -1.9275e+00 -9.8080e-01 -2.5286e+00 +8.1315e-01 +7.9685e-01 -1.4462e+00 -2.9042e+00 +2.4236e+00 -3.2819e+00 -4.0195e+00
12 +1.573934739e+05 +1.573934739e+05 +1.575426239e+05 +1.575426239e+05 -2.7513e+00 -3.8950e+00 -3.6995e+00 +3.2745e+00 -2.0301e+00 +6.4292e-01 -2.9539e+00 -4.6981e+00 -8.2341e-01 +9.6816e-01 +2.5088e+00 +1.1765e+00 +1.9383e+00 -3.6333e+00 -4.0979e+00 +1.3313e-01 -4.4863e-01 +4.4221e+00 +1.7525e+00 +3.4820e+00
16 +4.751349410e+04 +4.751349410e+04 +4.766264410e+04 +4.766264410e+04 +1.1851e+00 -4.5866e+00 +7.5831e-01 +3.4844e+00 -2.5884e+00 -4.4151e+00 +1.1573e+00 -2.1327e+00 -1.1192e+00 +1.5384e+00 -2.4821e+00 +4.0684e-01 +1.6239e+00 +1.2530e+00 -6.0028e-01 -3.2865e+00 -2.9971e+00 +2.2842e+00 -4.6852e+00 +2.4641e+00
98 +3.345301126e+04 +3.345301126e+04 +3.360216126e+04 +3.360216126e+04 -2.4520e-01 -5.0000e+00 +2.2069e-01 +6.6455e-01 -4.9996e+00 -8.4848e-01 +1.3558e+00 -2.9648e+00 -1.0200e+00 -1.9252e+00 -2.1161e+00 -7.4881e-01 +3.9504e+00 -7.1433e-01 -6.1348e-01 -1.4813e+00 -1.6106e+00 +5.9436e-01 -5.0000e+00 -2.0360e+00
1853 +1.611371275e+04 +1.611371275e+04 +1.626286275e+04 +1.626286275e+04 -1.5654e+00 -3.3661e+00 -1.4764e+00 +2.7845e+00 -2.0100e+00 -3.2064e+00 -1.8687e+00 -2.9520e-01 +8.6353e-01 -1.5678e+00 -4.3755e+00 -1.8885e-01 +1.2716e+00 -2.2276e+00 +5.7242e-01 -3.4697e+00 -5.6026e-02 +7.9620e-01 +1.0354e+00 +1.0210e+01
3689 +1.491951693e+04 +1.491951693e+04 +1.506866693e+04 +1.506866693e+04 -2.2069e+00 -7.1055e-01 -2.8812e-01 -4.3111e-02 -4.7516e+00 -3.7233e+00 -1.7362e+00 -4.3352e+00 -1.0457e+00 -3.5024e-01 -5.7144e+00 +1.8863e+00 +3.6271e+00 -1.4913e+00 -2.6538e+00 -2.1681e+00 -3.7400e-02 -7.9132e-01 -9.3728e-01 -3.7426e+00
7762 +9.889562781e+03 +9.889562781e+03 +1.003871278e+04 +1.003871278e+04 -2.2416e+00 -1.6789e-01 -1.5416e+00 +2.6863e+00 -4.1595e+00 -3.0648e+00 -2.2202e+00 -2.4223e+00 +2.1103e-03 +1.7903e+00 -3.9732e+00 -4.4020e-01 +2.1907e+00 +1.0842e-02 -7.4987e-01 -6.4997e-01 +3.3130e-01 +1.5275e+00 +5.3819e-01 +1.1942e+01
9213 +4.114511338e+03 +4.114511338e+03 +4.263661338e+03 +4.263661338e+03 -6.0407e-01 +4.7251e-01 -9.5245e-01 +1.7318e+00 -4.4828e+00 -1.1213e+00 -1.3495e+00 -1.2968e+00 -1.9063e+00 -1.5356e+00 -2.8563e+00 +8.5924e-01 +2.2033e+00 -1.7537e+00 -1.3869e+00 -5.6914e-01 -4.9314e-01 +7.6011e-01 -1.4212e+00 -5.2174e+00
9687 +3.624653770e+03 +3.624653770e+03 +3.773803770e+03 +3.773803770e+03 +7.6755e-01 -5.0559e-01 -1.3705e+00 +1.0931e+00 -4.7231e+00 -1.0499e+00 +2.6004e-01 -1.4441e+00 -1.4122e+00 -1.5998e+00 -3.7247e+00 -5.0611e-01 +1.9941e+00 -1.4925e+00 -1.5433e+00 -8.7458e-01 -1.3691e+00 +3.7492e-01 -2.1821e+00 -5.0000e+00
