% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.196970397e+07 +1.196970397e+07 +1.196949409e+07 +1.196949409e+07 -6.6565e-01 -2.2682e+00 +2.4670e+00 +4.4600e-02 -4.2893e+00 -1.7320e+00 +3.7400e+00 +1.4865e+00 +1.5298e+00 -3.5555e+00 -1.3659e+00 +2.1553e+00 -3.4855e-01 +4.6317e+00 +3.4416e+00 +1.4953e+00 -4.2540e+00 -4.7167e-01 -7.0746e-01 +4.0748e+00
8 +6.712296894e+06 +6.712296894e+06 +6.712087014e+06 +6.712087014e+06 +3.4068e+00 -4.2485e+00 +3.3594e+00 +3.4201e+00 +2.8248e+00 -3.8269e+00 -3.4234e+00 +4.0009e+00 +9.5555e-01 -1.7799e+00 -5.7328e-01 +7.3611e-02 +1.8660e+00 +2.4711e+00 +2.0739e+00 -4.4400e-01 -7.6311e-01 +2.1879e+00 -2.6995e+00 -2.7253e-01
46 +4.959677706e+06 +4.959677706e+06 +4.959467826e+06 +4.959467826e+06 +2.6608e+00 -4.6008e+00 +2.2618e+00 -5.0000e+00 +2.5290e+00 -2.3470e+00 -2.1678e+00 +3.1841e+00 +5.9827e-01 -4.5889e-01 -7.9992e-01 +1.5301e+00 +4.4496e-01 +4.9661e-01 -1.7816e+00 +5.4805e-01 -3.2465e+00 -5.6710e-02 -4.0416e+00 +1.6232e+00
70 +2.141409637e+06 +2.141409637e+06 +2.141199757e+06 +2.141199757e+06 -3.0132e+00 -3.0779e+00 +3.4835e+00 +2.8860e+00 +2.2826e+00 -3.1831e+00 +8.1400e-01 +2.4978e+00 +1.7245e+00 +1.8399e+00 +3.2622e+00 +3.3036e-01 -3.6545e-01 -2.6954e-01 +1.6225e+00 -1.8842e+00 -8.4630e-01 +4.8302e+00 -2.8447e+00 +1.4633e+00
182 +1.394940580e+06 +1.394940580e+06 +1.394730700e+06 +1.394730700e+06 -9.3912e-01 -4.3410e+00 +4.3867e+00 +4.7541e+00 +2.3383e+00 -2.4778e+00 +5.4697e-01 +2.5350e+00 +4.1667e+00 -1.9836e+00 +4.9234e+00 +8.1464e-01 +4.5569e+00 -1.2967e+00 +2.4270e+00 -3.9965e-01 -2.4862e+00 +3.3872e+00 -2.8520e+00 +1.5247e+00
200 +9.901281485e+05 +9.901281485e+05 +9.899182685e+05 +9.899182685e+05 +2.1029e+00 -3.5027e+00 -3.6512e+00 +3.9493e+00 +2.0620e+00 -2.7840e+00 +3.5097e+00 +3.2912e-01 +4.0772e+00 +3.1617e+00 -3.7141e-01 +2.3272e+00 +5.6505e-01 -6.9120e-02 +2.9892e-01 -4.1141e+00 -6.4603e-01 +2.7806e+00 -2.1220e+00 +1.8795e+00
256 +4.301458233e+05 +4.301458233e+05 +4.299359433e+05 +4.299359433e+05 -2.3034e-01 -2.8739e+00 +1.4927e-01 +3.8405e+00 +1.1278e+00 -1.1644e+00 +4.8270e+00 +4.4368e-01 +3.1459e+00 +3.7507e+00 +3.7226e+00 +2.7171e+00 +1.7878e+00 -1.3294e+00 +6.6527e-01 -3.7079e+00 -3.0827e+00 +3.1822e+00 -3.0130e+00 +1.6608e+00
416 +3.119193771e+05 +3.119193771e+05 +3.117094971e+05 +3.117094971e+05 +2.1320e+00 -2.9412e+00 -1.3154e+00 +3.7008e+00 +1.0582e+00 -1.6111e+00 +4.6628e+00 +8.1736e-01 +3.3615e+00 +3.1183e+00 +3.6396e+00 +2.9059e+00 +1.5054e+00 -6.6144e-01 +2.1197e-01 -3.7443e+00 -2.8504e+00 +2.9626e+00 -2.9647e+00 +2.0717e+00
536 +2.120180526e+05 +2.120180526e+05 +2.118081726e+05 +2.118081726e+05 +3.5407e+00 -2.9455e+00 +2.7300e+00 +3.6681e+00 +2.8118e+00 -1.2992e+00 +4.6534e+00 +1.4679e+00 +3.5948e+00 +4.2539e+00 +3.3069e+00 +3.1653e+00 +5.0000e+00 -2.4615e+00 +1.7564e-01 -3.5109e+00 -3.4040e+00 +3.5260e+00 -2.1748e+00 +2.0386e+00
656 +1.470612980e+05 +1.470612980e+05 +1.468514180e+05 +1.468514180e+05 +2.6867e+00 -2.9455e+00 -3.2016e+00 +3.6985e+00 +2.1500e+00 -1.3618e+00 +4.7411e+00 +1.0966e+00 +3.5621e+00 +4.6545e+00 +3.4949e+00 +2.6748e+00 +5.0000e+00 -2.5900e+00 +2.6071e-01 -3.6506e+00 -2.9756e+00 +3.0099e+00 -2.3660e+00 +2.0583e+00
