% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.260938758e+02 +2.260938758e+02 +3.055738758e+02 +3.055738758e+02 -2.7515e-01 +6.7327e-02 +3.8247e+00 +5.2420e-01 +3.7622e-01 -8.1477e-01 -2.9095e+00 -4.2699e+00 +3.9346e+00 -2.1890e+00 -4.8819e+00 -3.4501e+00 -1.6564e+00 -2.2102e+00 +2.0104e+00 -1.4135e+00 -3.8302e+00 +1.5457e+00 -1.9846e+00 -8.6870e-01
2 +1.488592052e+02 +1.488592052e+02 +2.283392052e+02 +2.283392052e+02 +3.0558e+00 -4.1437e+00 -2.0236e+00 +9.9483e-01 +1.1451e+00 +3.4677e+00 -2.7224e+00 +1.5979e-01 -2.8599e+00 -1.1537e+00 +5.5602e-01 +4.8958e+00 +2.6623e+00 -4.5491e-01 -6.3311e-01 +4.8453e+00 +3.3457e+00 +1.0695e+00 +3.2397e+00 -5.4212e-01
29 +9.594508367e+01 +9.594508367e+01 +1.754250837e+02 +1.754250837e+02 +3.2622e+00 -2.9694e+00 +8.1026e-01 +1.0776e+00 -9.4667e-01 +1.4039e+00 +3.9318e-01 +2.5006e+00 +5.0515e-01 -3.6440e+00 -3.8996e+00 +1.0344e+00 -3.2209e+00 +1.2092e+00 +6.7335e-01 +1.3024e+00 -1.5211e+00 +8.3093e-01 +1.9371e+00 -1.5262e+00
705 +4.874237058e+01 +4.874237058e+01 +1.282223706e+02 +1.282223706e+02 -1.8452e+00 +1.4158e+00 +6.7767e-01 +3.0697e+00 -4.3460e+00 -3.6685e-02 +5.7507e-01 -2.4780e+00 +6.0401e-02 -5.8076e+00 -4.7819e+00 +1.6277e+00 -4.2525e-01 -1.4948e+00 +2.6167e+00 +2.4803e+00 +1.4368e+00 -2.5314e+00 +1.7652e+00 -2.1306e-01
1202 +3.680752026e+01 +3.680752026e+01 +1.162875203e+02 +1.162875203e+02 -7.7786e-01 -1.0348e+00 -1.6443e+00 +8.1204e-01 -1.4183e+00 +1.9598e+00 -1.5430e+00 +1.8606e+00 -6.3476e-02 -1.7101e+00 -4.2414e+00 -1.5828e+00 +1.3858e+00 -2.4724e-02 +3.6011e+00 +1.0098e+00 -3.5524e-01 -2.4609e+00 +2.7653e+00 +2.5208e-01
1327 +1.885277288e+01 +1.885277288e+01 +9.833277288e+01 +9.833277288e+01 +2.6519e-01 -6.5400e-01 -2.9330e-01 +2.3252e+00 -2.4693e+00 +3.6955e-01 +9.2097e-01 +9.2674e-01 -4.3953e-02 -2.7497e+00 -5.6114e+00 +2.6126e+00 +1.3476e+00 -1.7245e+00 +3.7134e+00 +1.9434e+00 -7.5599e-01 -2.2829e+00 +2.5791e+00 -5.2885e-01
2504 +1.344078134e+01 +1.344078134e+01 +9.292078134e+01 +9.292078134e+01 +2.7358e-01 -3.0428e+00 -2.7990e-01 +1.9152e+00 -2.4598e+00 -9.3689e-02 -1.1581e+00 -7.7486e-01 -2.8646e+00 -2.7048e+00 -4.9275e+00 +1.0942e+00 +3.9298e-01 -5.5159e-01 +4.3524e+00 +2.6060e+00 -3.6514e-01 -3.9513e+00 +3.8510e+00 +8.3029e-01
2806 +9.999501988e+00 +9.999501988e+00 +8.947950199e+01 +8.947950199e+01 -7.6968e-01 -1.8968e+00 -1.0636e+00 +2.0199e+00 -2.1210e+00 +5.4876e-01 -1.6748e-01 -2.9736e-01 -1.5004e+00 -2.9581e+00 -4.9070e+00 +1.1248e+00 +1.7793e-01 -1.8084e-01 +4.4141e+00 +3.8579e+00 -5.6502e-01 -3.7736e+00 +4.1239e+00 +9.0533e-01
3501 +5.266508788e+00 +5.266508788e+00 +8.474650879e+01 +8.474650879e+01 +1.3823e-02 -7.3160e-01 +5.6620e-01 +1.3727e+00 -1.4785e+00 +7.4728e-01 -1.4546e-02 +4.6474e-01 -1.5493e+00 -2.5586e+00 -3.3185e+00 +2.2145e+00 +1.1086e+00 +4.1526e-02 +3.3730e+00 +2.7379e+00 -8.8047e-01 -4.0887e+00 +2.4910e+00 +1.0809e+00
3901 +3.598131837e+00 +3.598131837e+00 +8.307813184e+01 +8.307813184e+01 -2.7869e-03 -6.4691e-01 -3.8646e-01 +1.7431e+00 -2.3519e+00 +4.7741e-01 +1.8545e-01 +5.9743e-03 -1.0820e+00 -2.8714e+00 -3.6870e+00 +2.3598e+00 +4.7518e-01 -7.1524e-01 +4.8420e+00 +2.5398e+00 -2.4643e-01 -4.0301e+00 +2.4301e+00 +1.1094e+00
