% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.462138861e+08 +2.462138861e+08 +2.462132650e+08 +2.462132650e+08 -1.9883e+00 +3.9200e+00 -3.4495e+00 -3.0229e+00 -2.7404e-01 +1.4373e+00 +7.4035e-01 +3.4220e+00 -4.7185e+00 -8.8984e-01 -8.4109e-01 +7.1749e-01 -4.9215e-01 -9.4859e-01 +2.8431e-01 +1.8976e-01 -2.5963e+00 +3.0175e+00 +1.7741e+00 -1.7929e+00
132 +1.038027936e+08 +1.038027936e+08 +1.038021725e+08 +1.038021725e+08 -1.1898e-01 +5.0000e+00 +2.9161e+00 +0.0000e+00 -1.5103e+00 -1.3057e+00 +1.7970e-01 +1.7407e+00 +1.2358e+00 +1.4744e+00 -1.0127e+00 +0.0000e+00 +3.6247e-01 +0.0000e+00 +1.0302e+00 -9.8524e-01 -1.4595e+00 +1.9494e-03 -7.5982e-01 +3.5494e+00
168 +9.338340251e+07 +9.338340251e+07 +9.338278140e+07 +9.338278140e+07 -2.1616e+00 +5.0000e+00 -1.2159e+00 -2.7041e+00 -1.1910e+00 -2.9216e+00 +1.1867e+00 +2.8801e+00 +3.7523e-01 +0.0000e+00 -2.8793e+00 +3.0166e-01 +2.1089e+00 -7.0795e-01 +1.2503e+00 -8.4502e-01 -1.1140e+00 -5.2180e-01 +2.3659e+00 +2.4533e+00
398 +5.277199784e+07 +5.277199784e+07 +5.277137673e+07 +5.277137673e+07 +1.5179e+00 +5.0000e+00 +7.9102e-01 -2.1359e+00 -2.6464e+00 -3.2202e+00 +1.2561e+00 +1.2226e+00 +2.0681e+00 +1.7683e+00 -1.8596e+00 +4.2172e-01 +3.0989e+00 +1.2593e+00 +1.6496e+00 -5.0000e+00 +2.3069e+00 +4.8418e-01 +3.5577e-01 -1.4880e+00
505 +3.972718549e+07 +3.972718549e+07 +3.972656438e+07 +3.972656438e+07 -4.4851e-01 +5.0000e+00 +0.0000e+00 -2.0078e+00 +7.2261e-01 -3.4523e+00 +2.2548e+00 -1.5154e+00 +5.2043e-01 -1.9685e+00 +6.8946e-01 +0.0000e+00 +3.5877e+00 +3.0675e+00 +5.0000e+00 -3.5680e+00 +5.7631e-01 +3.1858e+00 -9.4691e-02 +1.2001e+00
596 +1.948833700e+07 +1.948833700e+07 +1.948771589e+07 +1.948771589e+07 +0.0000e+00 +5.0000e+00 +0.0000e+00 -2.1403e-01 -2.5853e+00 -1.5495e+00 +2.3863e+00 -8.1051e-01 +1.7954e+00 +6.9902e-01 -4.4794e-01 +4.3045e+00 +2.4675e+00 +1.8110e+00 +0.0000e+00 -3.4019e+00 +1.4906e-01 +4.3441e+00 +4.6130e+00 +7.8797e-01
1021 +1.110681302e+07 +1.110681302e+07 +1.110619191e+07 +1.110619191e+07 +0.0000e+00 +5.0000e+00 +4.8811e-01 -1.1645e+00 -2.6524e+00 -2.0395e+00 +2.0873e+00 +5.1696e-01 +5.1739e-01 +0.0000e+00 -4.9347e-01 +4.6173e+00 +3.8573e+00 +1.2973e+00 +1.6173e+00 -2.2320e+00 -2.8315e-01 +3.8872e+00 +3.1402e+00 -1.1462e-02
1910 +8.168525594e+06 +8.168525594e+06 +8.167904484e+06 +8.167904484e+06 +2.5242e-01 +5.0000e+00 +9.8806e-01 -2.1388e+00 -1.6043e+00 -1.2681e+00 +2.5809e+00 -1.0734e-01 +1.1028e+00 -1.1365e+00 -6.3516e-01 +4.5539e+00 +3.1329e+00 +8.1357e-01 +1.7896e+00 -2.3040e+00 +8.5619e-01 +3.3359e+00 +1.7908e+00 +1.6407e-01
2937 +6.214424785e+06 +6.214424785e+06 +6.213803675e+06 +6.213803675e+06 -5.5121e-01 +5.0000e+00 +8.8388e-01 -2.5353e+00 -2.0023e+00 -1.9364e+00 +3.6093e+00 -4.7562e-01 +8.4371e-01 -3.4869e-01 +6.4476e-01 +4.3553e+00 +3.0593e+00 +1.1414e+00 +1.2670e+00 -2.4866e+00 +7.3218e-01 +2.5606e+00 +1.9615e+00 +5.6602e-01
3868 +3.708253472e+06 +3.708253472e+06 +3.707632362e+06 +3.707632362e+06 -2.4952e-01 +5.0000e+00 +1.5610e+00 -1.1517e+00 -1.8578e+00 -1.6651e+00 +2.8803e+00 -6.5612e-01 +8.3279e-01 -5.1417e-01 +8.4482e-01 +3.6403e+00 +3.6629e+00 +2.0141e+00 +1.7266e+00 -1.6717e+00 +8.0956e-02 +2.8676e+00 +3.1323e+00 +8.5380e-02
