% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.670042462e+01 +9.670042462e+01 +7.976042462e+01 +7.976042462e+01 +4.4047e+00 +4.3175e+00 -3.3153e+00 +2.7307e-02 -3.6879e-01 +3.5231e+00 -9.4455e-01 -4.5752e+00 -4.2774e+00 -2.6500e+00 +3.3666e-02 -1.2526e+00 +2.3187e+00 +1.4130e+00 +3.2327e+00 +1.4455e+00 -1.5997e+00 -2.5946e+00 -4.2775e+00 +3.0243e+00
4 +4.329089892e+01 +4.329089892e+01 +2.635089892e+01 +2.635089892e+01 +1.6936e+00 +1.3102e+00 -1.4784e+00 -1.8134e+00 +2.3302e+00 -2.4596e+00 -2.2781e+00 -3.1404e+00 -2.4543e+00 +6.8911e-01 +4.0247e+00 +1.3657e+00 -2.1945e+00 -2.5926e+00 +3.7973e+00 +3.2532e+00 +1.2844e+00 -2.4630e+00 +4.7502e-02 +3.8468e+00
619 +3.951409967e+01 +3.951409967e+01 +2.257409967e+01 +2.257409967e+01 +2.2064e+00 -6.2149e-01 -1.7061e+00 +7.7226e-01 +1.6781e+00 -1.5095e+00 -8.0230e-02 -4.0577e+00 -2.7230e+00 -1.5690e+00 +4.3587e+00 +1.5778e-01 +2.4620e-01 -8.6070e-01 +1.1541e+00 +5.3648e-01 +2.7326e+00 +2.6144e+00 +8.0829e-01 +1.6946e+00
1402 +2.103760769e+01 +2.103760769e+01 +4.097607693e+00 +4.097607693e+00 +3.7731e+00 +3.5614e+00 -3.0429e+00 +3.2411e-01 +1.5741e+00 +1.5418e+00 +3.1410e+00 -2.4075e+00 -1.6306e+00 -2.3713e+00 +1.3250e+00 +2.1047e-01 -1.7028e+00 -1.7193e+00 +1.1414e+00 +2.5381e+00 +3.9151e+00 -6.5209e-01 +2.8708e-01 +2.2152e+00
2601 +1.502015955e+01 +1.502015955e+01 -1.919840448e+00 -1.919840448e+00 +2.4276e+00 +2.8345e+00 -2.2812e+00 +1.9350e-01 +1.6647e+00 -3.0856e+00 +2.0000e+00 -1.9766e+00 -1.9560e+00 -2.7394e+00 +2.9182e+00 +1.5678e+00 -2.0842e+00 -7.6761e-01 +2.1815e+00 +1.9724e+00 +2.6423e+00 +5.2378e-01 +9.1602e-01 +2.1522e+00
4106 +8.965178659e+00 +8.965178659e+00 -7.974821341e+00 -7.974821341e+00 +2.5452e+00 +3.3065e+00 -1.6207e+00 +1.6034e+00 +3.5802e+00 -2.1734e+00 +1.6477e+00 -2.3641e+00 -5.5267e-01 -2.0007e+00 +4.1249e+00 -2.2781e-01 -1.2030e+00 -1.0097e+00 +2.5958e+00 +1.5033e+00 +3.2351e+00 -1.4424e-01 +2.7582e-01 +2.3405e+00
5558 +5.738039496e+00 +5.738039496e+00 -1.120196050e+01 -1.120196050e+01 +2.7646e+00 +1.5859e+00 -1.2478e+00 +2.4133e+00 +1.5868e+00 -1.9149e+00 +3.8576e+00 -2.2625e+00 +4.4388e-01 -2.8351e+00 +3.5197e+00 +4.1299e-01 -2.7508e+00 -1.5266e+00 +2.1695e+00 +3.3071e+00 +3.1809e+00 -4.5490e-01 -1.9901e-01 +8.2781e-01
8737 +3.641797886e+00 +3.641797886e+00 -1.329820211e+01 -1.329820211e+01 +3.4847e+00 +2.2486e+00 -1.7943e+00 +1.6746e+00 +1.8098e+00 -1.7988e+00 +3.8009e+00 -2.6071e+00 -5.7184e-01 -1.8556e+00 +4.1021e+00 -7.5862e-01 -2.0810e+00 -1.0115e+00 +2.9253e+00 +2.4813e+00 +3.0795e+00 -3.6823e-01 +7.8426e-01 +2.4209e+00
11325 +2.401886053e+00 +2.401886053e+00 -1.453811395e+01 -1.453811395e+01 +3.7974e+00 +2.3166e+00 -1.6387e+00 +1.9144e+00 +1.3029e+00 -1.8286e+00 +3.4956e+00 -2.7549e+00 -1.6301e-01 -2.0436e+00 +3.7051e+00 +1.7174e-01 -2.5766e+00 -1.7572e+00 +2.3964e+00 +2.6191e+00 +3.5438e+00 -3.8699e-01 +4.2997e-01 +2.0976e+00
13240 +1.518384635e+00 +1.518384635e+00 -1.542161537e+01 -1.542161537e+01 +3.5694e+00 +2.4940e+00 -1.5610e+00 +1.3536e+00 +1.3109e+00 -1.8737e+00 +3.5893e+00 -2.3403e+00 -4.4841e-01 -2.0082e+00 +3.9087e+00 +1.0532e-01 -2.3515e+00 -1.1642e+00 +2.5815e+00 +3.1190e+00 +3.5317e+00 -4.1715e-01 +4.5470e-01 +2.1808e+00
14912 +9.727367358e-01 +9.727367358e-01 -1.596726326e+01 -1.596726326e+01 +3.7267e+00 +2.4269e+00 -1.5799e+00 +1.6313e+00 +1.6015e+00 -1.7103e+00 +3.4530e+00 -2.4292e+00 -4.3257e-01 -1.9861e+00 +3.8986e+00 +1.3612e-01 -2.3355e+00 -1.5193e+00 +2.4530e+00 +3.0364e+00 +3.8504e+00 -3.2338e-01 +2.7301e-01 +2.1817e+00
17603 +6.307498488e-01 +6.307498488e-01 -1.630925015e+01 -1.630925015e+01 +3.7316e+00 +2.3575e+00 -1.5089e+00 +1.5737e+00 +1.5680e+00 -1.9364e+00 +3.3640e+00 -2.3834e+00 -2.9168e-01 -1.9920e+00 +3.8907e+00 +3.0994e-01 -2.6092e+00 -1.4652e+00 +2.4333e+00 +2.9235e+00 +3.7517e+00 -2.2782e-01 +3.9757e-01 +2.1005e+00
19054 +3.884633070e-01 +3.884633070e-01 -1.655153669e+01 -1.655153669e+01 +3.7249e+00 +2.4707e+00 -1.5369e+00 +1.5751e+00 +1.4845e+00 -1.9547e+00 +3.4018e+00 -2.4968e+00 -3.4102e-01 -1.9716e+00 +3.8719e+00 +1.8968e-01 -2.6210e+00 -1.4533e+00 +2.4842e+00 +2.9304e+00 +3.7993e+00 -3.6288e-01 +2.9132e-01 +2.0972e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.191277947e+01 +9.191277947e+01 +1.107227795e+02 +1.107227795e+02 +4.7817e+00 +2.1239e+00 -9.2301e-01 +4.0586e+00 -1.4337e+00 +1.6192e+00 +3.2396e+00 -4.4811e+00 +2.2505e+00 +1.3018e+00 -2.7209e-01 -1.6524e+00 +4.8513e+00 -1.5567e+00 +4.7797e-01 +1.7969e+00 -1.3980e+00 -3.8430e+00 -2.7824e+00 -6.0136e-02
72 +6.281472975e+01 +6.281472975e+01 +8.162472975e+01 +8.162472975e+01 +1.5168e+00 +8.2306e-01 +2.3362e+00 +1.9588e+00 -3.2407e-01 +4.0802e+00 +6.9863e-01 +1.4721e+00 -7.4565e-01 +1.3533e+00 -3.6544e+00 +2.3875e-01 +2.1948e+00 +1.0279e-01 +4.2957e+00 +1.6955e+00 -3.9580e+00 -2.2498e+00 +3.8965e+00 -2.4319e+00
501 +3.713950845e+01 +3.713950845e+01 +5.594950845e+01 +5.594950845e+01 -3.0378e+00 +3.3471e+00 -8.2910e-01 -3.9486e+00 +1.3686e-01 -2.8918e+00 -1.4561e+00 +1.8726e+00 +1.5473e+00 +3.1865e+00 +2.3229e+00 +2.5543e+00 +4.0281e+00 -1.2676e-01 +2.6699e-01 +3.1264e-02 -3.5389e+00 +2.3120e+00 -2.8287e-01 +2.6998e+00
1101 +2.344116973e+01 +2.344116973e+01 +4.225116973e+01 +4.225116973e+01 +1.0958e+00 +1.3583e+00 +8.4844e-01 +3.5887e-02 -9.6287e-01 -3.1483e+00 +2.0546e+00 +5.9089e-01 -2.5688e+00 +2.1780e+00 -4.3832e+00 -4.5961e-01 +3.4720e+00 +1.1954e+00 -3.1104e+00 -1.1969e+00 -1.5846e+00 +2.5803e+00 +6.0840e-02 +1.5952e+00
2502 +1.517349402e+01 +1.517349402e+01 +3.398349402e+01 +3.398349402e+01 -3.0857e+00 +2.6644e+00 -8.2918e-01 -1.3172e+00 +6.4645e-01 -1.9644e+00 +2.1652e+00 -2.4742e-01 +1.4624e-01 +2.6045e+00 -3.0267e+00 +1.7024e+00 +2.5910e+00 -6.4670e-01 -2.4377e+00 -1.8189e+00 -1.2126e+00 +2.9665e+00 -4.3911e-01 +3.7508e+00
4907 +9.800603479e+00 +9.800603479e+00 +2.861060348e+01 +2.861060348e+01 +1.4092e+00 +1.9358e+00 -1.7564e+00 -1.2224e+00 +1.3642e+00 -2.7328e+00 +3.4528e+00 +1.8638e+00 +2.1469e+00 +2.0000e+00 -3.1953e+00 +1.4433e+00 +3.7226e+00 -1.9047e+00 -1.3004e+00 -4.0319e+00 -1.4727e+00 +1.9508e+00 -4.4444e-01 +2.6006e+00
7801 +5.613903776e+00 +5.613903776e+00 +2.442390378e+01 +2.442390378e+01 +1.5219e-01 +1.6555e+00 -9.6893e-01 -1.7200e+00 +1.6319e-01 -4.2523e+00 +1.0353e+00 +5.4674e-01 +1.2140e+00 +2.0371e+00 -3.4663e+00 +2.3098e+00 +3.5439e+00 +3.2230e-01 -2.1320e+00 -2.3582e+00 -2.5836e+00 +4.1515e+00 +6.0883e-01 +2.2304e+00
