% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.404140921e+01 +4.404140921e+01 +2.710140921e+01 +2.710140921e+01 +5.0698e-01 -1.4391e+00 -2.6771e+00 +2.4759e+00 +6.2453e-01 -1.2582e+00 +9.0245e-01 +2.1434e+00 -3.0508e+00 +1.8906e+00 +2.8150e+00 +4.7528e+00 +2.0201e-02 -3.3528e+00 -2.6583e+00 -4.6355e+00 -4.6615e+00 +3.8816e+00 +5.8400e-01 +4.2384e+00
3 +1.523230428e+01 +1.523230428e+01 -1.707695717e+00 -1.707695717e+00 +4.8373e+00 +1.1621e+00 -3.8137e+00 -4.9009e+00 -5.2816e-01 -2.8251e-01 +3.1689e-01 -4.5744e+00 +2.3201e+00 -4.8674e-01 +2.0057e+00 +4.8496e+00 -1.9282e+00 -4.7599e+00 -4.5860e+00 +1.8401e+00 +2.9280e-01 +3.6687e+00 -3.8232e-01 +8.1515e-01
2148 +9.890861417e+00 +9.890861417e+00 -7.049138583e+00 -7.049138583e+00 +2.1777e+00 +2.1171e-01 -2.5473e+00 -1.5342e+00 +4.6189e+00 +3.4977e-03 -5.5079e-01 -4.0104e+00 +6.3242e-01 -2.3644e+00 +4.1764e+00 -2.6973e+00 +1.4852e+00 -2.2786e+00 +2.3974e+00 +4.1954e+00 +1.0951e+00 +2.9123e+00 -2.6199e-01 +2.7129e+00
2907 +5.515020339e+00 +5.515020339e+00 -1.142497966e+01 -1.142497966e+01 +4.8899e+00 +4.1739e+00 -2.1044e+00 -1.6441e+00 +2.9086e+00 -1.9166e+00 +1.9614e+00 -2.2404e+00 -8.0220e-01 -2.1994e-01 +3.2240e+00 +1.4616e+00 -1.8493e+00 -1.9831e+00 +2.0211e-02 +1.0936e+00 +4.2634e+00 +1.5472e+00 +1.0602e+00 +3.3040e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.932158564e+01 +1.932158564e+01 +3.813158564e+01 +3.813158564e+01 +2.6096e+00 +1.5336e+00 +3.3723e+00 +3.9615e+00 -4.5759e+00 -1.9138e+00 +4.4019e+00 +7.1586e-01 +4.5124e+00 +1.7613e-01 -2.1225e+00 +1.8161e+00 +8.9245e-01 -2.2901e+00 -4.8355e+00 +5.9793e-02 +9.2260e-01 +3.1968e-02 -4.1047e+00 +3.1032e+00
27 +9.815939540e+00 +9.815939540e+00 +2.862593954e+01 +2.862593954e+01 +2.8398e+00 -3.4109e+00 +1.0589e+00 +2.7970e+00 +2.9787e+00 -1.9532e+00 +3.8988e+00 +4.5035e+00 -6.5348e-01 -3.3839e+00 -4.4350e+00 +1.2879e+00 +4.4466e+00 +1.9040e+00 +1.1544e+00 -3.3614e+00 -1.0770e+00 +1.6622e+00 -3.0535e-02 +4.6565e+00
4012 +6.041031615e+00 +6.041031615e+00 +2.485103161e+01 +2.485103161e+01 +9.8970e-01 -2.3539e+00 -1.1822e+00 +4.4945e-01 +1.3530e-01 -2.0436e+00 +2.4436e+00 +2.4307e+00 +1.8217e+00 +1.3470e-01 -6.4779e-01 +2.9638e+00 +3.4911e+00 +4.3766e-01 -1.0251e-01 -9.3525e-01 +2.3558e-01 -3.2940e-01 -2.3161e+00 +4.1226e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.764930532e+02 +1.764930532e+02 +4.496430532e+02 +4.496430532e+02 -3.1668e-01 -2.0173e+00 -8.4344e-01 -2.9380e+00 +3.5401e-01 -1.5210e+00 -3.5136e+00 +3.3943e+00 +4.9553e-01 +4.3806e-02 +3.8232e+00 -3.8194e+00 +1.2585e+00 -2.7328e+00 +3.0493e-02 -3.7660e+00 -3.8280e+00 +3.1156e+00 +3.9429e+00 +9.7180e-01
