% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.477873213e+03 +2.477873213e+03 +2.570813213e+03 +2.570813213e+03 -3.9110e+00 +4.1087e+00 -3.2701e+00 +4.6181e+00 -7.3525e-01 -1.8541e+00 +4.8143e+00 -4.6018e+00 -3.9772e+00 +1.2016e+00 -4.3175e+00 -2.7480e+00 +2.6258e+00 +3.5890e+00 -2.7872e+00 -5.9220e-02 +6.7357e-02 +4.4832e+00 +8.2561e-01 +1.1575e+00
8 +1.425909461e+03 +1.425909461e+03 +1.518849461e+03 +1.518849461e+03 -2.3724e+00 -3.0582e+00 +3.7136e+00 -1.8400e+00 -1.5427e+00 +1.4496e+00 +4.7900e+00 -1.7821e-01 +3.6340e+00 -2.9557e+00 -9.4046e-01 -4.2289e+00 -1.9427e+00 -1.0810e+00 +1.0599e+00 +2.1372e+00 +1.1109e+00 +1.2638e-01 -1.9697e+00 -4.1583e+00
65 +8.568826239e+02 +8.568826239e+02 +9.498226239e+02 +9.498226239e+02 +1.9539e+00 +1.1836e+00 -2.7372e+00 +4.9582e+00 +4.8672e+00 +4.2574e+00 -6.9782e-01 -2.5700e+00 +2.4831e-01 +4.0586e+00 +6.9442e-01 -3.0673e+00 -3.7636e+00 +3.9867e+00 +3.5410e+00 -2.8023e+00 +2.7415e+00 +2.2716e+00 -1.3580e+00 +1.5321e+00
111 +6.168043803e+02 +6.168043803e+02 +7.097443803e+02 +7.097443803e+02 -3.6807e+00 +1.2426e+00 -7.2908e-01 -1.0160e+00 -1.4377e-01 +4.6044e+00 +1.6638e+00 +1.4358e+00 +1.0346e+00 +2.4477e+00 -2.1171e+00 -4.5609e+00 +9.9411e-01 -1.9409e+00 +4.1972e+00 +6.0141e-01 -1.1836e-01 +2.0234e+00 +2.0864e+00 -3.3868e+00
1273 +3.868107273e+02 +3.868107273e+02 +4.797507273e+02 +4.797507273e+02 -3.3637e+00 +1.3870e+00 -2.1978e+00 +4.9736e+00 +7.4366e-01 -6.2037e-01 +2.6386e+00 -4.8539e+00 +5.7594e-01 +4.1973e+00 -4.8367e+00 -4.4301e+00 +4.2584e-01 -8.1163e-01 +1.6178e+00 +6.7989e-02 +4.6665e+00 -8.8765e-02 -3.5954e+00 -1.5130e+00
1835 +2.038612266e+02 +2.038612266e+02 +2.968012266e+02 +2.968012266e+02 -9.8829e-01 -2.2764e+00 -3.3516e-02 +3.5192e+00 +2.4616e+00 +4.0239e+00 +1.8852e+00 -2.4527e+00 +2.4546e+00 +3.4794e+00 +6.5710e-01 -4.6330e+00 +2.0990e+00 +4.9736e+00 -1.5236e+00 +1.1609e+00 +2.7002e+00 -3.3413e+00 +2.4944e+00 +3.8307e+00
3945 +1.561785419e+02 +1.561785419e+02 +2.491185419e+02 +2.491185419e+02 -2.1172e+00 +4.9520e+00 +2.1757e+00 +4.7822e+00 +1.2519e+00 +2.9221e+00 +2.0938e-01 -1.4624e+00 +4.3211e+00 +2.0657e+00 -1.0508e+00 -4.4907e+00 +4.2193e-01 -8.1163e-01 +1.6178e+00 +4.5681e+00 +4.3621e+00 -3.5772e+00 +3.1801e+00 -1.9989e+00
5192 +7.217166703e+01 +7.217166703e+01 +1.651116670e+02 +1.651116670e+02 -4.8707e-01 +5.9896e-01 -3.3516e-02 +3.5192e+00 +2.4616e+00 +3.4452e+00 +1.8862e+00 -4.3660e+00 +1.7351e+00 +4.6491e+00 -6.7327e-01 -4.4946e+00 -1.7558e+00 +1.9202e+00 +1.3374e+00 +1.1609e+00 +4.3621e+00 -3.5772e+00 -1.5191e+00 -7.4700e-01
5232 +5.195201997e+01 +5.195201997e+01 +1.448920200e+02 +1.448920200e+02 -1.7670e-01 +1.9587e+00 -3.3520e-02 +1.7417e+00 +2.2943e+00 +3.4530e+00 +1.8862e+00 -2.4527e+00 +2.4546e+00 +4.6492e+00 -1.0508e+00 -4.4907e+00 -6.4515e-01 +1.9463e+00 +1.7428e+00 +6.7989e-02 +4.6665e+00 -3.6940e+00 +7.2779e-01 +1.9640e+00
7228 +3.442177418e+01 +3.442177418e+01 +1.273617742e+02 +1.273617742e+02 -4.8710e-01 +1.9577e+00 +1.1306e+00 +1.7417e+00 +2.3563e+00 +3.4451e+00 +1.8862e+00 -2.4527e+00 +2.4546e+00 +3.4794e+00 +4.5376e-01 -4.4908e+00 +4.2191e-01 +1.7700e+00 +7.1171e-01 +1.5524e+00 +4.3621e+00 -3.5772e+00 +7.2828e-01 -2.2972e+00
9852 +2.107578532e+01 +2.107578532e+01 +1.140157853e+02 +1.140157853e+02 -1.7670e-01 +1.9587e+00 -3.3520e-02 +1.7417e+00 +2.3563e+00 +3.4451e+00 +1.8862e+00 -2.4527e+00 +2.4390e+00 +3.4794e+00 +4.5376e-01 -4.4908e+00 +4.2191e-01 +1.7700e+00 +1.3374e+00 +1.1609e+00 +4.3621e+00 -3.5772e+00 -1.0336e+00 -7.4700e-01
14908 +1.294282731e+01 +1.294282731e+01 +1.058828273e+02 +1.058828273e+02 -1.7670e-01 +1.9587e+00 +1.1306e+00 +1.7417e+00 +2.3250e+00 +3.3201e+00 +1.9487e+00 -2.2027e+00 +2.4546e+00 +3.4960e+00 +6.5710e-01 -4.4420e+00 +1.1616e-01 +1.3323e+00 +7.1171e-01 +1.5524e+00 +4.3621e+00 -3.0772e+00 +6.0328e-01 -6.2200e-01
19990 +9.704541398e+00 +9.704541398e+00 +1.026445414e+02 +1.026445414e+02 -1.7658e-01 +1.9587e+00 +1.1306e+00 +2.4632e+00 +2.3563e+00 +3.5105e+00 +1.8859e+00 -2.4527e+00 +2.4566e+00 +3.4794e+00 +4.5382e-01 -4.4420e+00 +1.1591e-01 +1.3333e+00 +7.1171e-01 +1.6774e+00 +4.1121e+00 -3.0772e+00 +6.6529e-01 -2.4700e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.136895025e+03 +8.136895025e+03 +8.172245025e+03 +8.172245025e+03 -4.5730e+00 -4.8871e+00 +2.9206e+00 -4.7101e+00 +4.7321e+00 +4.5318e+00 -4.7153e+00 -4.6892e+00 -7.4785e-01 +2.2405e+00 +3.7843e+00 +3.6097e+00 -3.1994e+00 +1.2838e+00 -1.8551e+00 +4.4290e-01 +3.6850e+00 +6.9946e-02 -2.9948e+00 -4.2895e+00
2 +3.283154227e+03 +3.283154227e+03 +3.318504227e+03 +3.318504227e+03 +7.6576e-02 +9.1386e-01 -2.3468e+00 -1.4584e+00 -2.4536e+00 -2.1739e+00 +4.5664e+00 -2.1076e-01 -2.8445e-01 +9.7964e-01 +4.7028e+00 +5.2508e-01 +3.0838e+00 -2.0051e+00 +1.1233e+00 -2.1164e+00 +5.6846e-01 -2.5247e+00 -1.0553e+00 +1.5757e-02
7 +2.093203915e+03 +2.093203915e+03 +2.128553915e+03 +2.128553915e+03 +2.0337e+00 +4.6026e+00 +3.8623e+00 -2.6874e+00 +4.7500e+00 -4.0982e-01 +9.9666e-01 +4.0433e-01 -1.3633e+00 +3.2538e-01 +3.5439e+00 -2.6768e+00 +1.8854e+00 +2.3815e+00 +3.1690e+00 +3.3415e+00 -1.4688e+00 +1.5904e+00 +1.7875e+00 -4.1292e+00
12 +1.527154446e+03 +1.527154446e+03 +1.562504446e+03 +1.562504446e+03 +3.0310e+00 -4.9190e+00 +1.3948e+00 -1.7972e+00 -2.8831e-02 -3.1018e+00 -1.0543e+00 -1.3441e+00 +4.6722e+00 -4.3233e+00 +6.3341e-02 -4.4760e+00 +2.7869e+00 -2.0385e-01 +2.3022e+00 -3.8056e+00 +1.8143e+00 +1.9860e+00 +4.9160e+00 +1.8409e+00
121 +9.749828794e+02 +9.749828794e+02 +1.010332879e+03 +1.010332879e+03 -2.7783e+00 +1.0953e-01 +3.1783e+00 -6.1051e-01 -4.5092e+00 +3.2622e+00 +3.8707e-01 +1.1532e+00 -3.5693e-02 -2.1881e+00 -8.3626e-01 -4.7287e+00 +4.9477e+00 +3.2917e+00 -1.8014e+00 +3.0140e+00 +1.0272e+00 +2.6239e+00 +3.1404e+00 -2.2115e+00
566 +5.378510481e+02 +5.378510481e+02 +5.732010481e+02 +5.732010481e+02 +2.4036e+00 -3.5750e+00 +3.9889e+00 +4.4877e+00 -2.1138e+00 -1.5051e+00 +3.8644e+00 -1.2200e+00 +3.9869e+00 +1.2538e+00 -1.2852e+00 -1.2347e+00 +2.6777e+00 +4.0661e+00 -4.8203e+00 -2.2079e+00 +2.5933e+00 +4.7181e+00 +3.9679e+00 +3.2729e+00
1639 +3.599320682e+02 +3.599320682e+02 +3.952820682e+02 +3.952820682e+02 +2.1736e+00 +4.5109e+00 +1.7402e+00 +1.2466e+00 +2.9989e+00 -4.2300e+00 +4.8003e+00 -5.4561e-01 -3.5693e-02 -2.1881e+00 -8.3625e-01 -4.7292e+00 +4.9477e+00 +3.2917e+00 -1.8014e+00 +3.0140e+00 +1.0272e+00 +2.6239e+00 +3.9600e-01 +1.4923e+00
1969 +2.230565865e+02 +2.230565865e+02 +2.584065865e+02 +2.584065865e+02 +2.1736e+00 +4.5109e+00 +1.7402e+00 +1.2466e+00 +2.9989e+00 -4.2300e+00 +1.9885e+00 +4.8512e-01 -1.6428e+00 -2.1881e+00 -8.3625e-01 -4.7292e+00 +4.9477e+00 +3.2917e+00 -1.8014e+00 +3.0140e+00 +1.0272e+00 +2.6239e+00 +3.9600e-01 +1.4923e+00
2967 +1.099006056e+02 +1.099006056e+02 +1.452506056e+02 +1.452506056e+02 +3.6949e+00 +9.1225e-01 +2.4926e+00 +8.6156e-01 -2.1138e+00 -1.5051e+00 +3.8644e+00 -2.2003e-01 +5.9041e-01 +1.2538e+00 -2.0346e+00 -4.7016e+00 +4.5635e+00 +3.1553e+00 -1.3024e+00 +2.7699e+00 +3.8770e+00 +2.1545e+00 +2.6467e+00 -1.3037e+00
5114 +9.838187988e+01 +9.838187988e+01 +1.337318799e+02 +1.337318799e+02 +1.8413e-01 -2.2126e-01 +4.0582e+00 +3.2466e+00 -1.1912e+00 -1.4825e+00 +3.2161e+00 +2.3480e-01 +2.2360e+00 -2.1881e+00 -8.3625e-01 -4.7267e+00 +4.9482e+00 +3.3074e+00 -1.8014e+00 +3.0140e+00 +1.0272e+00 +2.6239e+00 +3.1404e+00 -2.4980e+00
5991 +5.036797953e+01 +5.036797953e+01 +8.571797953e+01 +8.571797953e+01 +2.1736e+00 +2.3538e+00 +3.4363e+00 +3.4485e+00 -4.0267e+00 -3.3523e+00 +1.2470e+00 +4.8480e-01 +3.8322e+00 -1.3878e+00 -7.3100e-02 -2.7132e+00 +3.5074e+00 +2.0926e+00 -2.2883e+00 +2.7699e+00 +1.0272e+00 +2.1545e+00 +2.7544e+00 +1.4923e+00
8767 +3.565200457e+01 +3.565200457e+01 +7.100200457e+01 +7.100200457e+01 +2.1736e+00 +2.3538e+00 +3.4363e+00 +3.2153e+00 -2.8127e+00 -8.8125e-01 +3.0564e+00 -6.9200e-01 +1.4876e+00 +1.6277e+00 +5.1051e-01 -2.7132e+00 +4.9477e+00 +3.2917e+00 -1.9264e+00 +3.0140e+00 +1.0272e+00 +6.2552e-01 +2.0837e+00 +5.0481e-01
10250 +1.505671510e+01 +1.505671510e+01 +5.040671510e+01 +5.040671510e+01 +1.8218e+00 +9.1225e-01 +2.4930e+00 +8.6156e-01 -2.1138e+00 -1.9825e+00 +3.2162e+00 +2.3481e-01 +5.9236e-01 -7.5674e-01 -1.0655e+00 -2.8704e+00 +4.9477e+00 +3.2917e+00 -1.8014e+00 +3.0140e+00 +1.0272e+00 +2.5926e+00 +3.1291e+00 +1.4408e+00
19479 +9.777669206e+00 +9.777669206e+00 +4.512766921e+01 +4.512766921e+01 +1.8144e+00 +9.1227e-01 +2.4930e+00 +8.6156e-01 -2.1138e+00 -1.9825e+00 +3.2162e+00 +2.3481e-01 +5.9247e-01 -7.5674e-01 -1.0655e+00 -2.8704e+00 +4.5635e+00 +4.0661e+00 -1.8014e+00 +3.0140e+00 +1.3851e+00 +2.1545e+00 +2.9679e+00 +1.8370e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
