% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.832673762e+03 +2.832673762e+03 +2.862643762e+03 +2.862643762e+03 -9.1298e-01 -2.3602e+00 -3.9823e+00 -2.5036e+00 -1.0000e+00 -5.7377e-01 +7.6986e-01 +1.4270e-01 +3.3012e+00 -3.2225e-01 -4.4061e+00 +3.8826e-01 -1.6348e-01 -7.9972e-01 -1.4526e+00 +2.6615e+00 +4.6784e+00 -5.1385e-02 -3.5673e+00 +7.0756e-01
16 +2.498031634e+03 +2.498031634e+03 +2.528001634e+03 +2.528001634e+03 +4.0933e+00 -2.4251e+00 -4.7004e+00 -1.0128e+00 -2.4414e-02 +2.8054e+00 +1.0840e+00 -3.1126e+00 +3.4007e+00 -4.9818e+00 +8.1146e-03 -2.7078e+00 +2.4193e+00 +1.3880e+00 +1.0093e+00 +2.2612e+00 +3.8708e+00 +4.5149e+00 -2.5076e+00 +2.7937e+00
531 +1.490647950e+03 +1.490647950e+03 +1.520617950e+03 +1.520617950e+03 -1.6546e-01 -2.5995e+00 -7.0593e-01 -2.1014e+00 +1.1890e+00 -3.8940e-01 -8.4876e+00 -2.6510e+00 -9.6404e-01 +3.7281e+00 -2.0054e+00 -1.7239e+00 +3.5645e+00 -1.5690e+00 +8.5435e-01 +1.8291e+00 -2.3824e+00 -3.3909e-02 +3.0819e+00 -3.2202e+00
1502 +9.044622316e+02 +9.044622316e+02 +9.344322316e+02 +9.344322316e+02 -3.0776e+00 -3.1709e+00 -1.4520e+00 -1.5100e-01 +2.1828e+00 +2.4003e+00 -3.9730e+00 -2.8814e+00 +1.3755e-01 -2.2600e-01 +1.0953e+00 +5.1960e-02 +4.9296e+00 +1.6080e+00 +3.9193e-01 +2.0714e+00 -5.5100e+00 +4.1817e-01 +1.8543e+00 -3.5816e+00
2607 +5.867759932e+02 +5.867759932e+02 +6.167459932e+02 +6.167459932e+02 +6.2118e-01 -2.6828e+00 -3.4504e+00 -1.8666e+00 +3.2639e+00 +2.4674e+00 -3.0362e+00 -2.0888e+00 +4.8007e-01 -1.7948e+00 +2.2320e+00 +1.1075e-01 +4.5181e+00 +1.5791e+00 -7.5033e-01 +1.8898e+00 -4.0210e+00 -1.5926e+00 +8.6097e-01 -1.8817e+00
4433 +3.654714607e+02 +3.654714607e+02 +3.954414607e+02 +3.954414607e+02 +3.5275e-01 -1.0210e+00 -4.0714e+00 -1.2607e+00 +3.5183e+00 +4.0280e+00 -3.4464e+00 -1.8688e+00 +1.1576e+00 -1.7218e+00 +2.1053e+00 -2.4621e+00 +4.4886e+00 +2.3145e+00 -2.7331e+00 +2.5220e+00 -1.6640e+00 -2.7425e+00 +2.5223e-01 -2.4966e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.389396746e+03 +3.389396746e+03 +3.337686746e+03 +3.337686746e+03 +2.5912e+00 -4.0200e+00 -4.6353e-01 -1.0509e+00 -2.9681e+00 -3.7811e+00 -6.3395e-01 +3.6640e+00 -3.7378e+00 +3.7642e+00 +1.7946e+00 -3.8508e+00 +4.5482e+00 -2.8307e+00 +3.6782e+00 -2.8556e+00 -2.7909e+00 -3.5121e+00 +9.0632e-01 +3.1292e+00
61 +2.255931303e+03 +2.255931303e+03 +2.204221303e+03 +2.204221303e+03 +4.7056e+00 -2.5516e+00 -1.7184e+00 -1.2311e+00 +2.5590e+00 +2.7934e+00 -1.8278e+00 +4.4106e+00 +4.8846e-01 +1.3390e+00 +4.9308e+00 -3.8568e+00 -2.1883e+00 -5.5849e-01 +3.5397e+00 -3.9754e+00 -4.0637e+00 -1.0147e-01 +1.9562e+00 -1.4737e+00
807 +1.561578173e+03 +1.561578173e+03 +1.509868173e+03 +1.509868173e+03 +6.4138e-01 -4.6930e-01 -1.5655e+00 -3.8852e+00 -8.8336e-01 +2.4287e+00 -4.5918e+00 +3.1920e+00 +7.8219e-02 +1.2535e+00 +3.6251e+00 +2.0283e+00 +1.8081e-01 -1.8374e+00 +2.5212e+00 -7.0694e-01 +1.9353e-01 +3.0028e-01 +1.9884e+00 +5.1062e+00
