% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.253612764e+03 +3.253612764e+03 +2.791522764e+03 +2.791522764e+03 -8.7881e-01 -4.9045e+00 -4.5910e-01 +3.5638e+00 -1.6291e+00 -3.2648e+00 +4.3789e+00 +2.7586e+00 -1.5752e+00 +3.8369e+00 +9.1142e-01 +1.1320e+00 +2.3738e+00 -8.4764e-01 -4.5230e+00 +3.1624e+00 -1.7956e+00 -4.5159e+00 -3.3474e+00 +3.7955e+00
14 +9.903006859e+02 +9.903006859e+02 +5.282106859e+02 +5.282106859e+02 +2.6951e+00 +1.1904e+00 -2.5818e+00 -3.8437e+00 -1.8117e+00 +4.9260e+00 +3.4038e-01 +4.9322e+00 +2.8462e+00 +6.2838e-01 -2.6588e+00 -1.0114e-01 -2.0756e+00 +9.2447e-01 -6.1167e-01 -2.2989e+00 -2.9088e+00 -1.9253e+00 -2.2578e+00 -1.8449e+00
94 +5.916258375e+02 +5.916258375e+02 +1.295358375e+02 +1.295358375e+02 -5.1500e-01 -5.0000e+00 +4.5305e-02 -1.0003e+00 -2.5508e+00 +4.1687e+00 -1.5442e+00 +2.4085e+00 +3.5496e+00 -2.8671e-01 -1.7555e+00 -5.0000e+00 -3.0811e+00 -1.0385e+00 +4.7268e-01 -2.3217e+00 +3.6498e-01 -6.9812e-01 -4.2509e+00 +1.0944e+00
311 +3.921489350e+02 +3.921489350e+02 -6.994106503e+01 -6.994106503e+01 -8.7722e-01 +9.3625e-01 +1.1523e+00 +9.5878e-01 -1.8137e+00 +4.5488e+00 -3.8533e+00 +3.0671e+00 +5.6794e-01 -2.2657e+00 -1.9532e+00 -3.2174e+00 +1.3145e+00 -3.1755e+00 -5.4772e-01 -3.7958e+00 -9.2984e-01 +1.2704e+00 -3.5479e+00 +2.2081e+00
1121 +1.933580311e+02 +1.933580311e+02 -2.687319689e+02 -2.687319689e+02 -2.3606e+00 +4.3334e-01 +6.2931e-01 +9.1012e-01 +1.9219e+00 +3.4671e+00 +1.7845e+00 +7.3691e-01 +1.3864e+00 +6.8745e-01 -2.6894e+00 -2.6318e+00 -5.6128e-01 -3.5322e+00 -1.7010e+00 -3.0989e+00 -1.7513e+00 +1.8262e+00 -2.4767e+00 +2.6642e+00
3180 +1.528563223e+02 +1.528563223e+02 -3.092336777e+02 -3.092336777e+02 -2.5058e+00 +3.1846e+00 -7.3526e-01 +1.7298e+00 +7.6354e-01 +2.9704e+00 +3.0436e+00 +2.1009e+00 +2.3703e+00 +2.3991e-01 -2.7809e+00 -2.4122e+00 +6.7612e-01 -2.5000e+00 -1.4086e+00 -3.8805e+00 +0.0000e+00 +2.5707e+00 -2.4400e+00 +2.6576e+00
4410 +9.910206378e+01 +9.910206378e+01 -3.629879362e+02 -3.629879362e+02 -3.2779e+00 +3.3833e+00 +3.4966e+00 +1.4759e+00 +3.0205e+00 +2.8515e+00 +3.3966e+00 +3.7837e+00 +6.2901e-01 +7.2554e-01 -2.2483e+00 -2.3686e+00 -1.0193e-01 -2.5000e+00 -1.3397e+00 -3.9703e+00 +0.0000e+00 +2.9510e+00 -2.3848e+00 +2.1210e+00
7395 +6.308501765e+01 +6.308501765e+01 -3.990049823e+02 -3.990049823e+02 -3.3232e+00 +3.2605e+00 +2.1705e+00 +1.5963e+00 +3.2366e+00 +2.8608e+00 +3.1918e+00 +3.7873e+00 +6.0767e-01 +7.2579e-01 -2.2207e+00 -2.3566e+00 -1.2891e-01 -2.5000e+00 -1.3176e+00 -3.9852e+00 +0.0000e+00 +2.8837e+00 -2.4391e+00 +2.2100e+00
8405 +3.976126658e+01 +3.976126658e+01 -4.223287334e+02 -4.223287334e+02 -3.3395e+00 +3.2671e+00 +2.1885e+00 +1.6470e+00 +2.9686e+00 +2.8717e+00 +3.3877e+00 +3.8038e+00 +6.4698e-01 +6.1653e-01 -2.1965e+00 -3.7542e+00 -1.9630e-01 -2.5000e+00 -1.3496e+00 -3.9012e+00 +0.0000e+00 +2.9442e+00 -2.4744e+00 +2.1840e+00
10181 +2.426982621e+01 +2.426982621e+01 -4.378201738e+02 -4.378201738e+02 -3.3419e+00 +3.2418e+00 +2.1941e+00 +1.6222e+00 +3.1558e+00 +2.9008e+00 +3.2377e+00 +3.2681e+00 +1.1753e+00 +6.3341e-01 -2.2228e+00 -3.7904e+00 -1.3709e-01 -2.5000e+00 -1.3940e+00 -3.9159e+00 +0.0000e+00 +2.9517e+00 -2.4261e+00 +2.1700e+00
13711 +1.453834252e+01 +1.453834252e+01 -4.475516575e+02 -4.475516575e+02 -3.3394e+00 +3.2670e+00 +2.2148e+00 +1.6258e+00 +3.1639e+00 +2.9688e+00 +3.2523e+00 +2.5972e+00 +1.1349e+00 +6.1624e-01 -2.2116e+00 -3.7872e+00 -1.3904e-01 -2.9617e+00 -1.3848e+00 -3.9246e+00 -2.8586e-01 +2.9485e+00 -2.4368e+00 +2.1827e+00
16982 +9.978029208e+00 +9.978029208e+00 -4.521119708e+02 -4.521119708e+02 -3.3372e+00 +3.2657e+00 +2.2135e+00 +1.6296e+00 +3.1641e+00 +2.1658e+00 +3.2523e+00 +2.5977e+00 +1.1357e+00 +6.1579e-01 -2.2119e+00 -3.7843e+00 -1.3839e-01 -2.9608e+00 -1.3847e+00 -3.9240e+00 -3.3919e-01 +2.9481e+00 -2.4367e+00 +2.1809e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.667753604e+03 +1.667753604e+03 +1.745413604e+03 +1.745413604e+03 -3.2212e+00 -3.5505e+00 +2.3651e+00 -1.0179e+00 -2.1724e+00 -1.0708e+00 -9.6897e-01 +3.6581e+00 -4.2578e+00 -3.9310e+00 -4.2576e-01 -4.2677e-01 +2.3094e+00 +3.0121e+00 +2.0778e+00 -4.5553e+00 -4.3927e+00 +5.8695e-01 -1.2841e+00 -4.5212e+00
4 +1.462582017e+03 +1.462582017e+03 +1.540242017e+03 +1.540242017e+03 +3.1375e+00 -1.1435e+00 -4.3756e+00 -2.8509e+00 +4.2623e-01 +3.8427e+00 +3.0323e+00 +1.1579e+00 +1.5159e+00 +4.5606e+00 -2.0037e+00 +5.5001e-02 -4.7676e+00 +1.6299e+00 +8.3620e-01 +2.4803e+00 -1.8810e+00 -2.1247e+00 +2.6273e+00 -1.8000e+00
23 +7.923755171e+02 +7.923755171e+02 +8.700355171e+02 +8.700355171e+02 -4.8809e-01 +1.7041e+00 -8.8567e-01 +4.5509e+00 +1.8563e+00 +4.5721e+00 +2.9012e+00 +3.5086e+00 +2.9781e+00 -3.7314e-01 -1.0568e+00 -4.6502e+00 -3.3102e+00 -3.3322e+00 -1.4420e+00 +1.8752e+00 -2.7702e+00 -2.2798e+00 +4.5492e+00 -2.0063e+00
128 +5.525474133e+02 +5.525474133e+02 +6.302074133e+02 +6.302074133e+02 +4.0249e+00 +7.1924e-01 -3.0269e+00 +3.7044e+00 -1.9497e+00 +1.1058e+00 -7.1834e-01 -7.4443e-01 +2.2710e+00 -1.5441e+00 +0.0000e+00 +1.4677e+00 -5.0000e+00 +1.4764e-01 -5.9491e-01 -5.2108e-01 +2.7142e-02 -8.1310e-01 +3.0307e+00 -5.0000e+00
366 +3.809101835e+02 +3.809101835e+02 +4.585701835e+02 +4.585701835e+02 +7.3140e-01 +3.4664e-01 -1.4728e+00 +1.9429e+00 -3.3537e+00 -1.5538e+00 +2.0065e+00 +3.7447e+00 -1.5059e+00 -1.3209e+00 -3.5772e-01 +2.0637e-01 -2.2570e+00 +0.0000e+00 -1.8418e+00 +2.1690e+00 -4.4767e-01 -2.5691e+00 +1.9347e+00 -3.7358e+00
