% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.215764616e+02 +2.215764616e+02 +3.010564616e+02 +3.010564616e+02 -2.8465e+00 -4.1310e+00 -3.4540e+00 +3.1697e+00 -3.8035e+00 -1.8741e+00 -3.4649e+00 +1.9758e+00 -8.1112e-01 -2.2661e+00 +4.7623e+00 +6.7440e-01 -1.4470e+00 -2.3952e+00 +1.1398e+00 +8.1663e-01 +2.1121e+00 -1.3793e+00 -4.8193e+00 -1.8101e+00
12 +8.811139768e+01 +8.811139768e+01 +1.675913977e+02 +1.675913977e+02 +3.1826e+00 +1.8153e+00 -3.1569e+00 -1.7585e+00 -4.0477e+00 +1.0119e+00 +1.3699e+00 +2.8323e-02 -4.3119e+00 -4.8441e+00 -3.6549e+00 -8.4085e-01 +3.3012e+00 +2.2401e+00 +4.2522e+00 +4.4977e+00 -3.5816e+00 -2.9013e+00 +1.6263e+00 +1.5016e-01
121 +5.311896040e+01 +5.311896040e+01 +1.325989604e+02 +1.325989604e+02 +3.5406e+00 -9.1459e-01 +7.3860e-01 +7.2778e-01 -4.2559e+00 +1.2109e+00 -3.4225e-01 +0.0000e+00 -5.0000e+00 -1.5222e+00 -2.0834e+00 +1.5987e+00 +4.0050e+00 +0.0000e+00 +5.0000e+00 +4.2602e+00 +0.0000e+00 -4.6668e+00 +0.0000e+00 +1.8658e+00
295 +3.682236227e+01 +3.682236227e+01 +1.163023623e+02 +1.163023623e+02 -6.3049e-01 -1.8402e+00 +6.8953e-01 +9.8716e-01 -1.7627e+00 +2.0794e+00 +5.8179e-01 +4.5686e-01 -5.0000e+00 -4.3831e+00 -2.8488e+00 +2.4487e+00 +1.4770e+00 -1.3160e+00 +4.5104e+00 +2.5932e+00 +1.1179e-01 -5.0000e+00 +3.4181e+00 -1.7165e+00
1396 +2.421813916e+01 +2.421813916e+01 +1.036981392e+02 +1.036981392e+02 +2.0947e+00 -1.7367e+00 -1.4305e+00 +2.1715e+00 -2.0752e+00 +3.0561e-01 +1.5749e+00 -6.1113e-01 -2.5000e+00 -3.3216e+00 -4.5312e+00 +3.9845e+00 +2.1162e+00 +2.5261e+00 +4.9795e+00 +3.2234e+00 +4.4141e-01 -4.0453e+00 +1.8883e+00 +5.3429e-01
2050 +1.497087422e+01 +1.497087422e+01 +9.445087422e+01 +9.445087422e+01 -5.5830e-01 +0.0000e+00 -2.3009e-01 +1.5725e+00 -1.8074e+00 -7.6834e-01 +6.5573e-01 +3.0365e-01 -3.4285e+00 -3.5424e+00 -4.5512e+00 +1.8524e+00 +3.9991e-01 -5.5653e-01 +4.9424e+00 +3.6762e+00 +8.4711e-01 -4.9948e+00 +2.8660e+00 +2.0636e+00
2961 +9.884464918e+00 +9.884464918e+00 +8.936446492e+01 +8.936446492e+01 -8.4809e-01 -2.1029e+00 -1.3455e+00 +1.0339e+00 -3.5979e+00 +4.2887e-01 -6.3419e-01 -5.4361e-01 -1.1340e+00 -3.0022e+00 -3.4128e+00 +2.6965e+00 +1.5121e+00 -5.8312e-01 +4.9416e+00 +3.1490e+00 +9.3694e-01 -4.5654e+00 +2.9135e+00 +1.7241e+00
3955 +5.706312067e+00 +5.706312067e+00 +8.518631207e+01 +8.518631207e+01 +2.1275e-01 -1.3119e+00 -8.1644e-01 +1.5567e+00 -2.0284e+00 -3.9403e-01 -9.3187e-06 +5.1449e-02 -2.3368e+00 -3.3322e+00 -3.5611e+00 +2.5124e+00 +1.3858e+00 -1.1515e+00 +4.9290e+00 +2.6759e+00 -2.4969e-01 -4.5040e+00 +1.9060e+00 +1.2159e+00
5214 +3.371026448e+00 +3.371026448e+00 +8.285102645e+01 +8.285102645e+01 +4.9891e-01 -6.7100e-01 -8.5655e-01 +2.1304e+00 -2.2858e+00 +4.9135e-01 -3.8503e-01 -5.2477e-01 -1.7455e+00 -3.0457e+00 -4.0680e+00 +1.7107e+00 +1.2967e+00 -2.8363e-01 +4.9709e+00 +3.0501e+00 +2.1954e-01 -4.3750e+00 +2.1552e+00 +1.3965e+00
6731 +2.259246076e+00 +2.259246076e+00 +8.173924608e+01 +8.173924608e+01 +2.6238e-01 -1.2291e+00 -7.0120e-01 +1.9850e+00 -2.6751e+00 +6.7888e-01 -2.7726e-02 +7.0589e-02 -1.6710e+00 -2.9243e+00 -3.5510e+00 +2.1381e+00 +1.0176e+00 -3.4324e-01 +4.9372e+00 +3.0049e+00 +1.3612e-01 -4.3843e+00 +2.2950e+00 +1.1747e+00
