% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.939814055e+03 +3.939814055e+03 +3.969784055e+03 +3.969784055e+03 -3.7048e+00 +3.2934e+00 -3.9833e+00 -4.2058e+00 -4.6337e+00 +4.4233e+00 +1.1377e+00 +2.9304e+00 -2.1742e+00 -2.7768e+00 -1.7631e+00 +4.8975e+00 -2.4818e+00 -4.5226e+00 +1.7466e+00 -1.1968e+00 +3.2808e+00 -1.6925e+00 +6.0932e-01 +4.3241e+00
2 +2.208254963e+03 +2.208254963e+03 +2.238224963e+03 +2.238224963e+03 -1.4564e+00 -2.5538e+00 +1.4279e+00 +9.1037e-01 -2.3361e+00 -7.5180e-01 -1.0728e-01 -3.5431e+00 -1.2986e+00 -7.0873e-01 -2.4980e+00 +9.7543e-01 +3.0729e+00 +2.8540e+00 +2.1790e+00 +2.8846e+00 +1.6690e+00 -3.1905e-01 -1.4047e+00 +1.7260e+00
216 +1.548197118e+03 +1.548197118e+03 +1.578167118e+03 +1.578167118e+03 -4.4127e+00 -3.6648e+00 -5.0000e+00 +1.2846e-01 +5.0000e+00 +1.7171e+00 -3.3342e+00 -1.4022e+00 +2.4756e+00 +1.6306e-01 +9.5123e-01 +1.3325e+00 +4.0826e+00 +2.3720e-01 -5.6668e-01 +9.6689e-01 -5.0000e+00 +1.5880e+00 +3.7769e+00 -5.0000e+00
417 +8.149223597e+02 +8.149223597e+02 +8.448923597e+02 +8.448923597e+02 +5.8491e-01 -3.0041e+00 -4.2369e+00 -1.2751e+00 +5.0000e+00 +3.9857e+00 -2.4394e+00 -1.7221e+00 +7.4026e-01 -1.1192e+00 +5.8894e-02 -1.0815e+00 +2.3617e+00 +1.4457e+00 -2.2679e+00 +2.2140e+00 -2.1577e+00 -8.4929e-01 +2.3808e+00 -1.4932e+00
803 +6.112276441e+02 +6.112276441e+02 +6.411976441e+02 +6.411976441e+02 +4.7313e-02 -2.1406e+00 -4.2161e+00 -1.8131e+00 +5.0000e+00 +4.1587e+00 -2.8319e+00 -1.1879e+00 +1.1785e+00 -1.0769e+00 +1.2503e+00 -2.1326e+00 +2.5602e+00 +1.6899e+00 -2.1528e+00 +2.3182e+00 -3.3187e+00 -1.2255e+00 +8.2780e-01 -3.1106e+00
2088 +3.914854107e+02 +3.914854107e+02 +4.214554107e+02 +4.214554107e+02 +3.8464e-02 -1.4476e+00 -4.3569e+00 -1.7344e+00 +5.0000e+00 +3.5770e+00 -3.6830e+00 -1.8261e+00 +4.3228e-01 -2.3214e+00 +1.1616e+00 -2.2726e+00 +4.2394e+00 +2.8766e+00 -1.4397e+00 +2.5278e+00 -2.2885e+00 -7.6502e-01 +1.9126e+00 -3.4804e+00
12761 +2.479556822e+02 +2.479556822e+02 +2.779256822e+02 +2.779256822e+02 +4.0273e-01 -1.4102e+00 -4.0920e+00 -2.1516e+00 +4.5088e+00 +4.2015e+00 -3.8413e+00 -2.0983e+00 +9.5885e-01 -2.0252e+00 +1.3707e+00 -2.4866e+00 +3.7260e+00 +2.5468e+00 -1.4607e+00 +2.3012e+00 -2.4824e+00 -1.0516e+00 +1.8564e+00 -3.1184e+00
13010 +1.563890052e+02 +1.563890052e+02 +1.863590052e+02 +1.863590052e+02 +4.1548e-01 -1.6891e+00 -4.0213e+00 -2.1759e+00 +3.6848e+00 +4.1834e+00 -3.7628e+00 -2.1628e+00 +1.1885e+00 -2.0246e+00 +1.6013e+00 -2.4374e+00 +3.8715e+00 +2.5941e+00 -1.4992e+00 +2.3764e+00 -2.3235e+00 -1.7187e+00 +1.8988e+00 -3.2841e+00
13249 +9.272131723e+01 +9.272131723e+01 +1.226913172e+02 +1.226913172e+02 +6.2851e-01 -1.6592e+00 -3.8718e+00 -2.1096e+00 +3.1265e+00 +3.8177e+00 -3.8973e+00 -2.4365e+00 +1.0284e+00 -1.8413e+00 +1.4982e+00 -1.9070e+00 +4.2254e+00 +2.5543e+00 -1.5644e+00 +2.5105e+00 -2.3698e+00 -1.4071e+00 +1.6020e+00 -3.3612e+00
13575 +5.694127435e+01 +5.694127435e+01 +8.691127435e+01 +8.691127435e+01 +6.4673e-01 -1.6762e+00 -3.7406e+00 -2.0069e+00 +3.1900e+00 +3.7217e+00 -3.8281e+00 -2.6306e+00 +9.9719e-01 -1.9297e+00 +1.5160e+00 -1.9000e+00 +4.1263e+00 +2.5332e+00 -1.5893e+00 +2.5408e+00 -2.4686e+00 -1.2495e+00 +1.4772e+00 -3.2475e+00
