% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.085402579e+00 +7.085402579e+00 +1.395540258e+01 +1.395540258e+01 +9.6993e-01 +4.3275e+00 +9.7724e-01 +3.2483e+00 -3.6697e+00 -9.9272e-02 -4.5733e+00 +3.7373e+00 +1.1942e+00 -2.6668e+00 -2.0373e+00 +1.2599e+00 +1.7869e+00 +2.7374e+00 -2.7771e+00 -4.8157e+00 +4.0269e+00 -4.9184e+00 -9.5468e-01 +3.9220e+00
25 +5.485191042e+00 +5.485191042e+00 +1.235519104e+01 +1.235519104e+01 -3.0189e-01 -1.2258e+00 -1.6488e-01 -4.7757e+00 +7.0244e-01 -3.4786e+00 -2.5291e+00 +9.8490e-01 -1.3667e+00 -9.2631e-01 +4.2661e+00 -2.2415e+00 +4.4023e+00 +4.6036e-01 -2.9968e+00 -4.0240e+00 +2.0885e+00 +1.4873e-01 +4.0122e+00 +1.7297e+00
889 +3.769152470e+00 +3.769152470e+00 +1.063915247e+01 +1.063915247e+01 +3.7816e+00 -2.4395e+00 -1.0086e+00 -5.0000e+00 -9.6553e-01 +3.0955e+00 +3.8454e+00 +2.1444e+00 +2.3496e+00 -4.4133e+00 +4.1158e+00 +2.3616e+00 +0.0000e+00 -3.6001e+00 +5.0000e+00 +1.2036e+00 +5.0000e+00 -4.2278e-01 -1.5598e+00 +2.0131e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.425357485e+01 +2.425357485e+01 +2.426357485e+01 +2.426357485e+01 +2.5457e+00 -7.2554e-01 +2.2884e+00 -4.4655e+00 -2.5418e+00 +4.1333e-01 +4.5771e+00 -3.8211e+00 +8.7238e-01 -4.9687e+00 +1.6324e+00 -2.1777e-01 -2.7091e-01 +2.8747e+00 +1.0008e+00 -4.1140e+00 +4.0275e+00 -2.0310e-01 -1.3676e+00 -8.6916e-03
3 +1.262029234e+01 +1.262029234e+01 +1.263029234e+01 +1.263029234e+01 -9.8899e-01 +2.4694e+00 +3.5745e+00 -1.4654e-01 -1.0992e+00 +2.6402e+00 -5.9801e-01 +1.6233e+00 +1.5763e+00 -1.1264e+00 +9.9275e-01 -5.4021e-01 -1.5118e+00 +4.6841e-01 -3.6934e+00 +1.7358e+00 +1.9459e+00 +1.9188e+00 -1.4376e+00 +2.3051e+00
17 +7.022692625e+00 +7.022692625e+00 +7.032692625e+00 +7.032692625e+00 +3.9300e+00 -8.1907e-01 +4.9740e+00 +1.0369e+00 +3.8918e-01 -3.8612e+00 +4.5185e+00 +2.3905e+00 +4.8562e+00 -1.0478e+00 -4.3722e+00 -3.8063e+00 +2.7189e+00 +1.0152e+00 +2.9736e+00 +4.9574e+00 +4.0887e+00 +1.1001e+00 -1.9540e+00 +1.7586e-01
76 +4.919482662e+00 +4.919482662e+00 +4.929482662e+00 +4.929482662e+00 +1.9914e+00 +3.0346e+00 +4.4185e+00 -1.7860e+00 +4.2490e+00 -5.2493e+00 +2.6297e+00 -3.7097e+00 +6.7644e-01 +2.7820e+00 +1.7283e+00 -1.1520e+00 -1.6705e+00 +4.0814e+00 +1.9318e+00 +3.9224e+00 -2.3069e+00 +5.5296e+00 -1.6767e-01 -3.5062e+00
503 +3.710294425e+00 +3.710294425e+00 +3.720294425e+00 +3.720294425e+00 +2.4503e-01 +5.0000e+00 +4.4981e+00 -5.0000e+00 +4.5409e+00 -3.3180e+00 +5.0000e+00 -3.7665e+00 +3.4622e-01 +5.0000e+00 -5.0000e+00 +6.7727e-01 +2.1674e+00 +2.5184e-01 -2.0299e+00 +5.0000e+00 -1.7345e-01 +5.0000e+00 +2.8330e+00 -2.0364e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
