% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.372491050e+07 +1.372491050e+07 +1.372470062e+07 +1.372470062e+07 +2.9105e+00 +1.1746e+00 +4.1820e+00 +3.1825e+00 -3.2461e+00 -8.5347e-01 +9.9815e-01 -2.9875e+00 +4.0460e+00 +2.2233e+00 +2.8245e+00 +4.3849e+00 +3.1304e+00 -2.2800e-02 -2.6189e+00 -2.4403e+00 +1.7172e+00 -3.2301e+00 -3.3820e+00 +5.4733e-01
9 +2.003152920e+06 +2.003152920e+06 +2.002943040e+06 +2.002943040e+06 -3.0937e+00 +1.8773e+00 +3.2783e+00 -7.8153e-01 -1.9864e+00 +3.8658e+00 -4.6388e+00 +2.9837e+00 -4.3783e+00 -4.1574e+00 +3.1030e+00 +4.4917e+00 +2.7546e+00 -1.2593e+00 +2.1551e-01 -2.3769e+00 -4.7694e+00 +4.4053e+00 -1.6221e+00 +2.8082e+00
245 +1.556824322e+06 +1.556824322e+06 +1.556614442e+06 +1.556614442e+06 -2.7222e+00 -1.8241e+00 +9.0003e+00 +5.4032e-01 -9.4236e-01 +1.0229e+00 -5.8004e+00 -1.8574e+00 -5.7283e-01 -7.9976e+00 +5.7186e+00 +4.4464e+00 -3.0339e+00 -3.7124e+00 -2.8039e+00 -1.4537e+00 -2.4153e+00 +2.4988e+00 -3.3453e+00 +2.3002e+00
702 +5.911796144e+05 +5.911796144e+05 +5.909697344e+05 +5.909697344e+05 -5.0171e+00 +2.4190e+00 +6.3066e+00 -5.7251e-01 -2.2493e+00 +6.8144e+00 -1.3064e+01 +2.4872e+00 -6.0558e+00 +1.4973e+01 +1.6460e+00 +8.9635e-01 +2.6732e-01 +1.6792e+00 -1.4212e+00 -2.5368e+00 -3.8244e+00 +2.8939e+00 -2.1797e+00 +1.6786e+00
1602 +2.484060448e+05 +2.484060448e+05 +2.481961648e+05 +2.481961648e+05 -1.5124e+00 +5.4640e+00 +4.0443e+00 -2.9542e+00 -2.1738e+00 +6.6516e+00 -9.2497e+00 -2.0771e+00 +3.1593e+00 +1.8417e+00 +4.6100e+00 -1.6074e+00 +4.3768e+00 -1.3999e+00 +4.8733e-01 -3.2898e+00 -2.8356e+00 +3.4326e+00 -2.5873e+00 +1.8882e+00
2001 +1.481803155e+05 +1.481803155e+05 +1.479704355e+05 +1.479704355e+05 +8.2016e+00 -7.3710e-01 +6.1454e+00 +1.5316e+00 -5.0561e+00 +1.4565e+01 -1.6647e+01 -9.9865e+00 +2.2624e+00 +1.6736e+00 +6.0023e+00 +2.3995e+00 +4.5729e+00 -1.3833e+00 -1.1445e+00 -3.6073e+00 -3.4082e+00 +2.7364e+00 -2.3162e+00 +1.8474e+00
2823 +7.959348217e+04 +7.959348217e+04 +7.938360217e+04 +7.938360217e+04 +5.6922e+00 +5.5264e+00 -2.5470e+00 +1.6230e+01 +1.3628e+00 +4.6947e+00 -2.3014e+01 -3.4743e+00 -1.9239e-01 +1.4883e+00 +1.2991e+00 +9.5383e-01 +3.5180e+00 -1.1448e+00 -2.2286e+00 -3.7444e+00 -3.3391e+00 +3.2064e+00 -2.3460e+00 +1.8701e+00
3415 +5.307147678e+04 +5.307147678e+04 +5.286159678e+04 +5.286159678e+04 -7.0040e+00 +2.4653e+01 +1.2498e+01 -6.5671e+00 -4.0176e+00 +1.4802e+01 -3.4291e+00 +3.1580e+00 -3.7213e+00 +4.5730e+00 +1.5468e+00 -3.6449e-01 +4.9202e+00 -1.6237e+00 -2.2526e+00 -3.5266e+00 -3.0635e+00 +2.9948e+00 -2.3054e+00 +1.9268e+00
4172 +3.614275285e+04 +3.614275285e+04 +3.593287285e+04 +3.593287285e+04 +4.0650e+00 +2.3832e+01 +5.5713e+00 +6.2190e+00 -7.7076e-01 +1.0134e+01 +7.3668e-01 +4.7565e+00 -3.0904e+00 +4.5718e+00 +1.5076e+00 +2.4158e+00 +2.6658e+00 -1.6344e+00 -1.6681e+00 -3.9552e+00 -3.0926e+00 +2.9256e+00 -2.4038e+00 +1.9551e+00
5022 +2.139437600e+04 +2.139437600e+04 +2.118449600e+04 +2.118449600e+04 -3.2860e+00 +2.7969e+01 -6.7571e+00 +7.1552e+00 -7.4386e+00 +2.0773e-01 -5.3291e+00 -1.5546e+00 -1.4884e+00 +3.7807e+00 +2.7230e-01 +1.9422e+00 +4.0460e+00 -1.8337e+00 -1.3902e+00 -3.7788e+00 -2.8518e+00 +3.0232e+00 -2.4498e+00 +1.9217e+00
