% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.571056074e+03 +1.571056074e+03 +1.663996074e+03 +1.663996074e+03 -4.7367e-01 -3.1815e+00 +2.6944e+00 +2.6677e+00 +1.2591e+00 -4.1645e+00 +4.6326e-01 -1.9268e+00 +4.5742e+00 +4.1082e+00 -2.4779e+00 -4.1725e+00 +5.0273e-02 +2.6436e+00 +4.7596e+00 -1.0034e+00 +1.6293e+00 -4.1573e+00 -2.9927e+00 -5.4359e-01
4 +6.888894663e+02 +6.888894663e+02 +7.818294663e+02 +7.818294663e+02 +2.9773e+00 +4.8417e+00 +4.1095e+00 +1.2598e+00 -5.9590e-01 +4.2279e+00 -6.7625e-01 -1.2094e+00 -1.8615e+00 +4.1337e+00 +8.4467e-01 -8.6049e-01 -4.3053e+00 +1.7526e-01 -1.0715e-01 +3.5445e+00 +1.8883e+00 -6.6746e-01 +1.7785e+00 -4.9117e+00
222 +5.186859604e+02 +5.186859604e+02 +6.116259604e+02 +6.116259604e+02 -3.6900e+00 +7.3427e+00 +2.7652e+00 +5.2415e+00 +1.5119e+00 +5.2030e+00 +1.0134e+00 -1.7252e+00 +1.3910e+00 +3.0688e+00 +2.8252e+00 -4.5476e-01 -4.2517e+00 -2.2981e+00 +9.0418e-01 +6.0163e-01 +3.0808e+00 -2.7976e+00 +3.7968e+00 -3.9332e+00
632 +3.162071076e+02 +3.162071076e+02 +4.091471076e+02 +4.091471076e+02 -1.6903e-01 +4.9827e+00 +1.8820e+00 +3.6632e+00 -2.1528e-01 +1.2516e+00 +4.8274e+00 +2.2780e+00 -1.9318e+00 +4.1144e+00 +3.2555e+00 -7.8993e+00 +1.4634e+00 -2.4542e+00 -3.8427e+00 +7.1143e+00 +6.6272e+00 -4.1006e+00 -2.4811e+00 -1.6227e+00
833 +2.230768655e+02 +2.230768655e+02 +3.160168655e+02 +3.160168655e+02 +1.4002e+00 +5.5788e+00 +4.8475e+00 +1.0311e-01 -5.3164e-01 +2.2742e+00 -3.7915e-01 -4.6869e-01 +2.1993e+00 +2.3505e+00 +2.7782e+00 -6.5646e+00 +9.1883e-01 -4.1500e+00 -5.7409e-01 +4.4918e+00 +2.0054e+00 -1.8156e+00 +8.9904e-01 -6.8525e+00
1223 +1.303319248e+02 +1.303319248e+02 +2.232719248e+02 +2.232719248e+02 +2.8919e+00 +4.6824e+00 +2.0197e+00 +1.1704e+00 +1.2705e+00 +2.7610e+00 +2.7212e+00 -2.3649e+00 +3.9705e+00 +2.8191e+00 +2.4758e+00 -2.8101e+00 -1.4874e+00 -9.3600e-01 +2.0268e+00 -1.8368e+00 +3.7765e+00 -3.1884e+00 +3.5973e+00 -2.6864e-01
2417 +8.157315182e+01 +8.157315182e+01 +1.745131518e+02 +1.745131518e+02 +1.4667e+00 +1.5205e+00 +1.7154e+00 +3.5629e+00 +5.0308e-01 +4.4879e+00 +8.3238e-01 -2.0071e+00 +8.0699e-01 +4.9534e+00 +3.6826e+00 -2.3146e+00 -3.5727e+00 +4.8514e-01 +1.4047e+00 +8.2819e-01 +6.0261e+00 -4.8356e+00 +3.9691e+00 -1.9368e+00
2709 +6.228943902e+01 +6.228943902e+01 +1.552294390e+02 +1.552294390e+02 +1.1867e+00 +2.3393e+00 +1.4549e+00 +2.6847e+00 +1.3022e+00 +4.7100e+00 +4.1024e+00 -1.3487e+00 +9.3081e-01 +2.2908e+00 +3.0155e+00 -2.3022e+00 -3.9371e+00 -4.1489e-01 +1.2390e+00 +2.1864e+00 +6.0466e+00 -4.5333e+00 +2.2156e+00 -3.2753e+00
4027 +2.366436589e+01 +2.366436589e+01 +1.166043659e+02 +1.166043659e+02 +1.5044e+00 +1.3603e+00 -3.2812e-01 +3.0492e+00 +9.6679e-01 +3.1084e+00 +1.9729e+00 -1.5996e+00 +1.7763e+00 +3.2635e+00 +2.7631e+00 -3.8953e+00 -1.7816e+00 +1.5210e-01 +1.5566e+00 +2.1126e+00 +5.7539e+00 -4.6696e+00 -3.6727e-02 -1.3481e+00
5543 +1.413914573e+01 +1.413914573e+01 +1.070791457e+02 +1.070791457e+02 +5.2480e-01 +3.4061e+00 +2.0554e+00 +2.4499e+00 +2.0637e+00 +3.4870e+00 +1.8993e+00 -3.3508e+00 +2.9784e+00 +2.9541e+00 +1.4101e+00 -4.6118e+00 -1.4022e+00 +4.3771e-01 +1.2096e+00 +3.1294e+00 +3.8352e+00 -3.4126e+00 +1.8701e+00 -7.9273e-01
