% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.486381878e+05 +1.486381878e+05 +1.480916878e+05 +1.480916878e+05 +2.4513e+00 -4.0736e+00 -3.9440e+00 +2.1076e+00 +3.1109e+00 -1.4455e+00 -1.8731e+00 -4.0920e+00 -4.4855e+00 -4.0115e+00 +1.6894e+00 +3.2497e+00 +2.1025e+00 -3.9325e+00 -4.0692e+00 +1.8809e-01 +3.3094e+00 +4.2639e+00 -3.6885e+00 +3.2234e+00
2 +9.666347750e+04 +9.666347750e+04 +9.611697750e+04 +9.611697750e+04 -2.8217e+00 -1.0208e+00 -8.4802e-01 +3.5181e+00 -2.2558e+00 -4.3339e+00 -3.1516e+00 +2.9128e+00 +3.6563e+00 -1.5582e+00 -4.0107e+00 +1.7710e-01 -2.1025e+00 -2.1433e-01 +2.2989e+00 -2.2615e+00 -2.3894e+00 -3.1310e+00 -3.4688e+00 +2.7805e+00
20 +3.283983032e+04 +3.283983032e+04 +3.229333032e+04 +3.229333032e+04 +2.2365e+00 -6.6213e-01 -2.2518e+00 -9.2751e-01 +3.4274e+00 +1.9560e+00 -3.8158e+00 +3.7451e+00 +3.3282e+00 +4.7110e+00 +1.8468e+00 +3.0929e+00 +4.2205e+00 -2.8043e-01 +3.8703e+00 -2.4779e+00 -5.7362e-01 -2.8291e+00 -2.8985e+00 +3.1702e+00
261 +1.995399136e+04 +1.995399136e+04 +1.940749136e+04 +1.940749136e+04 +2.5507e+00 +2.0413e+00 +1.7240e+00 -2.3791e+00 +1.0381e+00 +1.6803e+00 +1.5664e+00 +5.7940e+00 +2.5745e+00 +6.5152e+00 +8.7796e-01 +1.5881e+00 +2.4914e+00 -4.3255e-01 +3.2320e-01 -1.0290e+00 +1.5279e+00 -2.3658e+00 -3.1259e-01 +9.0147e-01
985 +1.371965943e+04 +1.371965943e+04 +1.317315943e+04 +1.317315943e+04 -6.0052e-01 -3.4597e+00 +5.5658e+00 -1.6411e+00 -3.7764e+00 -1.4428e+00 +1.7498e+00 +3.9464e+00 +1.8516e+00 -1.0019e-01 +2.7229e+00 +2.5197e+00 -9.0932e-01 -3.6274e+00 +1.4683e+00 -1.3167e+00 +6.4295e-01 -5.1984e-01 -3.1911e+00 -4.2483e-01
4212 +6.300488433e+03 +6.300488433e+03 +5.753988433e+03 +5.753988433e+03 +3.9889e+00 +1.2011e+00 +4.7049e+00 -1.9297e+00 +1.7939e+00 +2.7542e-02 -7.2696e-01 +2.9939e+00 -1.8002e+00 -2.3092e-01 -1.0295e+00 +1.7397e+00 -8.4691e-01 -3.1540e+00 +1.4428e-01 -2.3010e+00 +7.1776e-01 -1.1954e+00 -2.6323e+00 +1.5329e+00
5414 +1.941057420e+03 +1.941057420e+03 +1.394557420e+03 +1.394557420e+03 +4.1741e-01 -1.9250e+00 +2.2737e+00 -2.5303e+00 -7.5426e-01 -6.0173e-01 -1.5101e+00 +2.8261e+00 -1.2012e+00 -9.3446e-01 +2.0935e-01 -4.1465e-01 +2.5272e+00 -8.0271e-01 +3.9641e-01 -6.0332e-01 +2.1196e+00 -2.0366e+00 -2.7036e+00 +7.7188e-01
7572 +7.185443266e+02 +7.185443266e+02 +1.720443266e+02 +1.720443266e+02 +2.6542e+00 +2.7881e+00 +1.9641e-01 +4.7594e-01 +4.1021e+00 -1.3289e+00 +9.2746e-01 +3.0425e+00 -5.8273e-01 +9.2374e-01 +2.4417e-01 +7.1480e-01 +2.3363e+00 -6.8947e-01 +1.7288e+00 -9.6452e-01 +1.6645e+00 -1.8825e+00 -2.2629e+00 +1.1939e+00
10026 +3.848503550e+02 +3.848503550e+02 -1.616496450e+02 -1.616496450e+02 +3.1097e+00 +2.2531e+00 -2.1011e-01 +3.3057e-01 +3.6136e+00 -9.5962e-01 -5.4476e-01 +2.7593e+00 -5.9260e-01 +1.3247e+00 -2.8204e-01 +8.3814e-01 +1.1574e+00 -8.9355e-01 +2.1060e+00 -9.5692e-01 +1.7526e+00 -1.4007e+00 -1.6593e+00 +9.4258e-01
10577 +1.585427181e+02 +1.585427181e+02 -3.879572819e+02 -3.879572819e+02 +1.7131e+00 +6.1631e-01 -2.6952e-01 +2.7123e-01 +2.9329e+00 -1.5395e+00 -1.8999e+00 +2.5872e+00 -1.0675e+00 +1.3070e+00 -1.1545e-02 +1.0574e+00 +8.9818e-01 -5.2047e-01 +2.1146e+00 -7.7749e-01 +2.0553e+00 -1.3863e+00 -1.5268e+00 +6.1589e-01
12965 +4.852393521e+00 +4.852393521e+00 -5.416476065e+02 -5.416476065e+02 -1.4528e+00 -4.4338e-01 +3.4448e-01 +5.4014e-01 +1.5565e+00 +6.2017e-01 -9.4537e-01 +2.1896e+00 +4.5763e-02 -5.3006e-02 +2.5654e+00 +1.4367e+00 +2.7273e-01 -1.9008e+00 +9.0208e-01 -7.0497e-01 +1.7143e+00 -9.8955e-01 -1.7498e+00 +1.8990e+00
14148 +3.961298357e+00 +3.961298357e+00 -5.425387016e+02 -5.425387016e+02 -2.2903e+00 -9.6359e-01 +1.0689e+00 +7.3269e-01 +1.3409e+00 +1.1051e+00 -8.2041e-01 +1.4608e+00 -5.9804e-02 +2.9379e-01 +2.5671e+00 +1.7477e+00 +3.8500e-01 -1.9164e+00 +1.1434e+00 -6.0897e-01 +1.8763e+00 -9.7411e-01 -1.8017e+00 +1.8195e+00
16445 +2.449485758e+00 +2.449485758e+00 -5.440505142e+02 -5.440505142e+02 -2.0191e+00 -1.2743e+00 +8.9192e-01 +4.8468e-01 +1.1968e+00 +1.0344e+00 -1.0155e+00 +1.6966e+00 -1.1981e-01 +4.0557e-01 +2.5429e+00 +1.9990e+00 +4.2558e-01 -1.4009e+00 +1.8343e+00 -6.9019e-01 +1.8757e+00 -8.3841e-01 -1.8442e+00 +2.1190e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.443090681e+05 +1.443090681e+05 +1.453090681e+05 +1.453090681e+05 +2.6570e-01 -4.9906e-01 +4.2482e+00 -4.6184e-01 -1.0941e+00 -4.6298e+00 -2.1367e+00 -4.0810e+00 +1.3071e+00 -2.7260e+00 -6.9286e-01 -9.2554e-02 +2.1405e+00 +2.5919e+00 -2.9119e+00 -4.9156e+00 +2.3463e-01 +3.3079e+00 -1.9998e+00 +1.5398e+00
16 +8.796228503e+04 +8.796228503e+04 +8.896228503e+04 +8.896228503e+04 +4.6042e+00 -3.5965e+00 -2.5896e+00 -2.3909e-01 -1.7275e+00 -4.1319e+00 +1.5226e+00 +1.1250e+00 +8.8396e-01 +7.9752e-01 -3.3423e+00 +1.1621e+00 -1.8142e+00 -1.0130e+00 -4.0832e+00 +1.3997e-01 -5.7060e-01 +3.5164e+00 -1.8536e+00 +3.4387e+00
51 +6.147110390e+04 +6.147110390e+04 +6.247110390e+04 +6.247110390e+04 +1.6015e+00 +3.5538e+00 +6.0660e+00 -7.0047e-01 +5.8986e+00 +6.8376e-01 -3.8912e+00 +5.4275e-01 -7.4376e-01 -2.2098e+00 -4.2074e+00 +1.4248e+00 -5.6256e-01 +1.8198e+00 +1.4359e+00 +3.6659e-01 -3.7615e+00 -3.8717e-01 -2.6123e+00 -1.1560e-01
93 +2.761463543e+04 +2.761463543e+04 +2.861463543e+04 +2.861463543e+04 +4.1720e+00 -2.9403e+00 +8.0211e-02 +3.7813e-01 +2.6817e+00 -1.0313e+00 +2.5080e+00 -1.4838e+00 +3.9473e-01 +2.4144e+00 -3.8204e+00 +1.1057e+00 -4.0797e+00 -3.0679e+00 -5.8167e-01 -1.3195e+00 -2.5472e+00 +3.9191e-01 -1.7659e+00 +2.3540e+00
129 +2.478942641e+04 +2.478942641e+04 +2.578942641e+04 +2.578942641e+04 +9.1227e-01 -2.4496e+00 +2.1070e+00 -1.4128e+00 +3.8354e+00 -1.7640e+00 +1.8245e+00 +4.1823e+00 -7.9699e-01 -1.2363e-01 -4.2005e+00 -1.3598e+00 -3.4779e+00 -1.7335e+00 -3.4356e+00 +1.1964e+00 -2.4516e-02 -9.7316e-01 -6.8226e-01 +1.3465e+00
165 +9.075343626e+03 +9.075343626e+03 +1.007534363e+04 +1.007534363e+04 +2.6884e+00 -3.8970e-01 +1.2324e+00 -1.5462e+00 -2.1283e+00 -2.9109e+00 -1.8114e+00 -2.5206e-01 -3.0023e+00 +6.4262e-01 -3.4804e+00 -9.2761e-01 -2.7615e+00 +7.9808e-02 +8.0750e-01 -2.4235e-01 -8.6966e-01 -2.8164e+00 -1.4388e+00 +2.7257e+00
3513 +4.945234281e+03 +4.945234281e+03 +5.945234281e+03 +5.945234281e+03 +1.9856e+00 +4.9069e-01 +2.4856e+00 -9.7876e-01 +1.6384e-01 +2.5788e+00 -3.0835e+00 -1.9466e+00 -3.8652e+00 -6.7331e-01 +8.2399e-01 -1.4820e+00 -1.5632e+00 -3.9144e-01 -2.1218e-01 -2.4834e+00 -1.0935e+00 -1.2368e+00 -2.2461e+00 +2.9059e+00
4042 +2.141688539e+03 +2.141688539e+03 +3.141688539e+03 +3.141688539e+03 +1.6637e+00 +3.6295e+00 +1.2818e+00 +9.4634e-01 -2.1978e+00 +3.1943e+00 -2.6515e+00 +4.4434e-01 -3.4426e+00 -6.0451e-02 -7.4465e-01 -3.2993e+00 +5.5195e-01 -2.7717e+00 -8.1355e-01 -2.8469e+00 -2.2039e+00 -6.4244e-01 -1.6775e+00 +1.9506e+00
11132 +3.375622936e+02 +3.375622936e+02 +1.337562294e+03 +1.337562294e+03 +2.3995e+00 -1.6561e-01 +2.1696e-01 +1.0081e+00 +6.4804e-01 +1.2536e+00 -2.3475e+00 -4.7449e-01 -5.7304e-01 +6.9198e-02 -1.5785e+00 -1.0404e+00 -1.5752e+00 -1.1304e+00 -5.1309e-01 -3.0175e+00 -1.0086e+00 -6.5083e-01 -1.3828e+00 +1.2848e+00
13281 +1.797910131e+02 +1.797910131e+02 +1.179791013e+03 +1.179791013e+03 +1.5390e+00 -1.3753e+00 +1.6257e+00 +4.3167e-01 +9.8288e-02 +1.1138e+00 -2.3510e+00 +5.4587e-01 +4.6274e-01 -7.1989e-01 -1.5954e+00 -3.4919e-01 -9.7409e-01 -7.0916e-01 -6.5951e-01 -2.7115e+00 -8.0725e-01 -7.5636e-01 -9.0079e-01 +1.3142e+00
14155 +8.734797101e+01 +8.734797101e+01 +1.087347971e+03 +1.087347971e+03 +1.4489e+00 -1.4551e+00 +1.1058e+00 +9.4582e-01 +1.5653e-01 +1.0763e+00 -2.5717e+00 +5.8307e-01 +3.8184e-01 -8.8352e-01 -1.5695e+00 -2.9866e-01 -1.0674e+00 -9.3205e-01 -3.8158e-01 -2.6549e+00 -7.2262e-01 -8.3867e-01 -7.3125e-01 +1.3579e+00
15533 +6.305171910e+01 +6.305171910e+01 +1.063051719e+03 +1.063051719e+03 +9.4940e-01 -1.4291e+00 +1.3239e+00 +7.9941e-01 +3.9119e-01 +1.1429e+00 -2.5971e+00 +4.4651e-01 +4.0083e-01 -1.1245e+00 -1.5780e+00 -3.9242e-01 -1.0386e+00 -9.1962e-01 -4.5114e-01 -2.6764e+00 -7.2704e-01 -9.2895e-01 -7.6961e-01 +1.3526e+00
15934 +3.410931569e+01 +3.410931569e+01 +1.034109316e+03 +1.034109316e+03 +8.3491e-02 -1.4183e+00 +1.2614e+00 +6.2702e-01 +6.7114e-01 +1.2412e+00 -2.6067e+00 +6.3386e-01 +2.9882e-01 -1.5329e+00 -1.5787e+00 -3.8712e-01 -1.0330e+00 -9.3476e-01 -5.1668e-01 -2.6243e+00 -7.5562e-01 -9.9038e-01 -7.7114e-01 +1.3612e+00
16252 +9.106345998e+00 +9.106345998e+00 +1.009106346e+03 +1.009106346e+03 +1.1735e+00 -7.4775e-01 +9.2262e-01 -2.9277e-01 +9.3112e-01 +8.1770e-01 -2.5590e+00 -8.9329e-01 -2.2618e-01 +1.5552e-01 -1.9656e+00 -2.3912e-01 -1.0864e+00 -3.3600e-01 -6.5181e-01 -2.4120e+00 -1.0557e+00 -7.5592e-01 -1.1217e+00 +1.3691e+00
16475 +5.694322641e+00 +5.694322641e+00 +1.005694323e+03 +1.005694323e+03 +1.6962e+00 -8.9241e-01 +9.7800e-01 -1.6075e-01 +9.7804e-01 +1.3309e+00 -2.5894e+00 +3.0101e-01 -6.8228e-02 -2.1816e+00 -1.8244e+00 -2.7653e-01 -1.0977e+00 -1.0066e+00 -5.7859e-01 -2.3971e+00 -9.1989e-01 -8.9098e-01 -1.3893e+00 +1.3349e+00
16850 +3.717718273e+00 +3.717718273e+00 +1.003717718e+03 +1.003717718e+03 +1.1837e+00 -5.3436e-01 +1.3042e+00 -5.9298e-01 +6.1800e-01 +1.1240e+00 -2.2940e+00 +6.0957e-01 -1.6516e-01 -2.8052e+00 -1.8760e+00 -2.7596e-01 -1.0170e+00 -1.2087e+00 -6.8168e-01 -2.6221e+00 -6.9849e-01 -8.6885e-01 -1.6055e+00 +1.3059e+00
17968 +2.508861374e+00 +2.508861374e+00 +1.002508861e+03 +1.002508861e+03 -1.1023e+00 -3.6268e-01 +1.3325e+00 -8.6017e-01 +4.3661e-01 +1.2563e+00 -2.3837e+00 +1.2712e+00 -1.3616e-01 -2.5784e+00 -1.3975e+00 -4.2332e-01 -1.2077e+00 -1.4648e+00 -8.1062e-01 -2.3517e+00 -7.1142e-01 -8.1167e-01 -2.0736e+00 +1.4516e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
