% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.437369947e+01 +8.437369947e+01 -9.156263005e+02 -9.156263005e+02 +2.4114e+00 -4.3059e+00 -4.8112e+00 -7.2891e-01 -9.6966e-01 +3.9193e+00 -2.1463e+00 +1.3543e+00 +1.2789e+00 -2.5655e+00 -6.1043e-01 +4.2497e-01 -1.8127e-01 -9.3901e-01 +3.0066e+00 -1.7271e+00 -1.0166e+00 +6.0990e-01 +4.1890e-02 +3.0573e+00
2946 +6.283541489e+01 +6.283541489e+01 -9.371645851e+02 -9.371645851e+02 +1.2344e+00 -1.4547e+00 +2.5198e+00 -1.6553e+00 +4.9548e-01 +3.3113e+00 -1.0291e-02 +1.2171e+00 +2.5053e+00 -2.4436e-01 -8.0531e-01 -4.3316e+00 +8.3703e-01 +4.2443e+00 -2.5124e+00 -2.0288e+00 +4.7493e-01 -2.7074e+00 +1.8433e+00 +5.9137e+00
5127 +3.000807505e+01 +3.000807505e+01 -9.699919249e+02 -9.699919249e+02 +1.3140e+00 -1.9791e-01 +1.0530e+00 -2.4706e+00 -1.1976e+00 +2.0086e+00 +1.6976e+00 +7.2328e-01 +1.2888e+00 -2.0078e+00 -1.3331e+00 -3.9073e+00 +1.8920e+00 +4.1600e+00 -2.1599e+00 -4.3357e+00 +1.3438e+00 +2.7366e+00 +2.3868e+00 +4.0872e+00
6406 +2.471587938e+01 +2.471587938e+01 -9.752841206e+02 -9.752841206e+02 +1.9784e+00 -2.6897e-01 +2.3587e+00 -2.4353e+00 -1.1339e+00 +3.8200e+00 +1.7912e+00 +1.9630e+00 +2.0593e+00 -1.8381e+00 -1.3923e+00 -3.4479e+00 +5.1304e-01 +4.5613e+00 -3.0174e+00 -4.0453e+00 +8.7129e-01 +2.1325e+00 +1.6085e+00 +5.4573e+00
6905 +1.531589771e+01 +1.531589771e+01 -9.846841023e+02 -9.846841023e+02 +1.8134e+00 -2.1019e+00 +1.9695e+00 -3.3259e+00 -9.6228e-01 +4.9705e+00 +4.5015e+00 +3.3337e+00 +1.1960e+00 -2.4072e+00 -1.7422e+00 -2.6756e+00 -1.3547e+00 +2.9751e+00 -3.9289e+00 -5.6711e+00 +4.4479e-02 +1.9558e+00 -8.5962e-01 +3.7583e+00
9109 +9.908232148e+00 +9.908232148e+00 -9.900917679e+02 -9.900917679e+02 +2.7754e+00 -2.4435e+00 +2.3197e+00 -2.7162e+00 -9.2054e-01 +4.7276e+00 +4.0745e+00 +3.8066e+00 +1.0697e+00 -1.7962e+00 -2.0087e+00 -1.7727e+00 -4.8526e-01 +3.1445e+00 -2.9413e+00 -4.8021e+00 +2.4052e-01 +1.3723e+00 -3.7044e-01 +2.8280e+00
12815 +6.159076280e+00 +6.159076280e+00 -9.938409237e+02 -9.938409237e+02 +2.0221e+00 -1.8241e+00 +3.4062e+00 -3.2092e+00 -9.5779e-01 +4.8371e+00 +3.7531e+00 +4.3769e+00 +2.4903e+00 -1.8266e+00 -2.6104e+00 -1.7132e+00 -6.7231e-01 +4.7313e+00 -4.5447e+00 -4.6882e+00 +7.9706e-01 +1.1854e+00 -1.1257e+00 +3.0219e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.648468668e+01 +8.648468668e+01 +1.086484687e+03 +1.086484687e+03 -2.3677e+00 +3.5741e+00 -2.5130e+00 -6.7326e-01 -2.9199e+00 -3.5291e+00 -1.5883e-01 +2.3934e+00 +3.9868e+00 -9.8737e-02 +3.0368e+00 -2.5939e+00 +4.7203e+00 +1.8838e+00 +3.6304e+00 +1.7059e+00 -2.1521e+00 -3.9588e+00 +4.1749e+00 -3.3084e+00
2464 +6.207779060e+01 +6.207779060e+01 +1.062077791e+03 +1.062077791e+03 -2.7004e+00 -3.1991e+00 -1.5503e+00 -3.7132e-01 +7.7641e-01 -6.5855e-01 -2.7833e-01 +1.5297e+00 -3.6637e+00 -1.6313e+00 -2.9228e+00 +1.7261e+00 -4.4180e-02 -4.2258e+00 -7.5819e-01 -4.0680e+00 +3.4953e+00 -1.2880e+00 +2.2942e+00 +1.7932e+00
3325 +2.607355827e+01 +2.607355827e+01 +1.026073558e+03 +1.026073558e+03 -2.0534e+00 -4.3478e+00 -3.6693e-01 -3.9238e+00 +2.1963e+00 -3.6841e+00 +9.4055e-01 -3.1121e-01 -2.7992e+00 -3.9332e+00 -4.3490e+00 -1.2708e-01 -1.2342e+00 -2.0916e+00 -1.0159e+00 -4.6702e+00 +2.2073e+00 -2.0191e+00 +2.4934e+00 +1.6920e+00
4004 +1.594894087e+01 +1.594894087e+01 +1.015948941e+03 +1.015948941e+03 -2.6508e+00 -2.0722e+00 +1.9108e-01 -2.8069e+00 +2.1989e+00 -4.3152e+00 +1.6755e+00 -5.7116e-01 -2.6816e+00 -2.8445e+00 -3.2412e+00 -9.5411e-01 -6.2697e-01 -5.2413e+00 -1.9947e+00 -4.1545e+00 +2.5448e+00 -2.0890e+00 +3.4485e+00 +1.7066e+00
5023 +1.532626185e+01 +1.532626185e+01 +1.015326262e+03 +1.015326262e+03 -3.0999e+00 -4.4107e+00 +1.5587e-01 -3.7188e+00 +1.4296e+00 -3.8956e+00 +2.3901e+00 -4.8939e-01 -2.9651e+00 -3.7675e+00 -2.9706e+00 -1.3645e+00 -1.4787e+00 -5.2813e+00 -3.1004e+00 -5.3879e+00 +4.8805e+00 -1.7735e+00 +3.9143e+00 +8.7945e-01
5613 +8.606968798e+00 +8.606968798e+00 +1.008606969e+03 +1.008606969e+03 -3.3310e+00 -3.1450e+00 +2.9794e-01 -2.5449e+00 +1.1448e+00 -2.8161e+00 +2.6338e+00 +5.1952e-01 -3.5114e+00 -2.9170e+00 -2.7882e+00 -2.5386e+00 -3.3205e-01 -4.4312e+00 -2.6915e+00 -5.3429e+00 +2.3589e+00 -1.8383e+00 +3.2460e+00 +1.7032e+00
6534 +6.109817395e+00 +6.109817395e+00 +1.006109817e+03 +1.006109817e+03 -2.7216e+00 -4.1702e+00 +1.5560e-01 -3.0114e+00 +1.2202e+00 -3.3422e+00 +1.2383e+00 -3.2275e-01 -3.0549e+00 -2.9098e+00 -2.9135e+00 -2.6163e+00 -7.0579e-01 -4.7857e+00 -2.2685e+00 -4.2403e+00 +2.6728e+00 -2.1669e+00 +3.2788e+00 +1.4451e+00
6921 +2.679421121e+00 +2.679421121e+00 +1.002679421e+03 +1.002679421e+03 -3.6396e+00 -4.0098e+00 +9.7546e-01 -2.8526e+00 +1.3342e+00 -2.9513e+00 +1.3313e+00 +6.3534e-01 -2.2641e+00 -3.4750e+00 -3.1660e+00 -2.3554e+00 -8.4675e-01 -4.9057e+00 -2.2277e+00 -5.0068e+00 +2.8996e+00 -3.1591e+00 +3.2854e+00 +2.1730e+00
8128 +2.360883092e+00 +2.360883092e+00 +1.002360883e+03 +1.002360883e+03 -3.2439e+00 -3.9936e+00 -9.9418e-02 -2.9725e+00 +7.8410e-01 -3.3835e+00 +8.7445e-01 +4.2602e-01 -3.2214e+00 -3.4429e+00 -3.7176e+00 -1.9275e+00 -4.9444e-01 -4.4254e+00 -2.9147e+00 -4.5765e+00 +2.4150e+00 -3.2493e+00 +2.6648e+00 +2.3991e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
