% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.150574373e+03 +1.150574373e+03 +1.133634373e+03 +1.133634373e+03 +7.1457e-01 -1.0439e+00 +2.1130e+00 +2.2754e+00 -2.5276e+00 -2.3935e+00 +2.8661e+00 -4.4613e+00 -3.3427e+00 -1.1880e+00 +2.5603e+00 +3.4201e+00 +2.4275e+00 +3.8092e+00 +2.1428e-01 -3.8865e+00 -1.2336e+00 -3.1142e+00 +4.0955e+00 -2.1564e+00
2 +3.420644816e+02 +3.420644816e+02 +3.251244816e+02 +3.251244816e+02 -1.9344e+00 -4.8080e+00 +3.1676e+00 +2.1584e+00 -4.4377e+00 +3.4840e+00 +2.9230e+00 +1.6572e+00 -4.5286e+00 -2.2334e+00 -3.9242e+00 +1.7347e+00 -3.5568e+00 -2.3791e+00 -3.3618e+00 -2.5809e+00 +3.7801e+00 +3.3379e+00 -9.6654e-01 -4.0158e+00
6 +1.967178083e+02 +1.967178083e+02 +1.797778083e+02 +1.797778083e+02 -4.3445e+00 +1.8771e+00 +9.0310e-01 +4.1803e+00 +1.0620e+00 +4.0215e+00 -3.4581e+00 +2.7997e+00 +4.1981e-01 -2.0227e+00 +1.3673e+00 +1.7616e+00 -2.4028e+00 +6.6193e-01 +3.6025e+00 -5.3366e-01 +7.5643e-01 -7.2082e-01 +1.3832e+00 -2.0745e+00
8 +1.290468661e+02 +1.290468661e+02 +1.121068661e+02 +1.121068661e+02 +3.3475e+00 -2.7615e+00 -2.7997e+00 -2.8299e+00 -3.2134e+00 -4.8823e+00 -9.2461e-02 +2.3020e+00 -2.8846e+00 -2.9467e+00 -1.9693e-01 -5.1221e-01 -1.8296e+00 +1.1509e+00 +3.5395e+00 +7.4965e-01 -3.8102e+00 -4.0671e+00 +1.5573e+00 +9.4479e-01
10 +8.703607152e+01 +8.703607152e+01 +7.009607152e+01 +7.009607152e+01 +4.5366e+00 -2.0130e+00 -9.1056e-01 -1.9874e-01 +2.0513e+00 +1.2341e+00 +3.5083e+00 +3.2195e+00 +4.5566e+00 -4.0605e+00 -1.7632e+00 -1.0235e+00 -3.3312e+00 -2.2236e-01 -3.1338e+00 +1.0880e+00 -1.4270e+00 -6.0776e-01 -8.5098e-01 +2.1537e+00
45 +6.296388463e+01 +6.296388463e+01 +4.602388463e+01 +4.602388463e+01 -1.4324e-01 +5.0000e+00 -3.8141e+00 -3.3499e+00 +4.3441e+00 +1.6170e+00 -2.7533e-01 -2.0809e+00 -3.1487e+00 -5.0000e+00 +4.8923e+00 +5.0000e+00 +2.1714e+00 -4.1853e-01 -1.4932e+00 +2.9632e-02 +4.5509e-01 +1.3877e+00 -2.8081e+00 -2.4187e+00
1286 +3.971421776e+01 +3.971421776e+01 +2.277421776e+01 +2.277421776e+01 +2.3201e-01 -2.0910e+00 -2.9776e+00 +1.1074e+00 +1.5069e+00 +2.4387e-01 +2.3625e+00 -3.4659e+00 -2.5000e+00 -4.9092e+00 +4.0856e+00 -1.0023e+00 -3.2017e+00 -9.5317e-01 -1.0012e+00 +1.4378e+00 +1.1998e+00 +1.2237e-01 +8.2198e-01 -3.5241e-01
1727 +2.234427343e+01 +2.234427343e+01 +5.404273430e+00 +5.404273430e+00 +1.3160e+00 +3.4954e+00 -4.0120e+00 +2.1156e+00 +1.4997e+00 -5.0000e+00 +3.3491e+00 -4.2416e+00 -4.8637e+00 -4.8952e+00 +4.3752e+00 +0.0000e+00 +5.4809e-01 -9.4204e-01 +2.2449e+00 +2.8605e+00 +3.3256e+00 +1.4621e+00 +7.6982e-01 -1.7812e+00
5231 +1.538177025e+01 +1.538177025e+01 -1.558229753e+00 -1.558229753e+00 +1.5549e+00 +1.8851e+00 -2.8103e+00 +2.4189e+00 +8.6147e-01 -3.4427e+00 +3.9649e+00 -4.0053e+00 -4.9778e+00 -5.0000e+00 +4.1612e+00 +5.5297e-01 +7.6930e-01 -7.0738e-01 +1.2284e+00 +4.8157e+00 +2.7018e+00 +1.5179e+00 +9.0295e-01 +9.3641e-01
11139 +9.795038601e+00 +9.795038601e+00 -7.144961399e+00 -7.144961399e+00 +1.3547e+00 +2.3276e+00 -2.8674e+00 +1.8070e+00 +8.6478e-01 -4.1205e+00 +3.7336e+00 -4.0009e+00 -4.9922e+00 -5.0000e+00 +4.3252e+00 +5.7013e-01 +6.8662e-01 -3.4051e-02 +1.3290e+00 +4.7356e+00 +2.7856e+00 +1.2852e+00 +1.0159e+00 +2.1431e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
