% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.433522187e+07 +2.433522187e+07 +2.433501199e+07 +2.433501199e+07 +4.6475e+00 -1.1440e+00 +2.9601e+00 +2.4907e-01 -1.6358e+00 -1.4719e-01 -2.8781e+00 -2.8256e+00 +7.9004e-01 +4.8377e+00 +3.9807e+00 +1.6387e+00 -3.5508e+00 -2.8463e+00 +1.4433e+00 -2.1010e+00 +1.3814e+00 +3.3723e-01 +2.1737e+00 -1.2594e+00
3 +6.950220205e+06 +6.950220205e+06 +6.950010325e+06 +6.950010325e+06 +4.3826e+00 -2.7309e+00 -1.1202e-01 +3.8132e+00 -6.1994e-01 +2.3812e+00 +1.0787e+00 +3.2448e+00 +1.8363e+00 -3.3924e+00 -1.3286e+00 +3.8221e+00 +1.6385e+00 +3.4262e-01 +2.5685e+00 +1.7085e+00 +2.3549e+00 +4.4245e+00 -2.8193e+00 +9.2612e-01
5 +3.186986757e+06 +3.186986757e+06 +3.186776877e+06 +3.186776877e+06 +2.7337e+00 -4.2044e+00 +1.1291e-01 +1.7350e+00 -6.8429e-01 -5.9251e-02 -1.4205e+00 -2.2189e+00 -6.7207e-01 +3.1827e+00 +2.9599e+00 +2.6320e+00 +3.9983e+00 -2.1568e+00 +4.3787e+00 -2.6092e+00 -4.2196e+00 +9.1091e-01 -3.6480e+00 +1.9771e+00
220 +1.929222367e+06 +1.929222367e+06 +1.929012487e+06 +1.929012487e+06 +1.3274e+00 -5.6861e+00 +1.0820e-01 +2.1591e+00 -3.9472e+00 -4.4321e+00 +1.3939e+00 -7.5246e+00 -2.3713e+00 +7.2421e+00 -1.2500e+01 +3.6121e+00 +1.4079e+00 +3.9299e+00 -3.4145e+00 -3.1036e-01 -1.3460e+00 +2.7822e+00 -2.9376e+00 +1.7656e+00
245 +1.548900040e+06 +1.548900040e+06 +1.548690160e+06 +1.548690160e+06 +2.8066e+00 -1.2228e+00 -3.8164e+00 -1.1898e+00 +5.7115e-01 -6.1393e+00 -6.8165e+00 -2.0182e-01 +1.0988e-01 +2.0611e+00 -3.9610e+00 +2.9623e+00 -8.3064e-01 +3.1220e+00 -1.4304e-01 -2.2842e+00 -3.7631e+00 +4.2100e+00 -2.5356e+00 +2.6607e+00
506 +8.617117793e+05 +8.617117793e+05 +8.615018993e+05 +8.615018993e+05 +7.4365e+00 +1.3815e+00 -6.5847e+00 -3.4352e+00 +6.0723e+00 -3.1312e+00 -8.0307e+00 -1.2819e+00 +3.7397e+00 +1.0780e+01 -1.2056e+01 +2.1319e+00 -3.5537e-01 +2.1088e+00 -9.2048e-01 -4.9525e+00 -3.1126e+00 +2.5041e+00 -2.7112e+00 +2.0283e+00
1020 +4.240874373e+05 +4.240874373e+05 +4.238775573e+05 +4.238775573e+05 -7.7233e+00 +2.9218e+00 -3.3459e+00 -4.5455e-01 -1.8319e+00 -5.4366e+00 -2.4374e+00 +5.8969e+00 +1.3428e+01 +5.6077e+00 -2.0223e+00 +1.0829e+00 +1.3372e+00 -3.7437e+00 -2.0077e-01 -4.6743e+00 -3.4343e+00 +2.9548e+00 -1.9314e+00 +1.8431e+00
1102 +3.483449012e+05 +3.483449012e+05 +3.481350212e+05 +3.481350212e+05 -5.7364e+00 -3.6511e+00 -8.8779e+00 -1.0335e+01 +3.6616e+00 +1.4763e+00 -9.4784e+00 +5.9286e-01 +7.2763e+00 +9.8963e+00 -5.3128e+00 +1.2728e+00 +2.9228e+00 -4.9176e+00 -1.0951e+00 -4.0915e+00 -3.7010e+00 +3.0556e+00 -2.4206e+00 +2.0055e+00
1414 +2.275763875e+05 +2.275763875e+05 +2.273665075e+05 +2.273665075e+05 -1.2922e+01 +1.3212e+00 -2.8405e+00 -6.6087e+00 +1.1605e-01 -1.3264e+01 -5.8051e+00 -4.5059e-01 +7.4688e+00 +6.7037e+00 -7.1429e+00 +3.4060e+00 +4.3185e+00 -3.2629e+00 -1.2296e+00 -3.4006e+00 -3.0761e+00 +3.0952e+00 -2.2115e+00 +2.0120e+00
2057 +1.339420249e+05 +1.339420249e+05 +1.337321449e+05 +1.337321449e+05 -3.4444e+01 +1.0371e+01 -8.8331e+00 -3.7630e+00 +5.0743e+00 +5.8105e+00 -5.4683e+00 -1.1800e+00 +5.1922e+00 +6.9745e+00 -4.2705e-01 +8.7541e-01 +1.6304e+00 -1.1228e+00 -7.8922e-01 -3.6388e+00 -2.7647e+00 +2.8395e+00 -2.4551e+00 +1.7779e+00
2122 +8.282807950e+04 +8.282807950e+04 +8.261819950e+04 +8.261819950e+04 -2.7474e+01 +1.3526e+01 -7.2236e+00 -3.1017e+00 +9.2169e+00 +1.1650e+00 -5.5842e+00 -1.6611e+00 +3.6553e+00 +1.4078e+00 +1.1386e+00 +5.8011e-01 +1.9367e+00 -2.5909e+00 -1.5343e+00 -3.6063e+00 -2.9093e+00 +3.0761e+00 -2.3592e+00 +2.0297e+00
