% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.651680524e+02 +3.651680524e+02 +3.559580524e+02 +3.559580524e+02 -1.1207e+00 -2.1841e+00 -4.0463e+00 -2.1092e+00 -3.8599e+00 -2.0797e+00 +2.3633e+00 -8.7983e-01 +4.3464e-01 +3.0890e+00 -3.1719e+00 -4.7101e+00 -3.0310e+00 +9.2568e-01 +4.4215e+00 -3.0094e+00 +4.0319e+00 +1.7537e+00 -6.2382e-01 -1.3106e+00
10 +2.362901997e+02 +2.362901997e+02 +2.270801997e+02 +2.270801997e+02 +4.0070e+00 +4.6589e+00 -2.3207e+00 +4.9002e+00 +1.7024e+00 +1.8652e+00 +8.8280e-01 -3.8241e+00 -1.3476e+00 -4.0412e+00 -4.2929e+00 -4.2409e+00 +4.4064e+00 -4.8513e+00 -1.0665e+00 -2.9809e+00 +4.0586e+00 +4.8142e+00 -2.9086e+00 +5.7390e-01
83 +1.573214665e+02 +1.573214665e+02 +1.481114665e+02 +1.481114665e+02 +1.8208e+00 +2.3484e+00 -3.3501e+00 +5.0000e+00 +4.6678e+00 -4.3899e-01 +4.2294e+00 +8.1754e-01 -2.0881e+00 -1.5222e+00 +2.3397e+00 -5.0000e+00 +1.6077e+00 +2.7570e+00 -5.0000e+00 -5.0000e+00 +2.8405e+00 +3.8021e+00 -5.0000e+00 +5.0000e+00
221 +9.973387147e+01 +9.973387147e+01 +9.052387147e+01 +9.052387147e+01 +3.1271e-01 +5.0000e+00 +5.0000e+00 -4.2468e-01 -5.1018e-01 +9.9640e-01 +5.0000e+00 -6.4170e-01 -5.0000e+00 -4.1382e+00 -4.9992e+00 -5.0000e+00 +4.3657e+00 +5.0000e+00 -4.2021e+00 -5.0000e+00 +5.0000e+00 +2.7678e+00 -4.6218e+00 +4.7433e+00
331 +5.416885041e+01 +5.416885041e+01 +4.495885041e+01 +4.495885041e+01 +3.4246e+00 +7.2584e+00 +6.3806e+00 +6.7741e+00 +8.5258e-01 +4.5012e+00 +7.4796e-01 +1.6790e+00 +5.5151e+00 -5.0183e+00 -4.4316e+00 -5.2230e+00 +5.8625e+00 +5.7037e+00 -3.1687e+00 -5.4177e+00 +3.4772e+00 +4.6006e+00 -1.0486e+01 +5.1420e+00
396 +3.385827202e+01 +3.385827202e+01 +2.464827202e+01 +2.464827202e+01 +5.0000e+00 +5.0000e+00 +5.0000e+00 -9.6910e-01 +7.8707e-01 +5.0000e+00 +5.0000e+00 +2.9280e+00 +3.5822e+00 -4.4649e+00 -5.0000e+00 -4.9400e+00 +4.9807e+00 +4.7395e+00 -5.0000e+00 -4.8577e+00 +4.6039e+00 +4.9356e+00 -5.0000e+00 +5.0000e+00
483 +2.340185316e+01 +2.340185316e+01 +1.419185316e+01 +1.419185316e+01 +4.9700e+00 +2.2828e+00 +5.0000e+00 +9.8608e-01 -7.3046e-01 +5.0000e+00 +4.2978e+00 +5.0000e+00 +5.0000e+00 -4.9646e+00 -4.9130e+00 -4.6945e+00 +4.9485e+00 +4.7559e+00 -5.0000e+00 -4.7875e+00 +4.8663e+00 +4.9867e+00 -5.0000e+00 +4.9154e+00
722 +1.367631964e+01 +1.367631964e+01 +4.466319638e+00 +4.466319638e+00 +5.0000e+00 +6.8602e-01 +5.0000e+00 +5.0000e+00 -4.7668e+00 +5.0000e+00 +5.0000e+00 +3.5993e+00 +5.0000e+00 -3.7981e+00 -5.0000e+00 -4.8093e+00 +4.8002e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
835 +7.599620694e+00 +7.599620694e+00 -1.610379306e+00 -1.610379306e+00 +7.7220e+00 +3.5466e+00 +4.9877e+00 +3.2774e+01 -1.3314e+01 +1.0441e+01 +9.5374e+00 +4.5417e+00 +6.0405e+00 -8.0666e+00 -3.7753e+00 -5.2826e+00 +6.1542e+00 +5.0885e+00 -4.9361e+00 -5.1937e+00 +5.0387e+00 +5.2139e+00 -8.2994e+00 +4.9590e+00
908 +3.454071195e+00 +3.454071195e+00 -5.755928805e+00 -5.755928805e+00 +5.0000e+00 +3.4594e+00 +4.9906e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 +4.4199e+00 +5.0000e+00 -5.0000e+00 -4.9428e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -4.9714e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
