% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.491897367e+01 +1.491897367e+01 +2.178897367e+01 +2.178897367e+01 +3.4617e+00 -4.4191e+00 -3.2510e+00 +4.3377e+00 +3.1015e+00 +4.0926e+00 +1.1860e+00 -1.3755e+00 -5.1904e-01 -2.4808e+00 -4.7220e+00 +3.7663e+00 -4.8642e+00 -4.6994e+00 -2.5693e+00 -3.5129e+00 +4.3876e+00 +3.6726e+00 +4.8404e+00 -1.8708e+00
7 +7.358139210e+00 +7.358139210e+00 +1.422813921e+01 +1.422813921e+01 -3.6074e+00 +1.1169e+00 +4.0696e+00 -2.1479e+00 -2.8400e+00 -3.2774e-01 -3.0601e+00 -4.3237e+00 -3.8975e+00 -6.2068e-01 -4.8341e+00 -4.8720e+00 +2.3391e+00 -4.2711e+00 +4.3540e+00 -3.8445e+00 +6.7814e-01 -7.4896e-01 +1.9370e+00 +3.3000e+00
98 +5.893946571e+00 +5.893946571e+00 +1.276394657e+01 +1.276394657e+01 +3.8883e+00 +4.6672e-01 +3.0880e+00 +3.2370e+00 +1.0958e+00 +4.2603e+00 -2.2039e+00 -5.2400e-01 -2.9524e-01 -2.7475e+00 +3.4888e+00 +3.7606e+00 +1.2977e+00 -6.6985e-01 -4.9998e+00 +4.1043e+00 -3.1856e+00 +1.7299e+00 +2.8655e+00 +1.1360e+00
7162 +3.934267534e+00 +3.934267534e+00 +1.080426753e+01 +1.080426753e+01 -3.6057e+00 -1.2347e+00 +4.4539e+00 -2.1926e+00 -1.1008e+00 -3.8542e+00 +3.8149e+00 +3.2923e+00 +1.2232e+00 -2.2056e-01 +2.8255e+00 -2.8812e+00 -4.4401e+00 -2.6748e+00 +4.5205e+00 +3.0992e+00 -2.3836e+00 -4.3195e+00 +3.2486e+00 +2.5675e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.752328217e+00 +9.752328217e+00 +9.762328217e+00 +9.762328217e+00 -1.5887e+00 +4.6980e+00 +1.4057e+00 +2.4167e+00 -2.7271e+00 +2.3280e+00 -4.2976e+00 -3.7879e+00 -5.1430e-01 +2.0027e+00 -7.8303e-03 -2.6964e+00 +8.3309e-01 -4.1055e+00 -2.5641e+00 +3.3392e+00 +6.9670e-01 -1.1118e+00 +4.2794e+00 +9.9456e-02
97 +5.231571585e+00 +5.231571585e+00 +5.241571585e+00 +5.241571585e+00 -4.1049e+00 -2.0747e+00 -2.9881e+00 +4.5603e+00 -3.7949e+00 -3.1164e+00 +1.5436e+00 -4.6059e+00 +4.2040e+00 +6.7920e-01 +2.3069e+00 -3.6630e+00 +3.5173e+00 +2.4138e+00 +4.3739e+00 -9.8462e-01 -1.1890e+00 -8.1437e-02 +4.9210e+00 +3.6186e+00
1653 +3.754629035e+00 +3.754629035e+00 +3.764629035e+00 +3.764629035e+00 +3.2026e+00 -1.6538e+00 +4.3812e+00 +1.0916e+00 -2.7867e+00 -4.4730e+00 +8.0850e-01 -1.9631e+00 -4.9698e+00 -1.3252e+00 +1.2544e+00 +3.2184e+00 -4.9567e-01 -4.8741e+00 +2.4103e+00 -2.0260e+00 -3.0175e+00 -1.6060e+00 +4.5860e+00 +3.0708e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.443973178e+01 +1.443973178e+01 -1.161702682e+02 -1.161702682e+02 -3.8304e-01 +1.9016e+00 -1.4440e-01 -2.1954e+00 -3.9386e+00 +3.9061e+00 -3.8553e+00 -3.6775e+00 +3.4355e+00 +3.3287e+00 +7.3559e-01 -2.5969e-01 +4.5648e+00 +8.3725e-01 -1.9765e+00 -2.5074e+00 -1.4277e+00 -5.9959e-01 +3.3286e+00 -3.7456e+00
14 +9.060427407e+00 +9.060427407e+00 -1.215495726e+02 -1.215495726e+02 -1.3184e+00 +3.5989e+00 +9.2808e-01 +2.9550e+00 +3.4817e+00 -4.4902e+00 +4.4617e+00 +1.2384e+00 +4.4083e+00 +1.7822e+00 +1.1221e+00 -1.9429e+00 +1.8737e+00 +1.9855e-02 -7.2498e-01 +4.6813e+00 -1.6428e+00 +4.2851e+00 +2.5087e+00 -4.0795e-01
16 +4.881579760e+00 +4.881579760e+00 -1.257284202e+02 -1.257284202e+02 +4.2187e+00 -3.1324e+00 +3.8152e+00 -3.4563e+00 -8.1081e-01 +1.2085e+00 -1.5614e-01 +3.2983e+00 -1.3042e+00 -1.3128e+00 -4.0816e+00 +1.0008e-01 +1.3976e+00 +3.5121e+00 -3.1234e+00 -2.2099e+00 -3.8280e+00 +5.2912e-01 +6.5107e-01 -4.0999e+00
