% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.382714021e+03 +4.382714021e+03 +3.920624021e+03 +3.920624021e+03 -4.1698e+00 +2.8328e+00 -1.5551e+00 -2.2132e+00 -6.9065e-01 +2.2219e+00 +1.6028e+00 +1.0920e-01 -1.6783e-01 +2.7740e+00 +4.7657e+00 -7.8319e-01 -4.7347e+00 -1.6367e-01 +2.9229e+00 +4.2857e+00 +1.0910e+00 -9.0004e-01 -4.8136e+00 +3.3942e+00
3 +2.730394068e+03 +2.730394068e+03 +2.268304068e+03 +2.268304068e+03 -1.3306e+00 -3.7074e-01 +4.7979e+00 +3.9210e+00 -4.1409e+00 -2.1182e-01 +8.2751e-01 +4.8976e+00 +3.6549e+00 -3.8401e+00 -2.8191e+00 -1.7604e-01 -4.6553e+00 -2.3487e+00 +5.2694e-01 +2.2830e+00 +6.0728e-01 +2.0432e+00 +5.7310e-01 +1.8702e+00
11 +1.914391749e+03 +1.914391749e+03 +1.452301749e+03 +1.452301749e+03 +3.8462e+00 +7.5155e-01 -4.7818e+00 +4.5258e+00 -4.8297e+00 -7.6181e-01 -2.4068e+00 -4.6384e+00 -2.0672e+00 -4.1290e+00 +3.5867e+00 +2.1299e-01 -2.2160e+00 +4.2918e+00 -5.8847e-01 +1.6572e+00 +7.2910e-01 +3.2778e+00 -2.2773e+00 +1.8724e+00
13 +1.312261907e+03 +1.312261907e+03 +8.501719075e+02 +8.501719075e+02 +2.7370e-02 +1.6946e+00 +7.3615e-01 -2.5641e-01 +8.3444e-01 +3.5221e+00 -4.9549e-01 -2.8719e+00 -4.9999e+00 -3.7239e+00 -4.5805e+00 -3.2085e+00 -6.9231e-01 +4.0391e+00 -1.2665e+00 -2.5119e+00 -2.0795e+00 +3.4028e+00 +1.8963e+00 -4.3741e+00
93 +9.099776669e+02 +9.099776669e+02 +4.478876669e+02 +4.478876669e+02 -9.9217e-01 +1.7211e+00 +1.1618e+00 +9.2448e-02 -3.9858e-01 +2.2380e+00 -1.9776e+00 +3.3196e+00 +2.2026e+00 +2.1955e+00 +0.0000e+00 +1.5431e+00 -2.5816e+00 -4.4742e+00 -2.5506e+00 +3.2609e-01 -5.5684e-01 -2.8844e-01 -2.3769e-02 +4.0411e+00
185 +5.340885149e+02 +5.340885149e+02 +7.199851493e+01 +7.199851493e+01 -5.4786e-02 +2.3337e+00 -6.7110e-01 +1.5886e+00 -2.6944e+00 +2.9417e+00 -6.0727e-01 +3.6617e+00 +2.0140e+00 -1.0979e+00 -1.4848e+00 -4.1253e+00 -6.4416e-01 -4.3623e+00 -1.4429e+00 -1.4732e+00 +3.1968e-01 +8.0784e-01 +7.5769e-01 +3.0129e+00
727 +3.291649193e+02 +3.291649193e+02 -1.329250807e+02 -1.329250807e+02 -3.8368e-01 +1.3218e+00 -7.0549e-01 -1.7882e+00 -1.1136e+00 +3.4095e+00 -3.8338e-01 +4.7003e+00 +1.5104e+00 +1.1664e-01 -1.8679e+00 -3.2497e+00 -3.3888e-01 -4.9077e+00 +4.6679e-01 -3.5678e+00 +0.0000e+00 +3.6698e+00 +2.2295e+00 +1.5858e+00
1161 +2.169702243e+02 +2.169702243e+02 -2.451197757e+02 -2.451197757e+02 +1.2055e+00 +3.1882e+00 +7.5257e-01 -7.5175e-01 +1.6427e-01 +4.2316e+00 +5.9791e-01 +4.6196e+00 +6.6756e-01 -5.3941e-01 +6.9240e-01 -3.4385e+00 -6.5488e-01 -4.6608e+00 +8.2528e-01 -3.5646e+00 +1.1372e-01 +3.3437e+00 +2.0292e+00 +2.0875e+00
2542 +1.382179628e+02 +1.382179628e+02 -3.238720372e+02 -3.238720372e+02 +6.2890e-01 +3.1641e+00 +2.1305e+00 +8.0301e-01 -9.9213e-02 +3.9048e+00 +4.0625e-01 +4.5815e+00 +6.0812e-01 -6.6569e-01 +1.2011e+00 -3.7492e+00 -4.2080e-01 -4.5864e+00 +1.3389e+00 -3.4935e+00 +3.5355e-01 +3.3683e+00 +2.4759e+00 +2.4870e+00
4171 +9.973533776e+01 +9.973533776e+01 -3.623546622e+02 -3.623546622e+02 +4.8259e-01 +3.2637e+00 +2.1823e+00 +6.8927e-01 -1.4794e-01 +3.4724e+00 +4.9244e-01 +4.5864e+00 +6.3802e-01 -6.8174e-01 +1.2380e+00 -3.7468e+00 -3.2129e-01 -4.5848e+00 +1.3323e+00 -3.4942e+00 +3.0150e-01 +3.3059e+00 +2.4664e+00 +2.4409e+00
8434 +6.263242880e+01 +6.263242880e+01 -3.994575712e+02 -3.994575712e+02 +4.6270e-01 +3.2988e+00 +2.1846e+00 +7.2771e-01 +2.3066e+00 +3.7944e+00 +1.7958e+00 +4.5600e+00 +6.1934e-01 -5.5645e-01 +1.2339e+00 -3.8031e+00 -3.2462e-01 -4.6669e+00 +1.3767e+00 -3.5023e+00 +3.3747e-01 +3.3275e+00 +2.5131e+00 +2.3987e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.629520945e+04 +1.629520945e+04 +1.637286945e+04 +1.637286945e+04 +4.3623e+00 -1.5260e+00 -3.8057e+00 -3.8047e+00 +3.7665e+00 -3.4477e+00 +4.8222e+00 +4.0655e+00 +4.3709e+00 -2.2814e+00 -2.3096e+00 -4.0924e+00 -1.3980e+00 +3.1728e+00 +2.2035e+00 -1.0652e-01 +1.7741e+00 +4.1685e+00 +4.9413e+00 +6.0194e-01
2 +4.570775110e+03 +4.570775110e+03 +4.648435110e+03 +4.648435110e+03 +5.5840e-01 +5.8002e-01 +6.3100e-01 +3.1548e+00 -1.6066e+00 +1.0909e+00 -4.6687e+00 +1.4410e+00 -1.3286e+00 +6.6753e-01 -9.9147e-01 -8.0858e-01 +3.1166e+00 -2.5058e+00 -3.0776e+00 +6.6940e-01 -1.8303e+00 +1.0391e+00 -2.0676e+00 +9.6151e-01
