% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.861909361e+03 +3.861909361e+03 +3.954849361e+03 +3.954849361e+03 +4.8979e+00 +1.4150e+00 -7.3434e-02 -4.3447e-01 +2.9949e-01 -4.3705e+00 +1.5302e+00 +1.5047e+00 +1.0250e+00 +8.3079e-01 +4.9834e+00 +2.3429e+00 +4.4554e+00 -1.4078e-01 -2.8305e+00 -7.1686e-01 -3.0230e-01 +4.0280e+00 -1.6200e+00 -2.6350e+00
2 +9.141544013e+02 +9.141544013e+02 +1.007094401e+03 +1.007094401e+03 +2.8533e+00 -3.6728e-01 +1.7554e+00 -1.1950e+00 +2.3058e+00 +4.5913e+00 +5.9912e-01 +4.9373e+00 +3.6348e+00 +2.3035e+00 -1.8436e+00 -3.5314e+00 +3.5232e+00 +2.2654e+00 -8.8644e-01 -8.5432e-01 -1.9438e+00 -6.3141e-01 +4.3978e+00 -4.1735e+00
84 +5.993141099e+02 +5.993141099e+02 +6.922541099e+02 +6.922541099e+02 +7.0496e-01 +2.7797e-01 +3.4338e+00 -1.0347e+00 +5.0000e+00 +5.0000e+00 +4.6748e-01 +5.0000e+00 +2.6392e+00 +5.0000e+00 -4.9393e+00 -5.0000e+00 +1.9854e+00 +1.3138e+00 +4.8633e+00 -3.9921e+00 +1.9878e+00 -1.0777e+00 +4.8423e+00 -1.4541e+00
244 +3.756019513e+02 +3.756019513e+02 +4.685419513e+02 +4.685419513e+02 -2.1827e+00 +2.9283e+00 +2.6805e+00 -1.4358e-01 +3.9842e+00 +5.0000e+00 +8.3330e-02 +4.3894e+00 +4.4029e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +2.8739e+00 +2.1040e+00 +4.3601e+00 -1.6289e-01 -4.1655e-01 -2.4991e-01 +4.8308e+00 -3.9618e+00
344 +2.497613774e+02 +2.497613774e+02 +3.427013774e+02 +3.427013774e+02 -8.2876e-01 +4.4344e+00 +2.8679e+00 +1.9600e+00 +1.2565e+00 +4.1149e+00 -1.3112e+00 +3.2339e+00 +3.2667e+00 +4.7452e+00 -9.3526e-01 -4.6966e+00 +3.8560e+00 +9.1643e-01 +9.9858e-01 -4.3037e+00 +1.9034e+00 -2.9436e-01 +5.0000e+00 +0.0000e+00
515 +1.495686739e+02 +1.495686739e+02 +2.425086739e+02 +2.425086739e+02 -1.0755e+00 +1.7054e+00 +2.7992e+00 +4.0763e-01 +1.4791e+00 +2.9090e+00 -7.1685e-01 +4.1266e+00 +3.8955e+00 +4.5828e+00 -2.8885e+00 -4.8880e+00 +2.5000e+00 +1.4783e-01 +2.9040e-01 +5.2106e-01 +4.1166e+00 -2.0190e+00 +1.5939e+00 -3.6545e+00
774 +8.454210972e+01 +8.454210972e+01 +1.774821097e+02 +1.774821097e+02 -8.6414e-02 +2.7988e+00 +2.7129e+00 +6.3529e-01 +1.1020e+00 +3.0480e+00 -1.5382e-01 +3.5918e+00 +4.6122e+00 +4.6764e+00 -1.1936e+00 -4.8685e+00 +1.0045e+00 +1.1046e+00 +2.0149e-01 +7.7113e-02 +3.3458e+00 -3.0045e+00 +1.6003e+00 -1.3892e+00
1196 +6.081907823e+01 +6.081907823e+01 +1.537590782e+02 +1.537590782e+02 +4.6345e-01 +3.2348e+00 +2.5916e+00 +2.0396e+00 +4.1518e-01 +3.4754e+00 +4.2770e-01 +1.7145e+00 +4.6096e+00 +4.6878e+00 -1.1881e+00 -4.8581e+00 +1.3486e+00 +1.2255e+00 +1.7168e+00 +1.9181e-01 +3.7896e+00 -3.9992e+00 +1.4612e+00 -6.2525e-01
3745 +3.792033182e+01 +3.792033182e+01 +1.308603318e+02 +1.308603318e+02 +4.9301e-01 +3.4291e+00 +2.2594e+00 +4.0632e-01 +1.8338e+00 +2.7042e+00 +2.0553e+00 -9.5130e-01 +4.9037e+00 +3.6666e+00 +1.6604e+00 -4.8811e+00 +6.7805e-01 +1.7906e-01 +1.4588e+00 +1.6119e-01 +3.2504e+00 -4.0719e+00 +9.9008e-01 -1.0339e+00
4624 +2.410003454e+01 +2.410003454e+01 +1.170400345e+02 +1.170400345e+02 -3.6633e-01 +3.4277e+00 +2.7528e+00 +1.5185e+00 +1.7051e+00 +3.2938e+00 +2.4882e+00 -2.6208e+00 +4.9114e+00 +3.7573e+00 +3.8273e-01 -4.8129e+00 +4.8032e-01 +3.2281e-01 +9.5450e-01 +1.1024e+00 +2.9693e+00 -3.3324e+00 +1.6816e+00 -7.4647e-01
