% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.035379725e+03 +3.035379725e+03 +3.128319725e+03 +3.128319725e+03 +3.1261e+00 +1.2929e+00 +2.9232e+00 -3.4928e+00 -2.4954e+00 +4.4848e-01 +5.6321e-01 +4.2919e+00 -4.8993e+00 +2.3774e+00 -1.5920e+00 -1.9937e+00 +3.7585e+00 -2.9585e+00 -3.9250e+00 +5.2779e-01 +2.1449e+00 -9.3590e-01 +4.9666e+00 +1.7048e+00
2 +1.591681327e+03 +1.591681327e+03 +1.684621327e+03 +1.684621327e+03 -1.6979e+00 +3.0444e+00 -1.5909e+00 -9.8556e-01 +9.3128e-01 +3.2617e+00 +3.6288e+00 -1.3064e+00 +2.4899e+00 +4.7037e-01 +4.7640e+00 -4.8245e+00 +4.5263e+00 +2.9135e+00 -3.7569e+00 +3.8403e+00 -1.2824e-01 +3.7494e+00 +7.2079e-01 -2.5000e+00
10 +8.978939711e+02 +8.978939711e+02 +9.908339711e+02 +9.908339711e+02 +3.0370e-01 +2.9599e+00 -4.3611e+00 +2.9166e+00 -2.6936e+00 +3.1927e-01 +3.1762e+00 +4.2809e-01 +2.2536e+00 -3.1653e+00 +4.9271e+00 -1.3979e+00 +5.9435e-01 -4.8821e+00 +1.1336e+00 +4.5614e+00 +4.3087e+00 +2.6794e-01 +9.8434e-01 +1.9512e+00
109 +6.141237184e+02 +6.141237184e+02 +7.070637184e+02 +7.070637184e+02 +3.6047e+00 +1.8836e-01 -5.0000e+00 +1.8694e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 -4.6252e+00 +4.4672e+00 -3.8840e+00 +3.8777e+00 -4.2608e+00 +1.5998e+00 -2.9770e+00 +3.5897e+00 +5.0000e+00 +5.0000e+00 +2.9133e-01 +2.2575e-01 +5.0000e+00
210 +3.768169744e+02 +3.768169744e+02 +4.697569744e+02 +4.697569744e+02 +4.0195e+00 +2.6108e+00 -5.0000e+00 +3.0189e+00 -1.3429e+00 +3.2562e+00 +4.9957e+00 -5.0000e+00 +5.0000e+00 -2.6413e+00 +4.9250e+00 -4.7445e+00 -2.1283e+00 -1.4004e+00 +5.0000e+00 +2.1446e+00 +3.4605e+00 -2.1846e+00 +4.5160e+00 +5.0000e+00
291 +1.860395244e+02 +1.860395244e+02 +2.789795244e+02 +2.789795244e+02 +2.0373e+00 +3.5982e+00 -3.8691e+00 +3.1608e+00 -2.4313e-01 +3.5561e+00 +4.4724e+00 -4.1681e+00 +4.5088e+00 -2.8913e+00 +4.0238e+00 -4.3130e+00 -2.7096e+00 -1.5967e+00 +4.8893e+00 +1.9583e+00 +3.6979e+00 -2.4404e+00 +1.6036e+00 +3.7108e+00
523 +1.455693245e+02 +1.455693245e+02 +2.385093245e+02 +2.385093245e+02 +1.8943e+00 +2.6877e+00 -2.5970e+00 +2.4416e+00 +1.6805e+00 +3.5166e+00 +4.8012e+00 -3.4935e+00 +4.9029e+00 -1.2054e+00 +4.8961e+00 -4.7980e+00 -4.5946e+00 -2.7028e+00 +4.6625e+00 +5.0000e+00 +2.1567e+00 -2.3626e+00 +5.0000e+00 +3.0427e+00
676 +9.932811510e+01 +9.932811510e+01 +1.922681151e+02 +1.922681151e+02 +1.2607e+00 +8.6086e-01 -2.3695e+00 +1.1417e+00 +3.9677e+00 +3.4520e+00 +4.6868e+00 -4.6794e+00 +4.9792e+00 +7.4371e-01 +4.8188e+00 -4.3063e+00 -2.8938e+00 +2.3692e-01 +4.8260e+00 +1.7684e+00 +3.5057e+00 -4.5062e+00 +1.6593e+00 +3.0456e+00
2466 +5.819833074e+01 +5.819833074e+01 +1.511383307e+02 +1.511383307e+02 +9.6804e-01 -1.6981e-01 -2.5148e+00 +2.0465e+00 +3.3094e+00 +3.3887e+00 +3.8376e+00 -4.3587e+00 +4.9755e+00 +1.0961e+00 +4.8612e+00 -4.9039e+00 -1.3811e+00 +4.2034e-01 +4.6504e+00 +1.8457e+00 +3.0754e+00 -3.8167e+00 +2.3003e+00 +2.7099e+00
3287 +3.656873835e+01 +3.656873835e+01 +1.295087383e+02 +1.295087383e+02 +1.3416e+00 +2.4439e-01 -2.0709e+00 +2.3578e+00 +2.0753e+00 +3.1524e+00 +3.1247e+00 -4.1868e+00 +5.0000e+00 +1.2236e+00 +4.0517e+00 -4.7021e+00 -1.6322e+00 +9.4524e-02 +3.9065e+00 +2.5640e+00 +3.5559e+00 -4.1362e+00 +1.6390e+00 +2.1719e+00
6327 +2.475213210e+01 +2.475213210e+01 +1.176921321e+02 +1.176921321e+02 +9.1652e-01 +3.9931e-01 -1.9083e+00 +2.0994e+00 +1.7363e+00 +3.0868e+00 +2.8966e+00 -3.5347e+00 +4.9671e+00 +1.5177e+00 +3.7744e+00 -4.6753e+00 -1.8133e+00 +5.8026e-03 +3.5614e+00 +1.4263e+00 +3.1779e+00 -4.0007e+00 +1.6107e+00 +1.8490e+00
17273 +1.528250135e+01 +1.528250135e+01 +1.082225014e+02 +1.082225014e+02 +7.5217e-01 +1.9074e-01 -1.4667e+00 +2.3413e+00 +1.8414e+00 +3.5582e+00 +2.1275e+00 -2.4736e+00 +4.9994e+00 +1.7695e+00 +3.3970e+00 -4.7521e+00 -1.7643e+00 +2.2583e-01 +2.9754e+00 +1.8864e+00 +2.9778e+00 -3.4415e+00 +1.2565e+00 +2.0690e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.052883137e+03 +3.052883137e+03 +3.088233137e+03 +3.088233137e+03 -3.1376e+00 +9.4126e-01 -1.1737e-01 +8.9482e-01 -3.6298e+00 +2.4738e+00 -4.8458e+00 -4.8224e+00 +4.0736e+00 -2.9103e+00 +4.9089e+00 -3.0796e+00 +2.7813e+00 +1.0104e+00 -1.2531e+00 -3.6029e+00 -1.9827e+00 -1.3727e+00 +8.6956e-01 -3.3946e+00
4 +1.654062711e+03 +1.654062711e+03 +1.689412711e+03 +1.689412711e+03 +2.2645e+00 -2.8027e+00 -4.2626e+00 -1.0750e+00 +2.9800e+00 -1.4011e+00 +4.4272e+00 +1.3178e+00 -2.3536e+00 +7.9281e-01 +3.6269e+00 -1.7879e+00 +3.6625e+00 +2.8000e+00 +1.1815e-01 -2.2395e+00 +4.6949e+00 +1.4878e+00 +3.1215e+00 -3.8582e+00
9 +1.510928964e+03 +1.510928964e+03 +1.546278964e+03 +1.546278964e+03 -1.9813e+00 +4.3360e+00 -3.1950e-01 +3.2668e-01 +1.1900e+00 +2.6165e-01 -4.0957e+00 +1.1677e+00 +2.0235e-01 +2.8248e-01 -3.8040e+00 -2.6237e+00 +1.8809e+00 +2.0313e+00 -4.4656e+00 -1.9318e+00 +1.0307e+00 +2.9449e+00 +2.4268e+00 -1.8725e+00
50 +9.380913292e+02 +9.380913292e+02 +9.734413292e+02 +9.734413292e+02 +2.4797e+00 -1.1289e+00 -3.2188e+00 -2.2143e+00 -5.0000e+00 -4.6877e+00 +2.7596e+00 -2.0433e+00 +3.4611e+00 +3.1532e+00 +5.0000e+00 -4.4590e+00 +4.5179e+00 +2.3697e+00 -3.8933e+00 +2.0526e+00 +3.4735e+00 +2.5724e+00 +3.8798e+00 +3.1786e+00
89 +6.170594761e+02 +6.170594761e+02 +6.524094761e+02 +6.524094761e+02 +5.0000e+00 -5.0000e+00 -4.9445e+00 +2.0158e+00 -5.0000e+00 -5.0000e+00 +2.9281e+00 -4.4032e+00 +1.5895e+00 +5.0000e+00 +1.7036e+00 -5.0000e+00 +4.7871e+00 -7.3807e-01 +9.3919e-02 +2.3541e+00 +4.1682e+00 +1.9267e+00 +4.4297e+00 +5.0000e+00
92 +3.921633055e+02 +3.921633055e+02 +4.275133055e+02 +4.275133055e+02 +5.0000e+00 -2.5670e+00 -4.8617e-01 +1.9551e+00 -3.8760e+00 -5.0000e+00 +5.0000e+00 -2.6323e+00 +3.1932e+00 +2.6114e+00 +5.0000e+00 -5.0000e+00 +4.0216e+00 +5.0000e+00 +1.1758e+00 +4.3806e+00 +5.0000e+00 +9.5656e-01 +4.7197e+00 +1.5312e+00
130 +2.228959323e+02 +2.228959323e+02 +2.582459323e+02 +2.582459323e+02 +5.0000e+00 -5.0000e+00 +0.0000e+00 +6.5602e-01 -4.3678e+00 -4.6629e+00 +3.5666e+00 -2.4041e+00 +3.1906e+00 +3.4992e+00 +5.0000e+00 -4.5205e+00 +3.7066e+00 +3.7817e+00 +0.0000e+00 +3.9337e+00 +4.5213e+00 +6.8551e-01 +3.3566e+00 +1.9681e+00
473 +1.407248187e+02 +1.407248187e+02 +1.760748187e+02 +1.760748187e+02 +5.0000e+00 -3.0105e+00 +1.1431e+00 +4.2221e+00 -4.5977e+00 -4.2408e+00 +3.4638e+00 -3.4132e+00 +2.7636e+00 +3.6990e+00 +5.0000e+00 -4.5878e+00 +3.3982e+00 +4.6928e+00 -9.4593e-02 +2.3822e+00 +3.7066e+00 +0.0000e+00 +1.8452e+00 +2.7985e-01
1242 +9.926576264e+01 +9.926576264e+01 +1.346157626e+02 +1.346157626e+02 +5.0000e+00 -2.4313e+00 +1.0598e+00 +2.9515e+00 -4.4556e+00 -4.9471e+00 +1.7119e+00 -3.2492e+00 +3.1084e+00 +4.9077e-01 +5.0000e+00 -5.0000e+00 +3.5984e+00 +4.5256e+00 +9.2015e-01 +2.5066e+00 +3.7872e+00 -2.6038e-01 +7.1334e-01 -1.4501e+00
2231 +5.866884024e+01 +5.866884024e+01 +9.401884024e+01 +9.401884024e+01 +5.0000e+00 +3.4778e-01 +2.1265e+00 +2.7416e+00 -4.5114e+00 -4.9859e+00 +1.8528e+00 -1.7146e+00 +2.7743e+00 -6.1026e-01 +5.0000e+00 -4.9932e+00 +4.9990e+00 +4.6472e+00 +6.4504e-01 +3.2823e+00 +1.4578e+00 -6.5331e-01 -4.6719e-01 -1.1707e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.674022006e+03 +1.674022006e+03 +1.677842006e+03 +1.677842006e+03 -6.5723e-01 +1.2387e+00 -3.3896e+00 +2.3336e-01 -9.6495e-02 -2.0349e+00 -7.2699e-01 +2.8632e+00 -3.1094e+00 +3.2784e+00 +4.7325e+00 -1.2521e+00 -1.8878e-01 +3.2734e-01 -1.6971e+00 -7.1617e-01 -4.3540e+00 +3.0739e+00 -4.8676e+00 +2.3953e+00
5 +1.247616513e+03 +1.247616513e+03 +1.251436513e+03 +1.251436513e+03 +2.6023e+00 -4.8997e+00 +4.5865e+00 -4.5058e+00 -2.5809e+00 -8.3416e-01 -4.9750e+00 -1.2068e-01 -3.9897e+00 -4.0467e+00 -7.9680e-01 +3.3245e+00 +8.9424e-03 -2.7716e+00 +1.7580e+00 +4.9204e+00 -1.3674e-01 +1.6386e+00 -3.5318e+00 +1.3379e+00
23 +9.829368215e+02 +9.829368215e+02 +9.867568215e+02 +9.867568215e+02 +3.3130e+00 +2.1212e+00 -2.1782e+00 -3.6848e-01 -2.9148e-01 -7.1132e-01 +3.7317e+00 +4.4354e+00 +4.2665e+00 -2.2948e+00 -4.7461e+00 -3.2792e+00 -2.9784e+00 -3.1050e+00 +4.5967e-01 +3.6196e+00 +8.8217e-01 +3.4921e+00 -2.6647e+00 +1.1947e+00
109 +5.012886974e+02 +5.012886974e+02 +5.051086974e+02 +5.051086974e+02 +2.9819e+00 +5.6165e-01 +2.2534e+00 -1.2066e+00 -2.4547e+00 -3.6228e+00 +2.7780e+00 +1.3504e+00 +7.9262e-01 -3.4589e+00 +1.3700e+00 -5.0000e+00 -2.5400e+00 -4.7849e+00 -7.1889e-01 +1.8701e+00 -2.3996e+00 +3.8508e+00 -4.9602e+00 +2.7215e+00
122 +3.751765855e+02 +3.751765855e+02 +3.789965855e+02 +3.789965855e+02 +2.1612e+00 -4.6315e-01 -5.5319e-01 -1.5625e-01 +0.0000e+00 +4.9134e-01 +8.5840e-01 +2.4524e+00 +9.4529e-01 -4.2243e+00 +4.9539e-01 +0.0000e+00 -1.3915e+00 -1.4752e+00 +2.1449e+00 +0.0000e+00 -3.8064e+00 +3.6311e+00 -4.1052e+00 +3.0622e+00
