% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.640082928e+01 +8.640082928e+01 -9.135991707e+02 -9.135991707e+02 -4.3205e+00 -1.0683e+00 -6.4045e-03 +2.0126e+00 -7.8711e-01 +6.7545e-01 +5.1752e-01 -3.5334e+00 -1.8244e+00 +3.2045e+00 -4.9794e+00 -3.8172e-01 -8.7568e-01 +4.8295e+00 +1.6458e+00 -4.7209e+00 +3.3884e-02 +3.9545e+00 +8.8317e-02 +3.6056e+00
379 +6.291901763e+01 +6.291901763e+01 -9.370809824e+02 -9.370809824e+02 +0.0000e+00 -3.8118e+00 +9.6523e-01 +2.4696e+00 -3.2375e+00 +3.3359e+00 +0.0000e+00 +1.6234e+00 +4.7681e+00 -1.6560e+00 -4.5350e+00 +9.7823e-01 -3.2816e+00 -5.0000e+00 -5.1881e-01 -2.3792e+00 +6.6281e-01 +4.2466e+00 -1.5232e+00 +3.2716e+00
910 +3.929401208e+01 +3.929401208e+01 -9.607059879e+02 -9.607059879e+02 +2.5803e+00 -2.3259e+00 +1.6089e+00 +1.0699e+00 -3.7823e+00 +4.9196e-01 -9.4182e-01 +1.7453e+00 +5.0000e+00 -2.1315e-01 -2.7210e+00 +2.3274e+00 -4.6654e+00 -2.7674e+00 +8.7150e-01 -1.3876e+00 +2.4280e+00 +4.0484e+00 +1.7514e+00 +1.1760e-01
1299 +2.419310594e+01 +2.419310594e+01 -9.758068941e+02 -9.758068941e+02 +3.1290e+00 -2.9641e+00 +1.4404e-01 +2.2649e+00 -5.0000e+00 +3.0759e-01 -1.8159e+00 +2.5000e+00 +4.9264e+00 -1.2578e+00 -3.6011e+00 +1.3206e+00 -4.1696e+00 -2.4776e+00 -1.3858e+00 -4.2255e-01 +1.1550e+00 +2.3443e+00 +0.0000e+00 +9.1892e-01
2048 +1.197871860e+01 +1.197871860e+01 -9.880212814e+02 -9.880212814e+02 +1.5715e+00 -1.9353e+00 +1.6353e+00 +5.0000e+00 -3.9008e+00 +5.3665e-01 -1.2681e+00 +3.2817e+00 +4.9440e+00 -2.0923e+00 -3.3290e+00 +1.5188e+00 -5.0000e+00 -2.8294e+00 +0.0000e+00 -2.0231e-01 +2.5745e+00 +4.1766e+00 +4.4767e+00 +2.7304e+00
2174 +7.710686188e+00 +7.710686188e+00 -9.922893138e+02 -9.922893138e+02 +1.9519e+00 -7.8523e-01 +1.2624e+00 +5.0000e+00 -4.2078e+00 +9.1579e-02 -1.6847e+00 +2.4942e+00 +4.6803e+00 -1.3680e+00 -2.8204e+00 +1.6228e+00 -4.5975e+00 -8.3578e-01 -1.0429e+00 -1.9879e+00 +2.5000e+00 +2.1163e+00 +5.0000e+00 +2.7128e+00
3145 +4.309178029e+00 +4.309178029e+00 -9.956908220e+02 -9.956908220e+02 +2.0292e+00 -2.0982e+00 +1.4885e+00 +3.8332e+00 -4.3750e+00 +2.2809e-01 -1.1217e+00 +2.7734e+00 +4.6216e+00 -6.6961e-01 -3.0189e+00 +2.0591e+00 -4.3750e+00 -2.0335e+00 -2.0731e+00 -8.7474e-01 +2.6663e+00 +4.5012e+00 +2.8366e+00 +2.2030e+00
3449 +2.853646009e+00 +2.853646009e+00 -9.971463540e+02 -9.971463540e+02 +2.0072e+00 -7.6020e-01 +1.0414e+00 +4.4188e+00 -4.1516e+00 +1.2260e+00 -1.6115e+00 +2.4106e+00 +4.6318e+00 -1.3620e+00 -3.2769e+00 +1.8171e+00 -3.9250e+00 -2.2535e+00 -1.3475e+00 -6.3929e-01 +2.6251e+00 +3.9272e+00 +3.2396e+00 +2.1565e+00
3651 +2.112729025e+00 +2.112729025e+00 -9.978872710e+02 -9.978872710e+02 +1.7740e+00 -9.4640e-01 +9.2140e-01 +3.9685e+00 -4.1114e+00 +1.1859e+00 -1.6942e+00 +2.3067e+00 +4.6231e+00 -1.5178e+00 -3.0636e+00 +2.1091e+00 -3.8186e+00 -2.3581e+00 -1.3644e+00 -9.5402e-01 +2.6490e+00 +3.6255e+00 +3.1911e+00 +2.4267e+00
5339 +1.439177312e+00 +1.439177312e+00 -9.985608227e+02 -9.985608227e+02 +1.6917e+00 -1.5709e+00 +1.0488e+00 +3.8692e+00 -4.3628e+00 +1.0089e+00 -1.8467e+00 +2.9322e+00 +4.7608e+00 -1.1329e+00 -3.1371e+00 +1.9851e+00 -3.7572e+00 -2.1618e+00 -1.2625e+00 -6.7022e-01 +2.7799e+00 +3.7609e+00 +3.8877e+00 +2.5762e+00
