% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.087270221e+01 +7.087270221e+01 +1.422227022e+02 +1.422227022e+02 -4.0767e+00 -1.7729e-01 -2.0158e+00 +1.1404e+00 +3.3303e+00 -8.0763e-01 +3.7249e+00 +1.6359e+00 -3.4360e+00 -4.1158e+00 -3.7149e+00 -4.7286e+00 -2.7631e+00 -2.9137e+00 +1.1292e+00 -3.1922e+00 -1.2681e+00 +2.3305e+00 -3.3266e+00 -1.7519e+00
2 +4.128742719e+01 +4.128742719e+01 +1.126374272e+02 +1.126374272e+02 -6.6755e-01 +3.2297e+00 +4.3275e+00 +1.9622e+00 +8.2868e-01 +4.7477e+00 -3.0957e+00 -3.6826e-01 +3.2295e+00 +4.3907e+00 -2.1944e+00 -1.6806e+00 -2.0930e+00 +3.1687e+00 +1.0486e+00 -2.7207e+00 -3.1504e+00 -6.1104e-01 +2.1947e-01 -1.4152e+00
58 +3.930005979e+01 +3.930005979e+01 +1.106500598e+02 +1.106500598e+02 +2.4286e+00 -6.1280e-01 +2.9044e+00 -4.8785e+00 -2.4769e+00 -1.8488e+00 -9.8687e-01 +2.6574e+00 +2.6230e+00 +2.1303e+00 +2.1824e-01 -3.3875e+00 -2.9448e+00 -3.3332e+00 -3.6454e+00 +4.2466e+00 +3.9659e+00 -2.0614e+00 -3.0500e+00 -3.5127e+00
21543 +2.430234473e+01 +2.430234473e+01 +9.565234473e+01 +9.565234473e+01 -2.7547e+00 +1.7846e+00 -6.0129e-01 -2.2514e+00 -2.0478e+00 +8.3297e+00 +1.9611e+00 -1.8350e+00 -7.4370e-01 +8.6353e-01 +3.3184e+00 +8.3392e-01 +6.1475e-01 +3.5067e-01 +5.1841e-01 +2.9464e+00 +2.3755e-01 +5.1673e-01 +8.9038e-01 +4.2642e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.448408476e+01 +5.448408476e+01 -3.007359152e+02 -3.007359152e+02 +2.0633e+00 -3.2251e+00 +4.7424e+00 -5.3024e-02 -3.7709e+00 +4.0510e+00 +2.1605e+00 -3.4656e+00 +4.6212e+00 +2.9938e+00 -3.5497e+00 -4.1171e+00 -4.2736e+00 +1.7442e+00 +6.9290e-01 -2.3485e-01 -1.2288e+00 -1.2134e+00 -1.1432e+00 +2.4498e-01
260 +3.801243814e+01 +3.801243814e+01 -3.172075619e+02 -3.172075619e+02 -3.8141e+00 +5.6288e+00 +1.6907e+00 -1.6080e-01 -1.1018e+00 +3.0132e+00 +2.5528e-01 -4.6719e-01 +1.4024e+00 -4.1999e+00 -4.9439e+00 -3.6997e+00 -5.6360e+00 -2.8639e-01 -3.8027e+00 -8.2405e-01 -1.2658e-01 +1.2265e-01 +3.4746e+00 -6.6086e+00
34658 +2.469458766e+01 +2.469458766e+01 -3.305254123e+02 -3.305254123e+02 +3.1379e+00 -1.3479e+00 -2.9962e+00 +8.6833e-01 +3.8404e+00 +4.3857e+00 -5.1434e+00 -7.8728e-01 +9.0426e-01 +4.9586e+00 -1.1700e+00 +1.6729e+00 +2.9896e+00 -1.7053e+00 +3.8058e+00 -3.6047e-01 +1.2058e+00 -3.1812e+00 -2.5860e+00 +4.3129e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774010272e+01 +9.774010272e+01 +1.969101027e+02 +1.969101027e+02 +2.7961e-01 -3.6926e+00 -1.8553e+00 -4.8724e-01 -3.5572e+00 -1.8373e+00 -2.1851e+00 -3.6549e+00 -3.0691e+00 -1.8584e+00 -4.4167e-01 -3.3624e+00 +2.9880e+00 -3.9467e+00 -4.8492e+00 +1.7008e+00 -4.4158e+00 +4.6957e+00 -2.6775e+00 +3.8715e+00
2 +6.294829768e+01 +6.294829768e+01 +1.621182977e+02 +1.621182977e+02 -4.5799e+00 +4.5792e+00 +3.4341e+00 -3.4038e+00 +8.6047e-01 +1.2073e+00 -3.2604e+00 +3.9144e+00 -2.2530e+00 +2.2942e+00 +3.3549e+00 +2.5702e+00 +4.0574e+00 -7.1525e-01 +2.3467e-01 -3.0835e+00 -3.5159e+00 +5.4365e-01 -1.7794e+00 -1.8274e+00
26 +3.224777560e+01 +3.224777560e+01 +1.314177756e+02 +1.314177756e+02 -1.7041e+00 +4.0199e+00 -4.3898e+00 +1.2157e+00 +2.7447e+00 +4.0829e+00 -4.1044e+00 -2.7070e+00 -4.3963e+00 -2.6088e+00 +3.7974e+00 +1.7782e-01 -7.5653e-01 -2.4774e+00 +3.1236e+00 -4.8505e+00 -8.9614e-02 +4.8370e-01 +4.8154e+00 -2.0113e+00
1218 +2.317970265e+01 +2.317970265e+01 +1.223497027e+02 +1.223497027e+02 -2.0953e+00 -1.9695e+00 -1.3636e+00 -1.4864e+00 +8.1493e-01 -1.0982e+00 -1.9098e+00 -2.2797e+00 -4.2464e+00 -3.0473e+00 +1.2747e+00 -1.0312e+00 +1.1927e-01 -2.2514e+00 +6.4631e-01 -4.6528e+00 +9.9470e-01 +9.5695e-01 +3.8618e+00 -2.3189e-01
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
