% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.065304539e+03 +3.065304539e+03 +3.095274539e+03 +3.095274539e+03 +4.3165e+00 -4.5765e+00 +3.4884e+00 -4.1147e+00 +1.6589e+00 +3.8007e+00 -1.8590e+00 +1.8046e+00 +4.3851e+00 +3.5830e+00 +6.6944e-01 -4.1300e+00 -3.3431e+00 +2.9034e-01 +4.5585e+00 +3.6929e+00 -2.5905e+00 -1.7129e+00 +5.7692e-01 +3.7963e+00
9 +2.035877953e+03 +2.035877953e+03 +2.065847953e+03 +2.065847953e+03 -3.6440e+00 -1.0234e-01 -8.6507e-01 -9.9840e-01 +3.7731e+00 -1.3907e-01 -3.0296e+00 -1.2843e+00 -1.3269e-01 -4.5547e+00 -2.4721e+00 -1.0751e+00 +2.8247e+00 +4.0860e+00 +3.3105e+00 +3.3801e+00 -7.0549e-02 +7.7719e-01 +1.8450e-01 +4.0913e+00
712 +1.577337470e+03 +1.577337470e+03 +1.607307470e+03 +1.607307470e+03 -2.1525e+00 -1.9040e+00 -1.0792e+00 +7.3021e-01 -7.1261e-01 +2.5341e+00 -1.0049e+00 -3.8805e+00 +1.9516e+00 -1.6480e+00 +3.2515e+00 -3.7875e+00 +3.7821e+00 +1.2485e+00 +1.3540e-01 +1.8910e+00 -3.8947e+00 -2.2723e+00 -2.7208e+00 -1.4357e+00
1612 +9.658261480e+02 +9.658261480e+02 +9.957961480e+02 +9.957961480e+02 +1.4129e+00 -3.0378e+00 -2.4748e+00 -1.2301e+00 +1.8759e+00 +2.8152e+00 -2.9533e+00 -1.5569e+00 +1.8487e+00 -1.5787e-01 +2.8212e+00 -2.2159e+00 +4.6491e+00 +7.3793e-01 -2.3059e+00 +4.5974e+00 +3.1906e-01 -3.6555e+00 -2.6632e-01 -1.1493e+00
2804 +6.030119958e+02 +6.030119958e+02 +6.329819958e+02 +6.329819958e+02 +1.5236e+00 -1.8865e-01 -4.1472e+00 -1.1594e+00 +3.0129e+00 +3.7158e+00 -4.4281e+00 -2.1400e+00 -6.3133e-02 -8.3464e-01 +1.3935e+00 -3.0216e+00 +3.5203e+00 +2.2491e+00 -1.3945e+00 +2.4123e+00 -3.5131e+00 -3.0885e+00 +1.6276e+00 -3.6741e+00
5011 +3.856058184e+02 +3.856058184e+02 +4.155758184e+02 +4.155758184e+02 +1.2828e-01 -4.0778e-01 -4.2371e+00 -1.1510e+00 +3.1959e+00 +3.9809e+00 -2.9788e+00 -2.5600e+00 +8.6189e-01 -2.1472e+00 +1.6505e+00 -1.0112e+00 +4.2392e+00 +1.8213e+00 -1.5135e+00 +2.5795e+00 -2.3167e+00 -1.7118e+00 +1.1248e+00 -2.8652e+00
5709 +2.374351244e+02 +2.374351244e+02 +2.674051244e+02 +2.674051244e+02 +1.2527e+00 -1.5579e+00 -3.7520e+00 -1.9823e+00 +2.9939e+00 +3.4545e+00 -3.8022e+00 -2.5140e+00 +1.7161e+00 -1.6645e+00 +1.6759e+00 -1.6240e+00 +4.2676e+00 +1.7524e+00 -1.4912e+00 +2.3454e+00 -1.9605e+00 -1.5211e+00 +1.3491e+00 -2.5611e+00
7108 +1.190464748e+02 +1.190464748e+02 +1.490164748e+02 +1.490164748e+02 +1.1787e+00 -1.5353e+00 -3.9698e+00 -1.8273e+00 +3.2374e+00 +3.5803e+00 -3.8984e+00 -2.5884e+00 +6.8101e-01 -1.9141e+00 +1.1336e+00 -1.6935e+00 +3.6094e+00 +2.4983e+00 -1.5305e+00 +2.5542e+00 -2.3243e+00 -1.2718e+00 +1.4536e+00 -3.1965e+00
8202 +9.326506016e+01 +9.326506016e+01 +1.232350602e+02 +1.232350602e+02 +8.5871e-01 -1.2975e+00 -3.8119e+00 -1.7204e+00 +3.0886e+00 +3.5842e+00 -3.6541e+00 -2.8203e+00 +1.0648e+00 -1.7596e+00 +1.7608e+00 -1.8062e+00 +4.1609e+00 +2.3863e+00 -1.6553e+00 +2.7967e+00 -2.4708e+00 -1.2664e+00 +1.3373e+00 -3.1734e+00
9125 +6.179759301e+01 +6.179759301e+01 +9.176759301e+01 +9.176759301e+01 +1.0121e+00 -1.8183e+00 -3.6210e+00 -1.9587e+00 +3.1408e+00 +3.3396e+00 -4.0456e+00 -3.0182e+00 +6.9775e-01 -1.7403e+00 +1.0762e+00 -1.6569e+00 +3.8530e+00 +2.2997e+00 -1.3671e+00 +2.7665e+00 -2.8731e+00 -8.8794e-01 +1.5833e+00 -3.3693e+00
10779 +3.818166283e+01 +3.818166283e+01 +6.815166283e+01 +6.815166283e+01 +9.8540e-01 -1.6066e+00 -3.6755e+00 -1.9375e+00 +3.1856e+00 +3.2683e+00 -4.0740e+00 -2.9549e+00 +7.1174e-01 -1.8129e+00 +1.1604e+00 -1.7280e+00 +3.8406e+00 +2.2717e+00 -1.5268e+00 +2.7188e+00 -2.6767e+00 -8.0632e-01 +1.6481e+00 -3.4526e+00
11939 +2.348224494e+01 +2.348224494e+01 +5.345224494e+01 +5.345224494e+01 +9.1206e-01 -1.7369e+00 -3.5870e+00 -1.9588e+00 +3.1375e+00 +3.2044e+00 -3.9535e+00 -2.9521e+00 +7.0934e-01 -1.8301e+00 +1.2031e+00 -1.6038e+00 +3.9295e+00 +2.3487e+00 -1.5179e+00 +2.7256e+00 -2.7646e+00 -7.3160e-01 +1.5453e+00 -3.3904e+00
13604 +1.557694407e+01 +1.557694407e+01 +4.554694407e+01 +4.554694407e+01 +8.1580e-01 -1.7097e+00 -3.6440e+00 -1.8978e+00 +3.1618e+00 +3.3900e+00 -3.9054e+00 -2.8388e+00 +8.8808e-01 -1.8037e+00 +1.2831e+00 -1.7416e+00 +4.0290e+00 +2.4277e+00 -1.5221e+00 +2.6856e+00 -2.5984e+00 -9.5909e-01 +1.5120e+00 -3.3085e+00
15337 +8.272044868e+00 +8.272044868e+00 +3.824204487e+01 +3.824204487e+01 +8.5420e-01 -1.7180e+00 -3.6318e+00 -1.9344e+00 +3.1123e+00 +3.3215e+00 -3.9452e+00 -2.9248e+00 +8.0064e-01 -1.7903e+00 +1.2306e+00 -1.6581e+00 +4.0000e+00 +2.3766e+00 -1.5031e+00 +2.6657e+00 -2.6491e+00 -8.6586e-01 +1.5259e+00 -3.3287e+00
16001 +5.365805197e+00 +5.365805197e+00 +3.533580520e+01 +3.533580520e+01 +9.4256e-01 -1.7005e+00 -3.6229e+00 -1.9561e+00 +3.0887e+00 +3.2365e+00 -3.9979e+00 -3.0270e+00 +7.0372e-01 -1.8295e+00 +1.1593e+00 -1.5817e+00 +3.9328e+00 +2.3341e+00 -1.4871e+00 +2.6966e+00 -2.7258e+00 -7.2819e-01 +1.5401e+00 -3.4075e+00
17120 +3.953033136e+00 +3.953033136e+00 +3.392303314e+01 +3.392303314e+01 +9.0124e-01 -1.6981e+00 -3.6550e+00 -1.9464e+00 +3.1036e+00 +3.2995e+00 -3.9664e+00 -2.9514e+00 +7.7555e-01 -1.8056e+00 +1.2160e+00 -1.6439e+00 +3.9634e+00 +2.3489e+00 -1.5106e+00 +2.6928e+00 -2.6691e+00 -8.4424e-01 +1.5197e+00 -3.3733e+00
