% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.324070537e+02 +7.324070537e+02 +1.732407054e+03 +1.732407054e+03 +3.7064e+00 +2.7300e+00 -4.1204e+00 +2.7389e+00 +2.3103e+00 -3.2714e+00 -6.8483e-01 -1.1684e+00 -1.3633e+00 +1.8587e+00 +2.5311e+00 -1.4551e+00 -3.7519e+00 +1.2980e+00 +1.3358e+00 +1.1206e+00 +4.6103e+00 -6.4332e-01 +1.7913e+00 -1.8038e+00
302 +6.261085161e+02 +6.261085161e+02 +1.626108516e+03 +1.626108516e+03 -1.8892e+00 +1.6599e+00 +5.2218e+00 +4.1544e+00 -2.3111e+00 +8.0012e-01 -3.9665e+00 +6.9678e-01 -5.1061e-01 -1.4492e+00 -1.8466e+00 -6.6829e-01 +6.1419e-02 +1.5586e+00 -3.0863e+00 +6.1683e+00 +6.8241e+00 -1.1075e+00 -3.0206e+00 -4.5530e+00
902 +3.643061932e+02 +3.643061932e+02 +1.364306193e+03 +1.364306193e+03 +2.5195e+00 +4.2611e+00 +3.9967e+00 +4.0258e+00 +1.7778e+00 +2.9248e-01 -1.3778e+00 -1.0828e-01 +9.9859e-01 -1.0149e+00 +5.2973e-01 -2.5471e+00 -3.4856e-01 -4.3110e+00 +2.3195e+00 +2.0562e+00 +1.7248e+00 -1.7109e+00 -4.3932e-01 -5.3830e-01
1818 +2.508434956e+02 +2.508434956e+02 +1.250843496e+03 +1.250843496e+03 -1.4358e+00 +8.5393e-01 +2.6262e+00 +4.2904e+00 +5.3737e+00 -2.4068e+00 -3.0003e+00 -6.5108e-01 -1.9671e-01 +1.0282e+00 -1.4629e+00 +7.3681e-01 -2.9783e+00 -2.8838e+00 +2.2803e+00 +3.0721e+00 +3.9905e+00 -1.4431e+00 -3.9018e+00 -2.5778e+00
6502 +1.520707433e+02 +1.520707433e+02 +1.152070743e+03 +1.152070743e+03 -2.8149e+00 +1.7416e+00 +3.1620e+00 +3.3842e+00 +3.1089e+00 -3.4772e+00 -2.7594e+00 +3.4342e-01 -2.2410e+00 -3.8798e-01 -2.2541e+00 -1.6770e+00 -1.0924e+00 -2.7152e+00 +3.8353e+00 +3.3711e+00 +3.2202e+00 +7.3653e-01 -2.1835e+00 +4.9778e-01
18114 +7.783599198e+01 +7.783599198e+01 +1.077835992e+03 +1.077835992e+03 -2.1264e+00 +3.1801e+00 +3.4194e+00 +3.2712e+00 +2.3425e+00 -2.4242e+00 -1.5953e+00 +2.4736e-01 -2.5633e+00 -8.3596e-01 -2.1455e+00 -1.4559e+00 -1.1753e-01 -3.1572e+00 +2.2723e+00 +3.5637e+00 +3.7548e+00 -1.0040e+00 -1.5362e+00 +3.7101e-01
29401 +6.153373294e+01 +6.153373294e+01 +1.061533733e+03 +1.061533733e+03 -1.6174e+00 +2.3470e+00 +3.0348e+00 +3.6903e+00 +3.1498e+00 -3.0478e+00 -1.7203e+00 -2.6999e-01 -2.7174e+00 -5.8877e-01 -9.4726e-01 -7.6754e-01 -3.4288e-01 -3.0243e+00 +2.4601e+00 +2.7144e+00 +3.9991e+00 -3.5597e-01 -4.5105e-01 -2.9730e-02
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.317319392e+03 +2.317319392e+03 +2.387349392e+03 +2.387349392e+03 -8.6980e-01 +1.4627e-01 +3.3898e+00 +2.9238e-01 -1.6945e+00 -2.2115e+00 -2.7648e+00 -3.2968e+00 +3.4449e+00 -3.0007e+00 -4.8962e-01 -4.2901e+00 -3.8829e+00 -2.8525e+00 +2.5867e+00 -4.1824e+00 +4.4033e+00 -3.0519e+00 +4.7035e+00 -2.2796e+00
2 +1.552598622e+03 +1.552598622e+03 +1.622628622e+03 +1.622628622e+03 +3.1676e+00 -4.2066e+00 +5.5401e-02 -2.6427e+00 -4.8259e+00 -8.0744e-01 -6.9200e-01 +3.5966e+00 +3.8767e+00 -3.9557e-01 +3.9033e-01 -1.5206e+00 -2.5931e+00 -2.5116e+00 +3.4121e+00 +1.1304e+00 +3.4501e+00 +4.3011e+00 -6.5125e-01 -3.8400e+00
