% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.148700967e+06 +2.148700967e+06 +2.148736867e+06 +2.148736867e+06 -2.3152e+00 -2.4411e+00 -1.2623e+00 -4.6770e+00 +2.1382e+00 -4.1043e+00 +9.1176e-01 -1.1493e+00 +4.5537e+00 -3.8348e+00 +6.5490e-02 -4.4678e+00 -4.3913e+00 -2.0677e+00 -2.2205e+00 +1.6842e-01 +4.5128e+00 -3.5153e+00 +3.9423e-01 +2.3172e+00
4 +1.211989645e+06 +1.211989645e+06 +1.212025545e+06 +1.212025545e+06 -1.4065e+00 +2.7621e+00 -2.0247e+00 -3.1369e+00 -4.1631e+00 -1.5657e+00 +4.8463e+00 -1.0638e+00 +3.3252e+00 +1.8123e-01 +7.5655e-01 +4.6331e+00 +1.1938e+00 -2.6685e-02 -2.5892e+00 +3.6543e+00 +3.1274e-01 -2.3822e+00 -2.7380e+00 -3.9423e+00
33 +5.115006028e+05 +5.115006028e+05 +5.115365028e+05 +5.115365028e+05 +1.9227e+00 +4.2020e+00 +1.2675e+00 +2.8429e+00 +3.5038e-01 +7.1979e-01 -1.0074e+00 -1.1759e+00 +2.4666e-01 -1.6750e+00 -1.5163e+00 -3.5770e+00 -4.3318e+00 -2.0845e+00 -4.6567e-01 -2.0132e+00 +1.6169e+00 +1.7754e+00 -3.0492e+00 -1.6670e+00
94 +2.225481306e+05 +2.225481306e+05 +2.225840306e+05 +2.225840306e+05 +3.7638e+00 +5.0000e+00 +5.0000e+00 +2.1813e+00 -4.6843e-01 -3.8150e-01 +2.4326e+00 -4.1164e+00 +1.1752e+00 -2.3250e+00 -3.0578e+00 -3.0493e+00 -5.0000e+00 +2.3600e+00 -1.8705e+00 -2.0354e+00 +1.6742e+00 +5.0000e+00 -3.3524e+00 -6.8144e-01
181 +1.254914659e+05 +1.254914659e+05 +1.255273659e+05 +1.255273659e+05 +5.0000e+00 +4.0813e+00 +5.0000e+00 +3.0456e+00 -8.6519e-01 -1.0305e+00 +9.1329e-01 -2.1147e+00 +7.1979e-01 -3.9273e+00 -2.2804e+00 -6.9383e-01 -4.5470e+00 +5.0000e+00 -3.4202e-01 -4.9986e+00 +4.0002e-01 +5.0000e+00 -3.2811e-01 -3.4527e+00
261 +9.152716359e+04 +9.152716359e+04 +9.156306359e+04 +9.156306359e+04 +5.0000e+00 +4.8096e+00 +4.9316e+00 +1.2984e+00 -1.0531e+00 -2.8446e+00 +2.6267e+00 -3.1470e+00 +9.3268e-01 -3.4331e+00 -2.5787e+00 -1.7315e+00 -3.0055e+00 +4.2419e+00 -2.1306e-01 -4.9994e+00 +4.9684e-01 +4.9963e+00 -2.1075e+00 -2.1734e+00
323 +6.148872513e+04 +6.148872513e+04 +6.152462513e+04 +6.152462513e+04 +4.7561e+00 +1.4288e+00 +4.6251e+00 +1.8537e+00 -6.5448e-01 -4.3108e+00 +1.7990e+00 -3.0439e+00 -9.0503e-01 -4.2707e+00 -1.1394e+00 -2.5552e+00 -1.3543e+00 +1.3592e+00 -8.2911e-01 -5.0000e+00 -2.6214e+00 +4.9851e+00 -3.0630e+00 -3.1590e+00
482 +3.045692007e+04 +3.045692007e+04 +3.049282007e+04 +3.049282007e+04 +4.4359e+00 +4.6643e+00 +4.7802e+00 +9.7376e-01 -4.8871e+00 -3.3818e+00 +1.9285e+00 -4.4401e+00 +2.7012e+00 -4.9855e+00 +2.0411e+00 -4.0799e+00 -4.2909e+00 +3.2130e+00 +1.3885e+00 -4.7906e+00 -6.2518e-01 +4.9413e+00 -3.3335e+00 -1.2299e+00
602 +1.310149884e+04 +1.310149884e+04 +1.313739884e+04 +1.313739884e+04 +4.4630e+00 +4.6286e+00 +4.7341e+00 +9.4488e-01 -4.8052e+00 -3.7930e+00 +1.8429e+00 -4.7842e+00 +2.5219e+00 -4.9947e+00 +9.3500e-01 -3.3157e+00 -3.8194e+00 +3.6401e+00 -4.0129e-01 -4.9012e+00 -1.5596e+00 +4.9510e+00 -3.6022e+00 -1.8426e+00
885 +6.001824879e+03 +6.001824879e+03 +6.037724879e+03 +6.037724879e+03 +3.9124e+00 +4.5459e+00 +4.5495e+00 +2.5869e+00 -4.8242e+00 -4.5920e+00 +1.9788e+00 -4.5914e+00 +2.1769e+00 -4.7099e+00 +2.6938e+00 -1.9513e+00 -2.7987e+00 +1.1686e+00 -1.9612e+00 -5.0000e+00 +7.4551e-01 +4.9683e+00 -4.9528e+00 -4.0359e+00
