% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.605004921e+01 +8.605004921e+01 -9.139499508e+02 -9.139499508e+02 -3.3226e+00 -3.8791e+00 -3.8411e+00 +4.5252e+00 +4.8308e+00 +3.1800e+00 +8.8083e-01 -2.8795e+00 -3.1850e+00 -2.2425e+00 +1.6823e-01 -1.0939e+00 -8.9681e-01 +4.6819e+00 +4.4853e+00 -6.8802e-01 -3.0974e+00 -4.9377e+00 -2.3961e+00 -8.1008e-01
349 +6.085780692e+01 +6.085780692e+01 -9.391421931e+02 -9.391421931e+02 -5.0000e+00 -2.4378e+00 +5.5332e-01 -3.6217e+00 +5.9293e-01 -4.0205e+00 +2.3195e+00 -5.0000e+00 +3.1534e+00 +3.7690e+00 +4.7667e+00 -3.0116e+00 -3.1236e-01 +7.2458e-01 -1.4462e+00 -4.2366e+00 +1.7301e+00 -5.0000e+00 -5.6742e-02 -5.9285e-01
1797 +3.015742497e+01 +3.015742497e+01 -9.698425750e+02 -9.698425750e+02 -3.6705e+00 -1.3039e+00 +8.5019e-01 -4.4548e+00 +2.6433e+00 -3.2227e+00 -1.3503e+00 -3.0656e+00 +2.4887e+00 +9.4846e-01 +3.4329e+00 -2.6418e+00 -3.5087e-01 +1.8268e-01 -1.4610e+00 -5.5243e+00 +5.4639e-01 -7.7526e-01 +1.9642e+00 -3.7247e-01
4698 +1.927606649e+01 +1.927606649e+01 -9.807239335e+02 -9.807239335e+02 -3.6917e+00 -1.8051e+00 +4.1431e-01 -4.2990e+00 +2.8462e+00 -3.1642e+00 -1.2370e-01 -4.0255e+00 +2.2120e+00 +2.2276e+00 +3.3446e+00 -6.0656e-01 -3.6391e-01 +2.5516e-01 -2.2162e+00 -5.0000e+00 +1.6190e+00 +1.1937e+00 +8.0817e-02 -2.2308e+00
7741 +1.129240830e+01 +1.129240830e+01 -9.887075917e+02 -9.887075917e+02 -4.2439e+00 -2.6962e+00 +2.3256e+00 -4.6714e+00 +1.5573e+00 -2.3335e+00 -1.5848e+00 -5.0000e+00 +7.7172e-01 +3.6273e+00 +3.5069e+00 -2.5600e+00 +1.3928e+00 -2.6749e-01 -2.3457e+00 -5.0000e+00 +2.6676e+00 -1.0004e-01 -4.1793e-01 -2.3957e+00
9739 +9.061090222e+00 +9.061090222e+00 -9.909389098e+02 -9.909389098e+02 -3.7266e+00 -2.8284e+00 +2.3893e+00 -4.8579e+00 +1.1106e+00 -2.6096e+00 -2.0823e+00 -5.0000e+00 +2.0993e+00 +3.9163e+00 +3.6596e+00 -2.4055e+00 +9.8543e-01 +1.4343e-01 -1.7993e+00 -5.0000e+00 +2.3422e+00 -4.2112e-01 +1.0384e+00 -1.9044e+00
10765 +5.956608706e+00 +5.956608706e+00 -9.940433913e+02 -9.940433913e+02 -3.7010e+00 -2.1508e+00 +1.3654e+00 -4.8661e+00 +1.6040e+00 -3.0888e+00 -1.2852e+00 -5.0000e+00 +1.6315e+00 +2.3084e+00 +3.2016e+00 -1.7557e+00 +8.6535e-01 -4.1157e-01 -1.6710e+00 -5.0000e+00 +1.9668e+00 +5.4025e-01 +4.3611e-01 -2.3745e+00
12649 +3.304543152e+00 +3.304543152e+00 -9.966954568e+02 -9.966954568e+02 -4.1775e+00 -1.9824e+00 +1.5155e+00 -4.5575e+00 +9.2871e-01 -3.0792e+00 -1.4568e+00 -5.0036e+00 +2.3458e+00 +2.0300e+00 +3.2434e+00 -1.1583e+00 +8.8708e-01 -1.2020e+00 -1.5200e+00 -3.4324e+00 +1.8364e+00 -2.6015e-01 +2.3564e-01 -1.8667e+00
13113 +2.503415613e+00 +2.503415613e+00 -9.974965844e+02 -9.974965844e+02 -4.1431e+00 -2.1156e+00 +1.2564e+00 -4.8616e+00 +1.0603e+00 -3.3088e+00 -1.2747e+00 -5.0000e+00 +2.2954e+00 +2.1285e+00 +3.4598e+00 -1.7763e+00 +1.0233e+00 -5.0683e-01 -1.6928e+00 -3.9244e+00 +2.0752e+00 -3.1192e-01 +5.1563e-01 -1.6744e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
