% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.153152054e+01 +5.153152054e+01 +3.459152054e+01 +3.459152054e+01 +1.7301e+00 -2.0212e+00 +4.6264e+00 +4.4588e+00 -1.6254e+00 +2.8511e+00 +4.2248e+00 -1.3407e+00 +4.3231e+00 +2.5272e+00 +2.2499e-01 +1.4358e+00 -2.0553e+00 +1.2580e+00 +2.3803e+00 -4.6469e-01 +1.1056e+00 -1.8400e-01 -3.9070e+00 +4.9896e+00
2 +2.715764857e+01 +2.715764857e+01 +1.021764857e+01 +1.021764857e+01 -4.3306e+00 +6.0333e-01 -1.7438e+00 -1.3023e+00 -3.5845e+00 -3.4761e+00 +4.3373e+00 +4.0921e+00 -3.6362e+00 -2.9494e+00 +4.1211e+00 +4.0496e+00 -1.5465e+00 -2.1823e+00 +3.1904e+00 +1.2955e+00 +2.9757e+00 -1.5766e+00 +2.1028e+00 +4.6156e+00
34 +2.265368798e+01 +2.265368798e+01 +5.713687979e+00 +5.713687979e+00 -2.1495e-01 +3.4389e+00 -4.1698e+00 -2.5526e+00 -3.6629e+00 -1.1246e+00 +2.3603e+00 +3.7503e-01 -2.3329e+00 -1.4164e+00 +2.4476e+00 +2.6618e+00 -3.9508e+00 -8.1503e-02 +4.5924e+00 -1.4088e+00 +2.4096e+00 +4.4667e+00 +4.8138e+00 +3.8884e+00
72 +1.513125807e+01 +1.513125807e+01 -1.808741934e+00 -1.808741934e+00 +2.4150e+00 +3.2773e+00 -5.0000e+00 -1.8769e-01 +2.2781e+00 -2.1958e+00 -2.0377e-01 -3.0574e-01 -2.1128e+00 -6.3995e-01 -2.3785e+00 +4.0496e+00 +7.3064e-01 +1.5374e-01 +2.1410e+00 -3.6302e+00 +3.8170e+00 +2.5230e+00 -1.7495e-01 +6.4367e-01
296 +9.928459778e+00 +9.928459778e+00 -7.011540222e+00 -7.011540222e+00 +3.9600e+00 +5.0000e+00 -4.9171e+00 +2.5677e+00 +3.9786e+00 +2.4736e+00 +3.8763e+00 +4.2573e+00 -4.2940e+00 -5.0000e+00 +1.0416e+00 +5.0000e+00 -3.4641e+00 +2.6573e-01 +5.0000e+00 +3.5153e+00 +4.1077e+00 +8.5187e-01 +8.7843e-01 +4.1255e+00
2189 +6.278776795e+00 +6.278776795e+00 -1.066122321e+01 -1.066122321e+01 +4.0970e+00 +4.4342e+00 -4.8052e+00 +5.3134e-01 +3.1770e+00 -8.2741e-01 +2.9432e+00 +4.5563e+00 -3.9202e+00 -4.8817e+00 +2.0032e+00 +5.0000e+00 -2.3099e+00 +1.1322e+00 +3.9739e+00 +4.3174e+00 +2.0988e+00 +4.5660e-01 +8.8422e-01 +2.3239e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.173060769e+01 +5.173060769e+01 +7.054060769e+01 +7.054060769e+01 -7.5843e-01 +3.3375e-01 -1.6172e+00 -2.3383e+00 -3.0112e+00 -2.6628e+00 -1.3744e+00 +5.5991e-01 +6.1943e-01 -3.8211e+00 +3.9402e+00 -3.5668e+00 -3.7703e+00 -2.6886e-01 -4.8122e+00 -1.1124e+00 -8.9112e-01 +4.6676e+00 +5.1391e-01 -1.6068e+00
2 +2.207882193e+01 +2.207882193e+01 +4.088882193e+01 +4.088882193e+01 +2.0852e+00 +3.7957e+00 -3.8915e+00 -3.8038e+00 +4.7101e+00 +3.9386e+00 +2.5178e+00 -4.3113e+00 +1.7538e+00 +2.7525e+00 -4.0027e+00 -1.0868e-01 +2.5285e+00 +4.6503e+00 -3.0544e+00 +7.6419e-01 +3.3243e-01 +8.8308e-01 +2.4572e+00 +1.4225e+00
43 +1.340594549e+01 +1.340594549e+01 +3.221594549e+01 +3.221594549e+01 -5.8902e-01 -2.5985e+00 -4.0920e+00 +1.6658e+00 -4.9434e-01 -8.2777e-01 +6.3073e-01 -1.3747e+00 +3.1199e+00 +3.2233e-01 -1.3775e+00 +3.6526e+00 +1.0284e+00 +3.8983e+00 -7.8671e-01 -5.2685e-01 -3.0541e+00 +5.0000e+00 -3.6113e+00 +1.5921e+00
