% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.493523748e+05 +4.493523748e+05 +4.494762048e+05 +4.494762048e+05 -1.1915e+00 +2.4188e+00 -1.5808e+00 +1.1148e+00 +5.7608e-01 -1.6364e+00 +1.2010e+00 +1.7366e+00 -3.2619e+00 -3.9288e+00 +4.4490e-01 -2.4603e+00 -3.5723e+00 -3.3871e+00 +4.9536e+00 -3.0118e+00 +3.4727e+00 -3.0105e+00 +3.2396e+00 +4.3701e+00
2 +2.324746277e+05 +2.324746277e+05 +2.325984577e+05 +2.325984577e+05 +2.0638e+00 -4.2259e+00 -3.8137e+00 +4.3186e+00 +2.6067e+00 -1.5716e+00 -3.8923e+00 -1.6120e+00 -4.2670e-01 +3.6161e-01 -1.4106e+00 -2.3667e-01 -1.1690e+00 +3.9466e+00 +2.9099e+00 -1.9483e+00 -6.1799e-01 -4.0191e+00 +1.2257e+00 -1.7215e+00
5 +1.500589480e+05 +1.500589480e+05 +1.501827780e+05 +1.501827780e+05 +1.5113e+00 -1.2126e+00 -3.4142e+00 +5.0124e-01 +1.5743e+00 +4.0171e+00 +2.0001e+00 +8.9556e-01 +7.5070e-02 +6.2828e-02 +7.5278e-01 -1.3598e-01 +1.6699e+00 -1.4385e+00 -2.8791e+00 +4.3253e+00 -5.1197e-01 -3.9009e-01 +4.0248e+00 -1.6423e+00
107 +7.724221652e+04 +7.724221652e+04 +7.736604652e+04 +7.736604652e+04 +1.5113e+00 -1.2126e+00 -4.3038e+00 -1.3941e+00 -1.4092e+00 +4.0171e+00 +2.1062e+00 +8.9556e-01 +2.5096e+00 +6.2828e-02 +7.5278e-01 +5.6188e-01 +2.0983e+00 -8.5834e-01 -9.3064e-01 +4.3253e+00 +3.3167e-01 -3.9009e-01 +1.0644e+00 -1.6423e+00
323 +3.533582381e+04 +3.533582381e+04 +3.545965381e+04 +3.545965381e+04 +2.0507e-02 -1.5929e+00 +1.3709e-01 +1.7673e+00 +5.7608e-01 +1.9923e-02 -8.3968e-01 -1.9986e+00 -2.0356e+00 -5.0936e-01 -1.4459e-01 -5.3132e-02 -1.8618e+00 -2.4735e+00 +4.4438e-01 -3.0118e+00 +3.4727e+00 -4.6479e-01 +8.7559e-01 +2.0231e+00
633 +2.317248452e+04 +2.317248452e+04 +2.329631452e+04 +2.329631452e+04 -1.4980e+00 +2.7120e+00 -5.6887e-01 +4.4691e-01 -7.6871e-01 +1.3936e+00 +3.9864e-01 -2.1753e+00 -1.9592e+00 +1.5148e+00 -2.9632e+00 +2.2095e+00 -2.5437e+00 -4.5299e-02 -1.9972e-01 -5.3994e-01 -1.8012e+00 -1.0001e+00 -1.0162e+00 +2.0823e+00
734 +1.412976469e+04 +1.412976469e+04 +1.425359469e+04 +1.425359469e+04 +1.8453e+00 -1.1880e+00 -2.3610e-01 +6.8856e-01 +5.3139e-02 +2.6215e+00 +1.4800e+00 +2.1854e+00 -1.1602e+00 +2.4474e-01 -1.9142e+00 -2.2673e+00 +4.9303e-01 -1.6507e+00 +9.5334e-01 -1.1032e+00 +1.7563e+00 -1.0184e+00 -1.6614e-01 +1.7595e-01
1120 +9.127419876e+03 +9.127419876e+03 +9.251249876e+03 +9.251249876e+03 -3.0157e-01 +2.0137e+00 -5.6887e-01 +4.4691e-01 +1.1906e-01 +1.2554e+00 +3.9864e-01 -1.0719e+00 -1.8548e+00 +1.3045e+00 -2.5960e+00 +2.2095e+00 -1.6315e+00 -4.5299e-02 -1.9972e-01 -5.3994e-01 -2.1934e+00 -1.0001e+00 +2.5060e-01 +5.1155e-01
1217 +4.662112669e+03 +4.662112669e+03 +4.785942669e+03 +4.785942669e+03 -1.8013e+00 +8.1823e-01 +1.9853e+00 -1.6655e+00 +1.3601e+00 +2.6848e-01 -6.5303e-01 -8.7531e-01 -8.0150e-01 -5.1965e-01 +4.5771e-01 +1.0062e-01 -4.6916e-01 +1.6746e+00 +1.4024e+00 +9.7062e-01 +6.3870e-01 -3.7025e-01 +6.0279e-01 +2.8444e-01
1304 +3.691555877e+03 +3.691555877e+03 +3.815385877e+03 +3.815385877e+03 -7.2844e-01 -5.0276e-01 +7.3977e-01 +3.5200e-01 +5.2633e-01 -1.3127e-01 +6.7199e-01 +2.5725e+00 -9.2995e-01 +4.4286e-01 -1.6494e+00 +5.6415e-01 -1.8487e+00 -5.2678e-01 -2.9843e-01 +2.0353e-01 -4.2351e-02 +5.6646e-01 -7.5296e-01 -6.3208e-01
2001 +2.148081722e+03 +2.148081722e+03 +2.271911722e+03 +2.271911722e+03 +2.3240e-01 +2.5691e+00 +1.0648e+00 +4.4904e-01 +3.9532e-01 +1.2334e+00 +2.1995e+00 +6.6860e-01 -4.9365e-01 +3.7599e-01 -2.1713e+00 -3.0037e-01 +8.3617e-01 -5.8813e-01 +3.3153e-01 -2.8252e+00 -1.3402e+00 +1.6439e-01 -1.2216e+00 -5.9900e-01
2017 +1.089874108e+03 +1.089874108e+03 +1.213704108e+03 +1.213704108e+03 -4.9120e-01 +2.7004e-01 -5.0636e-01 -5.2098e-01 +4.5937e-01 -2.8236e-01 +1.4851e+00 -4.7631e-01 -3.4176e-01 -1.1501e-01 -1.4289e+00 -5.6082e-01 -1.5295e+00 -5.6827e-01 +1.0048e+00 -2.9463e-01 -1.0960e+00 +1.9839e-01 -4.0610e-01 -3.0489e-01
2501 +9.734430393e+02 +9.734430393e+02 +1.097273039e+03 +1.097273039e+03 -7.0317e-01 -1.1019e+00 +2.2306e-01 +9.5608e-01 +3.7051e-01 +7.3326e-01 +6.8585e-01 +7.2500e-01 -4.0427e-01 -6.7316e-01 -1.8582e+00 -5.7284e-01 -8.5932e-01 -2.3612e-01 -2.8019e-01 -4.9667e-01 -9.3991e-01 +1.1812e+00 -3.6655e-01 -4.2429e-01
2851 +5.878442937e+02 +5.878442937e+02 +7.116742937e+02 +7.116742937e+02 -4.6037e-01 +1.6036e-01 +7.7476e-01 +3.2317e-01 -7.4445e-01 +1.0527e+00 +8.5241e-01 +1.6079e-01 -1.7396e-01 +3.0895e-01 +8.4705e-03 -4.7152e-02 +2.7830e-01 -4.7487e-01 +6.8766e-01 +5.8280e-01 +3.0542e-01 +1.5081e-01 -5.3949e-01 +2.7974e-01
3210 +3.700231898e+02 +3.700231898e+02 +4.938531898e+02 +4.938531898e+02 -4.8356e-01 +1.0711e+00 +4.7844e-01 +4.3542e-01 -3.8158e-01 -3.1408e-01 +5.5904e-01 +2.6833e-01 -8.0671e-01 -1.2941e+00 -1.5402e-02 -2.9026e-01 -6.3633e-01 -2.3661e-01 +1.3165e+00 -2.0257e-01 -5.3268e-01 +2.0778e-01 +1.6765e-01 +1.6320e-01
3651 +2.454543461e+02 +2.454543461e+02 +3.692843461e+02 +3.692843461e+02 -1.5396e-01 +3.5896e-01 +6.4705e-01 -1.4628e-02 +2.2740e-02 +4.0097e-01 +6.2431e-01 +3.1993e-01 -5.2574e-01 -5.0880e-01 -2.1082e-01 -4.3799e-01 +8.9772e-02 +7.7264e-01 +1.0371e+00 +2.8357e-01 -5.9358e-01 +5.3125e-01 +4.1640e-02 +1.8147e-02
4337 +1.571059636e+02 +1.571059636e+02 +2.809359636e+02 +2.809359636e+02 +2.8308e-01 -1.0668e-01 +5.7601e-01 +9.8624e-02 -4.8538e-01 +1.8114e-01 +6.2605e-01 +4.4770e-01 +1.4576e-01 -4.5311e-01 -4.6863e-01 +1.3957e-01 -6.2635e-02 -3.4265e-01 +2.9040e-01 +3.5940e-01 -6.3928e-01 +4.1376e-01 -1.4220e-01 +5.8203e-01
4712 +9.828771281e+01 +9.828771281e+01 +2.221177128e+02 +2.221177128e+02 -1.1178e-01 +9.2578e-02 +8.3204e-01 +2.2275e-01 -3.8507e-01 +2.6675e-01 +6.9562e-01 -2.2975e-01 -3.0313e-03 -1.3067e+00 +5.8792e-02 +1.2605e-01 +2.2046e-01 -1.8138e-01 +7.4297e-01 +7.8332e-02 -7.1453e-01 +4.3871e-01 +7.5517e-02 +5.8141e-02
5602 +4.632955792e+01 +4.632955792e+01 +1.701595579e+02 +1.701595579e+02 -7.8986e-02 +5.4369e-01 +6.9749e-01 -1.9213e-01 -6.4749e-01 +6.3646e-02 +5.4252e-01 +1.2308e-01 -3.3276e-03 -1.0891e+00 +1.0189e-01 +1.7778e-01 -3.9734e-01 -1.2781e-01 +7.5201e-01 +4.1634e-01 -7.6028e-01 +2.9487e-01 -1.7229e-01 -8.4178e-02
6204 +3.862834557e+01 +3.862834557e+01 +1.624583456e+02 +1.624583456e+02 -2.1556e-01 +2.0016e-01 +7.2115e-01 -6.0902e-02 -5.8275e-01 +1.1182e-01 +8.5567e-01 +7.6537e-02 +4.1834e-02 -9.5739e-01 +2.7214e-01 +1.9305e-03 -6.0051e-02 -1.3973e-03 +7.8954e-01 +5.1589e-01 -8.3830e-01 +4.3591e-01 -2.6284e-01 +1.9989e-01
6902 +2.342640891e+01 +2.342640891e+01 +1.472564089e+02 +1.472564089e+02 -1.0684e-01 +4.0255e-01 +5.9168e-01 -1.1442e-01 -5.7019e-01 +9.8955e-02 +6.7793e-01 +1.2994e-01 -3.8544e-02 -1.0853e+00 +2.0586e-01 +1.1785e-01 -3.5189e-01 -2.1310e-02 +6.3376e-01 +5.8295e-01 -9.1975e-01 +1.0068e-01 -1.8583e-01 +1.5089e-02
