% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.495343704e+01 +8.495343704e+01 +1.257334370e+02 +1.257334370e+02 -1.2975e+00 +3.2709e+00 -1.2809e+00 +4.2162e+00 +2.6191e+00 +1.4350e+00 +4.5367e+00 -4.7874e+00 +4.1815e-01 +4.6960e+00 +4.3230e+00 +3.1448e+00 +2.2984e+00 -3.5115e+00 +4.3535e+00 +1.9077e-01 -2.3715e+00 +2.9766e+00 -1.0796e+00 +4.2892e+00
2701 +6.145822950e+01 +6.145822950e+01 +1.022382295e+02 +1.022382295e+02 +6.5522e-01 -1.4304e+00 -4.3868e+00 +2.2151e+00 -1.6419e+00 -5.8554e-01 +6.4253e-01 -7.5050e-01 -6.0376e+00 +2.6942e+00 +3.4246e+00 -1.5730e+00 +1.1864e-01 +2.3163e+00 +1.7911e+00 -1.6541e+00 -1.4284e+00 +5.4805e+00 -3.6923e+00 -8.7080e-01
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.617043148e+01 +8.617043148e+01 +8.457043148e+01 +8.457043148e+01 +3.0946e+00 -1.6680e+00 +4.4777e+00 +3.9240e+00 -2.2481e+00 +4.2599e+00 -2.4947e+00 -1.7335e+00 -2.9297e+00 -4.9426e+00 +3.4787e+00 +4.3446e+00 -2.7018e+00 +2.9778e+00 +2.6134e+00 +1.6901e+00 -4.6550e+00 +2.6197e+00 +3.9785e-01 +2.2472e+00
1551 +6.024455201e+01 +6.024455201e+01 +5.864455201e+01 +5.864455201e+01 +3.1740e+00 -3.5149e+00 -4.1470e+00 +1.2586e+00 -3.8977e-02 +1.9253e-01 +9.7897e-01 -1.0317e+00 +3.6883e+00 -3.4919e+00 +3.7406e-01 +2.6906e+00 +1.4262e+00 -3.8916e+00 +2.0904e+00 +2.8075e+00 +3.9443e+00 +5.4258e+00 +3.9463e+00 +1.6378e-01
2715 +3.609788030e+01 +3.609788030e+01 +3.449788030e+01 +3.449788030e+01 +2.8140e+00 -1.2444e+00 -3.7914e+00 -2.4643e-01 +3.7748e-01 +2.7862e+00 +4.2861e+00 -1.4526e-02 +3.2624e+00 -2.7899e+00 -6.8266e-02 +2.4334e+00 +2.0709e+00 -2.5897e+00 +1.2183e+00 +3.1915e-01 +4.6312e+00 +2.6949e+00 +3.9588e+00 -1.7533e+00
3204 +1.988081449e+01 +1.988081449e+01 +1.828081449e+01 +1.828081449e+01 +2.2106e+00 -1.7186e+00 -3.5659e+00 -2.4991e+00 +2.1202e+00 +6.1710e-01 +2.6883e+00 -3.2863e-01 +3.6382e+00 -3.2173e+00 +3.2925e-01 +8.4087e-01 +4.0996e+00 -2.7050e+00 +1.7619e+00 +1.9134e-01 +3.6188e+00 +3.2877e+00 +3.3405e+00 -2.2261e+00
4702 +1.574901255e+01 +1.574901255e+01 +1.414901255e+01 +1.414901255e+01 +2.5667e+00 -1.4855e+00 -4.0867e+00 -4.8131e-01 +7.7842e-01 +6.9358e-01 +3.4550e+00 +1.7170e+00 +4.2359e+00 -3.3361e+00 +9.8137e-01 -5.2823e-02 +3.5617e+00 -2.7017e+00 +1.0171e+00 +8.0131e-01 +4.0161e+00 +4.4275e+00 +2.9983e+00 -3.3122e+00
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.514951584e+01 +8.514951584e+01 -2.856904842e+02 -2.856904842e+02 +4.7651e+00 -4.1745e+00 -3.1296e+00 +4.6601e+00 -3.5170e-01 +3.5062e+00 -1.8101e+00 -1.6415e+00 +5.9388e-01 +1.9673e+00 -2.2157e+00 +2.6136e+00 +8.1299e-01 +1.9835e+00 -1.5827e+00 +3.8574e+00 +2.0116e+00 +2.9523e+00 +1.3507e+00 -4.7936e+00
