% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.499022696e+03 +1.499022696e+03 +2.499022696e+03 +2.499022696e+03 -3.2244e+00 -1.5264e+00 -9.7828e-01 -6.7044e-01 +4.2915e-01 +2.7171e+00 +3.1759e+00 +4.1939e+00 +4.4545e+00 +8.5298e-01 -3.9063e+00 +1.2561e-01 -3.5448e-01 +3.3805e+00 -8.9978e-01 -4.2000e+00 +3.0473e+00 +2.2562e+00 +1.2015e+00 +2.5396e+00
7 +9.290785438e+02 +9.290785438e+02 +1.929078544e+03 +1.929078544e+03 +4.4637e+00 -1.7915e+00 +2.2367e+00 +3.6939e+00 +7.6838e-01 -1.2887e+00 +1.4608e+00 +3.7689e-01 -8.6990e-01 +4.3251e+00 -6.8612e-01 +1.9304e+00 -2.3091e+00 +3.4284e+00 +3.7084e+00 -6.3804e-02 -1.2279e+00 -1.4934e+00 -2.2960e+00 -1.9590e+00
172 +5.241827953e+02 +5.241827953e+02 +1.524182795e+03 +1.524182795e+03 +0.0000e+00 +3.8457e+00 -1.4266e+00 +2.8047e+00 +4.9372e-01 +4.8720e-01 -2.9032e-01 +1.1507e+00 -5.4566e-01 -7.3873e-01 -1.0471e+00 -3.1165e+00 -4.0800e+00 +0.0000e+00 +5.1922e-01 +2.8259e+00 +2.1391e+00 -4.6039e+00 +3.9474e-01 -4.4203e+00
366 +3.914649271e+02 +3.914649271e+02 +1.391464927e+03 +1.391464927e+03 +1.6236e+00 +4.4777e+00 +3.1095e+00 +2.2289e+00 +2.4085e+00 -1.0222e+00 +1.4182e+00 +2.9460e+00 +6.2508e-01 +2.3033e+00 -1.0341e+00 -7.7953e-01 -3.0083e-01 -1.0013e+00 -1.3742e+00 +3.4320e+00 +2.4476e+00 -3.0657e+00 +9.6026e-01 -1.3087e+00
1188 +2.285957439e+02 +2.285957439e+02 +1.228595744e+03 +1.228595744e+03 -1.8830e+00 +1.7945e+00 +3.0153e+00 +3.8377e+00 +4.5028e+00 -3.3127e+00 +1.2719e-01 -4.0480e-01 -1.2976e+00 -5.8013e-01 +2.6335e-01 -4.5654e-02 +1.2953e+00 -4.5214e+00 +3.7015e+00 +3.5171e+00 +3.2179e+00 -1.1303e+00 +1.2055e+00 -1.5514e+00
3708 +1.445270097e+02 +1.445270097e+02 +1.144527010e+03 +1.144527010e+03 -6.9280e-01 +2.0184e+00 +3.2750e+00 +4.7397e+00 +4.6595e+00 -4.6714e+00 -1.1244e+00 +3.2532e-01 -1.6259e+00 -1.0931e-01 -1.1451e+00 -1.7836e-01 -5.8707e-01 -4.5567e+00 +2.5870e+00 +3.3725e+00 +3.2684e+00 -1.0836e+00 -5.4561e-01 +2.6562e-01
10831 +9.854729366e+01 +9.854729366e+01 +1.098547294e+03 +1.098547294e+03 -5.5782e-01 +1.0463e+00 +2.8044e+00 +4.1962e+00 +5.0000e+00 -4.8016e+00 -6.7335e-01 -7.8710e-01 -2.2454e+00 -3.7098e-01 -1.4513e+00 -7.1220e-01 -2.7463e-01 -5.0000e+00 +2.7232e+00 +3.4176e+00 +3.2385e+00 -1.1081e+00 -2.8904e-01 -4.7379e-01
21517 +6.273639319e+01 +6.273639319e+01 +1.062736393e+03 +1.062736393e+03 -5.3595e-01 +9.4555e-01 +2.8435e+00 +4.3157e+00 +5.0000e+00 -4.6801e+00 -6.8191e-01 -7.7544e-01 -2.0760e+00 -3.2086e-01 -1.4511e+00 -7.5434e-01 -3.1290e-01 -5.0000e+00 +2.6736e+00 +3.4374e+00 +3.3169e+00 -1.1524e+00 -3.7608e-01 -4.7496e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.470490745e+03 +3.470490745e+03 +3.540520745e+03 +3.540520745e+03 +4.0258e+00 -3.8689e+00 -2.9603e+00 -2.6716e+00 +2.9994e+00 +2.6540e+00 +3.4009e+00 +2.1606e+00 +4.1153e+00 +7.5267e-01 +3.5750e+00 -7.1848e-01 +3.0659e+00 -1.8657e+00 +3.0805e+00 +1.4889e+00 -1.6015e+00 +3.4311e+00 +3.7485e+00 +1.9984e+00
